English Word	Emotion	Emotion-Intensity-Score	Myanmar-Burmese Word
savor	anticipation	0.375	ကြိုင်
abide	anticipation	0.367	နေပါ။
concealed	anticipation	0.367	ဖုံးကွယ်ထားသည်။
spear	anticipation	0.367	လှံ
lesson	anticipation	0.367	သင်ခန်းစာ
instructions	anticipation	0.367	ညွှန်ကြားချက်များ
sonar	anticipation	0.367	ဆိုနာ
biennial	anticipation	0.367	နှစ်နှစ်
convince	anticipation	0.367	စည်းရုံးသိမ်းသွင်းပါ။
whim	anticipation	0.367	ဘာရယ်
shiver	anticipation	0.367	ခိုက်တုန်
towering	anticipation	0.367	မြင့်သော
musical	anticipation	0.367	ဂီတ
offset	anticipation	0.359	နှိမ်သည်။
theory	anticipation	0.359	သီအိုရီ
theology	anticipation	0.359	ဓမ္မပညာ
undying	anticipation	0.359	မသေ
timidity	anticipation	0.359	ရှက်ရွံ့ခြင်း။
plump	anticipation	0.359	ပုံ့
atone	anticipation	0.359	အပြစ်ပေးခြင်း
audience	anticipation	0.357	ပရိသတ်
dietary	anticipation	0.352	အစားအသောက်
consecration	anticipation	0.352	သန့်ရှင်းမှု
localize	anticipation	0.352	localize လုပ်ပါ။
paragon	anticipation	0.352	ခြောက်ပြစ်ကင်းသဲလဲစင်
store	anticipation	0.352	စတိုးဆိုင်
farm	anticipation	0.352	လယ်ယာ
daily	anticipation	0.352	နေ့စဉ်
cramp	anticipation	0.352	ကြွက်တက်ခြင်း။
nobility	anticipation	0.352	nobility
closure	anticipation	0.352	ပိတ်ခြင်း။
edition	anticipation	0.352	ထုတ်ဝေမှု
kindred	anticipation	0.352	အမျိုးအနွယ်
stripped	anticipation	0.344	ချွတ်
errand	anticipation	0.344	အလုပ်
archaeology	anticipation	0.344	ရှေးဟောင်းသုတေသန
mutable	anticipation	0.344	ပြောင်းလဲနိုင်သော
wireless	anticipation	0.344	ကြိုးမဲ့
meditate	anticipation	0.344	တရားထိုင်ပါ။
mobile	anticipation	0.344	မိုဘိုင်း
germ	anticipation	0.336	ပိုး
brotherly	anticipation	0.336	ညီရင်းအစ်ကို
lessen	anticipation	0.336	လျှော့ပါ။
unbeaten	anticipation	0.336	ရှုံးပွဲမရှိ
pare	anticipation	0.336	pare
buddy	anticipation	0.336	သူငယ်ချင်း
unaccountable	anticipation	0.336	စာရင်းမဝင်
dove	anticipation	0.328	ချိုး
patient	anticipation	0.328	လူနာ
secular	anticipation	0.328	လောက
digress	anticipation	0.328	ယုတ်မာသော
chastity	anticipation	0.328	သီလ၊
council	anticipation	0.328	ကောင်စီ
olfactory	anticipation	0.328	အနံ့ခံခြင်း။
ribbon	anticipation	0.328	ဖဲကြိုး
possess	anticipation	0.328	အပိုင်
disposed	anticipation	0.320	မြင်မိပါတယ်။
scrutinize	anticipation	0.320	စိစစ်ပါ။
immature	anticipation	0.320	မရင့်ကျက်
mediator	anticipation	0.320	ဖျန်ဖြေသူ
regularity	anticipation	0.320	ပုံမှန်
cove	anticipation	0.320	cove
infanticide	anticipation	0.320	မွေးကင်းစကလေးများ
paddle	anticipation	0.320	လှော်တက်
heft	anticipation	0.320	heft
fancy	anticipation	0.320	ဖန်စီ
preservative	anticipation	0.320	ကြာရှည်ခံသည်။
unpublished	anticipation	0.312	မထုတ်ဝေရသေးပါ။
church	anticipation	0.312	ဘုရားကျောင်း
bugle	anticipation	0.312	bugle
grim	anticipation	0.312	သိပ်မကွာဘူး။
denying	anticipation	0.312	ငြင်းသည်။
analyst	anticipation	0.312	လေ့လာသူ
judicial	anticipation	0.305	တရားစီရင်ရေး
priesthood	anticipation	0.305	ယဇ်ပုရောဟိတ်ရာထူး
broadside	anticipation	0.305	ကျယ်ပြန့်သည်။
mill	anticipation	0.305	ကြိတ်
dismay	anticipation	0.297	စိတ်ပျက်စရာ
cap	anticipation	0.297	ဦးထုပ်
thermocouple	anticipation	0.297	thermocouple
tributary	anticipation	0.297	မြစ်လက်တက်
instructor	anticipation	0.297	နည်းပြဆရာ
exhaustion	anticipation	0.297	ပင်ပန်းနွမ်းနယ်ခြင်း။
saliva	anticipation	0.297	တံတွေး
cataract	anticipation	0.289	အတွင်းတိမ်
network	anticipation	0.289	ကွန်ရက်
visor	anticipation	0.289	visor
shackle	anticipation	0.289	ခြေချင်းချိတ်
wont	anticipation	0.289	wont
addresses	anticipation	0.289	လိပ်စာများ
discreet	anticipation	0.289	သတိပညာ
noncompliance	anticipation	0.289	မလိုက်နာခြင်း။
bruise	anticipation	0.289	ကြိတ်
homeless	anticipation	0.289	အိုးမဲ့အိမ်မဲ့
astronomer	anticipation	0.281	နက္ခတ္တဗေဒပညာရှင်
skewed	anticipation	0.281	မျက်စောင်းထိုး
neighbor	anticipation	0.281	အိမ်နီးချင်း
holiness	anticipation	0.273	သန့်ရှင်းမှု
devil	anticipation	0.273	မာရ်နတ်
picket	anticipation	0.273	သပိတ်
sentence	anticipation	0.273	ဝါကျ
latent	anticipation	0.273	ငုပ်လျှိုးနေ
cream	anticipation	0.273	မုန့်
immaturity	anticipation	0.273	မရင့်ကျက်
habitual	anticipation	0.266	ပုံမှန်
morals	anticipation	0.266	ကိုယ်ကျင့်တရား
neighborhood	anticipation	0.266	ရပ်ကွက်ထဲ
lull	anticipation	0.266	သာယာ
bye	anticipation	0.258	နှုတ်ဆက်ပါတယ်။
weight	anticipation	0.258	ကိုယ်အလေးချိန်
organ	anticipation	0.250	အင်္ဂါ
clown	anticipation	0.250	လူရွှင်တော်
forearm	anticipation	0.250	လက်ဖျံ
commonplace	anticipation	0.242	ဘုံ
quote	anticipation	0.242	ကိုးကား
rail	anticipation	0.234	ရထားလမ်း
dictatorship	anticipation	0.234	အာဏာရှင်စနစ်
treadmill	anticipation	0.234	ပြေးစက်
board	anticipation	0.234	ဘုတ်အဖွဲ့
tree	anticipation	0.227	သစ်ပင်
sundial	anticipation	0.227	နေပူ၊
paralysis	anticipation	0.211	သွက်ချာပါဒ၊
cement	anticipation	0.203	ဘိလပ်မြေ
worm	anticipation	0.203	သန်ကောင်
organization	anticipation	0.203	အဖွဲ့အစည်း
lagging	anticipation	0.180	နောက်ကျနေသည်။
neutral	anticipation	0.148	ကြားနေ
cannibalism	disgust	0.953	လူသားစားသည်။
mutilation	disgust	0.930	ဖြတ်တောက်ခြင်း
molestation	disgust	0.914	နှိပ်စက်ညှဉ်းပန်းခြင်း။
incest	disgust	0.914	incest
rape	disgust	0.906	မုဒိမ်းမှု
gonorrhea	disgust	0.906	ဆီးပူညောင်းကျရောဂါ
cannibal	disgust	0.898	လူသားစားသည်။
rot	disgust	0.891	အပုပ်
corpse	disgust	0.883	အလောင်း
massacre	disgust	0.883	လူသတ်ပွဲ
excrement	disgust	0.883	မစင်
barf	disgust	0.875	barf
slaughter	disgust	0.875	သတ်ခြင်း
slaughterhouse	disgust	0.867	သတ်ရုံ
incestuous	disgust	0.859	ဝမ်းဗိုက်
sewerage	disgust	0.859	ရေဆိုးမြောင်း
filth	disgust	0.859	အညစ်အကြေး
bigot	disgust	0.859	တစ်ယူသန်
rancid	disgust	0.859	ရွံ့စေသော
infestation	disgust	0.852	ကျရောက်ခြင်း။
plague	disgust	0.852	ပလိပ်ရောဂါ
holocaust	disgust	0.852	မီးလောင်တိုက်သွင်းခြင်း
bloodthirsty	disgust	0.852	သွေးဆာတယ်။
rotting	disgust	0.844	ပုပ်ခြင်း။
fecal	disgust	0.844	မစင်
maggot	disgust	0.844	မှို
feces	disgust	0.844	မစင်
murder	disgust	0.839	လူသတ်မှု
asshole	disgust	0.836	သေနာကောင်
homicide	disgust	0.836	လူသတ်မှု
enslaved	disgust	0.836	ကျွန်ခံ
infanticide	disgust	0.836	မွေးကင်းစကလေးများ
perverted	disgust	0.828	ဖောက်ပြန်သော
excretion	disgust	0.828	စွန့်ထုတ်ခြင်း။
gore	disgust	0.828	ခွေ့
slaughtering	disgust	0.828	သတ်ဖြတ်ခြင်း
torture	disgust	0.828	ညှဉ်းပန်းနှိပ်စက်ခြင်း။
contaminate	disgust	0.821	ညစ်ညမ်းသည်။
revolting	disgust	0.820	ဖြစ်တည်ခြင်း
gory	disgust	0.820	ဂေါရီ
shit	disgust	0.820	ပြောရမှာပါ။
terrorist	disgust	0.820	အကြမ်းဖက်
murderer	disgust	0.820	လူသတ်သမား
repugnant	disgust	0.820	ရွံစရာ
manure	disgust	0.820	မြေဩဇာ
pervert	disgust	0.820	မတရားသဖြင့်
diarrhoea	disgust	0.820	ဝမ်းလျှောခြင်း။
grotesque	disgust	0.820	မကောင်းဆိုးဝါး
desecration	disgust	0.820	အရှက်ခွဲခြင်း။
faeces	disgust	0.812	မစင်
slavery	disgust	0.812	ကျွန်စနစ်
sewer	disgust	0.812	မြောင်း
cadaver	disgust	0.812	ရုပ်ကလာပ်
manslaughter	disgust	0.812	လူသတ်ခြင်း
dismemberment	disgust	0.812	ပြိုကွဲခြင်း
vomit	disgust	0.812	အော့အန်ခြင်း။
perverse	disgust	0.805	ကောက်ကျစ်သော
repulsive	disgust	0.805	ရွံရှာဖွယ်ကောင်းသော
hemorrhage	disgust	0.805	သွေးသွန်ခြင်း။
sewage	disgust	0.797	မိလ္လာ
filthy	disgust	0.797	ညစ်ပတ်တယ်။
diseased	disgust	0.797	ရောဂါသည်
depravity	disgust	0.797	ဒုစရိုက်
carcass	disgust	0.795	အသေကောင်
decompose	disgust	0.789	ပုပ်သိုးသည်
gruesome	disgust	0.789	ကြောက်မက်ဖွယ်ကောင်းသော
mutilated	disgust	0.789	ဖြတ်တောက်ထားသည်။
puke	disgust	0.789	puke
herpes	disgust	0.789	ရေယုန်
decayed	disgust	0.789	ဆွေးမြေ့သည်။
dung	disgust	0.789	မစင်
vermin	disgust	0.789	သားကောင်
murderous	disgust	0.789	လူသတ်
parasite	disgust	0.789	ကပ်ပါး
horrific	disgust	0.789	ကြောက်မက်ဖွယ်ရာ
carnage	disgust	0.781	သတ်ဖြတ်ခြင်း
malaria	disgust	0.781	ငှက်ဖျား
slime	disgust	0.781	အကျိအချွဲ
flatulence	disgust	0.781	လေပွခြင်း။
pestilence	disgust	0.781	ကာလနာ
crap	disgust	0.781	အမိုက်စား
monstrosity	disgust	0.781	ရိုင်းစိုင်းမှု
loathsome	disgust	0.773	ယိ
toxic	disgust	0.773	အဆိပ်
morgue	disgust	0.773	morgue
pus	disgust	0.773	အဖု
herpesvirus	disgust	0.773	herpes ဗိုင်းရပ်စ်
leprosy	disgust	0.773	နူနာ
insidious	disgust	0.773	ယုတ်မာသော
cruel	disgust	0.766	ရက်စက်
regurgitation	disgust	0.766	ရင်တုန်ခြင်း။
anthrax	disgust	0.766	ပိုးသတ်ဆေး
xenophobia	disgust	0.766	မျက်ကန်းမျိုးချစ်ရောဂါ
repugnance	disgust	0.766	ရွံရှာစရာ
lynch	disgust	0.766	lynch
revulsion	disgust	0.766	ကဲ့ရဲ့ခြင်း
whore	disgust	0.766	ဖာသည်မ
dissection	disgust	0.759	ခွဲစိတ်မှု
mucous	disgust	0.758	အကျိအချွဲ
canker	disgust	0.758	ကျိုင်း
slum	disgust	0.758	ဆင်းရဲသားရပ်ကွက်
infectious	disgust	0.758	ကူးစက်သည်။
evil	disgust	0.758	မကောင်းမှု
phlegm	disgust	0.758	သလိပ်
cruelty	disgust	0.758	ရက်စက်မှု
perversion	disgust	0.758	ဖောက်ပြန်ခြင်း
sinister	disgust	0.750	ယုတ်မာသော
leeches	disgust	0.750	leeches
corrupting	disgust	0.750	ဖောက်ပြန်ခြင်း။
decomposition	disgust	0.750	ပြိုကွဲခြင်း။
abomination	disgust	0.742	စက်ဆုပ်ရွံရှာခြင်း။
stinking	disgust	0.742	နံစော်တယ်။
