English Word	Emotion	Emotion-Intensity-Score	Lao Word
symphony	anticipation	0.398	symphony
saintly	anticipation	0.398	ໄພ່ພົນ
judiciary	anticipation	0.398	ຕຸລາການ
lettered	anticipation	0.398	ຈົດໝາຍ
vigil	anticipation	0.398	ລະວັງ
reliance	anticipation	0.398	ການເອື່ອຍອີງ
distracting	anticipation	0.398	ລົບກວນ
mortification	anticipation	0.398	ການເສຍຊີວິດ
balm	anticipation	0.398	balm
simmer	anticipation	0.398	ຕົ້ມ
top	anticipation	0.398	ເທິງ
obliging	anticipation	0.398	ພັນທະ
efficient	anticipation	0.398	ປະສິດທິພາບ
guillotine	anticipation	0.398	ກີໂລຕິນ
representing	anticipation	0.398	ຕາງໜ້າ
death	anticipation	0.398	ການເສຍຊີວິດ
assurance	anticipation	0.391	ຮັບປະກັນ
familiarity	anticipation	0.391	ຄວາມຄຸ້ນເຄີຍ
depraved	anticipation	0.391	ຂີ້ຄ້ານ
condemnation	anticipation	0.391	ການກ່າວໂທດ
undoubted	anticipation	0.391	ບໍ່ຕ້ອງສົງໃສ
sanctify	anticipation	0.391	ຊໍາລະ
diplomacy	anticipation	0.391	ການ​ທູດ
antidote	anticipation	0.391	ຢາແກ້ພິດ
trust	anticipation	0.391	ໄວ້ໃຈ
linger	anticipation	0.391	ລໍ່
objective	anticipation	0.391	ຈຸດປະສົງ
chuckle	anticipation	0.391	ຕະຫຼົກ
poke	anticipation	0.391	ເຈາະ
abeyance	anticipation	0.391	ການ​ປະ​ຖິ້ມ
maternal	anticipation	0.391	ແມ່
art	anticipation	0.391	ສິນລະປະ
unfulfilled	anticipation	0.391	ບໍ່ໄດ້ຜົນ
inoculation	anticipation	0.384	inoculation
simplify	anticipation	0.383	ເຮັດໃຫ້ງ່າຍ
depend	anticipation	0.383	ຂຶ້ນກັບ
chant	anticipation	0.383	ບົດເພງ
ram	anticipation	0.383	ram
banger	anticipation	0.383	banger
playground	anticipation	0.383	ສະຫນາມເດັກຫຼິ້ນ
labor	anticipation	0.383	ແຮງ​ງານ
scientist	anticipation	0.383	ນັກວິທະຍາສາດ
good	anticipation	0.383	ດີ
humanitarian	anticipation	0.383	ມະນຸດສະທໍາ
failing	anticipation	0.383	ລົ້ມເຫລວ
hap	anticipation	0.383	ແຮກ
dutiful	anticipation	0.383	ມີໜ້າທີ່
hymn	anticipation	0.383	ເພງສວດ
ship	anticipation	0.383	ເຮືອ
discretion	anticipation	0.383	ການຕັດສິນໃຈ
undecided	anticipation	0.383	ຍັງບໍ່ໄດ້ຕັດສິນໃຈ
gradual	anticipation	0.375	ຄ່ອຍໆ
navigator	anticipation	0.375	ນັກນຳທາງ
track	anticipation	0.375	ຕິດຕາມ
cradle	anticipation	0.375	ອູ່
sterling	anticipation	0.375	ສະເຕີລິງ
interim	anticipation	0.375	ຊົ່ວຄາວ
clock	anticipation	0.375	ໂມງ
mountain	anticipation	0.375	ພູ​ເຂົາ
interminable	anticipation	0.375	interminable
public	anticipation	0.375	ສາທາລະນະ
recurrent	anticipation	0.375	ເກີດຂຶ້ນຊ້ຳ
savor	anticipation	0.375	ລົດຊາດ
abide	anticipation	0.367	ຍຶດຖື
concealed	anticipation	0.367	ປິດ​ບັງ
spear	anticipation	0.367	ຫອກ
lesson	anticipation	0.367	ບົດຮຽນ
instructions	anticipation	0.367	ຄໍາແນະນໍາ
sonar	anticipation	0.367	sonar
biennial	anticipation	0.367	ສອງປີ
convince	anticipation	0.367	ຊັກຊວນ
whim	anticipation	0.367	ໃຈ
shiver	anticipation	0.367	ສັ່ນ
towering	anticipation	0.367	ສູງຫຼາຍ
musical	anticipation	0.367	ດົນຕີ
offset	anticipation	0.359	ຊົດເຊີຍ
theory	anticipation	0.359	ທິດສະດີ
theology	anticipation	0.359	ສາດສະຫນາສາດ
undying	anticipation	0.359	ບໍ່ຕາຍ
timidity	anticipation	0.359	ຄວາມອິດເມື່ອຍ
plump	anticipation	0.359	ອ້ວນ
atone	anticipation	0.359	ຊົດໃຊ້
audience	anticipation	0.357	ຜູ້ຊົມ
dietary	anticipation	0.352	ອາຫານ
consecration	anticipation	0.352	ການອຸທິດຕົນ
localize	anticipation	0.352	ທ້ອງຖິ່ນ
paragon	anticipation	0.352	ພາຣາກອນ
store	anticipation	0.352	ຮ້ານ
farm	anticipation	0.352	ຟາມ
daily	anticipation	0.352	ປະຈໍາວັນ
cramp	anticipation	0.352	ປວດ
nobility	anticipation	0.352	ຊັ້ນສູງ
closure	anticipation	0.352	ປິດ
edition	anticipation	0.352	ສະບັບ
kindred	anticipation	0.352	ພີ່ນ້ອງ
stripped	anticipation	0.344	ຖອດອອກ
errand	anticipation	0.344	ເຮັດ​ວຽກ
archaeology	anticipation	0.344	ໂບຮານຄະດີ
mutable	anticipation	0.344	ປ່ຽນແປງໄດ້
wireless	anticipation	0.344	ໄຮ້ສາຍ
meditate	anticipation	0.344	ນັ່ງສະມາທິ
mobile	anticipation	0.344	ມືຖື
germ	anticipation	0.336	ເຊື້ອ
brotherly	anticipation	0.336	ພີ່ນ້ອງ
lessen	anticipation	0.336	ຫຼຸດລົງ
unbeaten	anticipation	0.336	ບໍ່ເຄີຍເສຍ
pare	anticipation	0.336	pare
buddy	anticipation	0.336	ເພື່ອນ
unaccountable	anticipation	0.336	ບໍ່ມີຄວາມຮັບຜິດຊອບ
dove	anticipation	0.328	ນົກເຂົາ
patient	anticipation	0.328	ຄົນ​ເຈັບ
secular	anticipation	0.328	ທາງໂລກ
digress	anticipation	0.328	ຄວາມຜິດຫວັງ
chastity	anticipation	0.328	ພົມມະຈັນ
council	anticipation	0.328	ສະພາ
olfactory	anticipation	0.328	ໂຮງສີ
ribbon	anticipation	0.328	ໂບ
possess	anticipation	0.328	ຄອບຄອງ
disposed	anticipation	0.320	ກຳຈັດ
scrutinize	anticipation	0.320	ກວດກາ
immature	anticipation	0.320	ອ່ອນ
mediator	anticipation	0.320	ຜູ້ໄກ່ເກ່ຍ
regularity	anticipation	0.320	ຄວາມເປັນປົກກະຕິ
cove	anticipation	0.320	ໂຄບ
infanticide	anticipation	0.320	ຢາຂ້າເດັກນ້ອຍ
paddle	anticipation	0.320	paddle
heft	anticipation	0.320	heft
fancy	anticipation	0.320	ແຟນ​ຊີ
preservative	anticipation	0.320	ສານກັນບູດ
unpublished	anticipation	0.312	ບໍ່ໄດ້ເຜີຍແຜ່
church	anticipation	0.312	ໂບດ
bugle	anticipation	0.312	ບັກ
grim	anticipation	0.312	ຂີ້ຮ້າຍ
denying	anticipation	0.312	ປະຕິເສດ
analyst	anticipation	0.312	ນັກວິເຄາະ
judicial	anticipation	0.305	ຕຸລາການ
priesthood	anticipation	0.305	ຖານະປະໂລຫິດ
broadside	anticipation	0.305	ກວ້າງ
mill	anticipation	0.305	ໂຮງສີ
dismay	anticipation	0.297	ຕົກໃຈ
cap	anticipation	0.297	ໝວກ
thermocouple	anticipation	0.297	thermocouple
tributary	anticipation	0.297	ສາຂາ
instructor	anticipation	0.297	ຄູສອນ
exhaustion	anticipation	0.297	ເມື່ອຍ
saliva	anticipation	0.297	ນໍ້າລາຍ
cataract	anticipation	0.289	ຕໍ້ກະຈົກ
network	anticipation	0.289	ເຄືອ​ຂ່າຍ​
visor	anticipation	0.289	ແວ່ນຕາ
shackle	anticipation	0.289	shackle
wont	anticipation	0.289	ຈະບໍ່ໄດ້
addresses	anticipation	0.289	ທີ່ຢູ່
discreet	anticipation	0.289	ສຸຂຸມ
noncompliance	anticipation	0.289	ການບໍ່ປະຕິບັດຕາມ
bruise	anticipation	0.289	ຮອຍແຕກ
homeless	anticipation	0.289	ບໍ່ມີທີ່ຢູ່ອາໄສ
astronomer	anticipation	0.281	ນັກດາລາສາດ
skewed	anticipation	0.281	skewed
neighbor	anticipation	0.281	ເພື່ອນບ້ານ
holiness	anticipation	0.273	ຄວາມບໍລິສຸດ
devil	anticipation	0.273	ມານ
picket	anticipation	0.273	picket
sentence	anticipation	0.273	ປະໂຫຍກ
latent	anticipation	0.273	แฝง
cream	anticipation	0.273	ຄີມ
immaturity	anticipation	0.273	ຄວາມບໍ່ເຕັມທີ່
habitual	anticipation	0.266	ນິໄສ
morals	anticipation	0.266	ສົມບັດສິນ
neighborhood	anticipation	0.266	ຄຸ້ມບ້ານ
lull	anticipation	0.266	ຂັບລຳ
bye	anticipation	0.258	ສະບາຍດີ
weight	anticipation	0.258	ນ້ຳໜັກ
organ	anticipation	0.250	ອະໄວຍະວະ
clown	anticipation	0.250	ຕະຫລົກ
forearm	anticipation	0.250	ແຂນ
commonplace	anticipation	0.242	ທຳມະດາ
quote	anticipation	0.242	quote
rail	anticipation	0.234	ທາງລົດໄຟ
dictatorship	anticipation	0.234	ລະບອບຜະເດັດການ
treadmill	anticipation	0.234	ເຄື່ອງແລ່ນ
board	anticipation	0.234	ກະດານ
tree	anticipation	0.227	ຕົ້ນໄມ້
sundial	anticipation	0.227	ແວ່ນຕາກັນແດດ
paralysis	anticipation	0.211	ອຳມະພາດ
cement	anticipation	0.203	ຊີມັງ
worm	anticipation	0.203	ແມ່ທ້ອງ
organization	anticipation	0.203	ອົງການຈັດຕັ້ງ
lagging	anticipation	0.180	ຊັກຊ້າ
neutral	anticipation	0.148	ເປັນກາງ
cannibalism	disgust	0.953	Cannibalism
mutilation	disgust	0.930	ການຂັດຂືນ
molestation	disgust	0.914	ການຂົ່ມເຫັງ
incest	disgust	0.914	incest
rape	disgust	0.906	ການຂົ່ມຂືນ
gonorrhea	disgust	0.906	ພະຍາດໜອງໃນ
cannibal	disgust	0.898	Cannibal
rot	disgust	0.891	ເນົ່າເປື່ອຍ
corpse	disgust	0.883	ສົບ
massacre	disgust	0.883	ການສັງຫານໝູ່
excrement	disgust	0.883	ຂັບຖ່າຍ
barf	disgust	0.875	barf
slaughter	disgust	0.875	ການຂ້າ
slaughterhouse	disgust	0.867	ໂຮງຂ້າສັດ
incestuous	disgust	0.859	incestuous
sewerage	disgust	0.859	ທໍ່ລະບາຍນໍ້າ
filth	disgust	0.859	ຄວາມສົກກະປົກ
bigot	disgust	0.859	ໃຫຍ່
rancid	disgust	0.859	ຂີ້ຄ້ານ
infestation	disgust	0.852	ການລະບາດ
plague	disgust	0.852	ພະຍາດລະບາດ
holocaust	disgust	0.852	ຄວາມ​ເສຍ​ຫາຍ
bloodthirsty	disgust	0.852	ຫິວເລືອດ
rotting	disgust	0.844	ເນົ່າເປື່ອຍ
fecal	disgust	0.844	ອາຈົມ
maggot	disgust	0.844	ໜໍ່ໄມ້
feces	disgust	0.844	ອາຈົມ
murder	disgust	0.839	ການຄາດຕະກໍາ
asshole	disgust	0.836	ຮູກົ້ນ
homicide	disgust	0.836	ການຄາດຕະກຳ
enslaved	disgust	0.836	ເປັນທາດ
infanticide	disgust	0.836	ຢາຂ້າເດັກນ້ອຍ
perverted	disgust	0.828	ບິດເບືອນ
excretion	disgust	0.828	ການຂັບຖ່າຍ
gore	disgust	0.828	gore
slaughtering	disgust	0.828	ການຂ້າສັດ
torture	disgust	0.828	ການທໍລະມານ
contaminate	disgust	0.821	ປົນເປື້ອນ
revolting	disgust	0.820	ການປະຕິວັດ
gory	disgust	0.820	gory
shit	disgust	0.820	shit
terrorist	disgust	0.820	ຜູ້ກໍ່ການຮ້າຍ
murderer	disgust	0.820	ຄາດຕະກອນ
repugnant	disgust	0.820	ຂີ້ຄ້ານ
manure	disgust	0.820	ຝຸ່ນ
pervert	disgust	0.820	ບິດເບືອນ
diarrhoea	disgust	0.820	ຖອກທ້ອງ
grotesque	disgust	0.820	grotesque
desecration	disgust	0.820	ການ​ດູ​ຖູກ
faeces	disgust	0.812	ອາຈົມ
slavery	disgust	0.812	ການເປັນຂ້າທາດ
sewer	disgust	0.812	ທໍ່ລະບາຍນໍ້າ
cadaver	disgust	0.812	cadaver
manslaughter	disgust	0.812	ການຄາດຕະກຳ
dismemberment	disgust	0.812	ການ​ຕັດ​ສະ​ມາ​ຊິກ​
vomit	disgust	0.812	ຮາກ
perverse	disgust	0.805	ບິດເບືອນ
repulsive	disgust	0.805	ໜ້າລັງກຽດ
hemorrhage	disgust	0.805	ເລືອດອອກ
sewage	disgust	0.797	ນ້ຳເສຍ
filthy	disgust	0.797	ສົກກະປົກ
diseased	disgust	0.797	ເປັນພະຍາດ
depravity	disgust	0.797	ຄວາມຊົ່ວຊ້າ
carcass	disgust	0.795	carcass
decompose	disgust	0.789	ເນົ່າເປື່ອຍ
gruesome	disgust	0.789	ຂີ້ຮ້າຍ
mutilated	disgust	0.789	ຖືກຕັດຂາດ
puke	disgust	0.789	ອ້ວນ
herpes	disgust	0.789	ພະຍາດຫືດ
decayed	disgust	0.789	ເປື່ອຍ
dung	disgust	0.789	ຂີ້ຝຸ່ນ
vermin	disgust	0.789	ສັດຕູພືດ
murderous	disgust	0.789	ຄາດຕະກຳ
parasite	disgust	0.789	ກາຝາກ
horrific	disgust	0.789	ເປັນຕາຢ້ານ
carnage	disgust	0.781	ການຄາດຕະກໍາ
malaria	disgust	0.781	ໄຂ້ຍຸງ
slime	disgust	0.781	ນໍ້າເມືອກ
flatulence	disgust	0.781	ທ້ອງອືດ
pestilence	disgust	0.781	ໂລກລະບາດ
crap	disgust	0.781	crap
monstrosity	disgust	0.781	ຮ້າຍກາດ
loathsome	disgust	0.773	ໜ້າລັງກຽດ
toxic	disgust	0.773	ເປັນພິດ
morgue	disgust	0.773	morgue
pus	disgust	0.773	ໜອງ
herpesvirus	disgust	0.773	ເຊື້ອໄວຣັສ herpes
leprosy	disgust	0.773	ພະຍາດຂີ້ທູດ
insidious	disgust	0.773	insidious
cruel	disgust	0.766	ໂຫດຮ້າຍ
regurgitation	disgust	0.766	ຂີ້ຄ້ານ
anthrax	disgust	0.766	ພະຍາດ Anthrax
xenophobia	disgust	0.766	xenophobia
repugnance	disgust	0.766	ຄວາມຂີ້ຄ້ານ
lynch	disgust	0.766	lynch
revulsion	disgust	0.766	reulsion
whore	disgust	0.766	ໂສເພນີ
dissection	disgust	0.759	ຜ່າຕັດ
mucous	disgust	0.758	ຂີ້ມູກ
canker	disgust	0.758	ແຄນເກີ
slum	disgust	0.758	ຊຸມຊົນແອອັດ
infectious	disgust	0.758	ຕິດເຊື້ອ
evil	disgust	0.758	ຊົ່ວຮ້າຍ
phlegm	disgust	0.758	ຂີ້ໝິ້ນ
cruelty	disgust	0.758	ຄວາມໂຫດຮ້າຍ
perversion	disgust	0.758	ບິດເບືອນ
sinister	disgust	0.750	ຮ້າຍກາດ
leeches	disgust	0.750	ຂີ້ແຮ້
corrupting	disgust	0.750	ສໍ້​ລາດ​ບັງ​ຫຼວງ​
decomposition	disgust	0.750	ເນົ່າເປື່ອຍ
abomination	disgust	0.742	ໜ້າກຽດຊັງ
stinking	disgust	0.742	ມີກິ່ນຫອມ
bile	disgust	0.742	ນໍ້າບີ
demonic	disgust	0.742	ຜີປີສາດ
deranged	disgust	0.742	ເສື່ອມ
abhorrence	disgust	0.742	ຄວາມກຽດຊັງ
soiled	disgust	0.742	ເປື້ອນ
mucus	disgust	0.742	ນໍ້າເມືອກ
septic	disgust	0.742	ນໍ້າເປື້ອນ
sickening	disgust	0.742	ເຈັບ​ປ່ວຍ
demon	disgust	0.742	ຜີປີສາດ
cancer	disgust	0.734	ມະເຮັງ
obese	disgust	0.734	ໂລກອ້ວນ
degeneracy	disgust	0.734	ການເສື່ອມສະພາບ
despicable	disgust	0.734	ໜ້າລັງກຽດ
atrocity	disgust	0.734	ຄວາມໂຫດຮ້າຍ
foul	disgust	0.734	ເຫມັນ
sicken	disgust	0.734	ເຈັບ
crucifixion	disgust	0.734	ການຄຶງ
terrorism	disgust	0.734	ການກໍ່ການຮ້າຍ
repulsion	disgust	0.727	ການຂົ່ມເຫັງ
morbidity	disgust	0.727	ພະຍາດ
dysentery	disgust	0.727	ພະຍາດທ້ອງບິດ
enema	disgust	0.727	enema
bacterium	disgust	0.727	ເຊື້ອແບັກທີເຣັຍ
dirty	disgust	0.727	ເປື້ອນ
adultery	disgust	0.727	ການຫລິ້ນຊູ້
contamination	disgust	0.727	ການປົນເປື້ອນ
grisly	disgust	0.727	ໃຈຮ້າຍ
diabolical	disgust	0.727	ຮ້າຍກາດ
autopsy	disgust	0.719	ສົບ
barbaric	disgust	0.719	ປ່າເຖື່ອນ
vulgar	disgust	0.719	ຫຍາບຄາຍ
entrails	disgust	0.719	ເສັ້ນທາງ
disgust	disgust	0.719	ກຽດຊັງ
lewd	disgust	0.719	ຂີ້ຄ້ານ
muck	disgust	0.719	ຂີ້ຕົມ
bowels	disgust	0.719	ລໍາໄສ້
garbage	disgust	0.719	ຂີ້ເຫຍື້ອ
deterioration	disgust	0.719	ການເສື່ອມສະພາບ
contagion	disgust	0.719	ການຕິດເຊື້ອ
vicious	disgust	0.719	ໂຫດຮ້າຍ
disfigured	disgust	0.719	ເສຍ​ຮູບ
pungent	disgust	0.719	ຂຸ້ນ
gross	disgust	0.719	ລວມຍອດ
bloodshed	disgust	0.714	ການນອງເລືອດ
gag	disgust	0.711	gag
pollute	disgust	0.711	ມົນລະພິດ
nausea	disgust	0.711	ປວດຮາກ
tyrant	disgust	0.711	tyrant
wretched	disgust	0.711	ໃຈຮ້າຍ
mortification	disgust	0.711	ການເສຍຊີວິດ
violent	disgust	0.711	ຮຸນແຮງ
poisoned	disgust	0.711	ເບື່ອ
nauseate	disgust	0.703	ປວດຮາກ
