English Word	Emotion	Emotion-Intensity-Score	Gujarati Word
slaughtering	disgust	0.828	કતલ
torture	disgust	0.828	ત્રાસ
contaminate	disgust	0.821	દૂષિત કરવું
revolting	disgust	0.820	બળવો
gory	disgust	0.820	ગોરી
shit	disgust	0.820	છી
terrorist	disgust	0.820	આતંકવાદી
murderer	disgust	0.820	હત્યારો
repugnant	disgust	0.820	પ્રતિકૂળ
manure	disgust	0.820	ખાતર
pervert	disgust	0.820	વિકૃત
diarrhoea	disgust	0.820	ઝાડા
grotesque	disgust	0.820	વિચિત્ર
desecration	disgust	0.820	અપવિત્રતા
faeces	disgust	0.812	મળ
slavery	disgust	0.812	ગુલામી
sewer	disgust	0.812	ગટર
cadaver	disgust	0.812	શબ
manslaughter	disgust	0.812	હત્યા
dismemberment	disgust	0.812	વિચ્છેદ
vomit	disgust	0.812	ઉલટી
perverse	disgust	0.805	વિકૃત
repulsive	disgust	0.805	પ્રતિકૂળ
hemorrhage	disgust	0.805	રક્તસ્રાવ
sewage	disgust	0.797	ગટર
filthy	disgust	0.797	ગંદા
diseased	disgust	0.797	રોગગ્રસ્ત
depravity	disgust	0.797	બગાડ
carcass	disgust	0.795	શબ
decompose	disgust	0.789	વિઘટન
gruesome	disgust	0.789	ભયાનક
mutilated	disgust	0.789	વિકૃત
puke	disgust	0.789	પ્યુક
herpes	disgust	0.789	હર્પીસ
decayed	disgust	0.789	ક્ષીણ
dung	disgust	0.789	છાણ
vermin	disgust	0.789	જીવાત
murderous	disgust	0.789	ખૂની
parasite	disgust	0.789	પરોપજીવી
horrific	disgust	0.789	ભયાનક
carnage	disgust	0.781	હત્યાકાંડ
malaria	disgust	0.781	મેલેરિયા
slime	disgust	0.781	ચીકણું
flatulence	disgust	0.781	પેટનું ફૂલવું
pestilence	disgust	0.781	રોગચાળો
crap	disgust	0.781	વાહિયાત
monstrosity	disgust	0.781	ભયંકરતા
loathsome	disgust	0.773	ઘૃણાસ્પદ
toxic	disgust	0.773	ઝેરી
morgue	disgust	0.773	શબઘર
pus	disgust	0.773	પરુ
herpesvirus	disgust	0.773	હર્પીસ વાયરસ
leprosy	disgust	0.773	રક્તપિત્ત
insidious	disgust	0.773	કપટી
cruel	disgust	0.766	ક્રૂર
regurgitation	disgust	0.766	રિગર્ગિટેશન
anthrax	disgust	0.766	એન્થ્રેક્સ
xenophobia	disgust	0.766	ઝેનોફોબિયા
repugnance	disgust	0.766	અપમાન
lynch	disgust	0.766	લિંચ
revulsion	disgust	0.766	બળવો
whore	disgust	0.766	વેશ્યા
dissection	disgust	0.759	ડિસેક્શન
mucous	disgust	0.758	મ્યુકોસ
canker	disgust	0.758	નાક
slum	disgust	0.758	ઝૂંપડપટ્ટી
infectious	disgust	0.758	ચેપી
evil	disgust	0.758	દુષ્ટ
phlegm	disgust	0.758	કફ
cruelty	disgust	0.758	ક્રૂરતા
perversion	disgust	0.758	વિકૃતિ
sinister	disgust	0.750	એકદમ વિચિત્ર
leeches	disgust	0.750	જળો
corrupting	disgust	0.750	ભ્રષ્ટ
decomposition	disgust	0.750	વિઘટન
abomination	disgust	0.742	ઘૃણા
stinking	disgust	0.742	દુર્ગંધયુક્ત
bile	disgust	0.742	પિત્ત
demonic	disgust	0.742	શૈતાની
deranged	disgust	0.742	વિકૃત
abhorrence	disgust	0.742	તિરસ્કાર
soiled	disgust	0.742	ગંદા
mucus	disgust	0.742	લાળ
septic	disgust	0.742	સેપ્ટિક
sickening	disgust	0.742	બીમાર
demon	disgust	0.742	રાક્ષસ
cancer	disgust	0.734	કેન્સર
obese	disgust	0.734	મેદસ્વી
degeneracy	disgust	0.734	અધોગતિ
despicable	disgust	0.734	ધિક્કારપાત્ર
atrocity	disgust	0.734	અત્યાચાર
foul	disgust	0.734	ખરાબ
sicken	disgust	0.734	બીમાર
crucifixion	disgust	0.734	વધસ્તંભ
terrorism	disgust	0.734	આતંકવાદ
repulsion	disgust	0.727	પ્રતિકૂળ
morbidity	disgust	0.727	રોગિષ્ઠતા
dysentery	disgust	0.727	મરડો
enema	disgust	0.727	એનિમા
bacterium	disgust	0.727	બેક્ટેરિયમ
dirty	disgust	0.727	ગંદા
adultery	disgust	0.727	વ્યભિચાર
contamination	disgust	0.727	દૂષણ
grisly	disgust	0.727	ભયાનક
diabolical	disgust	0.727	શેતાની
autopsy	disgust	0.719	શબપરીક્ષણ
barbaric	disgust	0.719	અસંસ્કારી
vulgar	disgust	0.719	અભદ્ર
entrails	disgust	0.719	આંતરડા
disgust	disgust	0.719	અણગમો
lewd	disgust	0.719	અશ્લીલ
muck	disgust	0.719	છાણ
bowels	disgust	0.719	આંતરડા
garbage	disgust	0.719	કચરો
deterioration	disgust	0.719	બગડવી
contagion	disgust	0.719	ચેપ
vicious	disgust	0.719	પાપી
disfigured	disgust	0.719	વિકૃત
pungent	disgust	0.719	તીક્ષ્ણ
gross	disgust	0.719	સ્થૂળ
bloodshed	disgust	0.714	રક્તપાત
gag	disgust	0.711	બોલવું
pollute	disgust	0.711	પ્રદૂષિત
nausea	disgust	0.711	ઉબકા
tyrant	disgust	0.711	જુલમી
wretched	disgust	0.711	દુ:ખી
mortification	disgust	0.711	મોર્ટિફિકેશન
violent	disgust	0.711	હિંસક
poisoned	disgust	0.711	ઝેર
nauseate	disgust	0.703	ઉબકા
slimy	disgust	0.703	નાજુક
grope	disgust	0.703	હાથ મારવું
slut	disgust	0.703	સ્લટ
nasty	disgust	0.703	બીભત્સ
disgusting	disgust	0.703	ઘૃણાસ્પદ
depraved	disgust	0.703	વંચિત
porn	disgust	0.703	પોર્ન
hateful	disgust	0.703	દ્વેષપૂર્ણ
vulgarity	disgust	0.703	અશ્લીલતા
noxious	disgust	0.703	હાનિકારક
grime	disgust	0.703	ધૂળ
constipation	disgust	0.703	કબજિયાત
secretion	disgust	0.703	સ્ત્રાવ
poisoning	disgust	0.703	ઝેર
despotism	disgust	0.703	તાનાશાહી
measles	disgust	0.696	ઓરી
contagious	disgust	0.695	સાંસર્ગિક
obesity	disgust	0.695	સ્થૂળતા
wart	disgust	0.695	મસો
hate	disgust	0.695	નફરત
hellish	disgust	0.695	નરક
scum	disgust	0.695	મેલ
suicidal	disgust	0.695	આત્મઘાતી
wretch	disgust	0.695	ખરાબ
abuse	disgust	0.695	ગા ળ
waste	disgust	0.695	કચરો
intestinal	disgust	0.695	આંતરડાની
heartworm	disgust	0.688	હાર્ટવોર્મ
ooze	disgust	0.688	સ્રાવ
treason	disgust	0.688	રાજદ્રોહ
contaminated	disgust	0.688	દુષિત
smut	disgust	0.688	સ્મટ
disease	disgust	0.688	રોગ
rabid	disgust	0.688	હડકાયું
deformed	disgust	0.680	વિકૃત
hell	disgust	0.680	નરક
soulless	disgust	0.680	આત્માહીન
cholera	disgust	0.680	કોલેરા
bestial	disgust	0.680	પશુ
antichrist	disgust	0.680	ખ્રિસ્તવિરોધી
freakish	disgust	0.680	વિચિત્ર
germ	disgust	0.680	જંતુ
detest	disgust	0.680	ધિક્કાર
pollution	disgust	0.680	પ્રદૂષણ
grimy	disgust	0.680	કર્કશ
abhorrent	disgust	0.680	ઘૃણાસ્પદ
hatred	disgust	0.680	તિરસ્કાર
abominate	disgust	0.680	ઘૃણાસ્પદ
sickness	disgust	0.680	માંદગી
hideous	disgust	0.672	ઘૃણાસ્પદ
dictatorship	disgust	0.672	સરમુખત્યારશાહી
loathful	disgust	0.672	ઘૃણાસ્પદ
greasy	disgust	0.672	ચીકણું
dilapidated	disgust	0.672	જર્જરિત
inhuman	disgust	0.672	અમાનવીય
loathing	disgust	0.672	તિરસ્કાર
obscene	disgust	0.672	અશ્લીલ
cess	disgust	0.670	ઉપકર
devil	disgust	0.664	શેતાન
deformity	disgust	0.664	વિકૃતિ
nauseous	disgust	0.664	ઉબકા
deadly	disgust	0.664	જીવલેણ
swine	disgust	0.664	ડુક્કર
discrimination	disgust	0.664	ભેદભાવ
abominable	disgust	0.664	ઘૃણાસ્પદ
masochism	disgust	0.664	સ્વપીડન
heretic	disgust	0.664	વિધર્મી
latrines	disgust	0.656	શૌચાલય
corruption	disgust	0.656	ભ્રષ્ટાચાર
poisonous	disgust	0.656	ઝેરી
horror	disgust	0.656	ભયાનક
nefarious	disgust	0.656	ઘૃણાસ્પદ
bacteria	disgust	0.656	બેક્ટેરિયા
horrible	disgust	0.656	ભયાનક
trash	disgust	0.656	કચરો
abortion	disgust	0.656	ગર્ભપાત
death	disgust	0.656	મૃત્યુ
prejudiced	disgust	0.656	પૂર્વગ્રહયુક્ત
poison	disgust	0.656	ઝેર
oppression	disgust	0.656	જુલમ
goo	disgust	0.656	goo
victimized	disgust	0.656	ભોગ બનેલ
mange	disgust	0.656	માંગે
sludge	disgust	0.648	કાદવ
trashy	disgust	0.648	કચરો
vindictive	disgust	0.648	પ્રતિશોધક
horrid	disgust	0.648	ભયાનક
ugly	disgust	0.648	નીચ
immoral	disgust	0.648	અનૈતિક
bitch	disgust	0.648	કૂતરી
outhouse	disgust	0.648	આઉટહાઉસ
detestation	disgust	0.648	તિરસ્કાર
horrifying	disgust	0.641	ભયાનક
laxative	disgust	0.641	રેચક
unsightly	disgust	0.641	કદરૂપું
derogatory	disgust	0.641	અપમાનજનક
slop	disgust	0.641	ઢાળ
malfeasance	disgust	0.641	ગેરરીતિ
spew	disgust	0.641	વગાડવું
pimple	disgust	0.641	ખીલ
criminality	disgust	0.641	ગુનાહિતતા
indecency	disgust	0.641	અભદ્રતા
cystic	disgust	0.641	સિસ્ટીક
villainous	disgust	0.641	ખલનાયક
queasy	disgust	0.633	અસ્વસ્થ
mildew	disgust	0.633	માઇલ્ડ્યુ
oppressive	disgust	0.633	દમનકારી
prostitution	disgust	0.633	વેશ્યાવૃત્તિ
secrete	disgust	0.633	સ્ત્રાવ
ulcer	disgust	0.633	અલ્સર
rat	disgust	0.633	ઉંદર
bigoted	disgust	0.633	ધર્માંધ
perpetrator	disgust	0.633	ગુનેગાર
doomsday	disgust	0.633	કયામતનો દિવસ
sinful	disgust	0.633	પાપી
degrading	disgust	0.625	અપમાનજનક
ghastly	disgust	0.625	ભયાનક
suffering	disgust	0.625	વેદના
obscenity	disgust	0.625	અશ્લીલતા
devilish	disgust	0.625	શેતાની
disgraceful	disgust	0.625	શરમજનક
persecution	disgust	0.625	સતાવણી
contemptible	disgust	0.625	ધિક્કારપાત્ર
cuckold	disgust	0.625	કોકલ્ડ
stools	disgust	0.625	સ્ટૂલ
dastardly	disgust	0.625	ભયંકર રીતે
sin	disgust	0.625	પાપ
gluttony	disgust	0.625	ખાઉધરાપણું
bloated	disgust	0.625	ફૂલેલું
fungus	disgust	0.625	ફૂગ
aghast	disgust	0.625	આઘાત
diaper	disgust	0.617	ડાયપર
malicious	disgust	0.617	દૂષિત
polygamy	disgust	0.617	બહુપત્નીત્વ
dying	disgust	0.617	મૃત્યુ
termite	disgust	0.617	ઉધઈ
fat	disgust	0.617	ચરબી
deceit	disgust	0.617	કપટ
atrocious	disgust	0.617	અત્યાચારી
guillotine	disgust	0.617	ગિલોટીન
tetanus	disgust	0.617	ટિટાનસ
spoil	disgust	0.617	બગાડવું
crusty	disgust	0.617	કર્કશ
sickly	disgust	0.617	બીમાર
louse	disgust	0.617	જૂઈ
strangle	disgust	0.617	ગળું દબાવવું
betrayal	disgust	0.617	વિશ્વાસઘાત
loathe	disgust	0.617	તિરસ્કાર
wench	disgust	0.617	વેન્ચ
infect	disgust	0.617	ચેપ લગાડવો
violently	disgust	0.609	હિંસક રીતે
brothel	disgust	0.609	વેશ્યાલય
drool	disgust	0.609	લાળ
bleeding	disgust	0.609	રક્તસ્ત્રાવ
deform	disgust	0.609	વિકૃત
ghetto	disgust	0.609	ઘેટ્ટો
sabotage	disgust	0.609	તોડફોડ
venomous	disgust	0.609	ઝેરી
abhor	disgust	0.609	તિરસ્કાર
slander	disgust	0.609	નિંદા
hostile	disgust	0.609	પ્રતિકૂળ
musty	disgust	0.602	મસ્ટી
illicit	disgust	0.602	ગેરકાયદે
ugliness	disgust	0.602	કુરૂપતા
unwashed	disgust	0.602	ધોયા વગરનું
swampy	disgust	0.602	સ્વેમ્પી
deprivation	disgust	0.602	વંચિતતા
poaching	disgust	0.602	શિકાર
hag	disgust	0.602	હેગ
infidel	disgust	0.602	નાસ્તિક
imprisonment	disgust	0.602	કેદ
traitor	disgust	0.602	દેશદ્રોહી
lunacy	disgust	0.602	ગાંડપણ
queasiness	disgust	0.594	અસ્વસ્થતા
hostility	disgust	0.594	દુશ્મનાવટ
repelling	disgust	0.594	ભગાડવું
intoxicated	disgust	0.594	નશામાં
thug	disgust	0.594	ઠગ
catastrophe	disgust	0.594	આપત્તિ
lunatic	disgust	0.594	પાગલ
misery	disgust	0.594	દુઃખ
venom	disgust	0.594	ઝેર
butcher	disgust	0.594	કસાઈ
toilet	disgust	0.594	શૌચાલય
blister	disgust	0.594	ફોલ્લો
lurid	disgust	0.594	આછું
slug	disgust	0.594	ગોકળગાય
gut	disgust	0.594	આંતરડા
sinner	disgust	0.594	પાપી
deceitful	disgust	0.594	કપટી
epidemic	disgust	0.594	મહામારી
deteriorated	disgust	0.586	બગડેલું
lavatory	disgust	0.586	શૌચાલય
unclean	disgust	0.586	અશુદ્ધ
prostitute	disgust	0.586	વેશ્યા
incubus	disgust	0.586	ઇનક્યુબસ
appalling	disgust	0.586	ભયાનક
dreadful	disgust	0.586	ભયાનક
