English Word	Emotion	Emotion-Intensity-Score	Albanian Word
disinclined	disgust	0.250	i pa prirur
john	disgust	0.250	jon
hulk	disgust	0.250	kaba
baboon	disgust	0.250	babunë
shanghai	disgust	0.250	shangai
cupping	disgust	0.250	kupa
lose	disgust	0.250	humbasin
rook	disgust	0.242	gurë
entangled	disgust	0.242	i ngatërruar
gratuitous	disgust	0.242	falas
scrub	disgust	0.242	pastrim
opponent	disgust	0.242	kundërshtar
tariff	disgust	0.242	tarifore
questionable	disgust	0.234	e diskutueshme
prolong	disgust	0.234	zgjasin
reluctance	disgust	0.234	ngurrimi
lagging	disgust	0.234	ngecje
misstatement	disgust	0.234	anomali
resign	disgust	0.234	jep dorëheqjen
unlucky	disgust	0.234	i pafat
backwardness	disgust	0.234	prapambetja
ineffectual	disgust	0.227	i paefektshëm
disqualified	disgust	0.227	skualifikuar
subsidy	disgust	0.227	subvencionim
reversal	disgust	0.227	përmbysja
default	disgust	0.227	default
fussy	disgust	0.227	i bezdisshëm
unpopular	disgust	0.227	jopopullore
petroleum	disgust	0.219	nafte
intense	disgust	0.219	intensive
evade	disgust	0.219	shmangen
frowning	disgust	0.219	vrenjtur
weight	disgust	0.219	peshë
dame	disgust	0.219	dame
donkey	disgust	0.211	gomar
actionable	disgust	0.211	vepruese
tawny	disgust	0.211	ngjyrë kafe
unhappy	disgust	0.211	i pakënaqur
dandy	disgust	0.203	i shkëlqyer
birch	disgust	0.203	thupër
speck	disgust	0.203	njollë
hood	disgust	0.203	kapuç
owing	disgust	0.203	borxh
desert	disgust	0.203	shkretëtirë
indifference	disgust	0.203	indiferencë
awkwardness	disgust	0.203	siklet
rave	disgust	0.203	furi
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	i papërshtatshëm
howl	disgust	0.195	ulërimë
dabbling	disgust	0.195	përkëdhelje
morals	disgust	0.195	moralin
misguided	disgust	0.195	i devijuar
airs	disgust	0.195	ajroset
gelatin	disgust	0.195	xhelatinë
fleece	disgust	0.195	qeth
monochrome	disgust	0.195	pikturë njëngjyrëshe
lush	disgust	0.188	harlisur
celebrity	disgust	0.188	personazh i famshëm
avoid	disgust	0.188	shmangni
gent	disgust	0.188	gent
stalemate	disgust	0.188	ngërç
lesser	disgust	0.188	më i vogël
sunk	disgust	0.180	fundosur
nose	disgust	0.180	hundë
laughable	disgust	0.180	për të qeshur
claimant	disgust	0.180	pretendues
possession	disgust	0.180	posedim
larger	disgust	0.164	më të mëdha
pregnancy	disgust	0.164	shtatzënia
thrift	disgust	0.164	kursim
undoubted	disgust	0.164	padyshim
mouthful	disgust	0.164	kafshatë
hoot	disgust	0.164	nxeh
sentence	disgust	0.156	fjali
misplace	disgust	0.156	vend i gabuar
clamor	disgust	0.156	zhurmë
parrot	disgust	0.156	papagall
obliging	disgust	0.156	obliguese
nameless	disgust	0.148	pa emër
bummer	disgust	0.148	e keqe
elf	disgust	0.141	kukudh
feeling	disgust	0.141	ndjenje
excellence	disgust	0.141	përsosmëri
gray	disgust	0.133	gri
asymmetry	disgust	0.133	asimetri
turn	disgust	0.133	kthesë
clumsy	disgust	0.133	i ngathët
stall	disgust	0.133	stallë
bran	disgust	0.125	krunde
finally	disgust	0.125	më në fund
lord	disgust	0.125	zoti
nurture	disgust	0.117	ushqej
savor	disgust	0.117	shijoj
cove	disgust	0.117	liman
winning	disgust	0.109	duke fituar
lemon	disgust	0.109	limon
powerful	disgust	0.102	i fuqishëm
glitter	disgust	0.094	vezullim
interior	disgust	0.086	brendshme
mind	disgust	0.086	mendjen
interested	disgust	0.078	e interesuar
treat	disgust	0.078	trajtoj
abundance	disgust	0.078	bollëk
honest	disgust	0.055	i ndershëm
kite	disgust	0.055	qift
humble	disgust	0.047	i përulur
tree	disgust	0.039	pemë
torture	fear	0.984	tortura
terrorist	fear	0.972	terroriste
terrorists	fear	0.969	terroristët
horrific	fear	0.969	e tmerrshme
terrorism	fear	0.969	terrorizmit
suicidebombing	fear	0.967	sulm vetëvrasës
kill	fear	0.962	vrasin
homicidal	fear	0.959	vrasëse
catastrophe	fear	0.953	katastrofë
annihilate	fear	0.953	asgjësoj
murderer	fear	0.953	vrasës
terror	fear	0.953	terrori
dying	fear	0.948	duke vdekur
war	fear	0.942	lufte
bombing	fear	0.938	bombardimi
bomb	fear	0.935	bombë
missiles	fear	0.934	raketa
horror	fear	0.923	tmerri
brutality	fear	0.922	brutaliteti
terrorize	fear	0.922	terrorizoj
horrified	fear	0.922	i tmerruar
bloodthirsty	fear	0.922	gjakatar
murderous	fear	0.920	vrastare
massacre	fear	0.911	masakër
terrifying	fear	0.906	tmerrues
fatality	fear	0.906	fatalitet
horrifying	fear	0.906	tmerruese
demon	fear	0.906	demoni
mutilation	fear	0.906	gjymtim
killing	fear	0.906	duke vrarë
holocaust	fear	0.906	holokausti
assassinate	fear	0.906	bëj atentat
terrified	fear	0.906	i tmerruar
devastation	fear	0.906	shkatërrim
murder	fear	0.906	vrasje
horrors	fear	0.906	tmerret
suicidal	fear	0.898	vetëvrasëse
assault	fear	0.891	sulmi
kidnap	fear	0.891	rrëmbim
slaughter	fear	0.891	therje
crucifixion	fear	0.891	kryqëzimi
doomed	fear	0.888	i dënuar
poisoned	fear	0.886	i helmuar
suicide	fear	0.879	vetëvrasje
explosion	fear	0.879	shpërthim
deadly	fear	0.875	vdekjeprurëse
assassin	fear	0.875	vrasës
annihilation	fear	0.875	asgjësimi
savagery	fear	0.875	egërsi
disaster	fear	0.875	fatkeqësi
threatening	fear	0.875	kërcënuese
slaughtering	fear	0.875	therje
disastrous	fear	0.875	katastrofike
dismemberment	fear	0.875	copëtimi
suffocation	fear	0.875	mbytje
rape	fear	0.870	përdhunimi
hell	fear	0.860	ferr
homicide	fear	0.859	vrasje
molestation	fear	0.859	ngacmimi
bloodshed	fear	0.859	gjakderdhje
barbaric	fear	0.859	barbare
explosive	fear	0.859	eksplozive
warfare	fear	0.859	luftë
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	tragjedi
anthrax	fear	0.859	antraksit
demonic	fear	0.859	demonike
executioner	fear	0.859	xhelati
dread	fear	0.859	frika
guillotine	fear	0.859	gijotinë
attacking	fear	0.859	duke sulmuar
peril	fear	0.859	rrezik
slaughterhouse	fear	0.859	thertore
annihilated	fear	0.859	i asgjësuar
suffocating	fear	0.858	mbytëse
treachery	fear	0.856	tradhëti
fright	fear	0.853	frika
monster	fear	0.844	përbindësh
traumatic	fear	0.844	traumatike
abomination	fear	0.844	neveri
apocalypse	fear	0.844	apokalipsi
slayer	fear	0.844	vrasës
scare	fear	0.844	tremb
morgue	fear	0.844	morg
painful	fear	0.844	e dhimbshme
frightened	fear	0.844	i frikësuar
vengeance	fear	0.844	hakmarrje
scariest	fear	0.844	më e frikshme
destroying	fear	0.844	duke shkatërruar
execution	fear	0.844	ekzekutimi
panicked	fear	0.844	në panik
petrified	fear	0.844	i ngurtësuar
afraid	fear	0.844	frikësuar
frightening	fear	0.844	e frikshme
drown	fear	0.844	mbytet
bombardment	fear	0.844	bombardimi
death	fear	0.843	vdekjen
chaos	fear	0.839	kaos
ghastly	fear	0.836	e kobshme
evil	fear	0.833	e keqe
intruder	fear	0.828	ndërhyrës
hellish	fear	0.828	ferrore
brutal	fear	0.828	brutale
cancer	fear	0.828	kanceri
devil	fear	0.828	djall
grenade	fear	0.828	granatë
eradication	fear	0.828	çrrënjosjen
frighten	fear	0.828	trembin
explode	fear	0.828	shpërthejnë
assassination	fear	0.828	atentat
fatal	fear	0.828	fatale
paralyze	fear	0.828	paralizoj
gunmen	fear	0.828	persona të armatosur
violently	fear	0.828	me dhunë
nightmare	fear	0.828	makth
doomsday	fear	0.828	kijameti
doom	fear	0.828	dënim
manslaughter	fear	0.828	vrasje nga pakujdesia
fear	fear	0.828	frikë
kidnapped	fear	0.828	i rrëmbyer
trauma	fear	0.828	trauma
morbidity	fear	0.820	sëmundshmërisë
crippling	fear	0.817	gjymtuar
savage	fear	0.814	i egër
shooting	fear	0.812	të shtënat
quake	fear	0.812	tërmet
poisonous	fear	0.812	helmuese
damnation	fear	0.812	mallkim
violence	fear	0.812	dhunës
destructive	fear	0.812	shkatërrues
aggressor	fear	0.812	agresor
suffering	fear	0.812	duke vuajtur
violent	fear	0.812	i dhunshëm
frightful	fear	0.812	e frikshme
crushed	fear	0.812	i grimcuar
earthquake	fear	0.812	tërmet
heartattack	fear	0.812	atak ne zemer
hurricane	fear	0.811	stuhi
imprisoned	fear	0.811	i burgosur
exterminate	fear	0.810	shfarosin
fearing	fear	0.808	duke u frikësuar
hemorrhage	fear	0.807	hemorragji
torment	fear	0.806	mundimi
lethal	fear	0.806	vdekjeprurës
venom	fear	0.804	helm
claustrophobia	fear	0.803	klaustrofobia
snakes	fear	0.802	gjarpërinjtë
danger	fear	0.802	rreziku
exorcism	fear	0.800	ekzorcizëm
obliterated	fear	0.800	i fshirë
robbery	fear	0.800	grabitje
terrifies	fear	0.798	tmerron
cyanide	fear	0.797	cianidi
incurable	fear	0.797	e pashërueshme
anxietyattack	fear	0.797	kapje ankthi
mortality	fear	0.797	vdekshmërisë
attack	fear	0.797	sulmojnë
monstrosity	fear	0.797	monstruozitet
extermination	fear	0.797	shfarosje
bombers	fear	0.797	bombardues
harmful	fear	0.797	të dëmshme
persecution	fear	0.797	persekutimi
biggestfear	fear	0.797	frika më e madhe
poison	fear	0.797	helm
cruelty	fear	0.797	mizori
hysteria	fear	0.797	histeri
destruction	fear	0.797	shkatërrimi
dreadfully	fear	0.796	tmerrësisht
arson	fear	0.794	zjarrvënie
devastate	fear	0.792	shkretojne
tyrant	fear	0.788	tiran
warcrimes	fear	0.785	krimet e luftës
perish	fear	0.784	zhduken
feared	fear	0.782	frikësuar
maniac	fear	0.781	maniak
bloody	fear	0.781	të përgjakshme
freakingout	fear	0.781	i çmendur
warlike	fear	0.781	luftarake
rampage	fear	0.781	tërbim
screaming	fear	0.781	duke bërtitur
lifeless	fear	0.781	pa jetë
enslaved	fear	0.781	i robëruar
venomous	fear	0.781	helmuese
snake	fear	0.776	gjarpër
epidemic	fear	0.776	epidemi
panicattack	fear	0.774	sulm paniku
crisis	fear	0.766	krizës
hazardous	fear	0.766	të rrezikshme
fearful	fear	0.766	i frikshëm
dangerously	fear	0.766	në mënyrë të rrezikshme
shipwreck	fear	0.766	anijembytje
scary	fear	0.766	e frikshme
tumor	fear	0.766	tumorit
invader	fear	0.766	pushtues
invade	fear	0.766	pushtojnë
die	fear	0.766	vdes
detonate	fear	0.766	shpërthejnë
violation	fear	0.766	shkelje
reprisal	fear	0.766	raprezalje
criminal	fear	0.766	kriminale
riot	fear	0.766	trazirë
obliterate	fear	0.766	fshij
inferno	fear	0.766	ferr
leprosy	fear	0.766	lebra
jihad	fear	0.766	xhihadit
ohshit	fear	0.766	ohshit
claustrophobic	fear	0.765	klaustrofobik
hyperventilating	fear	0.762	hiperventilues
nightmares	fear	0.759	makthet
destroyed	fear	0.754	të shkatërruara
ghostly	fear	0.754	fantazmë
treacherous	fear	0.750	i pabesë
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	tragjedive
slavery	fear	0.750	skllavëria
cholera	fear	0.750	kolera
anarchist	fear	0.750	anarkist
panic	fear	0.750	panik
anaconda	fear	0.750	anakonda
hurricanes	fear	0.750	uraganet
wrenching	fear	0.750	pikëllim
tyranny	fear	0.750	tiranisë
imprisonment	fear	0.750	burgim
dreadful	fear	0.750	e tmerrshme
agony	fear	0.750	agoni
dangerous	fear	0.750	e rrezikshme
obliteration	fear	0.750	zhdukje
projectiles	fear	0.750	predha
destroyer	fear	0.750	shkatërrues
strangle	fear	0.750	mbyt
hazard	fear	0.750	rreziku
riotous	fear	0.750	i trazuar
accident	fear	0.750	aksident
mortuary	fear	0.750	mortore
anarchy	fear	0.750	anarkia
fears	fear	0.750	frikërat
malignancy	fear	0.742	malinjiteti
bombard	fear	0.740	bombardoj
cannibal	fear	0.740	kanibal
abominable	fear	0.738	e neveritshme
depraved	fear	0.734	i shthurur
bomber	fear	0.734	bombardues
crash	fear	0.734	përplasje
tornado	fear	0.734	tornado
victimized	fear	0.734	viktimizuar
hyperventilate	fear	0.734	hiperventiloj
melee	fear	0.734	përleshje
cursed	fear	0.734	mallkuar
mutiny	fear	0.734	kryengritje
dictatorship	fear	0.734	diktaturës
shoot	fear	0.734	gjuaj
horrible	fear	0.734	e tmerrshme
misery	fear	0.734	mjerim
gore	fear	0.734	grykë
paralysis	fear	0.734	paraliza
tyrannical	fear	0.734	tiranike
missile	fear	0.734	raketë
gun	fear	0.734	armë
devilish	fear	0.734	djallëzor
diseased	fear	0.734	të sëmurë
shot	fear	0.734	e qëlluar
mafia	fear	0.734	mafias
beast	fear	0.734	bishë
malignant	fear	0.734	malinje
scared	fear	0.734	të frikësuar
hostage	fear	0.734	Peng
threaten	fear	0.734	kërcënojnë
turmoil	fear	0.733	trazire
combat	fear	0.728	betejë
alligator	fear	0.727	aligator
ruin	fear	0.725	rrënojë
shooter	fear	0.722	qitës
contagious	fear	0.720	ngjitës
crime	fear	0.719	krimi
scream	fear	0.719	bërtas
injured	fear	0.719	të plagosur
desperation	fear	0.719	dëshpërim
struggle	fear	0.719	luftojnë
shock	fear	0.719	shoku
seizure	fear	0.719	konfiskim
lynch	fear	0.719	linç
mortification	fear	0.719	mortifikimi
fight	fear	0.719	përleshje
harm	fear	0.719	dëm
emergency	fear	0.719	emergjente
phobia	fear	0.719	fobi
havoc	fear	0.719	kërdi
devastating	fear	0.719	shkatërruese
excruciating	fear	0.719	torturuese
casualty	fear	0.719	fatkeqësi
miscarriage	fear	0.719	abort spontan
starvation	fear	0.719	uria
frantically	fear	0.717	furishëm
carnage	fear	0.717	kërdi
standoff	fear	0.716	ngecje
infestation	fear	0.716	infektimi
soscary	fear	0.712	shume e frikshme
panicking	fear	0.708	në panik
rupture	fear	0.706	këputje
horrid	fear	0.705	e tmerrshme
frantic	fear	0.705	i furishëm
sabotage	fear	0.703	sabotim
vendetta	fear	0.703	hakmarrje
arsenic	fear	0.703	arseniku
freaked	fear	0.703	i friksuar
burial	fear	0.703	varrimi
sos	fear	0.703	sos
cobra	fear	0.703	kobra
dreaded	fear	0.703	të frikësuar
harrowing	fear	0.703	pikëllues
aggressive	fear	0.703	agresive
prey	fear	0.703	gjahun
gash	fear	0.703	gaz
hatred	fear	0.703	urrejtje
schizophrenia	fear	0.703	skizofreninë
upheaval	fear	0.703	përmbysje
armed	fear	0.703	të armatosur
collapse	fear	0.703	kolaps
deranged	fear	0.703	i çmendur
assailant	fear	0.703	sulmues
terminal	fear	0.703	terminal
plague	fear	0.703	murtaja
malevolent	fear	0.703	keqdashës
psychosis	fear	0.703	psikozë
carcinoma	fear	0.703	karcinoma
diabolical	fear	0.703	djallëzore
wrecked	fear	0.703	të rrënuar
grisly	fear	0.703	tmerrshëm
hysterical	fear	0.703	histerike
fugitive	fear	0.703	i arratisur
neurotic	fear	0.703	neurotike
witchcraft	fear	0.703	magjia
avalanche	fear	0.703	orteku
anguish	fear	0.703	ankth
cripple	fear	0.703	sakatoj
agonizing	fear	0.703	vuajtëse
infectious	fear	0.703	infektive
crocodile	fear	0.700	krokodil
forcibly	fear	0.700	me forcë
abduction	fear	0.700	rrëmbimi
offender	fear	0.698	shkelës
mayhem	fear	0.690	kaosi
hurt	fear	0.688	lënduar
shrapnel	fear	0.688	copëza
beastly	fear	0.688	kafshërore
rabid	fear	0.688	i tërbuar
guerilla	fear	0.688	guerile
ambush	fear	0.688	pritë
endanger	fear	0.688	rrezikojnë
leukemia	fear	0.688	leucemia
contagion	fear	0.688	ngjitje
anarchism	fear	0.688	anarkizëm
paranoid	fear	0.688	paranojake
cadaver	fear	0.688	kufoma
agoraphobia	fear	0.688	agorafobia
alarm	fear	0.688	alarmi
trepidation	fear	0.688	drithërimë
blast	fear	0.688	shpërthim
gory	fear	0.688	i përgjakshëm
cyclone	fear	0.688	ciklon
brawl	fear	0.688	përleshje
hopeless	fear	0.688	i pashpresë
banish	fear	0.688	dëboj
disease	fear	0.688	sëmundje
hostile	fear	0.688	armiqësore
oppression	fear	0.688	shtypjen
wounding	fear	0.688	plagosja
socialanxiety	fear	0.688	ankthi social
radiation	fear	0.688	rrezatimi
gallows	fear	0.686	trekëmbësh
coffin	fear	0.684	arkivol
madness	fear	0.675	çmenduri
spook	fear	0.673	drithërues
fury	fear	0.672	tërbim
menace	fear	0.672	kërcënim
perishing	fear	0.672	duke u zhdukur
victim	fear	0.672	viktimë
sinister	fear	0.672	ogurzi
thug	fear	0.672	bandit
carcass	fear	0.672	kufomë
shatter	fear	0.672	thyej
grim	fear	0.672	e zymtë
felon	fear	0.672	kriminel
stab	fear	0.672	godas me thikë
trembling	fear	0.672	duke u dridhur
revolver	fear	0.672	revolver
militants	fear	0.672	militantë
dungeon	fear	0.672	birucë
outbreak	fear	0.672	shpërthim
frankenstorm	fear	0.672	stuhi franken
viper	fear	0.672	nepërkë
combatant	fear	0.672	luftëtar
vermin	fear	0.672	parazitë
nervouswreck	fear	0.672	nervozizëm
menacing	fear	0.672	kërcënuese
hurting	fear	0.672	duke lënduar
persecute	fear	0.672	persekutoj
fangs	fear	0.672	fangët
militia	fear	0.672	milicia
injury	fear	0.672	lëndimi
scarier	fear	0.672	më e frikshme
mangle	fear	0.672	lëmsh
gang	fear	0.672	bandë
crushing	fear	0.672	dërrmuese
eruption	fear	0.672	shpërthim
soscared	fear	0.672	i frikësuar
ghost	fear	0.672	fantazmë
awful	fear	0.672	e tmerrshme
abhorrent	fear	0.672	i urryer
abuse	fear	0.672	abuzimi
freakedout	fear	0.672	i çmendur
atrocity	fear	0.672	mizori
tarantula	fear	0.672	tarantula
ferocious	fear	0.667	i egër
battered	fear	0.667	i rrahur
desolation	fear	0.667	shkretim
pandemic	fear	0.664	pandemi
cutthroat	fear	0.664	fyti i prerë
volcano	fear	0.663	vullkan
scares	fear	0.660	frikëson
cruelly	fear	0.658	mizorisht
smash	fear	0.656	thyej
xenophobia	fear	0.656	ksenofobia
typhoon	fear	0.656	tajfuni
spider	fear	0.656	merimangë
alarming	fear	0.656	alarmante
nefarious	fear	0.656	i poshtër
oppressive	fear	0.656	shtypëse
treason	fear	0.656	tradhëti
neurosis	fear	0.656	neuroza
cruel	fear	0.656	mizore
crazed	fear	0.656	i çmendur
coma	fear	0.656	koma
stroke	fear	0.656	goditje në tru
tumult	fear	0.656	rrëmujë
fearfully	fear	0.656	me frikë
battlefield	fear	0.656	fushëbetejë
emetophobia	fear	0.656	emetofobia
dictator	fear	0.656	diktator
armament	fear	0.656	armatim
blizzard	fear	0.656	stuhi dëbore
purgatory	fear	0.656	purgator
lunatic	fear	0.656	i çmendur
bully	fear	0.656	ngacmues
endangered	fear	0.656	të rrezikuara
insane	fear	0.656	i çmendur
malicious	fear	0.656	keqdashëse
selfharm	fear	0.656	vetëdëmtimi
despotic	fear	0.656	despotike
revenge	fear	0.656	hakmarrje
encroachment	fear	0.656	cenim
shitless	fear	0.656	pa dëshpërim
ruthless	fear	0.656	i pamëshirshëm
debauchery	fear	0.656	shthurja
distress	fear	0.656	shqetësim
traitor	fear	0.656	tradhtar
punishment	fear	0.656	dënimi
radioactive	fear	0.656	radioaktive
projectile	fear	0.654	predhë
flog	fear	0.653	fshikulloj
bang	fear	0.652	zhurmë
ransom	fear	0.644	shpërblesë
criminality	fear	0.642	kriminaliteti
rattlesnake	fear	0.641	gjarpër me zile
quivering	fear	0.641	duke u dridhur
perturbation	fear	0.641	shqetësim
tumour	fear	0.641	tumorit
conflict	fear	0.641	konflikti
injurious	fear	0.641	të dëmshme
vehement	fear	0.641	i vrullshëm
antichrist	fear	0.641	antikrishti
isolated	fear	0.641	i izoluar
raging	fear	0.641	të tërbuar
aghast	fear	0.641	i tmerruar
banshee	fear	0.641	banshee
cantbreathe	fear	0.641	nuk mund të marr frymë
demented	fear	0.641	i çmendur
dastardly	fear	0.641	i poshtër
abortion	fear	0.641	aborti
deteriorate	fear	0.641	përkeqësohet
warlock	fear	0.641	luftëtar
hanging	fear	0.641	i varur
wreck	fear	0.641	thyej
demise	fear	0.641	vdekje
perilous	fear	0.641	e rrezikshme
duress	fear	0.641	detyrim
dreading	fear	0.641	duke u frikësuar
raptors	fear	0.641	grabitqarët
haunt	fear	0.641	fanitet
punished	fear	0.641	ndëshkuar
hideous	fear	0.641	e tmerrshme
wildfire	fear	0.641	zjarri i egër
scoundrel	fear	0.641	i poshtër
intimidate	fear	0.641	frikësojnë
targeted	fear	0.641	në shënjestër
dementia	fear	0.641	demenca
despair	fear	0.641	dëshpërim
retaliation	fear	0.641	hakmarrje
bestial	fear	0.639	kafshërore
serpent	fear	0.638	gjarpri
condemnation	fear	0.637	dënim
fire	fear	0.636	zjarrit
exclusion	fear	0.636	përjashtimi
armaments	fear	0.636	armatimet
corrosive	fear	0.636	gërryes
nervousness	fear	0.627	nervozizmi
vengeful	fear	0.625	hakmarrëse
pneumonia	fear	0.625	pneumoni
mercenary	fear	0.625	mercenar
smuggler	fear	0.625	kontrabandist
repression	fear	0.625	represioni
prison	fear	0.625	burgu
malice	fear	0.625	keqdashje
incarceration	fear	0.625	burgosje
wicked	fear	0.625	të ligë
disfigured	fear	0.625	i shpërfytyruar
inhuman	fear	0.625	çnjerëzore
vampire	fear	0.625	vampir
sickening	fear	0.625	të sëmurë
seize	fear	0.625	kap
landslide	fear	0.625	rrëshqitje dheu
incendiary	fear	0.625	ndezëse
thundering	fear	0.625	bubullimë
ruinous	fear	0.625	shkaterrues
spiders	fear	0.625	merimangat
madman	fear	0.625	i çmendur
pestilence	fear	0.625	murtaja
stunned	fear	0.625	i shtangur
manic	fear	0.625	maniak
turbulent	fear	0.625	turbulente
combative	fear	0.625	luftarake
injure	fear	0.625	plagos
meltdown	fear	0.625	shkrirje
infection	fear	0.625	infeksioni
virulence	fear	0.625	virulencës
sarcoma	fear	0.625	sarkoma
revolting	fear	0.625	revoltuar
daemon	fear	0.625	demon
hurtful	fear	0.625	lënduese
lunacy	fear	0.625	çmenduri
enemy	fear	0.625	armik
artillery	fear	0.625	artileri
wracking	fear	0.625	thyerje
irreparable	fear	0.625	të pariparueshme
ill	fear	0.621	i sëmurë
barbarian	fear	0.620	barbare
