English Word	Emotion	Emotion-Intensity-Score	Armenian Word
objective	anticipation	0.391	օբյեկտիվ
chuckle	anticipation	0.391	ժպտալ
poke	anticipation	0.391	ծակել
abeyance	anticipation	0.391	հանդարտություն
maternal	anticipation	0.391	մայրական
art	anticipation	0.391	արվեստ
unfulfilled	anticipation	0.391	չկատարված
inoculation	anticipation	0.384	պատվաստում
simplify	anticipation	0.383	պարզեցնել
depend	anticipation	0.383	կախված
chant	anticipation	0.383	երգել
ram	anticipation	0.383	խոյ
banger	anticipation	0.383	բենգեր
playground	anticipation	0.383	խաղահրապարակ
labor	anticipation	0.383	աշխատուժ
scientist	anticipation	0.383	գիտնական
good	anticipation	0.383	լավ
humanitarian	anticipation	0.383	մարդասիրական
failing	anticipation	0.383	ձախողվելով
hap	anticipation	0.383	hap
dutiful	anticipation	0.383	պարտաճանաչ
hymn	anticipation	0.383	հիմն
ship	anticipation	0.383	նավ
discretion	anticipation	0.383	հայեցողություն
undecided	anticipation	0.383	անորոշ
gradual	anticipation	0.375	աստիճանական
navigator	anticipation	0.375	նավիգատոր
track	anticipation	0.375	հետեւել
cradle	anticipation	0.375	օրորոց
sterling	anticipation	0.375	ստերլինգ
interim	anticipation	0.375	միջանկյալ
clock	anticipation	0.375	ժամացույց
mountain	anticipation	0.375	լեռ
interminable	anticipation	0.375	անվերջ
public	anticipation	0.375	հանրային
recurrent	anticipation	0.375	կրկնվող
savor	anticipation	0.375	համտեսել
abide	anticipation	0.367	պահպանիր
concealed	anticipation	0.367	թաքնված
spear	anticipation	0.367	նիզակ
lesson	anticipation	0.367	դաս
instructions	anticipation	0.367	հրահանգներ
sonar	anticipation	0.367	սոնար
biennial	anticipation	0.367	երկամյա
convince	anticipation	0.367	համոզել
whim	anticipation	0.367	քմահաճույք
shiver	anticipation	0.367	դող
towering	anticipation	0.367	աշտարակավոր
musical	anticipation	0.367	երաժշտական
offset	anticipation	0.359	օֆսեթ
theory	anticipation	0.359	տեսություն
theology	anticipation	0.359	աստվածաբանություն
undying	anticipation	0.359	անմահ
timidity	anticipation	0.359	երկչոտություն
plump	anticipation	0.359	հաստլիկ
atone	anticipation	0.359	քավել
audience	anticipation	0.357	հանդիսատես
dietary	anticipation	0.352	դիետիկ
consecration	anticipation	0.352	օծում
localize	anticipation	0.352	տեղայնացնել
paragon	anticipation	0.352	պարագլուխ
store	anticipation	0.352	խանութ
farm	anticipation	0.352	ֆերմա
daily	anticipation	0.352	օրական
cramp	anticipation	0.352	ջղաձգություն
nobility	anticipation	0.352	ազնվականություն
closure	anticipation	0.352	փակում
edition	anticipation	0.352	հրատարակություն
kindred	anticipation	0.352	ազգական
stripped	anticipation	0.344	մերկացել
errand	anticipation	0.344	հանձնարարություն
archaeology	anticipation	0.344	հնագիտության
mutable	anticipation	0.344	փոփոխական
wireless	anticipation	0.344	անլար
meditate	anticipation	0.344	խորհել
mobile	anticipation	0.344	բջջային
germ	anticipation	0.336	մանրէ
brotherly	anticipation	0.336	եղբայրական
lessen	anticipation	0.336	նվազեցնել
unbeaten	anticipation	0.336	անպարտելի
pare	anticipation	0.336	պարա
buddy	anticipation	0.336	ընկեր
unaccountable	anticipation	0.336	անպատասխանատու
dove	anticipation	0.328	աղավնի
patient	anticipation	0.328	հիվանդ
secular	anticipation	0.328	աշխարհիկ
digress	anticipation	0.328	շեղվել
chastity	anticipation	0.328	մաքրաբարոյություն
council	anticipation	0.328	խորհուրդ
olfactory	anticipation	0.328	հոտառություն
ribbon	anticipation	0.328	ժապավեն
possess	anticipation	0.328	տիրապետել
disposed	anticipation	0.320	տրամադրված
scrutinize	anticipation	0.320	զննել
immature	anticipation	0.320	ոչ հասուն
mediator	anticipation	0.320	միջնորդ
regularity	anticipation	0.320	օրինաչափություն
cove	anticipation	0.320	ծովախորշ
infanticide	anticipation	0.320	մանկասպանություն
paddle	anticipation	0.320	թիավարել
heft	anticipation	0.320	ծանր
fancy	anticipation	0.320	շքեղ
preservative	anticipation	0.320	կոնսերվանտ
unpublished	anticipation	0.312	չհրապարակված
church	anticipation	0.312	եկեղեցի
bugle	anticipation	0.312	ճոճել
grim	anticipation	0.312	մռայլ
denying	anticipation	0.312	հերքելով
analyst	anticipation	0.312	վերլուծաբան
judicial	anticipation	0.305	դատական
priesthood	anticipation	0.305	քահանայություն
broadside	anticipation	0.305	լայնեզր
mill	anticipation	0.305	ջրաղաց
dismay	anticipation	0.297	հիասթափություն
cap	anticipation	0.297	գլխարկ
thermocouple	anticipation	0.297	ջերմազույգ
tributary	anticipation	0.297	վտակ
instructor	anticipation	0.297	հրահանգիչ
exhaustion	anticipation	0.297	հյուծվածություն
saliva	anticipation	0.297	թուք
cataract	anticipation	0.289	կատարակտ
network	anticipation	0.289	ցանց
visor	anticipation	0.289	երեսկալ
shackle	anticipation	0.289	կապանք
wont	anticipation	0.289	սովորություն չունի
addresses	anticipation	0.289	հասցեները
discreet	anticipation	0.289	զուսպ
noncompliance	anticipation	0.289	անհամապատասխանություն
bruise	anticipation	0.289	կապտուկ
homeless	anticipation	0.289	անօթևան
astronomer	anticipation	0.281	աստղագետ
skewed	anticipation	0.281	շեղված
neighbor	anticipation	0.281	հարեւան
holiness	anticipation	0.273	սրբություն
devil	anticipation	0.273	Սատանա
picket	anticipation	0.273	պիկետ
sentence	anticipation	0.273	նախադասություն
latent	anticipation	0.273	թաքնված
cream	anticipation	0.273	կրեմ
immaturity	anticipation	0.273	անհասունություն
habitual	anticipation	0.266	սովորական
morals	anticipation	0.266	բարքեր
neighborhood	anticipation	0.266	հարեւանություն
lull	anticipation	0.266	հանգիստ
bye	anticipation	0.258	ցտեսություն
weight	anticipation	0.258	քաշը
organ	anticipation	0.250	օրգան
clown	anticipation	0.250	ծաղրածու
forearm	anticipation	0.250	նախաբազուկ
commonplace	anticipation	0.242	սովորական
quote	anticipation	0.242	մեջբերում
rail	anticipation	0.234	երկաթուղային
dictatorship	anticipation	0.234	բռնապետություն
treadmill	anticipation	0.234	վազքուղի
board	anticipation	0.234	տախտակ
tree	anticipation	0.227	ծառ
sundial	anticipation	0.227	արևային ժամացույց
paralysis	anticipation	0.211	կաթվածահարություն
cement	anticipation	0.203	ցեմենտ
worm	anticipation	0.203	որդ
organization	anticipation	0.203	կազմակերպություն
lagging	anticipation	0.180	ուշացած
neutral	anticipation	0.148	չեզոք
cannibalism	disgust	0.953	մարդակերություն
mutilation	disgust	0.930	խեղում
molestation	disgust	0.914	ոտնձգություն
incest	disgust	0.914	ինցեստ
rape	disgust	0.906	բռնաբարություն
gonorrhea	disgust	0.906	գոնորիա
cannibal	disgust	0.898	մարդակեր
rot	disgust	0.891	փտում
corpse	disgust	0.883	դիակ
massacre	disgust	0.883	ջարդ
excrement	disgust	0.883	արտաթորանք
barf	disgust	0.875	բարֆ
slaughter	disgust	0.875	սպանդ
slaughterhouse	disgust	0.867	սպանդանոց
incestuous	disgust	0.859	ինցեստային
sewerage	disgust	0.859	կոյուղի
filth	disgust	0.859	կեղտ
bigot	disgust	0.859	մոլեռանդ
rancid	disgust	0.859	փշաքաղված
infestation	disgust	0.852	վարակվածություն
plague	disgust	0.852	ժանտախտը
holocaust	disgust	0.852	Հոլոքոստ
bloodthirsty	disgust	0.852	արյունարբու
rotting	disgust	0.844	փտում
fecal	disgust	0.844	ֆեկալ
maggot	disgust	0.844	թրթուր
feces	disgust	0.844	կղանք
murder	disgust	0.839	սպանություն
asshole	disgust	0.836	ապուշ
homicide	disgust	0.836	սպանություն
enslaved	disgust	0.836	ստրկացած
infanticide	disgust	0.836	մանկասպանություն
perverted	disgust	0.828	այլասերված
excretion	disgust	0.828	արտազատում
gore	disgust	0.828	խոցել
slaughtering	disgust	0.828	մորթում
torture	disgust	0.828	խոշտանգում
contaminate	disgust	0.821	աղտոտել
revolting	disgust	0.820	ընդվզող
gory	disgust	0.820	դառնություն
shit	disgust	0.820	խեղճ
terrorist	disgust	0.820	ահաբեկիչ
murderer	disgust	0.820	մարդասպան
repugnant	disgust	0.820	գարշելի
manure	disgust	0.820	գոմաղբ
pervert	disgust	0.820	այլասերված
diarrhoea	disgust	0.820	փորլուծություն
grotesque	disgust	0.820	գրոտեսկային
desecration	disgust	0.820	պղծում
faeces	disgust	0.812	կղանքները
slavery	disgust	0.812	ստրկություն
sewer	disgust	0.812	կոյուղի
cadaver	disgust	0.812	դիակ
manslaughter	disgust	0.812	սպանություն
dismemberment	disgust	0.812	մասնատում
vomit	disgust	0.812	փսխում
perverse	disgust	0.805	այլասերված
repulsive	disgust	0.805	վանող
hemorrhage	disgust	0.805	արյունահոսություն
sewage	disgust	0.797	կոյուղաջրեր
filthy	disgust	0.797	կեղտոտ
diseased	disgust	0.797	հիվանդ
depravity	disgust	0.797	այլասերվածություն
carcass	disgust	0.795	դիակ
decompose	disgust	0.789	քայքայվել
gruesome	disgust	0.789	սարսափելի
mutilated	disgust	0.789	խեղված
puke	disgust	0.789	պոկել
herpes	disgust	0.789	հերպես
decayed	disgust	0.789	քայքայված
dung	disgust	0.789	թրիքը
vermin	disgust	0.789	վնասատուներ
murderous	disgust	0.789	մարդասպան
parasite	disgust	0.789	մակաբույծ
horrific	disgust	0.789	սարսափելի
carnage	disgust	0.781	կոտորած
malaria	disgust	0.781	մալարիա
slime	disgust	0.781	լորձ
flatulence	disgust	0.781	փքվածություն
pestilence	disgust	0.781	ժանտախտ
crap	disgust	0.781	հիմարություն
monstrosity	disgust	0.781	հրեշավորություն
loathsome	disgust	0.773	զզվելի
toxic	disgust	0.773	թունավոր
morgue	disgust	0.773	դիահերձարան
pus	disgust	0.773	թարախ
herpesvirus	disgust	0.773	հերպեսի վիրուս
leprosy	disgust	0.773	բորոտություն
insidious	disgust	0.773	նենգ
cruel	disgust	0.766	դաժան
regurgitation	disgust	0.766	regurgitation
anthrax	disgust	0.766	սիբիրախտ
xenophobia	disgust	0.766	քսենոֆոբիա
repugnance	disgust	0.766	գարշելիություն
lynch	disgust	0.766	լինչ
revulsion	disgust	0.766	նողկանք
whore	disgust	0.766	պոռնիկ
dissection	disgust	0.759	մասնահատում
mucous	disgust	0.758	լորձային
canker	disgust	0.758	քաղցկեղ
slum	disgust	0.758	տնակային թաղամաս
infectious	disgust	0.758	վարակիչ
evil	disgust	0.758	չար
phlegm	disgust	0.758	լորձաթաղանթ
cruelty	disgust	0.758	դաժանություն
perversion	disgust	0.758	այլասերվածություն
sinister	disgust	0.750	չարաբաստիկ
leeches	disgust	0.750	տզրուկներ
corrupting	disgust	0.750	ապականող
decomposition	disgust	0.750	տարրալուծում
abomination	disgust	0.742	զզվելիություն
stinking	disgust	0.742	գարշահոտ
bile	disgust	0.742	դառնություն
demonic	disgust	0.742	դիվային
deranged	disgust	0.742	խելագարված
abhorrence	disgust	0.742	զզվանք
soiled	disgust	0.742	կեղտոտված
mucus	disgust	0.742	լորձ
septic	disgust	0.742	սեպտիկ
sickening	disgust	0.742	հիվանդագին
demon	disgust	0.742	Սատանա
cancer	disgust	0.734	քաղցկեղ
obese	disgust	0.734	գեր
degeneracy	disgust	0.734	այլասերվածություն
despicable	disgust	0.734	արհամարհելի
atrocity	disgust	0.734	դաժանություն
