English Word	Emotion	Emotion-Intensity-Score	Amharic Word
grin	anticipation	0.422	ፈገግታ
revere	anticipation	0.422	አክባሪ
candid	anticipation	0.422	ሐቀኛ
vista	anticipation	0.422	ቪስታ
conspirator	anticipation	0.422	ሴረኛ
adrift	anticipation	0.422	መንሳፈፍ
recognizable	anticipation	0.422	ሊታወቅ የሚችል
volatility	anticipation	0.422	ተለዋዋጭነት
forestall	anticipation	0.422	መከላከል
laughter	anticipation	0.422	ሳቅ
continue	anticipation	0.414	ቀጥል
ongoing	anticipation	0.414	እየተካሄደ ነው።
astrologer	anticipation	0.414	ኮከብ ቆጣሪ
mediate	anticipation	0.414	አስታራቂ
punctual	anticipation	0.414	ሰዓት አክባሪ
grant	anticipation	0.414	መስጠት
morn	anticipation	0.414	ጥዋት
pretty	anticipation	0.414	ቆንጆ
withstand	anticipation	0.414	መቋቋም
frisky	anticipation	0.414	ብስጭት
thought	anticipation	0.414	አሰብኩ
probation	anticipation	0.414	የሙከራ ጊዜ
ordination	anticipation	0.414	ሹመት
calls	anticipation	0.414	ጥሪዎች
detainee	anticipation	0.414	እስረኛ
craps	anticipation	0.414	craps
weigh	anticipation	0.414	መዝኑ
proficiency	anticipation	0.414	ብቃት
sing	anticipation	0.411	ዘምሩ
continuation	anticipation	0.406	ቀጣይነት
university	anticipation	0.406	ዩኒቨርሲቲ
chicane	anticipation	0.406	ቺካን
nurture	anticipation	0.406	ማሳደግ
mother	anticipation	0.406	እናት
punished	anticipation	0.406	ተቀጣ
twinkle	anticipation	0.406	ብልጭ ድርግም የሚል
confession	anticipation	0.406	መናዘዝ
outdo	anticipation	0.406	ውጪ
prophylactic	anticipation	0.406	ፕሮፊለቲክ
proud	anticipation	0.406	ኩሩ
midwife	anticipation	0.406	አዋላጅ
wizard	anticipation	0.406	ጠንቋይ
headlight	anticipation	0.406	የፊት መብራት
long	anticipation	0.406	ረጅም
banquet	anticipation	0.406	ግብዣ
comfort	anticipation	0.406	ማጽናኛ
navigable	anticipation	0.406	ማሰስ የሚችል
subscribe	anticipation	0.406	ሰብስክራይብ ያድርጉ
opponent	anticipation	0.406	ተቃዋሚ
debenture	anticipation	0.406	የግዴታ ወረቀት
deal	anticipation	0.402	ስምምነት
symphony	anticipation	0.398	ሲምፎኒ
saintly	anticipation	0.398	ቅዱስ
judiciary	anticipation	0.398	የፍትህ አካላት
lettered	anticipation	0.398	በደብዳቤ ተጽፏል
vigil	anticipation	0.398	ንቁ
reliance	anticipation	0.398	መታመን
distracting	anticipation	0.398	ትኩረትን የሚከፋፍል
mortification	anticipation	0.398	መሞት
balm	anticipation	0.398	የበለሳን
simmer	anticipation	0.398	ማቅለል
top	anticipation	0.398	ከላይ
obliging	anticipation	0.398	ማስገደድ
efficient	anticipation	0.398	ውጤታማ
guillotine	anticipation	0.398	ጊሎቲን
representing	anticipation	0.398	የሚወክል
death	anticipation	0.398	ሞት
assurance	anticipation	0.391	ማረጋገጫ
familiarity	anticipation	0.391	መተዋወቅ
depraved	anticipation	0.391	የተበላሸ
condemnation	anticipation	0.391	ውግዘት
undoubted	anticipation	0.391	ምንም ጥርጥር የለውም
sanctify	anticipation	0.391	ቀድሱ
diplomacy	anticipation	0.391	ዲፕሎማሲ
antidote	anticipation	0.391	መድሃኒት
trust	anticipation	0.391	እምነት
linger	anticipation	0.391	የሚዘገይ
objective	anticipation	0.391	ዓላማ
chuckle	anticipation	0.391	ሳቅ
poke	anticipation	0.391	ጩኸት
abeyance	anticipation	0.391	መራቅ
maternal	anticipation	0.391	እናት
art	anticipation	0.391	ስነ ጥበብ
unfulfilled	anticipation	0.391	ያልተሟላ
inoculation	anticipation	0.384	መከተብ
simplify	anticipation	0.383	ማቃለል
depend	anticipation	0.383	ጥገኛ
chant	anticipation	0.383	ዘምሩ
ram	anticipation	0.383	ራንደም አክሰስ ሜሞሪ
banger	anticipation	0.383	ባንገር
playground	anticipation	0.383	የመጫወቻ ሜዳ
labor	anticipation	0.383	የጉልበት ሥራ
scientist	anticipation	0.383	ሳይንቲስት
good	anticipation	0.383	ጥሩ
humanitarian	anticipation	0.383	ሰብአዊነት
failing	anticipation	0.383	አለመሳካት
hap	anticipation	0.383	ሃፕ
dutiful	anticipation	0.383	ተረኛ
hymn	anticipation	0.383	መዝሙር
ship	anticipation	0.383	መርከብ
discretion	anticipation	0.383	ውሳኔ
undecided	anticipation	0.383	ያልተወሰነ
gradual	anticipation	0.375	ቀስ በቀስ
navigator	anticipation	0.375	አሳሽ
track	anticipation	0.375	ትራክ
cradle	anticipation	0.375	ክራድል
sterling	anticipation	0.375	ስተርሊንግ
interim	anticipation	0.375	ጊዜያዊ
clock	anticipation	0.375	ሰዓት
mountain	anticipation	0.375	ተራራ
interminable	anticipation	0.375	የማይቋረጥ
public	anticipation	0.375	የህዝብ
recurrent	anticipation	0.375	ተደጋጋሚ
savor	anticipation	0.375	ጣዕም
abide	anticipation	0.367	ተገዛ
concealed	anticipation	0.367	ተደብቋል
spear	anticipation	0.367	ጦር
lesson	anticipation	0.367	ትምህርት
instructions	anticipation	0.367	መመሪያዎች
sonar	anticipation	0.367	sonar
biennial	anticipation	0.367	በየሁለት ዓመቱ
convince	anticipation	0.367	ማሳመን
whim	anticipation	0.367	ሹክሹክታ
shiver	anticipation	0.367	መንቀጥቀጥ
towering	anticipation	0.367	ከፍ ከፍ ማድረግ
musical	anticipation	0.367	ሙዚቃዊ
offset	anticipation	0.359	ማካካሻ
theory	anticipation	0.359	ጽንሰ ሐሳብ
theology	anticipation	0.359	ሥነ-መለኮት
undying	anticipation	0.359	የማይሞት
timidity	anticipation	0.359	ዓይናፋርነት
plump	anticipation	0.359	ደብዛዛ
atone	anticipation	0.359	ያስተሰርያል
audience	anticipation	0.357	ታዳሚዎች
dietary	anticipation	0.352	አመጋገብ
consecration	anticipation	0.352	መቀደስ
localize	anticipation	0.352	አካባቢያዊ ማድረግ
paragon	anticipation	0.352	ፓራጎን
store	anticipation	0.352	መደብር
farm	anticipation	0.352	እርሻ
daily	anticipation	0.352	በየቀኑ
cramp	anticipation	0.352	ቁርጠት
nobility	anticipation	0.352	መኳንንት
closure	anticipation	0.352	መዘጋት
edition	anticipation	0.352	እትም
kindred	anticipation	0.352	ዘመድ
stripped	anticipation	0.344	የተራቆተ
errand	anticipation	0.344	ተልእኮ
archaeology	anticipation	0.344	አርኪኦሎጂ
mutable	anticipation	0.344	ተለዋዋጭ
wireless	anticipation	0.344	ገመድ አልባ
meditate	anticipation	0.344	ማሰላሰል
mobile	anticipation	0.344	ሞባይል
germ	anticipation	0.336	ጀርም
brotherly	anticipation	0.336	ወንድማዊ
lessen	anticipation	0.336	ቀንስ
unbeaten	anticipation	0.336	ያልተሸነፈ
pare	anticipation	0.336	ፓሬ
buddy	anticipation	0.336	ጓደኛ
unaccountable	anticipation	0.336	ተጠያቂነት የሌለው
dove	anticipation	0.328	እርግብ
patient	anticipation	0.328	ታካሚ
secular	anticipation	0.328	ዓለማዊ
digress	anticipation	0.328	መፍለቅለቅ
chastity	anticipation	0.328	ንጽህና
council	anticipation	0.328	ምክር ቤት
olfactory	anticipation	0.328	ማሽተት
ribbon	anticipation	0.328	ሪባን
possess	anticipation	0.328	መያዝ
disposed	anticipation	0.320	ተወግዷል
scrutinize	anticipation	0.320	መመርመር
immature	anticipation	0.320	ያልበሰለ
mediator	anticipation	0.320	አስታራቂ
regularity	anticipation	0.320	መደበኛነት
cove	anticipation	0.320	መመኘት
infanticide	anticipation	0.320	የጨቅላ ነፍስ ግድያ
paddle	anticipation	0.320	መቅዘፊያ
heft	anticipation	0.320	heft
fancy	anticipation	0.320	የጌጥ
preservative	anticipation	0.320	ተጠባቂ
unpublished	anticipation	0.312	ያልታተመ
church	anticipation	0.312	ቤተ ክርስቲያን
bugle	anticipation	0.312	ቡግል
grim	anticipation	0.312	አሳዛኝ
denying	anticipation	0.312	መካድ
analyst	anticipation	0.312	ተንታኝ
judicial	anticipation	0.305	ዳኝነት
priesthood	anticipation	0.305	ክህነት
broadside	anticipation	0.305	ሰፊ ጎን
mill	anticipation	0.305	ወፍጮ
dismay	anticipation	0.297	ድንጋጤ
cap	anticipation	0.297	ካፕ
thermocouple	anticipation	0.297	ቴርሞፕፕል
tributary	anticipation	0.297	ገባር
instructor	anticipation	0.297	አስተማሪ
exhaustion	anticipation	0.297	ድካም
saliva	anticipation	0.297	ምራቅ
cataract	anticipation	0.289	የዓይን ሞራ ግርዶሽ
network	anticipation	0.289	አውታረ መረብ
visor	anticipation	0.289	visor
shackle	anticipation	0.289	ማሰር
wont	anticipation	0.289	አይሆንም
addresses	anticipation	0.289	አድራሻዎች
discreet	anticipation	0.289	አስተዋይ
noncompliance	anticipation	0.289	አለማክበር
bruise	anticipation	0.289	መቁሰል
homeless	anticipation	0.289	ቤት አልባ
astronomer	anticipation	0.281	የሥነ ፈለክ ተመራማሪ
skewed	anticipation	0.281	የተዛባ
neighbor	anticipation	0.281	ጎረቤት
holiness	anticipation	0.273	ቅድስና
devil	anticipation	0.273	ሰይጣን
picket	anticipation	0.273	ፒክኬት
sentence	anticipation	0.273	ዓረፍተ ነገር
latent	anticipation	0.273	ድብቅ
cream	anticipation	0.273	ክሬም
immaturity	anticipation	0.273	አለመብሰል
habitual	anticipation	0.266	የተለመደ
morals	anticipation	0.266	ሥነ ምግባር
neighborhood	anticipation	0.266	ሰፈር
lull	anticipation	0.266	ሉል
bye	anticipation	0.258	ባይ
weight	anticipation	0.258	ክብደት
organ	anticipation	0.250	ኦርጋን
clown	anticipation	0.250	ቀልደኛ
forearm	anticipation	0.250	ክንድ
commonplace	anticipation	0.242	የተለመደ ቦታ
quote	anticipation	0.242	ጥቅስ
rail	anticipation	0.234	የባቡር ሐዲድ
dictatorship	anticipation	0.234	አምባገነንነት
treadmill	anticipation	0.234	ትሬድሚል
board	anticipation	0.234	ሰሌዳ
tree	anticipation	0.227	ዛፍ
sundial	anticipation	0.227	የጸሀይ ብርሀን
paralysis	anticipation	0.211	ሽባነት
cement	anticipation	0.203	ሲሚንቶ
worm	anticipation	0.203	ትል
organization	anticipation	0.203	ድርጅት
lagging	anticipation	0.180	የዘገየ
neutral	anticipation	0.148	ገለልተኛ
cannibalism	disgust	0.953	ሰው በላ
mutilation	disgust	0.930	አካል ጉዳተኝነት
molestation	disgust	0.914	መጎሳቆል
incest	disgust	0.914	የጾታ ግንኙነት
rape	disgust	0.906	መደፈር
gonorrhea	disgust	0.906	ጨብጥ
cannibal	disgust	0.898	ሰው በላ
rot	disgust	0.891	መበስበስ
corpse	disgust	0.883	አስከሬን
massacre	disgust	0.883	እልቂት
excrement	disgust	0.883	እዳሪ
barf	disgust	0.875	ባርፍ
slaughter	disgust	0.875	እርድ
slaughterhouse	disgust	0.867	እርድ ቤት
incestuous	disgust	0.859	ዘመዳሞች
sewerage	disgust	0.859	የፍሳሽ ማስወገጃ
filth	disgust	0.859	ቆሻሻ
bigot	disgust	0.859	ነፍጠኛ
rancid	disgust	0.859	ተንኮለኛ
infestation	disgust	0.852	መበከል
plague	disgust	0.852	ቸነፈር
holocaust	disgust	0.852	ሆሎኮስት
bloodthirsty	disgust	0.852	ደም መጣጭ
rotting	disgust	0.844	መበስበስ
fecal	disgust	0.844	ሰገራ
maggot	disgust	0.844	ትል
feces	disgust	0.844	ሰገራ
murder	disgust	0.839	ግድያ
asshole	disgust	0.836	አሳፋሪ
homicide	disgust	0.836	ግድያ
enslaved	disgust	0.836	በባርነት የተገዛ
infanticide	disgust	0.836	የጨቅላ ነፍስ ግድያ
perverted	disgust	0.828	ጠማማ
excretion	disgust	0.828	ማስወጣት
gore	disgust	0.828	ጎር
slaughtering	disgust	0.828	ማረድ
torture	disgust	0.828	ማሰቃየት
contaminate	disgust	0.821	መበከል
revolting	disgust	0.820	ማመጽ
gory	disgust	0.820	ጎሪ
shit	disgust	0.820	ጉድ ነው።
terrorist	disgust	0.820	አሸባሪ
murderer	disgust	0.820	ነፍሰ ገዳይ
repugnant	disgust	0.820	አስጸያፊ
manure	disgust	0.820	ፍግ
pervert	disgust	0.820	ጠማማ
diarrhoea	disgust	0.820	ተቅማጥ
grotesque	disgust	0.820	grotesque
desecration	disgust	0.820	ርኩሰት
faeces	disgust	0.812	ሰገራ
slavery	disgust	0.812	ባርነት
sewer	disgust	0.812	የፍሳሽ ማስወገጃ
cadaver	disgust	0.812	ካዳቨር
manslaughter	disgust	0.812	ግድያ
dismemberment	disgust	0.812	መበታተን
vomit	disgust	0.812	ማስታወክ
perverse	disgust	0.805	ጠማማ
repulsive	disgust	0.805	አስጸያፊ
hemorrhage	disgust	0.805	የደም መፍሰስ
sewage	disgust	0.797	የፍሳሽ ማስወገጃ
filthy	disgust	0.797	ቆሻሻ
diseased	disgust	0.797	የታመመ
depravity	disgust	0.797	ብልግና
carcass	disgust	0.795	ሬሳ
decompose	disgust	0.789	መበስበስ
gruesome	disgust	0.789	አሰቃቂ
mutilated	disgust	0.789	አካል ጉዳተኛ
puke	disgust	0.789	ፑክ
herpes	disgust	0.789	ሄርፒስ
decayed	disgust	0.789	የበሰበሰ
dung	disgust	0.789	እበት
vermin	disgust	0.789	ተባይ
murderous	disgust	0.789	ገዳይ
parasite	disgust	0.789	ጥገኛ ተውሳክ
horrific	disgust	0.789	አሰቃቂ
carnage	disgust	0.781	እልቂት
malaria	disgust	0.781	ወባ
slime	disgust	0.781	አተላ
flatulence	disgust	0.781	የሆድ መነፋት
pestilence	disgust	0.781	ቸነፈር
crap	disgust	0.781	ቆሻሻ
monstrosity	disgust	0.781	ጭራቅነት
loathsome	disgust	0.773	አስጸያፊ
toxic	disgust	0.773	መርዛማ
morgue	disgust	0.773	የሬሳ ክፍል
pus	disgust	0.773	መግል
herpesvirus	disgust	0.773	ሄርፒስ ቫይረስ
leprosy	disgust	0.773	የሥጋ ደዌ በሽታ
insidious	disgust	0.773	ተንኮለኛ
cruel	disgust	0.766	ጨካኝ
regurgitation	disgust	0.766	regurgitation
anthrax	disgust	0.766	አንትራክስ
xenophobia	disgust	0.766	xenophobia
repugnance	disgust	0.766	መጸየፍ
lynch	disgust	0.766	ሊንች
revulsion	disgust	0.766	መበሳጨት
whore	disgust	0.766	ጋለሞታ
dissection	disgust	0.759	መከፋፈል
mucous	disgust	0.758	mucous
canker	disgust	0.758	ካንከር
slum	disgust	0.758	ሰፈር
infectious	disgust	0.758	ተላላፊ
evil	disgust	0.758	ክፉ
phlegm	disgust	0.758	አክታ
cruelty	disgust	0.758	ጭካኔ
perversion	disgust	0.758	ጠማማነት
sinister	disgust	0.750	ክፉ
leeches	disgust	0.750	እንቡጦች
corrupting	disgust	0.750	ማበላሸት
decomposition	disgust	0.750	መበስበስ
abomination	disgust	0.742	አስጸያፊ
stinking	disgust	0.742	መሽተት
bile	disgust	0.742	ሐሞት
demonic	disgust	0.742	አጋንንታዊ
deranged	disgust	0.742	የተበላሸ
abhorrence	disgust	0.742	መጸየፍ
soiled	disgust	0.742	የቆሸሸ
mucus	disgust	0.742	ንፍጥ
septic	disgust	0.742	ሴፕቲክ
sickening	disgust	0.742	የታመመ
demon	disgust	0.742	ጋኔን
cancer	disgust	0.734	ካንሰር
obese	disgust	0.734	ወፍራም
degeneracy	disgust	0.734	መበላሸት
despicable	disgust	0.734	ወራዳ
atrocity	disgust	0.734	አረመኔያዊ ድርጊት
foul	disgust	0.734	መጥፎ
sicken	disgust	0.734	ሕመምተኛ
crucifixion	disgust	0.734	ስቅለት
terrorism	disgust	0.734	ሽብርተኝነት
repulsion	disgust	0.727	መጸየፍ
morbidity	disgust	0.727	የበሽታ መከሰት
dysentery	disgust	0.727	ተቅማጥ
enema	disgust	0.727	enema
bacterium	disgust	0.727	ባክቴሪያ
dirty	disgust	0.727	ቆሻሻ
adultery	disgust	0.727	ምንዝር
contamination	disgust	0.727	መበከል
grisly	disgust	0.727	በፍርሀት
diabolical	disgust	0.727	ዲያብሎሳዊ
autopsy	disgust	0.719	የአስከሬን ምርመራ
barbaric	disgust	0.719	አረመኔያዊ
vulgar	disgust	0.719	ባለጌ
entrails	disgust	0.719	አንጀቶች
disgust	disgust	0.719	አስጸያፊ
lewd	disgust	0.719	ሴሰኛ
muck	disgust	0.719	ማክ
bowels	disgust	0.719	አንጀት
garbage	disgust	0.719	ቆሻሻ
deterioration	disgust	0.719	መበላሸት
contagion	disgust	0.719	ተላላፊነት
vicious	disgust	0.719	ጨካኝ
disfigured	disgust	0.719	ተበላሽቷል
pungent	disgust	0.719	የተበሳጨ
gross	disgust	0.719	አጠቃላይ
bloodshed	disgust	0.714	ደም መፋሰስ
gag	disgust	0.711	ጋግ
pollute	disgust	0.711	መበከል
nausea	disgust	0.711	ማቅለሽለሽ
tyrant	disgust	0.711	አምባገነን
wretched	disgust	0.711	መከረኛ
mortification	disgust	0.711	መሞት
violent	disgust	0.711	ጉልበተኛ
poisoned	disgust	0.711	ተመረዘ
nauseate	disgust	0.703	ማቅለሽለሽ
slimy	disgust	0.703	ቀጭን
grope	disgust	0.703	መጎተት
slut	disgust	0.703	ሸርሙጣ
nasty	disgust	0.703	መጥፎ
disgusting	disgust	0.703	አስጸያፊ
depraved	disgust	0.703	የተበላሸ
porn	disgust	0.703	የወሲብ ፊልም
hateful	disgust	0.703	የጥላቻ
vulgarity	disgust	0.703	ብልግና
noxious	disgust	0.703	ጎጂ
grime	disgust	0.703	ብስጭት
constipation	disgust	0.703	ሆድ ድርቀት
secretion	disgust	0.703	ምስጢር
poisoning	disgust	0.703	መመረዝ
despotism	disgust	0.703	ተስፋ መቁረጥ
measles	disgust	0.696	ኩፍኝ
contagious	disgust	0.695	ተላላፊ
obesity	disgust	0.695	ከመጠን ያለፈ ውፍረት
wart	disgust	0.695	ኪንታሮት
hate	disgust	0.695	መጥላት
hellish	disgust	0.695	ገሃነም
scum	disgust	0.695	ቅሌት
suicidal	disgust	0.695	ራስን ማጥፋት
wretch	disgust	0.695	ምስኪን
abuse	disgust	0.695	አላግባብ መጠቀም
waste	disgust	0.695	ብክነት
