English Word	Emotion	Emotion-Intensity-Score	Bengali Word
malevolent	disgust	0.547	দূষিত
sty	disgust	0.547	sty
pillage	disgust	0.547	লুটপাট
thief	disgust	0.547	চোর
suffocating	disgust	0.547	শ্বাসরুদ্ধকর
condemnation	disgust	0.547	নিন্দা
deleterious	disgust	0.547	ক্ষতিকর
slur	disgust	0.547	গালি
purgatory	disgust	0.547	শোধনকারী
attacking	disgust	0.547	আক্রমণ
burglar	disgust	0.547	চোর
ogre	disgust	0.547	রাক্ষস
coercion	disgust	0.547	জবরদস্তি
vesicular	disgust	0.547	ভেসিকুলার
miserable	disgust	0.547	দুঃখজনক
bitterly	disgust	0.547	তিক্তভাবে
sneer	disgust	0.539	উপহাস
greedy	disgust	0.539	লোভী
gob	disgust	0.539	গব
repellant	disgust	0.539	প্রতিরোধক
jealous	disgust	0.539	ঈর্ষান্বিত
drunken	disgust	0.539	মাতাল
shame	disgust	0.539	লজ্জা
thrash	disgust	0.539	মারধর
fatty	disgust	0.539	মোটা
liar	disgust	0.539	মিথ্যাবাদী
imprisoned	disgust	0.539	বন্দী
sloth	disgust	0.539	আলস্য
repudiation	disgust	0.539	প্রত্যাখ্যান
disgrace	disgust	0.539	অসম্মান
infidelity	disgust	0.539	অবিশ্বাস
pig	disgust	0.539	শূকর
lethal	disgust	0.536	প্রাণঘাতী
burnt	disgust	0.531	পোড়া
brawl	disgust	0.531	ঝগড়া
withered	disgust	0.531	শুকিয়ে গেছে
blemish	disgust	0.531	দাগ
hydrocephalus	disgust	0.531	হাইড্রোসেফালাস
aberration	disgust	0.531	বিকৃতি
smuggler	disgust	0.531	পাচারকারী
painful	disgust	0.531	বেদনাদায়ক
condescension	disgust	0.531	নিন্দা
intolerant	disgust	0.531	অসহিষ্ণু
blasphemous	disgust	0.531	নিন্দাজনক
lying	disgust	0.531	মিথ্যা
hanging	disgust	0.531	ঝুলন্ত
travesty	disgust	0.531	প্রতারণা
ruined	disgust	0.531	নষ্ট
intrusive	disgust	0.531	অনুপ্রবেশকারী
disintegrate	disgust	0.531	বিচ্ছিন্ন করা
destructive	disgust	0.531	ধ্বংসাত্মক
neurotic	disgust	0.531	স্নায়বিক
disparaging	disgust	0.523	অপমানজনক
blighted	disgust	0.523	ক্ষুব্ধ
intolerance	disgust	0.523	অসহিষ্ণুতা
mistress	disgust	0.523	উপপত্নী
avarice	disgust	0.523	লোভ
disgraced	disgust	0.523	অপমানিত
derogation	disgust	0.523	অবমাননা
rubbish	disgust	0.523	আবর্জনা
accusation	disgust	0.523	অভিযোগ
incarceration	disgust	0.523	কারাবাস
tortious	disgust	0.516	কষ্টকর
dishonor	disgust	0.516	অসম্মান
stink	disgust	0.516	দুর্গন্ধ
grim	disgust	0.516	গম্ভীর
rob	disgust	0.516	ডাকাতি
defraud	disgust	0.516	প্রতারণা
sump	disgust	0.516	সাম্প
cringe	disgust	0.516	কাঁপানো
vulture	disgust	0.516	শকুন
deplorable	disgust	0.516	শোচনীয়
mite	disgust	0.516	মাইট
eradication	disgust	0.516	নির্মূল
degrade	disgust	0.516	অধঃপতন
gutter	disgust	0.516	নর্দমা
convict	disgust	0.516	দোষী
remains	disgust	0.516	অবশেষ
betray	disgust	0.516	বিশ্বাসঘাতকতা
daemon	disgust	0.516	ডেমন
sham	disgust	0.509	শাম
distasteful	disgust	0.508	বিরক্তিকর
prisoner	disgust	0.508	বন্দী
dreadfully	disgust	0.508	ভয়ঙ্করভাবে
worthless	disgust	0.508	মূল্যহীন
crude	disgust	0.508	অশোধিত
delirium	disgust	0.508	প্রলাপ
incurable	disgust	0.508	নিরাময়যোগ্য
smelling	disgust	0.508	গন্ধ
idiocy	disgust	0.508	idiocy
resentment	disgust	0.508	বিরক্তি
bombed	disgust	0.508	বোমা হামলা
blob	disgust	0.508	ব্লব
cheat	disgust	0.508	প্রতারণা
schizophrenia	disgust	0.508	সিজোফ্রেনিয়া
rejection	disgust	0.508	প্রত্যাখ্যান
belittle	disgust	0.508	ছোট
glut	disgust	0.508	পেটুক
disaster	disgust	0.508	বিপর্যয়
distress	disgust	0.508	কষ্ট
pest	disgust	0.508	কীটপতঙ্গ
endemic	disgust	0.508	স্থানীয়
theft	disgust	0.500	চুরি
banish	disgust	0.500	নির্বাসিত করা
mire	disgust	0.500	কাদা
flagrant	disgust	0.500	উজ্জ্বল
derision	disgust	0.500	উপহাস
dirt	disgust	0.500	ময়লা
screaming	disgust	0.500	চিৎকার
offense	disgust	0.500	অপরাধ
jealousy	disgust	0.500	ঈর্ষা
bribery	disgust	0.500	ঘুষ
polemic	disgust	0.500	বিতর্ক
blight	disgust	0.500	ব্লাইট
impeach	disgust	0.500	অভিশংসন
bitterness	disgust	0.500	তিক্ততা
taboo	disgust	0.500	নিষিদ্ধ
duress	disgust	0.500	জোর
goblin	disgust	0.500	গবলিন
shackle	disgust	0.500	শিকল
idolatry	disgust	0.500	মূর্তিপূজা
greed	disgust	0.500	লোভ
impurity	disgust	0.500	অপবিত্রতা
tirade	disgust	0.500	tirade
idiot	disgust	0.492	বোকা
boil	disgust	0.492	ফুটান
unconscionable	disgust	0.492	অজ্ঞান
disreputable	disgust	0.492	অসম্মানজনক
robber	disgust	0.492	ডাকাত
malign	disgust	0.492	ক্ষতিকর
wreck	disgust	0.492	ধ্বংসাবশেষ
recession	disgust	0.492	মন্দা
gorge	disgust	0.492	ঘাট
leer	disgust	0.492	লির
ill	disgust	0.492	অসুস্থ
squirm	disgust	0.492	squirm
raging	disgust	0.484	রাগিং
servile	disgust	0.484	সেবামূলক
mess	disgust	0.484	মেস
nappy	disgust	0.484	ন্যাপি
possessed	disgust	0.484	আবিষ্ট
unbearable	disgust	0.484	অসহ্য
occult	disgust	0.484	জাদু
contraband	disgust	0.484	নিষিদ্ধ
snarl	disgust	0.484	snarl
mutiny	disgust	0.484	বিদ্রোহ
mad	disgust	0.484	পাগল
affliction	disgust	0.484	দুঃখ
stain	disgust	0.484	দাগ
animosity	disgust	0.484	শত্রুতা
contempt	disgust	0.484	অবজ্ঞা
tramp	disgust	0.484	পদদলিত
nepotism	disgust	0.484	স্বজনপ্রীতি
disrespectful	disgust	0.484	অসম্মানজনক
defamation	disgust	0.484	মানহানি
inexcusable	disgust	0.484	অমার্জনীয়
aversation	disgust	0.484	বিমুখতা
wasteful	disgust	0.484	অপচয়কারী
offender	disgust	0.484	অপরাধী
subjugation	disgust	0.484	অধীনতা
illegality	disgust	0.477	অবৈধতা
dismal	disgust	0.477	হতাশাজনক
criminal	disgust	0.477	অপরাধী
unpleasant	disgust	0.477	অপ্রীতিকর
palsy	disgust	0.477	পক্ষাঘাত
antagonistic	disgust	0.477	বিরোধী
pathetic	disgust	0.477	করুণ
uncaring	disgust	0.477	যত্নহীন
suppression	disgust	0.477	দমন
immorality	disgust	0.477	অনৈতিকতা
mockery	disgust	0.477	উপহাস
outrage	disgust	0.469	অত্যাচার
mocking	disgust	0.469	উপহাস
wallow	disgust	0.469	ওয়ালো
cough	disgust	0.469	কাশি
arrogant	disgust	0.469	অহংকারী
angry	disgust	0.469	রাগান্বিত
poverty	disgust	0.469	দারিদ্র্য
grating	disgust	0.469	ঝাঁঝরি
livid	disgust	0.469	প্রাণবন্ত
aggravation	disgust	0.469	উত্তেজনা
repellent	disgust	0.469	প্রতিরোধক
perspiration	disgust	0.469	ঘাম
banishment	disgust	0.469	নির্বাসন
furious	disgust	0.469	ক্ষিপ্ত
shoddy	disgust	0.469	কম
banshee	disgust	0.469	বনশী
deceive	disgust	0.461	প্রতারণা করা
fool	disgust	0.461	মূর্খ
quack	disgust	0.461	কুয়াক
distorted	disgust	0.461	বিকৃত
spider	disgust	0.461	মাকড়সা
unjustifiable	disgust	0.461	অযৌক্তিক
deplore	disgust	0.461	দুঃখ প্রকাশ করা
spurious	disgust	0.461	জাল
perdition	disgust	0.461	সর্বনাশ
muddy	disgust	0.461	কর্দমাক্ত
fraudulent	disgust	0.461	প্রতারণামূলক
scar	disgust	0.461	দাগ
prick	disgust	0.461	কাঁটা
insulting	disgust	0.461	অপমানজনক
plunder	disgust	0.461	লুণ্ঠন
recklessness	disgust	0.461	বেপরোয়া
stigma	disgust	0.453	কলঙ্ক
disparage	disgust	0.453	অপমান
unthinkable	disgust	0.453	অচিন্তনীয়
disingenuous	disgust	0.453	অযৌক্তিক
bane	disgust	0.453	ক্ষতি
dishonest	disgust	0.453	অসৎ
aphid	disgust	0.453	এফিড
elimination	disgust	0.453	নির্মূল
cur	disgust	0.453	cur
selfish	disgust	0.453	স্বার্থপর
eschew	disgust	0.453	পরিত্যাগ করা
dire	disgust	0.453	মারাত্মক
indignation	disgust	0.453	ক্ষোভ
antipathy	disgust	0.453	বিদ্বেষ
alienate	disgust	0.453	বিচ্ছিন্ন করা
mosquito	disgust	0.445	মশা
piles	disgust	0.445	গাদা
pious	disgust	0.445	ধার্মিক
lie	disgust	0.445	মিথ্যা
opium	disgust	0.445	আফিম
smell	disgust	0.445	গন্ধ
iniquity	disgust	0.445	অন্যায়
caries	disgust	0.445	ক্যারিস
despair	disgust	0.445	হতাশা
recalcitrant	disgust	0.445	অস্থির
egotistical	disgust	0.445	অহংকারী
wasted	disgust	0.445	নষ্ট
vacuous	disgust	0.445	শূন্য
bankruptcy	disgust	0.445	দেউলিয়াত্ব
garish	disgust	0.445	আড়ম্বরপূর্ণ
obnoxious	disgust	0.438	আপত্তিকর
ashamed	disgust	0.438	লজ্জিত
abject	disgust	0.438	অবজেক্ট
sticky	disgust	0.438	আঠালো
scream	disgust	0.438	চিৎকার
hopelessness	disgust	0.438	আশাহীনতা
homeless	disgust	0.438	গৃহহীন
shun	disgust	0.438	পরিত্যাগ করা
inmate	disgust	0.438	বন্দী
alien	disgust	0.438	পরক
hog	disgust	0.438	শূকর
aversion	disgust	0.438	বিদ্বেষ
abnormal	disgust	0.438	অস্বাভাবিক
cursing	disgust	0.430	অভিশাপ
undesirable	disgust	0.430	অবাঞ্ছিত
denounce	disgust	0.430	নিন্দা করা
witch	disgust	0.430	জাদুকরী
creature	disgust	0.430	জীব
lusty	disgust	0.430	lusty
illegal	disgust	0.430	অবৈধ
debris	disgust	0.430	ধ্বংসাবশেষ
callous	disgust	0.430	নিষ্ঠুর
reflux	disgust	0.430	রিফ্লাক্স
adverse	disgust	0.430	প্রতিকূল
shameless	disgust	0.430	নির্লজ্জ
separatist	disgust	0.430	বিচ্ছিন্নতাবাদী
trickery	disgust	0.430	চালাকি
falsity	disgust	0.430	মিথ্যা
pall	disgust	0.430	প্যাল
defiance	disgust	0.430	অবজ্ঞা
incredulous	disgust	0.430	অবিশ্বাস্য
curse	disgust	0.430	অভিশাপ
pompous	disgust	0.422	আড়ম্বরপূর্ণ
socialist	disgust	0.422	সমাজতান্ত্রিক
mistrust	disgust	0.422	অবিশ্বাস
infantile	disgust	0.422	শিশু
wasting	disgust	0.422	নাশক
hairy	disgust	0.422	লোমশ
nicotine	disgust	0.422	নিকোটিন
denunciation	disgust	0.422	নিন্দা
collapse	disgust	0.422	পতন
untidy	disgust	0.422	অপরিচ্ছন্ন
ferocious	disgust	0.422	হিংস্র
ammonia	disgust	0.422	অ্যামোনিয়া
carelessness	disgust	0.422	অসাবধানতা
impure	disgust	0.422	অপবিত্র
contentious	disgust	0.422	বিতর্কিত
bum	disgust	0.422	বাম
affront	disgust	0.422	অপমান
offend	disgust	0.422	অপমান
tarnish	disgust	0.422	কলঙ্কিত
idiotic	disgust	0.422	ইডিওটিক
badness	disgust	0.422	খারাপতা
delinquent	disgust	0.422	অপরাধী
swarm	disgust	0.422	ঝাঁক
hypertrophy	disgust	0.422	হাইপারট্রফি
gush	disgust	0.422	গশ
tasteless	disgust	0.422	স্বাদহীন
bovine	disgust	0.422	বোভাইন
slush	disgust	0.422	slush
litigious	disgust	0.414	বিচারপ্রার্থী
dishonesty	disgust	0.414	অসততা
vegetative	disgust	0.414	উদ্ভিজ্জ
unfavorable	disgust	0.414	প্রতিকূল
displacency	disgust	0.414	স্থানচ্যুতি
illegitimate	disgust	0.414	অবৈধ
sour	disgust	0.414	টক
socialism	disgust	0.414	সমাজতন্ত্র
disobey	disgust	0.414	অবাধ্য
drivel	disgust	0.414	চালনা
vampire	disgust	0.414	ভ্যাম্পায়ার
neglected	disgust	0.414	উপেক্ষিত
murky	disgust	0.414	অস্পষ্ট
ignorant	disgust	0.406	অজ্ঞ
disgruntled	disgust	0.406	অসন্তুষ্ট
discontinuity	disgust	0.406	বিরতি
dislike	disgust	0.406	অপছন্দ
unlawful	disgust	0.406	বেআইনি
wrongdoing	disgust	0.406	অন্যায়
shoplifting	disgust	0.406	দোকানপাট
recidivism	disgust	0.406	পুনর্বিবেচনা
outcast	disgust	0.406	নির্বাসিত
bogus	disgust	0.406	জাল
displeasure	disgust	0.406	অসন্তুষ্টি
repel	disgust	0.406	বিকর্ষণ
falsify	disgust	0.406	মিথ্যা করা
ungrateful	disgust	0.406	অকৃতজ্ঞ
unkind	disgust	0.406	নির্দয়
phony	disgust	0.406	নকল
prosecution	disgust	0.406	প্রসিকিউশন
woe	disgust	0.398	দুর্ভাগ্য
averse	disgust	0.398	বিরূপ
loon	disgust	0.398	লুন
worsening	disgust	0.398	খারাপ হচ্ছে
paucity	disgust	0.398	অভাব
unnatural	disgust	0.398	অপ্রাকৃত
amphetamines	disgust	0.398	amphetamines
senseless	disgust	0.398	অনুভূতিহীন
rigor	disgust	0.398	কঠোরতা
subvert	disgust	0.398	ধ্বংস করা
failure	disgust	0.398	ব্যর্থতা
lick	disgust	0.398	চাটা
unruly	disgust	0.398	অনিয়মিত
woefully	disgust	0.398	দুঃখজনকভাবে
stingy	disgust	0.398	কৃপণ
