English Word	Emotion	Emotion-Intensity-Score	Nepali Word
litigate	anticipation	0.500	मुद्दा हाल्ने
sunny	anticipation	0.500	घमाइलो
intuitively	anticipation	0.500	सहज रूपमा
hero	anticipation	0.500	नायक
ardent	anticipation	0.500	उत्कट
commemorate	anticipation	0.500	सम्झना
romantic	anticipation	0.500	रोमान्टिक
doomsday	anticipation	0.500	प्रलयको दिन
ready	anticipation	0.500	तयार
nascent	anticipation	0.500	नवजात
invocation	anticipation	0.500	आह्वान
depart	anticipation	0.500	प्रस्थान
undisclosed	anticipation	0.500	खुलासा नगरिएको
attendance	anticipation	0.500	उपस्थित
peril	anticipation	0.500	खतरा
income	anticipation	0.500	आय
calculation	anticipation	0.500	गणना
zeal	anticipation	0.500	जोश
eventuality	anticipation	0.500	घटनाक्रम
favorable	anticipation	0.500	अनुकूल
utopian	anticipation	0.500	काल्पनिक
swim	anticipation	0.500	पौडी
proceeding	anticipation	0.492	अगाडि बढ्दै
eventual	anticipation	0.492	अन्तिम
heyday	anticipation	0.492	हेडे
undertaking	anticipation	0.492	उपक्रम
improvise	anticipation	0.492	सुधार
inauguration	anticipation	0.492	उद्घाटन
consequent	anticipation	0.492	फलस्वरूप
perspective	anticipation	0.492	परिप्रेक्ष्य
defense	anticipation	0.492	रक्षा
repay	anticipation	0.492	तिर्न
gaping	anticipation	0.492	अन्तराल
youth	anticipation	0.492	युवा
parole	anticipation	0.492	प्यारोल
worry	anticipation	0.492	चिन्ता
bless	anticipation	0.492	आशीर्वाद
restorative	anticipation	0.492	पुनर्स्थापना गर्ने
court	anticipation	0.492	अदालत
highest	anticipation	0.491	उच्चतम
shortly	anticipation	0.484	छिट्टै
auspicious	anticipation	0.484	शुभ
princely	anticipation	0.484	राजकुमार
correspondence	anticipation	0.484	पत्राचार
generosity	anticipation	0.484	उदारता
sparkle	anticipation	0.484	चमक
voluptuous	anticipation	0.484	स्वैच्छिक
happen	anticipation	0.484	हुन्छ
tremor	anticipation	0.484	कम्पन
letter	anticipation	0.484	पत्र
vow	anticipation	0.484	कसम
sharpen	anticipation	0.484	तिखार्नु
duel	anticipation	0.484	द्वन्द्व
conjure	anticipation	0.484	कन्ज्युर
threaten	anticipation	0.484	धम्की दिने
god	anticipation	0.484	भगवान
engulf	anticipation	0.484	समात्नु
unexplained	anticipation	0.484	अस्पष्ट
contagion	anticipation	0.484	संक्रमण
glorify	anticipation	0.477	महिमा
submit	anticipation	0.477	पेश गर्नुहोस्
enroll	anticipation	0.477	भर्ना
unification	anticipation	0.477	एकीकरण
gravitate	anticipation	0.477	गुरुत्वाकर्षण
glide	anticipation	0.477	ग्लाइड
accompaniment	anticipation	0.477	संगत
cherish	anticipation	0.477	कदर
adore	anticipation	0.477	पूजा
powerful	anticipation	0.477	शक्तिशाली
clue	anticipation	0.477	सुराग
medal	anticipation	0.477	पदक
contemplate	anticipation	0.477	मनन
perilous	anticipation	0.477	खतरनाक
determinate	anticipation	0.477	निर्धारण गर्ने
arbitration	anticipation	0.477	मध्यस्थता
recipient	anticipation	0.477	प्राप्तकर्ता
onset	anticipation	0.477	शुरुवात
predispose	anticipation	0.477	predispose
score	anticipation	0.477	स्कोर
torture	anticipation	0.477	यातना
glow	anticipation	0.477	चमक
praiseworthy	anticipation	0.473	प्रशंसनीय
football	anticipation	0.469	फुटबल
scare	anticipation	0.469	डराउनु
elite	anticipation	0.469	कुलीन
unknown	anticipation	0.469	अज्ञात
precursor	anticipation	0.469	अग्रदूत
pry	anticipation	0.469	pry
providing	anticipation	0.469	प्रदान गर्दै
sweets	anticipation	0.469	मिठाईहरू
cautious	anticipation	0.469	सतर्क
opera	anticipation	0.469	ओपेरा
motion	anticipation	0.469	गति
cash	anticipation	0.469	नगद
creeping	anticipation	0.469	सर्दै
invoke	anticipation	0.469	आह्वान
star	anticipation	0.469	तारा
shaky	anticipation	0.469	अस्थिर
production	anticipation	0.469	उत्पादन
successful	anticipation	0.469	सफल
immediately	anticipation	0.469	तुरुन्तै
dawn	anticipation	0.469	बिहान
starry	anticipation	0.469	तारायुक्त
unsurpassed	anticipation	0.469	अतुलनीय
completion	anticipation	0.469	समापन
hire	anticipation	0.469	भाडामा
fete	anticipation	0.469	उत्सव
commemorative	anticipation	0.461	स्मरणीय
shining	anticipation	0.461	चम्किरहेको
testament	anticipation	0.461	वसीयतनामा
pay	anticipation	0.461	भुक्तान
alive	anticipation	0.461	जीवित
plight	anticipation	0.461	दुर्दशा
preliminary	anticipation	0.461	प्रारम्भिक
overture	anticipation	0.461	ओभरचर
sanctuary	anticipation	0.461	अभयारण्य
regatta	anticipation	0.461	रेगाटा
draft	anticipation	0.461	मस्यौदा
synchronize	anticipation	0.461	सिङ्क्रोनाइज
soundness	anticipation	0.461	सुदृढता
extricate	anticipation	0.461	निकाल्नु
excel	anticipation	0.461	एक्सेल
punt	anticipation	0.461	पन्ट
untold	anticipation	0.461	अकथित
brilliant	anticipation	0.461	शानदार
cheerfulness	anticipation	0.461	प्रफुल्लता
jeopardy	anticipation	0.461	खतरा
friendly	anticipation	0.461	मैत्री
mail	anticipation	0.461	मेल
unexpected	anticipation	0.453	अप्रत्याशित
basketball	anticipation	0.453	बास्केटबल
inaugural	anticipation	0.453	उद्घाटन
supremacy	anticipation	0.453	सर्वोच्चता
rehabilitation	anticipation	0.453	पुनर्स्थापना
intimately	anticipation	0.453	घनिष्ठ रूपमा
career	anticipation	0.453	क्यारियर
prevention	anticipation	0.453	रोकथाम
renovate	anticipation	0.453	नविकरण
compliment	anticipation	0.453	प्रशंसा
prologue	anticipation	0.453	प्रस्तावना
elegance	anticipation	0.453	भव्यता
complement	anticipation	0.453	पूरक
flinch	anticipation	0.453	झमझम
infinity	anticipation	0.453	अनन्तता
perpetuity	anticipation	0.453	अनन्तता
sunset	anticipation	0.453	सूर्यास्त
improve	anticipation	0.453	सुधार
fitting	anticipation	0.445	फिटिङ
confidence	anticipation	0.445	निर्धक्क
concealment	anticipation	0.445	लुकाउने
sweet	anticipation	0.445	मीठो
perfect	anticipation	0.445	सिद्ध
epidemic	anticipation	0.445	महामारी
fain	anticipation	0.445	बेहोस
volunteer	anticipation	0.445	स्वयंसेवक
share	anticipation	0.445	साझेदारी
surround	anticipation	0.445	वरिपरि
conjecture	anticipation	0.445	अनुमान
sun	anticipation	0.445	सूर्य
veracity	anticipation	0.445	सत्यता
serial	anticipation	0.438	सिरियल
angel	anticipation	0.438	परी
aloha	anticipation	0.438	aloha
saint	anticipation	0.438	संत
tickle	anticipation	0.438	गुदगुदी
superstitious	anticipation	0.438	अन्धविश्वासी
ferment	anticipation	0.438	किण्वन
conservation	anticipation	0.438	संरक्षण
devout	anticipation	0.438	भक्त
respect	anticipation	0.438	सम्मान
reconstruction	anticipation	0.438	पुनर्निर्माण
goodness	anticipation	0.438	भलाइ
reconstruct	anticipation	0.438	पुनर्निर्माण
faith	anticipation	0.438	विश्वास
recombination	anticipation	0.438	पुन: संयोजन
prepared	anticipation	0.438	तयार
rabid	anticipation	0.438	पागल
plea	anticipation	0.438	निवेदन
medical	anticipation	0.438	चिकित्सा
passenger	anticipation	0.438	यात्री
charitable	anticipation	0.430	परोपकारी
tabulate	anticipation	0.430	तालिका
peace	anticipation	0.430	शान्ति
install	anticipation	0.430	स्थापना गर्नुहोस्
serenity	anticipation	0.430	शान्ति
venerable	anticipation	0.430	आदरणीय
spa	anticipation	0.430	स्पा
labyrinth	anticipation	0.430	भूलभुलैया
luscious	anticipation	0.430	लचिलो
perpetuate	anticipation	0.430	कायम राख्नु
strategist	anticipation	0.430	रणनीतिकार
unverified	anticipation	0.430	अप्रमाणित
tribunal	anticipation	0.430	न्यायाधिकरण
clap	anticipation	0.430	ताली बजाउनु
peaceful	anticipation	0.422	शान्तिपूर्ण
patience	anticipation	0.422	धैर्य
unresolved	anticipation	0.422	समाधान नभएको
worship	anticipation	0.422	पूजा
edification	anticipation	0.422	सुधार
oasis	anticipation	0.422	ओएसिस
grin	anticipation	0.422	मुस्कान
revere	anticipation	0.422	सम्मान
candid	anticipation	0.422	स्पष्ट
vista	anticipation	0.422	भिस्टा
conspirator	anticipation	0.422	षड्यन्त्रकारी
adrift	anticipation	0.422	बग्ने
recognizable	anticipation	0.422	चिन्न सकिने
volatility	anticipation	0.422	अस्थिरता
forestall	anticipation	0.422	रोक्न
laughter	anticipation	0.422	हाँसो
continue	anticipation	0.414	जारी राख्नुहोस्
ongoing	anticipation	0.414	चलिरहेको
astrologer	anticipation	0.414	ज्योतिषी
mediate	anticipation	0.414	मध्यस्थता
punctual	anticipation	0.414	समयनिष्ठ
grant	anticipation	0.414	अनुदान
morn	anticipation	0.414	बिहान
pretty	anticipation	0.414	सुन्दर
withstand	anticipation	0.414	सहन
frisky	anticipation	0.414	फ्रिस्की
thought	anticipation	0.414	विचार
probation	anticipation	0.414	परिक्षण
ordination	anticipation	0.414	अध्यादेश
calls	anticipation	0.414	कल गर्दछ
detainee	anticipation	0.414	बन्दी
craps	anticipation	0.414	बकवास
weigh	anticipation	0.414	तौल
proficiency	anticipation	0.414	दक्षता
sing	anticipation	0.411	गाउनुहोस्
continuation	anticipation	0.406	निरन्तरता
university	anticipation	0.406	विश्वविद्यालय
chicane	anticipation	0.406	चिकेन
nurture	anticipation	0.406	पालनपोषण
mother	anticipation	0.406	आमा
punished	anticipation	0.406	सजाय
twinkle	anticipation	0.406	झिम्काउनु
confession	anticipation	0.406	स्वीकार
outdo	anticipation	0.406	बाहिर
prophylactic	anticipation	0.406	प्रोफिलैक्टिक
proud	anticipation	0.406	गर्व
midwife	anticipation	0.406	मिडवाइफ
