English Word	Emotion	Emotion-Intensity-Score	Pashto Word
sterling	anticipation	0.375	سټرلینګ
interim	anticipation	0.375	لنډمهاله
clock	anticipation	0.375	ساعت
mountain	anticipation	0.375	غر
interminable	anticipation	0.375	نه ختمیدونکی
public	anticipation	0.375	عامه
recurrent	anticipation	0.375	تکراري
savor	anticipation	0.375	خوندور
abide	anticipation	0.367	پاتې کیدل
concealed	anticipation	0.367	پټ شوی
spear	anticipation	0.367	ږیره
lesson	anticipation	0.367	درس
instructions	anticipation	0.367	لارښوونې
sonar	anticipation	0.367	سونار
biennial	anticipation	0.367	دوه کلن
convince	anticipation	0.367	قانع کول
whim	anticipation	0.367	whim
shiver	anticipation	0.367	لړزېدل
towering	anticipation	0.367	برجونه
musical	anticipation	0.367	میوزیکل
offset	anticipation	0.359	بندول
theory	anticipation	0.359	نظریه
theology	anticipation	0.359	الهیات
undying	anticipation	0.359	نه ختمیدونکی
timidity	anticipation	0.359	ویره
plump	anticipation	0.359	ټوخی
atone	anticipation	0.359	کفاره
audience	anticipation	0.357	لیدونکي
dietary	anticipation	0.352	غذایی
consecration	anticipation	0.352	تقدس
localize	anticipation	0.352	ځایی کول
paragon	anticipation	0.352	پیراګون
store	anticipation	0.352	پلورنځي
farm	anticipation	0.352	فارم
daily	anticipation	0.352	ورځنی
cramp	anticipation	0.352	درد
nobility	anticipation	0.352	شرافت
closure	anticipation	0.352	بندول
edition	anticipation	0.352	نسخه
kindred	anticipation	0.352	خپلوان
stripped	anticipation	0.344	لوټ شوی
errand	anticipation	0.344	دنده
archaeology	anticipation	0.344	لرغونپوهنه
mutable	anticipation	0.344	بدلون وړ
wireless	anticipation	0.344	بې سیم
meditate	anticipation	0.344	مراقبت
mobile	anticipation	0.344	موبایل
germ	anticipation	0.336	جراثیم
brotherly	anticipation	0.336	وروڼه
lessen	anticipation	0.336	کمول
unbeaten	anticipation	0.336	ناسوځیدلی
pare	anticipation	0.336	pare
buddy	anticipation	0.336	ملګری
unaccountable	anticipation	0.336	بې حسابه
dove	anticipation	0.328	کبوتر
patient	anticipation	0.328	ناروغ
secular	anticipation	0.328	سیکولر
digress	anticipation	0.328	تحريف
chastity	anticipation	0.328	عفت
council	anticipation	0.328	شورا
olfactory	anticipation	0.328	زيړي
ribbon	anticipation	0.328	ربن
possess	anticipation	0.328	لري
disposed	anticipation	0.320	تصفیه شوی
scrutinize	anticipation	0.320	څیړنه
immature	anticipation	0.320	نابالغ
mediator	anticipation	0.320	منځګړی
regularity	anticipation	0.320	منظمیت
cove	anticipation	0.320	کوف
infanticide	anticipation	0.320	ماشوم وژنه
paddle	anticipation	0.320	پیډل
heft	anticipation	0.320	heft
fancy	anticipation	0.320	په زړه پورې
preservative	anticipation	0.320	ساتونکی
unpublished	anticipation	0.312	ناچاپ شوی
church	anticipation	0.312	کلیسا
bugle	anticipation	0.312	بغل
grim	anticipation	0.312	سخت
denying	anticipation	0.312	انکار کول
analyst	anticipation	0.312	شنونکی
judicial	anticipation	0.305	قضایی
priesthood	anticipation	0.305	پادریتوب
broadside	anticipation	0.305	پراخه
mill	anticipation	0.305	مل
dismay	anticipation	0.297	ویره
cap	anticipation	0.297	خولۍ
thermocouple	anticipation	0.297	ترموکوپل
tributary	anticipation	0.297	معاون
instructor	anticipation	0.297	ښوونکی
exhaustion	anticipation	0.297	ستړیا
saliva	anticipation	0.297	لعاب
cataract	anticipation	0.289	موتیا
network	anticipation	0.289	شبکه
visor	anticipation	0.289	ویزر
shackle	anticipation	0.289	بیړۍ
wont	anticipation	0.289	نه
addresses	anticipation	0.289	پته
discreet	anticipation	0.289	هوښیار
noncompliance	anticipation	0.289	نه اطاعت
bruise	anticipation	0.289	زخم
homeless	anticipation	0.289	بې کوره
astronomer	anticipation	0.281	ستور پیژندونکی
skewed	anticipation	0.281	څنډل
neighbor	anticipation	0.281	ګاونډی
holiness	anticipation	0.273	تقدس
devil	anticipation	0.273	شیطان
picket	anticipation	0.273	پکټ
sentence	anticipation	0.273	جمله
latent	anticipation	0.273	پټ
cream	anticipation	0.273	کریم
immaturity	anticipation	0.273	ناپاکتوب
habitual	anticipation	0.266	عادت
morals	anticipation	0.266	اخلاق
neighborhood	anticipation	0.266	ګاونډی
lull	anticipation	0.266	لول
bye	anticipation	0.258	د خدای په امان
weight	anticipation	0.258	وزن
organ	anticipation	0.250	ارګان
clown	anticipation	0.250	مسخره
forearm	anticipation	0.250	بازو
commonplace	anticipation	0.242	عام
quote	anticipation	0.242	اقتباس
rail	anticipation	0.234	ریل
dictatorship	anticipation	0.234	دیکتاتورۍ
treadmill	anticipation	0.234	ټریډمل
board	anticipation	0.234	تخته
tree	anticipation	0.227	ونه
sundial	anticipation	0.227	لمر
paralysis	anticipation	0.211	فلج
cement	anticipation	0.203	سیمنټ
worm	anticipation	0.203	چینجی
organization	anticipation	0.203	سازمان
lagging	anticipation	0.180	وروسته پاتې کیدل
neutral	anticipation	0.148	بې طرفه
cannibalism	disgust	0.953	کینبالیزم
mutilation	disgust	0.930	ماتول
molestation	disgust	0.914	ځورول
incest	disgust	0.914	incest
rape	disgust	0.906	جنسي تيري
gonorrhea	disgust	0.906	سوزاک
cannibal	disgust	0.898	وژونکي
rot	disgust	0.891	سړېدل
corpse	disgust	0.883	جسد
massacre	disgust	0.883	قتل عام
excrement	disgust	0.883	اخراج
barf	disgust	0.875	barf
slaughter	disgust	0.875	ذبح
slaughterhouse	disgust	0.867	ذبح خانه
incestuous	disgust	0.859	بې رحمه
sewerage	disgust	0.859	فاضله اوبو
filth	disgust	0.859	کثافات
bigot	disgust	0.859	متعصب
rancid	disgust	0.859	ناپاک
infestation	disgust	0.852	انتان
plague	disgust	0.852	طاعون
holocaust	disgust	0.852	هولوکاسټ
bloodthirsty	disgust	0.852	وینې تږی
rotting	disgust	0.844	سړېدل
fecal	disgust	0.844	پاخه
maggot	disgust	0.844	ماګوټ
feces	disgust	0.844	ملا
murder	disgust	0.839	وژنه
asshole	disgust	0.836	ګنده
homicide	disgust	0.836	وژنه
enslaved	disgust	0.836	غلام
infanticide	disgust	0.836	ماشوم وژنه
perverted	disgust	0.828	تحریف شوی
excretion	disgust	0.828	اخراج
gore	disgust	0.828	ګور
slaughtering	disgust	0.828	ذبح کول
torture	disgust	0.828	شکنجه
contaminate	disgust	0.821	ککړول
revolting	disgust	0.820	بغاوت کول
gory	disgust	0.820	ګوری
shit	disgust	0.820	خندا
terrorist	disgust	0.820	ترهګر
murderer	disgust	0.820	قاتل
repugnant	disgust	0.820	ضد
manure	disgust	0.820	سرې
pervert	disgust	0.820	خرابول
diarrhoea	disgust	0.820	اسهال
grotesque	disgust	0.820	عجیبه
desecration	disgust	0.820	بې حرمتي
faeces	disgust	0.812	پاخه
slavery	disgust	0.812	غلامي
sewer	disgust	0.812	ګنډل
cadaver	disgust	0.812	جسد
manslaughter	disgust	0.812	وژنه
dismemberment	disgust	0.812	ټوټه ټوټه کول
vomit	disgust	0.812	کانګې
perverse	disgust	0.805	بې لارې
repulsive	disgust	0.805	کرغیړن
hemorrhage	disgust	0.805	خونریزي
sewage	disgust	0.797	فاضله اوبه
filthy	disgust	0.797	ناپاک
diseased	disgust	0.797	ناروغ
depravity	disgust	0.797	خرابي
carcass	disgust	0.795	جسد
decompose	disgust	0.789	تخریب
gruesome	disgust	0.789	وحشتناک
mutilated	disgust	0.789	مات شوی
puke	disgust	0.789	پوک
herpes	disgust	0.789	هرپس
decayed	disgust	0.789	خراب شوی
dung	disgust	0.789	ګودر
vermin	disgust	0.789	حشره
murderous	disgust	0.789	وژونکی
parasite	disgust	0.789	پرازیت
horrific	disgust	0.789	وحشتناک
carnage	disgust	0.781	قتل عام
malaria	disgust	0.781	ملاریا
slime	disgust	0.781	سلم
flatulence	disgust	0.781	معدې
pestilence	disgust	0.781	ناروغي
crap	disgust	0.781	خندا
monstrosity	disgust	0.781	وحشت
loathsome	disgust	0.773	کرکه کوونکی
toxic	disgust	0.773	زهرجن
morgue	disgust	0.773	مړی
pus	disgust	0.773	pus
herpesvirus	disgust	0.773	herpesvirus
leprosy	disgust	0.773	جذام
insidious	disgust	0.773	دروغجن
cruel	disgust	0.766	ظالمانه
regurgitation	disgust	0.766	regurgitation
anthrax	disgust	0.766	انتراکس
xenophobia	disgust	0.766	xenophobia
repugnance	disgust	0.766	کرکه
lynch	disgust	0.766	لینچ
revulsion	disgust	0.766	بغاوت
whore	disgust	0.766	کسبي
dissection	disgust	0.759	تخریب
mucous	disgust	0.758	مغز
canker	disgust	0.758	سرطان
slum	disgust	0.758	بست
infectious	disgust	0.758	ساري
evil	disgust	0.758	بد
phlegm	disgust	0.758	بلغم
cruelty	disgust	0.758	ظلم
perversion	disgust	0.758	ګډوډي
sinister	disgust	0.750	ناوړه
leeches	disgust	0.750	جونک
corrupting	disgust	0.750	فاسد کول
decomposition	disgust	0.750	تخریب
abomination	disgust	0.742	کرکه
stinking	disgust	0.742	بدبویه
bile	disgust	0.742	صفرا
demonic	disgust	0.742	شیطاني
deranged	disgust	0.742	خپه شوی
abhorrence	disgust	0.742	کرکه
soiled	disgust	0.742	خاورې شوی
mucus	disgust	0.742	بلغم
septic	disgust	0.742	سیپټیک
sickening	disgust	0.742	ناروغه کول
demon	disgust	0.742	شیطان
cancer	disgust	0.734	سرطان
obese	disgust	0.734	چاقۍ
degeneracy	disgust	0.734	زوال
despicable	disgust	0.734	د نفرت وړ
atrocity	disgust	0.734	ظلم
foul	disgust	0.734	ناوړه
sicken	disgust	0.734	ناروغ
crucifixion	disgust	0.734	صلیب
terrorism	disgust	0.734	تروریزم
repulsion	disgust	0.727	تکرار
morbidity	disgust	0.727	ناروغی
dysentery	disgust	0.727	پیچش
enema	disgust	0.727	انیما
bacterium	disgust	0.727	باکتریا
dirty	disgust	0.727	ناپاکه
adultery	disgust	0.727	زنا
contamination	disgust	0.727	ککړتیا
grisly	disgust	0.727	په خندا سره
diabolical	disgust	0.727	شیطاني
autopsy	disgust	0.719	اټوپسی
barbaric	disgust	0.719	وحشي
vulgar	disgust	0.719	فحش
entrails	disgust	0.719	داخلې
disgust	disgust	0.719	کرکه
lewd	disgust	0.719	فحش
muck	disgust	0.719	خټکی
bowels	disgust	0.719	کولمو
garbage	disgust	0.719	کثافات
deterioration	disgust	0.719	خرابېدل
contagion	disgust	0.719	ساري
vicious	disgust	0.719	شیطاني
disfigured	disgust	0.719	خراب شوی
pungent	disgust	0.719	تیز
gross	disgust	0.719	ناخالص
bloodshed	disgust	0.714	وینه تویول
gag	disgust	0.711	غلا
pollute	disgust	0.711	ککړول
nausea	disgust	0.711	مغز
tyrant	disgust	0.711	ظالم
wretched	disgust	0.711	بدبخته
mortification	disgust	0.711	مړینه
violent	disgust	0.711	تاوتریخوالی
poisoned	disgust	0.711	مسموم شوی
nauseate	disgust	0.703	ستړیا
slimy	disgust	0.703	پتلی
grope	disgust	0.703	لاس وهل
slut	disgust	0.703	slut
nasty	disgust	0.703	چټل
disgusting	disgust	0.703	کرکه کوونکی
depraved	disgust	0.703	خراب شوی
porn	disgust	0.703	فحش
hateful	disgust	0.703	کرکه لرونکی
vulgarity	disgust	0.703	فحشا
noxious	disgust	0.703	مضر
grime	disgust	0.703	ګرم
constipation	disgust	0.703	قبضيت
secretion	disgust	0.703	سرایت
poisoning	disgust	0.703	زهري کول
despotism	disgust	0.703	استبداد
measles	disgust	0.696	شری
contagious	disgust	0.695	ساري
obesity	disgust	0.695	چاقۍ
wart	disgust	0.695	ورټ
hate	disgust	0.695	کرکه
hellish	disgust	0.695	دوزخي
scum	disgust	0.695	غلا
suicidal	disgust	0.695	ځان وژونکي
wretch	disgust	0.695	بدبخته
abuse	disgust	0.695	ناوړه ګټه اخیستنه
waste	disgust	0.695	ضایع کول
intestinal	disgust	0.695	کولمو
heartworm	disgust	0.688	د زړه درد
ooze	disgust	0.688	اوښل
treason	disgust	0.688	خیانت
contaminated	disgust	0.688	ککړ
smut	disgust	0.688	خندا
disease	disgust	0.688	ناروغي
rabid	disgust	0.688	لیونی
deformed	disgust	0.680	خراب شوی
hell	disgust	0.680	دوزخ
soulless	disgust	0.680	بې روحه
cholera	disgust	0.680	کولرا
bestial	disgust	0.680	څاروی
antichrist	disgust	0.680	د مسیح ضد
freakish	disgust	0.680	عجیبه
germ	disgust	0.680	جراثیم
detest	disgust	0.680	کرکه
pollution	disgust	0.680	ککړتیا
grimy	disgust	0.680	خړ
abhorrent	disgust	0.680	کرکه
hatred	disgust	0.680	نفرت
abominate	disgust	0.680	کرکه
sickness	disgust	0.680	ناروغي
hideous	disgust	0.672	وحشتناک
dictatorship	disgust	0.672	دیکتاتورۍ
loathful	disgust	0.672	کرکه
greasy	disgust	0.672	غوړ
dilapidated	disgust	0.672	خراب شوی
inhuman	disgust	0.672	غیر انساني
loathing	disgust	0.672	کرکه
obscene	disgust	0.672	فحش
cess	disgust	0.670	محصول
devil	disgust	0.664	شیطان
deformity	disgust	0.664	اختراع
nauseous	disgust	0.664	مغز
deadly	disgust	0.664	وژونکی
swine	disgust	0.664	خنزیر
discrimination	disgust	0.664	تبعیض
abominable	disgust	0.664	ناوړه
masochism	disgust	0.664	masochism
heretic	disgust	0.664	متعصب
latrines	disgust	0.656	تشنابونه
corruption	disgust	0.656	فساد
poisonous	disgust	0.656	زهرجن
horror	disgust	0.656	وحشت
nefarious	disgust	0.656	ناوړه
bacteria	disgust	0.656	باکتریا
horrible	disgust	0.656	وحشتناک
trash	disgust	0.656	کثافات
abortion	disgust	0.656	سقط
death	disgust	0.656	مرګ
prejudiced	disgust	0.656	تعصب
poison	disgust	0.656	زهر
oppression	disgust	0.656	ظلم
goo	disgust	0.656	go
victimized	disgust	0.656	قرباني شوی
mange	disgust	0.656	منګ
sludge	disgust	0.648	کیچ
trashy	disgust	0.648	کثافات
vindictive	disgust	0.648	غچ اخیستونکی
horrid	disgust	0.648	وحشتناک
ugly	disgust	0.648	بدصورت
immoral	disgust	0.648	غیر اخلاقي
bitch	disgust	0.648	کوچی
outhouse	disgust	0.648	بهر کور
detestation	disgust	0.648	کرکه
horrifying	disgust	0.641	وحشتناک
laxative	disgust	0.641	جلاب
unsightly	disgust	0.641	ناوړه
derogatory	disgust	0.641	سپکاوی کوونکی
slop	disgust	0.641	ټوټه
malfeasance	disgust	0.641	ناوړه چلند
spew	disgust	0.641	سپیو
pimple	disgust	0.641	دانه
criminality	disgust	0.641	جرم
indecency	disgust	0.641	بې حیايي
cystic	disgust	0.641	سسټیک
villainous	disgust	0.641	بدمعاش
queasy	disgust	0.633	ګډوډ
mildew	disgust	0.633	فلج
oppressive	disgust	0.633	ظالم
prostitution	disgust	0.633	فحشا
secrete	disgust	0.633	پټول
ulcer	disgust	0.633	زخم
rat	disgust	0.633	موږک
bigoted	disgust	0.633	متعصب
perpetrator	disgust	0.633	مرتکب
doomsday	disgust	0.633	قیامت
sinful	disgust	0.633	ګناهګار
degrading	disgust	0.625	سپکاوی
ghastly	disgust	0.625	وحشتناکه
suffering	disgust	0.625	رنځ
obscenity	disgust	0.625	فحشاء
devilish	disgust	0.625	شیطاني
disgraceful	disgust	0.625	رسوا کونکی
persecution	disgust	0.625	ځورونه
contemptible	disgust	0.625	د توهین وړ
cuckold	disgust	0.625	کوکلډ
stools	disgust	0.625	پاخانه
dastardly	disgust	0.625	په ناوړه توګه
sin	disgust	0.625	ګناه
gluttony	disgust	0.625	لوږه
bloated	disgust	0.625	غوړ شوی
