English Word	Emotion	Emotion-Intensity-Score	Kurdish-Kurmanji Word
discontent	disgust	0.336	nerazîbûn
bickering	disgust	0.336	hevrikandin
thoughtless	disgust	0.336	bêheş
disliked	disgust	0.336	neecibandin
disinclination	disgust	0.336	dilnexwazî
distrust	disgust	0.336	nebawerî
disallowed	disgust	0.336	nepejirandin
instability	disgust	0.328	bêîstîqrar
hydrophobia	disgust	0.328	hîdrofobî
whine	disgust	0.328	kûzkûzî
inhibit	disgust	0.328	asteng kirin
excluded	disgust	0.328	ji holê rakirin
provoking	disgust	0.328	provokasyon
grievance	disgust	0.328	gilî
unmanageable	disgust	0.328	bê rêvebirin
sly	disgust	0.328	qetya
exasperation	disgust	0.328	acizbûn
cacophony	disgust	0.328	kakofonî
unsatisfactory	disgust	0.328	nebaş
disappointed	disgust	0.328	bêhêvî kirin
materialist	disgust	0.328	materyalîst
misleading	disgust	0.321	şaşrêkir
mishap	disgust	0.320	xelet
soot	disgust	0.320	soot
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	redkirin
annoyance	disgust	0.320	hêrs
disapproving	disgust	0.320	nepejirandin
disservice	disgust	0.320	bêxizmetî
reproach	disgust	0.320	şermezar kirin
confined	disgust	0.320	girtî
unequal	disgust	0.320	newekhev
rags	disgust	0.320	rags
groan	disgust	0.320	nalînî
soil	disgust	0.312	erd
inappropriate	disgust	0.312	neguncaw
criticize	disgust	0.312	rexnekirin
disincline	disgust	0.312	disincline
theism	disgust	0.312	teîzm
depreciated	disgust	0.312	bêqîmet kirin
inconsiderate	disgust	0.312	bêbal
overpriced	disgust	0.312	zêde biha
stomach	disgust	0.312	made
burke	disgust	0.312	burke
sneeze	disgust	0.312	pişkîn
gall	disgust	0.305	gall
bang	disgust	0.305	bang
inadmissible	disgust	0.305	nayê qebûlkirin
unfriendly	disgust	0.305	nedost
unaccountable	disgust	0.305	bêhesibandin
disparity	disgust	0.305	cudahî
latent	disgust	0.305	latent
disliking	disgust	0.305	nehezkirin
shack	disgust	0.305	shack
grumpy	disgust	0.305	mirmirrok
coop	disgust	0.304	coop
disappointment	disgust	0.297	şaşhiştinî
scold	disgust	0.297	xeberdan
delay	disgust	0.297	derengxistin
congress	disgust	0.297	kongre
growling	disgust	0.297	girîn
backwards	disgust	0.297	berbipaş
soreness	disgust	0.297	soreness
disregarded	disgust	0.297	paşguh kirin
rogue	disgust	0.297	rogue
lonely	disgust	0.297	tenê
notoriety	disgust	0.289	notoriety
catechism	disgust	0.289	katekîzm
flop	disgust	0.289	flop
infamous	disgust	0.289	binav û deng
janitor	disgust	0.289	sûxrekar
nettle	disgust	0.289	nettle
saturated	disgust	0.281	têrbûyî
prohibited	disgust	0.281	qedexe kirin
gaby	disgust	0.281	gaby
wince	disgust	0.281	wince
desist	disgust	0.281	dev jê berde
unfair	disgust	0.281	neheq
aftermath	disgust	0.281	paşê
remiss	disgust	0.281	remiss
tribunal	disgust	0.273	tribunal
discolored	disgust	0.273	rengîn kirin
wrangling	disgust	0.273	gengeşî
uneasy	disgust	0.273	nerehet
huff	disgust	0.273	huff
weird	disgust	0.266	xofane
impolite	disgust	0.266	nedost
swig	disgust	0.266	swig
crawl	disgust	0.266	xwebierdêkêşan
unsatisfied	disgust	0.266	nerazî bûn
inefficiency	disgust	0.266	bêkêmasî
frantic	disgust	0.266	frantic
bureaucrat	disgust	0.266	burokrat
politic	disgust	0.266	siyasî
coldness	disgust	0.266	sarbûn
gruff	disgust	0.258	gruff
octopus	disgust	0.258	masîyê mirekebê
chagrin	disgust	0.258	xemgîn
barrow	disgust	0.258	barrow
copycat	disgust	0.258	copycat
incase	disgust	0.258	eger
rascal	disgust	0.258	rascal
sarcasm	disgust	0.258	sarcasm
instinctive	disgust	0.258	hîssî
misconception	disgust	0.250	têgihîştina şaş
disinclined	disgust	0.250	nerazî kirin
john	disgust	0.250	john
hulk	disgust	0.250	hulk
baboon	disgust	0.250	meymûn
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	kûpkirin
lose	disgust	0.250	windakirin
rook	disgust	0.242	rook
entangled	disgust	0.242	tevlihev kirin
gratuitous	disgust	0.242	bêpere
scrub	disgust	0.242	paqijkirin
opponent	disgust	0.242	dijmin
tariff	disgust	0.242	nasdanî
questionable	disgust	0.234	bipirs
prolong	disgust	0.234	dirêjkirin
reluctance	disgust	0.234	bêdilî
lagging	disgust	0.234	lagging
misstatement	disgust	0.234	xeletî
resign	disgust	0.234	xwe bişûndekişandin
unlucky	disgust	0.234	nebextîyar
backwardness	disgust	0.234	paşdemayîn
ineffectual	disgust	0.227	bêbandor
disqualified	disgust	0.227	betal kirin
subsidy	disgust	0.227	alî
reversal	disgust	0.227	tersî
default	disgust	0.227	destçûnî
fussy	disgust	0.227	fussy
unpopular	disgust	0.227	nepopular
petroleum	disgust	0.219	petroleum
intense	disgust	0.219	liserhev
evade	disgust	0.219	jêzîvirrîn
frowning	disgust	0.219	rûkenî
weight	disgust	0.219	pîvan
dame	disgust	0.219	dame
donkey	disgust	0.211	ker
actionable	disgust	0.211	çalakkirin
tawny	disgust	0.211	tawny
unhappy	disgust	0.211	nebextîyar
dandy	disgust	0.203	dandy
birch	disgust	0.203	birch
speck	disgust	0.203	speck
hood	disgust	0.203	kûmik
owing	disgust	0.203	deyndar
desert	disgust	0.203	çol
indifference	disgust	0.203	xemsariyê
awkwardness	disgust	0.203	awkwardness
rave	disgust	0.203	rave
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	neerzan
howl	disgust	0.195	zûrîn
dabbling	disgust	0.195	dabbling
morals	disgust	0.195	exlaqî
misguided	disgust	0.195	şaş kirin
airs	disgust	0.195	hewa dike
gelatin	disgust	0.195	gelatin
fleece	disgust	0.195	fleece
monochrome	disgust	0.195	monochrome
lush	disgust	0.188	lush
celebrity	disgust	0.188	celebrity
avoid	disgust	0.188	bergirtin
gent	disgust	0.188	gent
stalemate	disgust	0.188	sekinî
lesser	disgust	0.188	kêmtir
sunk	disgust	0.180	binav bû
nose	disgust	0.180	poz
laughable	disgust	0.180	pêkenok
claimant	disgust	0.180	daxwazkir
possession	disgust	0.180	hebûnî
larger	disgust	0.164	mezintir
pregnancy	disgust	0.164	dûcanî
thrift	disgust	0.164	thrift
undoubted	disgust	0.164	bê guman
mouthful	disgust	0.164	devtijî
hoot	disgust	0.164	hoot
sentence	disgust	0.156	biryar
misplace	disgust	0.156	şermezarketin
clamor	disgust	0.156	clamor
parrot	disgust	0.156	pepxan
obliging	disgust	0.156	mecbûr kirin
nameless	disgust	0.148	bênav
bummer	disgust	0.148	bummer
elf	disgust	0.141	elf
feeling	disgust	0.141	his
excellence	disgust	0.141	gelekbaşî
gray	disgust	0.133	gewr
asymmetry	disgust	0.133	asîmetrî
turn	disgust	0.133	zîvir
clumsy	disgust	0.133	nezane
stall	disgust	0.133	axûr
bran	disgust	0.125	bran
finally	disgust	0.125	paşan
lord	disgust	0.125	mirze
nurture	disgust	0.117	mezinkirin
savor	disgust	0.117	savor
cove	disgust	0.117	cove
winning	disgust	0.109	serketî
lemon	disgust	0.109	leymûn
powerful	disgust	0.102	erke
glitter	disgust	0.094	birqok
interior	disgust	0.086	navî
mind	disgust	0.086	aqil
interested	disgust	0.078	bala
treat	disgust	0.078	dermankirin
abundance	disgust	0.078	zêdayî
honest	disgust	0.055	dilpaqij
kite	disgust	0.055	zîha
humble	disgust	0.047	dilnizm
tree	disgust	0.039	dar
torture	fear	0.984	îşkence
terrorist	fear	0.972	terorîst
terrorists	fear	0.969	terorîstan
horrific	fear	0.969	horrific
terrorism	fear	0.969	terorîzm
suicidebombing	fear	0.967	xwekujî
kill	fear	0.962	kûştin
homicidal	fear	0.959	kuştinê
catastrophe	fear	0.953	hetik
annihilate	fear	0.953	qirkirin
murderer	fear	0.953	qatil
terror	fear	0.953	teror
dying	fear	0.948	dimirin
war	fear	0.942	şerr
bombing	fear	0.938	êrişa bimbe
bomb	fear	0.935	bimbe
missiles	fear	0.934	mûşekan
horror	fear	0.923	xof
brutality	fear	0.922	bêwîjdanî
terrorize	fear	0.922	terorkirin
horrified	fear	0.922	tirsandin
bloodthirsty	fear	0.922	xwînxwar
murderous	fear	0.920	kujer
massacre	fear	0.911	qirkirin
terrifying	fear	0.906	tirsda
fatality	fear	0.906	mirinê
horrifying	fear	0.906	horrifying
demon	fear	0.906	xerfît
mutilation	fear	0.906	sinetkirin
killing	fear	0.906	kuştin
holocaust	fear	0.906	holocaust
assassinate	fear	0.906	kûştin
terrified	fear	0.906	tirsiyan
devastation	fear	0.906	wêranî
murder	fear	0.906	kûştin
horrors	fear	0.906	horrors
suicidal	fear	0.898	xwekujî
assault	fear	0.891	êriş
kidnap	fear	0.891	revandin
slaughter	fear	0.891	serjêkirin
crucifixion	fear	0.891	xaçkirin
doomed	fear	0.888	mehkûm kirin
poisoned	fear	0.886	jehrî kirin
suicide	fear	0.879	xwekûştinî
explosion	fear	0.879	teqînî
deadly	fear	0.875	mirarî
assassin	fear	0.875	mêrkûj
annihilation	fear	0.875	qirkirinî
savagery	fear	0.875	hovîtî
disaster	fear	0.875	filaket
threatening	fear	0.875	tehdît dikin
slaughtering	fear	0.875	serjêkirin
disastrous	fear	0.875	filakten
dismemberment	fear	0.875	parçekirin
suffocation	fear	0.875	fetis
rape	fear	0.870	bazserdanî
hell	fear	0.860	cehnem
homicide	fear	0.859	kûştinî
molestation	fear	0.859	tacîzkirin
bloodshed	fear	0.859	xwînrêjî
barbaric	fear	0.859	bejîtî
explosive	fear	0.859	teqîn
warfare	fear	0.859	şer
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	tirajedî
anthrax	fear	0.859	antrax
demonic	fear	0.859	cinan
executioner	fear	0.859	cellad
dread	fear	0.859	ditirsin
guillotine	fear	0.859	giyotîn
attacking	fear	0.859	êrîş kirin
peril	fear	0.859	xeter
slaughterhouse	fear	0.859	qesabxane
annihilated	fear	0.859	tine kirin
suffocating	fear	0.858	difetisîne
treachery	fear	0.856	xayîntî
fright	fear	0.853	xof
monster	fear	0.844	wehş
traumatic	fear	0.844	trawmatîk
abomination	fear	0.844	nefret
apocalypse	fear	0.844	apocalypse
slayer	fear	0.844	qatil
scare	fear	0.844	tirs
morgue	fear	0.844	morgê
painful	fear	0.844	êşda
frightened	fear	0.844	tirsiyan
vengeance	fear	0.844	heyf
scariest	fear	0.844	herî tirsnak
destroying	fear	0.844	hilweşandin
execution	fear	0.844	birêverbirî
panicked	fear	0.844	ketin panîkê
petrified	fear	0.844	petrified
afraid	fear	0.844	tirsane
frightening	fear	0.844	tirsnak
drown	fear	0.844	fetisîn
bombardment	fear	0.844	bombardiman
death	fear	0.843	mirin
chaos	fear	0.839	serobinî
ghastly	fear	0.836	xedar
evil	fear	0.833	nebaş
intruder	fear	0.828	binavket
hellish	fear	0.828	dojeh
brutal	fear	0.828	wehşîyane
cancer	fear	0.828	qansêr
devil	fear	0.828	şeytan
grenade	fear	0.828	qûmbere
eradication	fear	0.828	hilweşandin
frighten	fear	0.828	xofdan
explode	fear	0.828	teqîn
assassination	fear	0.828	mêrkûjî
fatal	fear	0.828	kûşte
paralyze	fear	0.828	pûçkirin
gunmen	fear	0.828	çekdaran
violently	fear	0.828	bi tundî
nightmare	fear	0.828	kabûs
doomsday	fear	0.828	roja qiyametê
doom	fear	0.828	doom
manslaughter	fear	0.828	derba kûştinê
fear	fear	0.828	tirs
kidnapped	fear	0.828	revandin
trauma	fear	0.828	şikesta
morbidity	fear	0.820	nexweşîbûn
crippling	fear	0.817	seqet kirin
savage	fear	0.814	bejî
shooting	fear	0.812	gulebarankirin
quake	fear	0.812	erdhejîn
poisonous	fear	0.812	jarî
damnation	fear	0.812	lanet
violence	fear	0.812	cebr
destructive	fear	0.812	wêranker
aggressor	fear	0.812	êrişkir
suffering	fear	0.812	êşandin
violent	fear	0.812	cebrî
frightful	fear	0.812	tirsnak
crushed	fear	0.812	perçiqandin
earthquake	fear	0.812	erdhejî
heartattack	fear	0.812	hêrişa dilî
hurricane	fear	0.811	bahoz
imprisoned	fear	0.811	girtî
exterminate	fear	0.810	qelihandin
fearing	fear	0.808	ditirsin
hemorrhage	fear	0.807	hemorrajî
torment	fear	0.806	tade
lethal	fear	0.806	kujyar
venom	fear	0.804	jehr
claustrophobia	fear	0.803	klaustrofobî
snakes	fear	0.802	maran
danger	fear	0.802	talûke
exorcism	fear	0.800	exorcism
obliterated	fear	0.800	ji holê rakirin
robbery	fear	0.800	şêl
terrifies	fear	0.798	ditirsîne
cyanide	fear	0.797	siyanid
incurable	fear	0.797	saxnabe
anxietyattack	fear	0.797	anxietyattack
mortality	fear	0.797	mirinê
attack	fear	0.797	êriş
monstrosity	fear	0.797	monstrosity
extermination	fear	0.797	qelihandinî
bombers	fear	0.797	bomberan
harmful	fear	0.797	zirarane
persecution	fear	0.797	şopketinî
biggestfear	fear	0.797	tirsa herî mezin
poison	fear	0.797	axû
cruelty	fear	0.797	hovîtî
hysteria	fear	0.797	nerehetî
destruction	fear	0.797	wêrankirin
dreadfully	fear	0.796	tirsnak
arson	fear	0.794	agirpêxistinî
devastate	fear	0.792	xopankirin
tyrant	fear	0.788	zalim
warcrimes	fear	0.785	sûcên şer
perish	fear	0.784	perîşan bibin
feared	fear	0.782	tirsiyan
maniac	fear	0.781	maniac
bloody	fear	0.781	xûnî
freakingout	fear	0.781	freakingout
warlike	fear	0.781	şerxwaz
rampage	fear	0.781	rampage
screaming	fear	0.781	qîrîn
lifeless	fear	0.781	becan
enslaved	fear	0.781	kole kirin
venomous	fear	0.781	jehrî
snake	fear	0.776	mar
epidemic	fear	0.776	epîdemîk
panicattack	fear	0.774	panîkê
crisis	fear	0.766	nerehetî
hazardous	fear	0.766	talûkane
fearful	fear	0.766	tirsonek
dangerously	fear	0.766	xeternak
shipwreck	fear	0.766	gemiyê binavbûyî
scary	fear	0.766	tirsnak
tumor	fear	0.766	kûl
invader	fear	0.766	êrişker
invade	fear	0.766	bîrketin
die	fear	0.766	mirin
detonate	fear	0.766	teqîn
violation	fear	0.766	birîn
reprisal	fear	0.766	heyf
criminal	fear	0.766	emelxirab
riot	fear	0.766	tevketî
obliterate	fear	0.766	ji holê rakirin
inferno	fear	0.766	inferno
leprosy	fear	0.766	kotî
jihad	fear	0.766	cîhad
ohshit	fear	0.766	ohshit
claustrophobic	fear	0.765	klaustrofobîk
hyperventilating	fear	0.762	hyperventilating
nightmares	fear	0.759	kabûs
destroyed	fear	0.754	hilweşandin
ghostly	fear	0.754	ghostly
treacherous	fear	0.750	xayîn
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	trajediyên
slavery	fear	0.750	koletî
cholera	fear	0.750	qolêra
anarchist	fear	0.750	anarşîst
panic	fear	0.750	panîk
anaconda	fear	0.750	anaconda
hurricanes	fear	0.750	bahozên
wrenching	fear	0.750	wrenching
tyranny	fear	0.750	zulm
imprisonment	fear	0.750	ceza sicnê
dreadful	fear	0.750	tirsnak
agony	fear	0.750	êş
dangerous	fear	0.750	talûkeyî
obliteration	fear	0.750	hilweşandin
projectiles	fear	0.750	projectiles
destroyer	fear	0.750	wêrankar
strangle	fear	0.750	xeniqandin
hazard	fear	0.750	talûke
riotous	fear	0.750	riotous
accident	fear	0.750	qeza
mortuary	fear	0.750	cesedxane
anarchy	fear	0.750	anarşî
fears	fear	0.750	tirsiyan
malignancy	fear	0.742	xerabbûn
bombard	fear	0.740	bombebaran kirin
cannibal	fear	0.740	mirovxwar
abominable	fear	0.738	nefret
depraved	fear	0.734	xirav kirin
bomber	fear	0.734	bimbebaranker
crash	fear	0.734	qeza
tornado	fear	0.734	bahîzok
victimized	fear	0.734	mexdûr kirin
hyperventilate	fear	0.734	hyperventilate
melee	fear	0.734	melee
cursed	fear	0.734	nifir kirin
mutiny	fear	0.734	serhildan
dictatorship	fear	0.734	dîktatorî
shoot	fear	0.734	gûleberdan
horrible	fear	0.734	xofane
misery	fear	0.734	belengazî
gore	fear	0.734	gore
paralysis	fear	0.734	felcî
tyrannical	fear	0.734	zalim
missile	fear	0.734	rakêt
gun	fear	0.734	tiving
devilish	fear	0.734	şeytanî
diseased	fear	0.734	nexweşî
shot	fear	0.734	gûlle
mafia	fear	0.734	mafya
beast	fear	0.734	teba
malignant	fear	0.734	dilnexwaz
scared	fear	0.734	tirsiyan
hostage	fear	0.734	rehîn
threaten	fear	0.734	çavtirsandin
turmoil	fear	0.733	serrakirinî
combat	fear	0.728	şer
alligator	fear	0.727	alîgator
ruin	fear	0.725	wêran
shooter	fear	0.722	shooter
contagious	fear	0.720	perok
crime	fear	0.719	nebaşî
scream	fear	0.719	qîrîn
injured	fear	0.719	birîndar kirin
desperation	fear	0.719	bêhêvîbûn
struggle	fear	0.719	şerr
shock	fear	0.719	hûrmik
seizure	fear	0.719	nexweşketinî
lynch	fear	0.719	lînc
mortification	fear	0.719	mortification
fight	fear	0.719	şer
harm	fear	0.719	zirar
emergency	fear	0.719	acîlîyet
phobia	fear	0.719	fobiya
havoc	fear	0.719	wêrankirinî
devastating	fear	0.719	wêranker
excruciating	fear	0.719	excruciating
casualty	fear	0.719	qûrban
miscarriage	fear	0.719	zarok ji ber çûn
starvation	fear	0.719	ji naza mirin
frantically	fear	0.717	bi hêrs
carnage	fear	0.717	kûjarî
standoff	fear	0.716	standoff
infestation	fear	0.716	infestation
soscary	fear	0.712	soscary
panicking	fear	0.708	panîkê
rupture	fear	0.706	şikesta
horrid	fear	0.705	tirsnak
frantic	fear	0.705	frantic
sabotage	fear	0.703	hilweşîn
vendetta	fear	0.703	venetta
arsenic	fear	0.703	arsenîk
freaked	fear	0.703	freaked
burial	fear	0.703	binerdkirinî
sos	fear	0.703	sos
cobra	fear	0.703	kobra
dreaded	fear	0.703	ditirsiyan
harrowing	fear	0.703	harrowing
aggressive	fear	0.703	êrşişbaz
prey	fear	0.703	xenîmet
gash	fear	0.703	gash
hatred	fear	0.703	nefret
schizophrenia	fear	0.703	şîzofreniya
upheaval	fear	0.703	upheaval
armed	fear	0.703	çekkirî
collapse	fear	0.703	jiberhevketin
deranged	fear	0.703	şaş kirin
assailant	fear	0.703	êrîşkar
terminal	fear	0.703	rawesta paşîn
plague	fear	0.703	bela
malevolent	fear	0.703	malevolent
psychosis	fear	0.703	psîkoz
carcinoma	fear	0.703	carcinoma
diabolical	fear	0.703	şeytanî
wrecked	fear	0.703	hilweşandin
grisly	fear	0.703	grisly
hysterical	fear	0.703	hîsterîk
fugitive	fear	0.703	penaber
neurotic	fear	0.703	neurotic
witchcraft	fear	0.703	cadûtî
avalanche	fear	0.703	şap
anguish	fear	0.703	tengahî
cripple	fear	0.703	seqet
agonizing	fear	0.703	êşkêş
infectious	fear	0.703	derbasbar
crocodile	fear	0.700	tîmseh
forcibly	fear	0.700	bi zorê
abduction	fear	0.700	revandinî
offender	fear	0.698	sûcdar
mayhem	fear	0.690	belengazî
hurt	fear	0.688	birîndar
shrapnel	fear	0.688	şarapnel
beastly	fear	0.688	cenawir
rabid	fear	0.688	rabid
guerilla	fear	0.688	gerîla
ambush	fear	0.688	paşî
endanger	fear	0.688	talûkekirin
leukemia	fear	0.688	leukemia
contagion	fear	0.688	enfeksiyonê
anarchism	fear	0.688	anarşîzm
paranoid	fear	0.688	paranoîd
cadaver	fear	0.688	cadaver
agoraphobia	fear	0.688	agoraphobia
alarm	fear	0.688	hawar
trepidation	fear	0.688	trepidation
blast	fear	0.688	teqîn
gory	fear	0.688	gory
cyclone	fear	0.688	cyclone
brawl	fear	0.688	pevçûn
hopeless	fear	0.688	bêhêvî
banish	fear	0.688	jicihkirin
disease	fear	0.688	nexweşî
hostile	fear	0.688	neyar
oppression	fear	0.688	bindestî
wounding	fear	0.688	birîndarkirin
socialanxiety	fear	0.688	xemgîniya civakî
radiation	fear	0.688	xûyankirinî
gallows	fear	0.686	darvekirin
coffin	fear	0.684	tabût
madness	fear	0.675	dînbûn
spook	fear	0.673	spook
fury	fear	0.672	hêrs
menace	fear	0.672	gef
perishing	fear	0.672	perishing
victim	fear	0.672	qûrban
sinister	fear	0.672	sinister
thug	fear	0.672	thug
carcass	fear	0.672	laş
shatter	fear	0.672	perçiqandin
grim	fear	0.672	hêrsane
felon	fear	0.672	felon
stab	fear	0.672	têrekirin
trembling	fear	0.672	lerizîn
revolver	fear	0.672	revolver
militants	fear	0.672	milîtanan
dungeon	fear	0.672	binerd
outbreak	fear	0.672	şewbe
frankenstorm	fear	0.672	frankenstorm
viper	fear	0.672	viper
combatant	fear	0.672	şervan
vermin	fear	0.672	vermin
nervouswreck	fear	0.672	nervouswreck
menacing	fear	0.672	menacing
hurting	fear	0.672	êşandin
persecute	fear	0.672	şopketin
fangs	fear	0.672	fangs
militia	fear	0.672	milîs
injury	fear	0.672	birîn
scarier	fear	0.672	tirsnaktir
mangle	fear	0.672	mangle
gang	fear	0.672	pêxwas
crushing	fear	0.672	perçiqandin
eruption	fear	0.672	jêrevî
soscared	fear	0.672	soscared
ghost	fear	0.672	rûh
awful	fear	0.672	xofane
abhorrent	fear	0.672	nefret
abuse	fear	0.672	nebaşkaranî
freakedout	fear	0.672	freakedout
atrocity	fear	0.672	hovîtî
tarantula	fear	0.672	pilindir
ferocious	fear	0.667	ferocious
battered	fear	0.667	xistin
desolation	fear	0.667	wêranbûn
pandemic	fear	0.664	pandemî
cutthroat	fear	0.664	cutthroat
volcano	fear	0.663	çîyayê agirî
scares	fear	0.660	ditirsîne
cruelly	fear	0.658	hovane
smash	fear	0.656	zorbirin
xenophobia	fear	0.656	xenofobiya
typhoon	fear	0.656	tayfûn
spider	fear	0.656	pîrê
alarming	fear	0.656	acizane
nefarious	fear	0.656	nefarious
oppressive	fear	0.656	zordar
treason	fear	0.656	îxanet
neurosis	fear	0.656	neurosis
cruel	fear	0.656	hovane
crazed	fear	0.656	gêjbûn
coma	fear	0.656	coma
stroke	fear	0.656	stroke
tumult	fear	0.656	tumult
fearfully	fear	0.656	bi tirs
battlefield	fear	0.656	meydana şer
emetophobia	fear	0.656	emetofobiya
dictator	fear	0.656	dîktator
armament	fear	0.656	çekkirî
blizzard	fear	0.656	bahoza befrê
purgatory	fear	0.656	purgatory
lunatic	fear	0.656	dînîtî
bully	fear	0.656	zordar
endangered	fear	0.656	ketine xetereyê
insane	fear	0.656	rûhnexweş
malicious	fear	0.656	malicious
selfharm	fear	0.656	xwe ziyanê
despotic	fear	0.656	despotîk
revenge	fear	0.656	heyf
encroachment	fear	0.656	destdirêjî
shitless	fear	0.656	şitless
ruthless	fear	0.656	bêbal
debauchery	fear	0.656	debauchery
distress	fear	0.656	tûnebûnî
