English Word	Emotion	Emotion-Intensity-Score	Sinhala Word
grant	anticipation	0.414	ප්රදානය
morn	anticipation	0.414	උදෑසන
pretty	anticipation	0.414	ලස්සනයි
withstand	anticipation	0.414	ඔරොත්තු දෙනවා
frisky	anticipation	0.414	frisky
thought	anticipation	0.414	කියලා හිතුවා
probation	anticipation	0.414	පරිවාස
ordination	anticipation	0.414	පැවිදි කිරීම
calls	anticipation	0.414	ඇමතුම්
detainee	anticipation	0.414	රැඳවියා
craps	anticipation	0.414	ජරාව
weigh	anticipation	0.414	බර
proficiency	anticipation	0.414	ප්රවීණත්වය
sing	anticipation	0.411	ගයනවා
continuation	anticipation	0.406	අඛණ්ඩව
university	anticipation	0.406	විශ්වවිද්යාල
chicane	anticipation	0.406	චිකේන්
nurture	anticipation	0.406	පෝෂණය කරනවා
mother	anticipation	0.406	මව
punished	anticipation	0.406	දඬුවම් කළා
twinkle	anticipation	0.406	දිලිසෙනවා
confession	anticipation	0.406	පාපොච්චාරණය
outdo	anticipation	0.406	අභිබවා යන්න
prophylactic	anticipation	0.406	රෝග නිවාරක
proud	anticipation	0.406	ආඩම්බරයි
midwife	anticipation	0.406	වින්නඹු මාතාව
wizard	anticipation	0.406	විශාරදයා
headlight	anticipation	0.406	ප්රධාන ආලෝකය
long	anticipation	0.406	දිගු
banquet	anticipation	0.406	භෝජන සංග්රහය
comfort	anticipation	0.406	සැනසීම
navigable	anticipation	0.406	යාත්රා කළ හැකි
subscribe	anticipation	0.406	දායක වන්න
opponent	anticipation	0.406	ප්රතිවාදියා
debenture	anticipation	0.406	ණයකරය
deal	anticipation	0.402	ගනුදෙනුව
symphony	anticipation	0.398	සංධ්වනිය
saintly	anticipation	0.398	ශාන්ත
judiciary	anticipation	0.398	අධිකරණය
lettered	anticipation	0.398	අකුරු සහිත
vigil	anticipation	0.398	සීරුවෙන්
reliance	anticipation	0.398	රඳා පැවැත්ම
distracting	anticipation	0.398	අවධානය වෙනතකට යොමු කරයි
mortification	anticipation	0.398	මරණාසන්න වීම
balm	anticipation	0.398	බාම්
simmer	anticipation	0.398	simmer
top	anticipation	0.398	ඉහළ
obliging	anticipation	0.398	බැඳීම
efficient	anticipation	0.398	කාර්යක්ෂම
guillotine	anticipation	0.398	ගිලොටින්
representing	anticipation	0.398	නියෝජනය කරනවා
death	anticipation	0.398	මරණ
assurance	anticipation	0.391	සහතිකය
familiarity	anticipation	0.391	හුරුපුරුදුකම
depraved	anticipation	0.391	දූෂිතයි
condemnation	anticipation	0.391	හෙළා දැකීම
undoubted	anticipation	0.391	සැකයකින් තොරව
sanctify	anticipation	0.391	විශුද්ධ කරනවා
diplomacy	anticipation	0.391	රාජ්යතාන්ත්රිකත්වය
antidote	anticipation	0.391	ප්රතිවිරෝධක
trust	anticipation	0.391	විශ්වාසය
linger	anticipation	0.391	පමා වෙනවා
objective	anticipation	0.391	අරමුණ
chuckle	anticipation	0.391	හිනා වෙනවා
poke	anticipation	0.391	විදින
abeyance	anticipation	0.391	අත්හැරීම
maternal	anticipation	0.391	මාතෘ
art	anticipation	0.391	කලාව
unfulfilled	anticipation	0.391	ඉටු නොවූ
inoculation	anticipation	0.384	එන්නත් කිරීම
simplify	anticipation	0.383	සරල කරන්න
depend	anticipation	0.383	රඳා පවතී
chant	anticipation	0.383	ගායනය
ram	anticipation	0.383	RAM
banger	anticipation	0.383	බැන්ගර්
playground	anticipation	0.383	ක්රීඩා පිටිය
labor	anticipation	0.383	කම්කරු
scientist	anticipation	0.383	විද්යාඥයා
good	anticipation	0.383	යහපත
humanitarian	anticipation	0.383	මානුෂීය
failing	anticipation	0.383	අසාර්ථක වෙනවා
hap	anticipation	0.383	hap
dutiful	anticipation	0.383	යුතුකමකින් යුක්තය
hymn	anticipation	0.383	ගීය
ship	anticipation	0.383	නැව
discretion	anticipation	0.383	අභිමතය
undecided	anticipation	0.383	තීරණය නොකළ
gradual	anticipation	0.375	ක්රමානුකූලව
navigator	anticipation	0.375	නාවිකයා
track	anticipation	0.375	ධාවන පථය
cradle	anticipation	0.375	තොටිල්ල
sterling	anticipation	0.375	ස්ටර්ලින්
interim	anticipation	0.375	අන්තර්කාලීන
clock	anticipation	0.375	ඔරලෝසුව
mountain	anticipation	0.375	කන්ද
interminable	anticipation	0.375	අන්තරගත
public	anticipation	0.375	මහජන
recurrent	anticipation	0.375	පුනරාවර්තන
savor	anticipation	0.375	රස විඳින්න
abide	anticipation	0.367	රැඳී සිටින්න
concealed	anticipation	0.367	සඟවා ඇත
spear	anticipation	0.367	හෙල්ලය
lesson	anticipation	0.367	පාඩම
instructions	anticipation	0.367	උපදෙස්
sonar	anticipation	0.367	සෝනාර්
biennial	anticipation	0.367	ද්විවාර්ෂික
convince	anticipation	0.367	ඒත්තු ගන්වයි
whim	anticipation	0.367	අභිමතය පරිදි
shiver	anticipation	0.367	වෙව්ලනවා
towering	anticipation	0.367	කුළුණු
musical	anticipation	0.367	සංගීත
offset	anticipation	0.359	ඕෆ්සෙට්
theory	anticipation	0.359	න්යාය
theology	anticipation	0.359	දේවධර්මය
undying	anticipation	0.359	නොමැරෙන
timidity	anticipation	0.359	නිවටකම
plump	anticipation	0.359	මහත
atone	anticipation	0.359	සමාව දෙනවා
audience	anticipation	0.357	ප්රේක්ෂක
dietary	anticipation	0.352	ආහාරමය
consecration	anticipation	0.352	කැප කිරීම
localize	anticipation	0.352	දේශීයකරණය
paragon	anticipation	0.352	පැරගන්
store	anticipation	0.352	ගබඩා
farm	anticipation	0.352	ගොවිපල
daily	anticipation	0.352	දිනපතා
cramp	anticipation	0.352	කැක්කුම
nobility	anticipation	0.352	වංශවත් බව
closure	anticipation	0.352	වසා දැමීම
edition	anticipation	0.352	සංස්කරණය
kindred	anticipation	0.352	ඥාතීන්
stripped	anticipation	0.344	නිරුවත් කළා
errand	anticipation	0.344	වරදක්
archaeology	anticipation	0.344	පුරාවිද්යාව
mutable	anticipation	0.344	වෙනස් කළ හැකි
wireless	anticipation	0.344	රැහැන් රහිත
meditate	anticipation	0.344	භාවනා කරනවා
mobile	anticipation	0.344	ජංගම දුරකථන
germ	anticipation	0.336	විෂබීජය
brotherly	anticipation	0.336	සහෝදරයි
lessen	anticipation	0.336	අඩු කරනවා
unbeaten	anticipation	0.336	නොදැවී
pare	anticipation	0.336	පාරේ
buddy	anticipation	0.336	යාලුවනේ
unaccountable	anticipation	0.336	ගණන් කළ නොහැකි
dove	anticipation	0.328	පරෙවියා
patient	anticipation	0.328	රෝගියා
secular	anticipation	0.328	ලෞකික
digress	anticipation	0.328	අපගමනය
chastity	anticipation	0.328	නිර්මලකම
council	anticipation	0.328	සභා
olfactory	anticipation	0.328	සුවඳ විලවුන්
ribbon	anticipation	0.328	පීත්ත පටිය
possess	anticipation	0.328	සතුය
disposed	anticipation	0.320	බැහැර කර ඇත
scrutinize	anticipation	0.320	පරීක්ෂා කරන්න
immature	anticipation	0.320	නොමේරූ
mediator	anticipation	0.320	මැදිහත්කරු
regularity	anticipation	0.320	නිතිපතා
cove	anticipation	0.320	ආවරණය
infanticide	anticipation	0.320	ළදරු ඝාතනය
paddle	anticipation	0.320	පැදල
heft	anticipation	0.320	උස
fancy	anticipation	0.320	විසිතුරු
preservative	anticipation	0.320	කල් තබා ගන්නා
unpublished	anticipation	0.312	ප්රකාශයට පත් නොකළ
church	anticipation	0.312	පල්ලිය
bugle	anticipation	0.312	බුගල්
grim	anticipation	0.312	දරුණු
denying	anticipation	0.312	ප්රතික්ෂේප කිරීම
analyst	anticipation	0.312	විශ්ලේෂක
judicial	anticipation	0.305	අධිකරණ
priesthood	anticipation	0.305	පූජකත්වය
broadside	anticipation	0.305	පුළුල් පැත්ත
mill	anticipation	0.305	මෝල්
dismay	anticipation	0.297	කලකිරීම
cap	anticipation	0.297	තොප්පිය
thermocouple	anticipation	0.297	තාපජ යුගලය
tributary	anticipation	0.297	අතු ගංගාව
instructor	anticipation	0.297	උපදේශක
exhaustion	anticipation	0.297	වෙහෙසට පත්වීම
saliva	anticipation	0.297	කෙල
cataract	anticipation	0.289	ඇසේ සුද ඉවත් කිරීම
network	anticipation	0.289	ජාල
visor	anticipation	0.289	වීසර්
shackle	anticipation	0.289	විලංගු
wont	anticipation	0.289	නැත
addresses	anticipation	0.289	ලිපිනයන්
discreet	anticipation	0.289	නුවණැති
noncompliance	anticipation	0.289	අනුකූල නොවීම
bruise	anticipation	0.289	තැලීම්
homeless	anticipation	0.289	නිවාස නැති
astronomer	anticipation	0.281	තාරකා විද්යාඥයා
skewed	anticipation	0.281	ඇලවූ
neighbor	anticipation	0.281	අසල්වැසියා
holiness	anticipation	0.273	ශුද්ධකම
devil	anticipation	0.273	යක්ෂයා
picket	anticipation	0.273	පිකට්
sentence	anticipation	0.273	වාක්යය
latent	anticipation	0.273	ගුප්ත
cream	anticipation	0.273	ක්රීම්
immaturity	anticipation	0.273	නොමේරූ බව
habitual	anticipation	0.266	පුරුදු
morals	anticipation	0.266	සදාචාරය
neighborhood	anticipation	0.266	අසල් වැසියෝ
lull	anticipation	0.266	නිහඩව
bye	anticipation	0.258	සමුගන්නවා
weight	anticipation	0.258	බර
organ	anticipation	0.250	අවයවය
clown	anticipation	0.250	විකටයා
forearm	anticipation	0.250	නළල
commonplace	anticipation	0.242	පොදු තැනක්
quote	anticipation	0.242	උපුටා ගැනීම
rail	anticipation	0.234	දුම්රිය
dictatorship	anticipation	0.234	ඒකාධිපතිත්වය
treadmill	anticipation	0.234	ට්රෙඩ්මිල්
board	anticipation	0.234	මණ්ඩලය
tree	anticipation	0.227	ගස
sundial	anticipation	0.227	හිරු කිරණ
paralysis	anticipation	0.211	අංශභාගය
cement	anticipation	0.203	සිමෙන්ති
worm	anticipation	0.203	පණුවා
organization	anticipation	0.203	ආයතනය
lagging	anticipation	0.180	පසුගාමී
neutral	anticipation	0.148	මධ්යස්ථ
cannibalism	disgust	0.953	මිනී මස් කෑම
mutilation	disgust	0.930	විකෘති කිරීම
molestation	disgust	0.914	අතවර කිරීම
incest	disgust	0.914	අනියම් සබඳතා
rape	disgust	0.906	දූෂණය
gonorrhea	disgust	0.906	ගොනෝරියා
cannibal	disgust	0.898	මිනීමරු
rot	disgust	0.891	කුණු වෙනවා
corpse	disgust	0.883	මළ සිරුර
massacre	disgust	0.883	සමූල ඝාතනය
excrement	disgust	0.883	අසූචි
barf	disgust	0.875	barf
slaughter	disgust	0.875	ඝාතනය
slaughterhouse	disgust	0.867	ඝාතකාගාරය
incestuous	disgust	0.859	අසභ්ය
sewerage	disgust	0.859	මලාපවහන
filth	disgust	0.859	අපිරිසිදුකම
bigot	disgust	0.859	අන්තවාදී
