English Word	Emotion	Emotion-Intensity-Score	Persian Word
rape	disgust	0.906	تجاوز جنسی
gonorrhea	disgust	0.906	سوزاک
cannibal	disgust	0.898	آدمخوار
rot	disgust	0.891	پوسیدگی
corpse	disgust	0.883	جسد
massacre	disgust	0.883	قتل عام
excrement	disgust	0.883	مدفوع
barf	disgust	0.875	استفراغ
slaughter	disgust	0.875	ذبح
slaughterhouse	disgust	0.867	کشتارگاه
incestuous	disgust	0.859	محارم
sewerage	disgust	0.859	فاضلاب
filth	disgust	0.859	کثیفی
bigot	disgust	0.859	متعصب
rancid	disgust	0.859	فاسد
infestation	disgust	0.852	آلودگی
plague	disgust	0.852	طاعون
holocaust	disgust	0.852	هولوکاست
bloodthirsty	disgust	0.852	تشنه به خون
rotting	disgust	0.844	پوسیده شدن
fecal	disgust	0.844	مدفوع
maggot	disgust	0.844	انگل
feces	disgust	0.844	مدفوع
murder	disgust	0.839	آدم کشی
asshole	disgust	0.836	احمق
homicide	disgust	0.836	قتل
enslaved	disgust	0.836	برده شده
infanticide	disgust	0.836	کودک کشی
perverted	disgust	0.828	منحرف شده
excretion	disgust	0.828	دفع
gore	disgust	0.828	گور زدن
slaughtering	disgust	0.828	ذبح کردن
torture	disgust	0.828	شکنجه
contaminate	disgust	0.821	آلوده کردن
revolting	disgust	0.820	شورش
gory	disgust	0.820	غمگین
shit	disgust	0.820	لعنتی
terrorist	disgust	0.820	تروریست
murderer	disgust	0.820	قاتل
repugnant	disgust	0.820	متناقض
manure	disgust	0.820	کود کشاورزی
pervert	disgust	0.820	منحرف
diarrhoea	disgust	0.820	اسهال
grotesque	disgust	0.820	گروتسک
desecration	disgust	0.820	هتک حرمت
faeces	disgust	0.812	مدفوع
slavery	disgust	0.812	برده داری
sewer	disgust	0.812	فاضلاب
cadaver	disgust	0.812	جسد
manslaughter	disgust	0.812	قتل غیر عمد
dismemberment	disgust	0.812	تجزیه
vomit	disgust	0.812	استفراغ
perverse	disgust	0.805	منحرف
repulsive	disgust	0.805	دافعه
hemorrhage	disgust	0.805	خونریزی
sewage	disgust	0.797	فاضلاب شهری
filthy	disgust	0.797	کثیف
diseased	disgust	0.797	بیمار
depravity	disgust	0.797	تباهی
carcass	disgust	0.795	لاشه
decompose	disgust	0.789	تجزیه کنند
gruesome	disgust	0.789	مخوف
mutilated	disgust	0.789	مثله شده
puke	disgust	0.789	بالا آوردن
herpes	disgust	0.789	تبخال
decayed	disgust	0.789	پوسیده شده است
dung	disgust	0.789	سرگین
vermin	disgust	0.789	حیوانات موذی
murderous	disgust	0.789	قاتل
parasite	disgust	0.789	انگل
horrific	disgust	0.789	دلهره آور
carnage	disgust	0.781	قتل عام
malaria	disgust	0.781	مالاریا
slime	disgust	0.781	لجن
flatulence	disgust	0.781	نفخ شکم
pestilence	disgust	0.781	آفت
crap	disgust	0.781	چرندیات
monstrosity	disgust	0.781	هیولا
loathsome	disgust	0.773	نفرت انگیز
toxic	disgust	0.773	سمی
morgue	disgust	0.773	سردخانه
pus	disgust	0.773	چرک
herpesvirus	disgust	0.773	ویروس هرپس
leprosy	disgust	0.773	جذام
insidious	disgust	0.773	موذی
cruel	disgust	0.766	ظالمانه
regurgitation	disgust	0.766	نارسایی
anthrax	disgust	0.766	سیاه زخم
xenophobia	disgust	0.766	بیگانه هراسی
repugnance	disgust	0.766	نفرت
lynch	disgust	0.766	لینچ
revulsion	disgust	0.766	تنفر شدید
whore	disgust	0.766	فاحشه
dissection	disgust	0.759	تشریح
mucous	disgust	0.758	مخاطی
canker	disgust	0.758	شانکر
slum	disgust	0.758	محله فقیر نشین
infectious	disgust	0.758	عفونی
evil	disgust	0.758	بد
phlegm	disgust	0.758	بلغم
cruelty	disgust	0.758	ظلم و ستم
perversion	disgust	0.758	انحراف
sinister	disgust	0.750	شیطانی
leeches	disgust	0.750	زالو
corrupting	disgust	0.750	فاسد کننده
decomposition	disgust	0.750	تجزیه
abomination	disgust	0.742	عمل شنیع
stinking	disgust	0.742	متعفن
bile	disgust	0.742	صفرا
demonic	disgust	0.742	اهریمنی
deranged	disgust	0.742	آشفته
abhorrence	disgust	0.742	بیزاری
soiled	disgust	0.742	خاک شده
mucus	disgust	0.742	مخاط
septic	disgust	0.742	سپتیک
sickening	disgust	0.742	بیمار کننده
demon	disgust	0.742	دیو
cancer	disgust	0.734	سرطان
obese	disgust	0.734	چاق
degeneracy	disgust	0.734	انحطاط
despicable	disgust	0.734	نفرت انگیز
atrocity	disgust	0.734	قساوت
foul	disgust	0.734	ناپاک
sicken	disgust	0.734	مریض
crucifixion	disgust	0.734	مصلوب شدن
terrorism	disgust	0.734	تروریسم
repulsion	disgust	0.727	دافعه
morbidity	disgust	0.727	بیماری
dysentery	disgust	0.727	اسهال خونی
enema	disgust	0.727	تنقیه
bacterium	disgust	0.727	باکتری
dirty	disgust	0.727	کثیف
adultery	disgust	0.727	زنا
contamination	disgust	0.727	آلودگی
grisly	disgust	0.727	وحشتناک
diabolical	disgust	0.727	شیطانی
autopsy	disgust	0.719	کالبد شکافی
barbaric	disgust	0.719	وحشیانه
vulgar	disgust	0.719	مبتذل
entrails	disgust	0.719	احشاء
disgust	disgust	0.719	انزجار
lewd	disgust	0.719	بی حیا
muck	disgust	0.719	کثافت
bowels	disgust	0.719	روده ها
garbage	disgust	0.719	زباله
deterioration	disgust	0.719	زوال
contagion	disgust	0.719	سرایت
vicious	disgust	0.719	شریر، بدجنس، حیوان صفت
disfigured	disgust	0.719	مسخ شده
pungent	disgust	0.719	تند
gross	disgust	0.719	ناخالص
bloodshed	disgust	0.714	خونریزی
gag	disgust	0.711	دهان بستن
pollute	disgust	0.711	آلوده کردن
nausea	disgust	0.711	حالت تهوع
tyrant	disgust	0.711	ظالم
wretched	disgust	0.711	بدبخت
mortification	disgust	0.711	مرگ
violent	disgust	0.711	خشن
poisoned	disgust	0.711	مسموم شده
nauseate	disgust	0.703	حالت تهوع
slimy	disgust	0.703	لزج
grope	disgust	0.703	دست زدن
slut	disgust	0.703	شلخته
nasty	disgust	0.703	زننده
disgusting	disgust	0.703	چندش آور
depraved	disgust	0.703	فاسد
porn	disgust	0.703	پورن
hateful	disgust	0.703	نفرت انگیز
vulgarity	disgust	0.703	ابتذال
noxious	disgust	0.703	مضر
grime	disgust	0.703	دوده
constipation	disgust	0.703	یبوست
secretion	disgust	0.703	ترشح
poisoning	disgust	0.703	مسمومیت
despotism	disgust	0.703	استبداد
measles	disgust	0.696	سرخک
contagious	disgust	0.695	مسری
obesity	disgust	0.695	چاقی
wart	disgust	0.695	زگیل
hate	disgust	0.695	نفرت
hellish	disgust	0.695	جهنمی
scum	disgust	0.695	تفاله
suicidal	disgust	0.695	خودکشی
wretch	disgust	0.695	بدبخت
abuse	disgust	0.695	سو استفاده کردن
waste	disgust	0.695	هدر
intestinal	disgust	0.695	روده ای
heartworm	disgust	0.688	کرم قلب
ooze	disgust	0.688	تراوش کردن
treason	disgust	0.688	خیانت
contaminated	disgust	0.688	آلوده
smut	disgust	0.688	لکه دار شدن
disease	disgust	0.688	مرض
rabid	disgust	0.688	هار
deformed	disgust	0.680	ناقص شده
hell	disgust	0.680	جهنم
soulless	disgust	0.680	بی روح
cholera	disgust	0.680	وبا
bestial	disgust	0.680	حیوانی
antichrist	disgust	0.680	دجال
freakish	disgust	0.680	عجیب و غریب
germ	disgust	0.680	ریشه
detest	disgust	0.680	نفرت داشتن
pollution	disgust	0.680	آلودگی
grimy	disgust	0.680	کثیف
abhorrent	disgust	0.680	نفرت انگیز
hatred	disgust	0.680	نفرت
abominate	disgust	0.680	نفرت انگیز
sickness	disgust	0.680	بیماری
hideous	disgust	0.672	زشت و زننده
dictatorship	disgust	0.672	دیکتاتوری
loathful	disgust	0.672	نفرت انگیز
greasy	disgust	0.672	چرب
dilapidated	disgust	0.672	فرسوده
inhuman	disgust	0.672	غیر انسانی
loathing	disgust	0.672	نفرت
obscene	disgust	0.672	ناپسند
cess	disgust	0.670	cess
devil	disgust	0.664	شیطان
deformity	disgust	0.664	تغییر شکل
nauseous	disgust	0.664	حالت تهوع
deadly	disgust	0.664	مرگبار
swine	disgust	0.664	گراز
discrimination	disgust	0.664	تبعیض
abominable	disgust	0.664	نفرت انگیز
masochism	disgust	0.664	مازوخیسم
heretic	disgust	0.664	ملحد و مرتد
latrines	disgust	0.656	توالت ها
corruption	disgust	0.656	فساد
poisonous	disgust	0.656	سمی
horror	disgust	0.656	وحشت
nefarious	disgust	0.656	نابکار
bacteria	disgust	0.656	باکتری ها
horrible	disgust	0.656	ناگوار
trash	disgust	0.656	زباله ها
abortion	disgust	0.656	سقط جنین
death	disgust	0.656	مرگ
prejudiced	disgust	0.656	متعصب
poison	disgust	0.656	سم
oppression	disgust	0.656	ظلم
goo	disgust	0.656	خوب
victimized	disgust	0.656	قربانی شده است
mange	disgust	0.656	جرب
sludge	disgust	0.648	لجن
trashy	disgust	0.648	زباله
vindictive	disgust	0.648	کینه جویانه
horrid	disgust	0.648	وحشتناک
ugly	disgust	0.648	زشت
immoral	disgust	0.648	غیر اخلاقی
bitch	disgust	0.648	عوضی
outhouse	disgust	0.648	بیرون خانه
detestation	disgust	0.648	نفرت
horrifying	disgust	0.641	وحشتناک
laxative	disgust	0.641	ملین
unsightly	disgust	0.641	ناخوشایند
derogatory	disgust	0.641	تحقیر کننده
slop	disgust	0.641	شیب
malfeasance	disgust	0.641	تخلف
spew	disgust	0.641	فوران کردن
pimple	disgust	0.641	جوش
criminality	disgust	0.641	جرم انگاری
indecency	disgust	0.641	بی حیایی
cystic	disgust	0.641	کیستیک
villainous	disgust	0.641	شرور
queasy	disgust	0.633	دلگیر
mildew	disgust	0.633	کپک
oppressive	disgust	0.633	ظالم
prostitution	disgust	0.633	تن فروشی
secrete	disgust	0.633	ترشح کنند
ulcer	disgust	0.633	زخم
rat	disgust	0.633	موش صحرایی
bigoted	disgust	0.633	متعصب
perpetrator	disgust	0.633	مرتکب
doomsday	disgust	0.633	روز قیامت
sinful	disgust	0.633	گناهکار
degrading	disgust	0.625	تحقیر کننده
ghastly	disgust	0.625	وحشتناک
suffering	disgust	0.625	رنج کشیدن
obscenity	disgust	0.625	فحاشی
devilish	disgust	0.625	اهریمنی
disgraceful	disgust	0.625	شرم آور
persecution	disgust	0.625	آزار و اذیت
contemptible	disgust	0.625	حقیر
cuckold	disgust	0.625	زن مرد
stools	disgust	0.625	مدفوع
dastardly	disgust	0.625	افتضاح
sin	disgust	0.625	گناه
gluttony	disgust	0.625	شکم پرستی
bloated	disgust	0.625	نفخ کرده
fungus	disgust	0.625	قارچ
aghast	disgust	0.625	مبهوت
diaper	disgust	0.617	پوشک
malicious	disgust	0.617	مخرب
polygamy	disgust	0.617	چند همسري
dying	disgust	0.617	در حال مرگ
termite	disgust	0.617	موریانه
fat	disgust	0.617	چربی
deceit	disgust	0.617	فریب
atrocious	disgust	0.617	بی رحمانه
guillotine	disgust	0.617	گیوتین
tetanus	disgust	0.617	کزاز
spoil	disgust	0.617	از بین بردن
crusty	disgust	0.617	پوسته دار
sickly	disgust	0.617	مریض
louse	disgust	0.617	شپش
strangle	disgust	0.617	خفه کردن
betrayal	disgust	0.617	خیانت
loathe	disgust	0.617	متنفر بودن
wench	disgust	0.617	چاقو
infect	disgust	0.617	آلوده کردن
violently	disgust	0.609	با خشونت
brothel	disgust	0.609	روسپی خانه
drool	disgust	0.609	آب دهان
bleeding	disgust	0.609	خون ریزی
deform	disgust	0.609	تغییر شکل دادن
ghetto	disgust	0.609	محله یهودی نشین
sabotage	disgust	0.609	خرابکاری
venomous	disgust	0.609	زهرآگین
abhor	disgust	0.609	بیزاری
slander	disgust	0.609	تهمت زدن
hostile	disgust	0.609	خصومت آمیز
musty	disgust	0.602	کپک زده
illicit	disgust	0.602	قاچاق
ugliness	disgust	0.602	زشتی
unwashed	disgust	0.602	شسته نشده
swampy	disgust	0.602	باتلاقی
deprivation	disgust	0.602	محرومیت
poaching	disgust	0.602	شکار غیرقانونی
hag	disgust	0.602	هول
infidel	disgust	0.602	کافر
imprisonment	disgust	0.602	زندان
traitor	disgust	0.602	خائن
lunacy	disgust	0.602	دیوانگی
queasiness	disgust	0.594	دلتنگی
hostility	disgust	0.594	خصومت
repelling	disgust	0.594	دفع کننده
intoxicated	disgust	0.594	مست
thug	disgust	0.594	اراذل و اوباش
catastrophe	disgust	0.594	فاجعه
lunatic	disgust	0.594	دیوانه
misery	disgust	0.594	بدبختی
venom	disgust	0.594	زهر
butcher	disgust	0.594	قصاب
toilet	disgust	0.594	توالت
blister	disgust	0.594	تاول زدن
lurid	disgust	0.594	مبهم
slug	disgust	0.594	حلزون حرکت کردن
gut	disgust	0.594	روده
sinner	disgust	0.594	گناهکار
deceitful	disgust	0.594	فریبنده
epidemic	disgust	0.594	بیماری همه گیر
deteriorated	disgust	0.586	رو به وخامت گذاشت
lavatory	disgust	0.586	دستشویی
unclean	disgust	0.586	ناپاک
prostitute	disgust	0.586	فاحشه
incubus	disgust	0.586	انکوبوس
appalling	disgust	0.586	مخوف
dreadful	disgust	0.586	وحشتناک
pornography	disgust	0.586	پورنوگرافی
harass	disgust	0.586	آزار دادن
squeamish	disgust	0.578	نازک نارنجی
expulsion	disgust	0.578	اخراج
unfaithful	disgust	0.578	بی وفا
offensive	disgust	0.578	توهین آمیز
hypocrite	disgust	0.578	منافق
humiliating	disgust	0.578	تحقیر کننده
larceny	disgust	0.578	سرقت
ruinous	disgust	0.578	ویرانگر
retard	disgust	0.578	عقب مانده
rash	disgust	0.578	کهیر
flea	disgust	0.578	کک
debauchery	disgust	0.578	فسق
fiend	disgust	0.578	شیطان
quagmire	disgust	0.578	باتلاق
conspirator	disgust	0.578	توطئه گر
sick	disgust	0.578	بیمار
mangle	disgust	0.578	خرد کردن
dogsick	disgust	0.570	سگی
egregious	disgust	0.570	فاحش
flog	disgust	0.570	شلاق زدن
despise	disgust	0.570	خوار شمردن
treacherous	disgust	0.570	خائنانه
oppress	disgust	0.570	ظلم کردن
swamp	disgust	0.570	باتلاق
messy	disgust	0.570	بی نظم
spit	disgust	0.570	تف انداختن
dank	disgust	0.570	تاریک
bastard	disgust	0.570	حرامزاده
devastating	disgust	0.570	ویرانگر
serpent	disgust	0.570	مار
loo	disgust	0.562	لوو
indecent	disgust	0.562	ناشایست
insanity	disgust	0.562	جنون
stealing	disgust	0.562	دزدی
terrible	disgust	0.562	وحشتناک
tyrannical	disgust	0.562	ظالم
humiliation	disgust	0.562	حقارت
snake	disgust	0.562	مار
sloppy	disgust	0.562	درهم و برهم
sinning	disgust	0.562	گناه کردن
harmful	disgust	0.562	زیان آور
harlot	disgust	0.562	فاحشه
sordid	disgust	0.562	دون؛ پست
