English Word	Emotion	Emotion-Intensity-Score	Hebrew Word
wart	disgust	0.695	יַבֶּלֶת
hate	disgust	0.695	שִׂנאָה
hellish	disgust	0.695	שְׂטָנִי
scum	disgust	0.695	חֶלאַת אָדָם
suicidal	disgust	0.695	הִתאַבְּדוּתִי
wretch	disgust	0.695	עלוב
abuse	disgust	0.695	התעללות
waste	disgust	0.695	בזבוז
intestinal	disgust	0.695	פְּנִימִי
heartworm	disgust	0.688	תולעת לב
ooze	disgust	0.688	לְטַפטֵף
treason	disgust	0.688	בגידה
contaminated	disgust	0.688	מְזוֹהָם
smut	disgust	0.688	טמבל
disease	disgust	0.688	מַחֲלָה
rabid	disgust	0.688	קַנָאִי
deformed	disgust	0.680	מְעוּוָת
hell	disgust	0.680	גֵיהִנוֹם
soulless	disgust	0.680	חסר נשמה
cholera	disgust	0.680	כּוֹלֵרָה
bestial	disgust	0.680	חיה
antichrist	disgust	0.680	אנטיכריסט
freakish	disgust	0.680	מטורף
germ	disgust	0.680	נֶבֶט
detest	disgust	0.680	לְתַעֵב
pollution	disgust	0.680	זיהום
grimy	disgust	0.680	מְלוּכלָך
abhorrent	disgust	0.680	שָׂנוּא
hatred	disgust	0.680	שנאה
abominate	disgust	0.680	תועבה
sickness	disgust	0.680	מחלה
hideous	disgust	0.672	מְכוֹעָר
dictatorship	disgust	0.672	רוֹדָנוּת
loathful	disgust	0.672	מתועב
greasy	disgust	0.672	שמנוני
dilapidated	disgust	0.672	רָעוּעַ
inhuman	disgust	0.672	לֹא אֶנוֹשִׁי
loathing	disgust	0.672	תיעוב
obscene	disgust	0.672	מְגוּנֶה
cess	disgust	0.670	cess
devil	disgust	0.664	שָׂטָן
deformity	disgust	0.664	מוּם
nauseous	disgust	0.664	מַבְחִיל
deadly	disgust	0.664	קטלני
swine	disgust	0.664	חֲזִיר
discrimination	disgust	0.664	אַפלָיָה
abominable	disgust	0.664	מְתוֹעָב
masochism	disgust	0.664	מָזוֹכִיזם
heretic	disgust	0.664	כּוֹפֵר
latrines	disgust	0.656	בתי שימוש
corruption	disgust	0.656	שְׁחִיתוּת
poisonous	disgust	0.656	רעיל
horror	disgust	0.656	חֲרָדָה
nefarious	disgust	0.656	מְרוּשָׁע
bacteria	disgust	0.656	בַּקטֶרִיָה
horrible	disgust	0.656	מַחרִיד
trash	disgust	0.656	אַשׁפָּה
abortion	disgust	0.656	הפלה
death	disgust	0.656	מוות
prejudiced	disgust	0.656	מְשׁוּחָד
poison	disgust	0.656	רַעַל
oppression	disgust	0.656	עוֹשֶׁק
goo	disgust	0.656	גו
victimized	disgust	0.656	קורבן
mange	disgust	0.656	שְׁחִין בְּהֵמוֹת
sludge	disgust	0.648	רֶפֶשׁ
trashy	disgust	0.648	חֲסַר עֵרֶך
vindictive	disgust	0.648	נַקמָנִי
horrid	disgust	0.648	מַגְעִיל
ugly	disgust	0.648	מְכוֹעָר
immoral	disgust	0.648	לֹא מוּסָרִי
bitch	disgust	0.648	כַּלבָּה
outhouse	disgust	0.648	בֵּית כִּסֵא
detestation	disgust	0.648	תיעוב
horrifying	disgust	0.641	מחריד
laxative	disgust	0.641	חומר משלשל
unsightly	disgust	0.641	מְכוֹעָר
derogatory	disgust	0.641	פּוֹגֵעַ
slop	disgust	0.641	שיפוע
malfeasance	disgust	0.641	התעללות
spew	disgust	0.641	לְהַקִיא
pimple	disgust	0.641	חָטָט
criminality	disgust	0.641	עבריינות
indecency	disgust	0.641	מגונה
cystic	disgust	0.641	סיסטיק
villainous	disgust	0.641	מְרוּשָׁע
queasy	disgust	0.633	מַבְחִיל
mildew	disgust	0.633	טַחַב
oppressive	disgust	0.633	מֵעִיק
prostitution	disgust	0.633	זְנוּת
secrete	disgust	0.633	לְהַפְרִישׁ
ulcer	disgust	0.633	כִּיב
rat	disgust	0.633	עכברוש
bigoted	disgust	0.633	צר - אופקים
perpetrator	disgust	0.633	עבריין
doomsday	disgust	0.633	יום הדין
sinful	disgust	0.633	חוֹטֵא
degrading	disgust	0.625	מַשׁפִּיל
ghastly	disgust	0.625	נוֹרָא
suffering	disgust	0.625	סֵבֶל
obscenity	disgust	0.625	מַעֲשֶׂה מְגוּנֶה
devilish	disgust	0.625	שְׂטָנִי
disgraceful	disgust	0.625	מַחְפִּיר
persecution	disgust	0.625	רְדִיפוּת
contemptible	disgust	0.625	בָּזוּי
cuckold	disgust	0.625	קַרנָן
stools	disgust	0.625	צואה
dastardly	disgust	0.625	מגוחך
sin	disgust	0.625	חטא
gluttony	disgust	0.625	גַרגְרָנוּת
bloated	disgust	0.625	נפוח
fungus	disgust	0.625	פִּטרִיָה
aghast	disgust	0.625	מזועזעת
diaper	disgust	0.617	לְחַתֵל
malicious	disgust	0.617	זְדוֹנִי
polygamy	disgust	0.617	פוליגמיה
dying	disgust	0.617	גְסִיסָה
termite	disgust	0.617	טֶרמִיט
fat	disgust	0.617	שמן
deceit	disgust	0.617	תַרמִית
atrocious	disgust	0.617	מְתוֹעָב
guillotine	disgust	0.617	מַעֲרֶפֶת
tetanus	disgust	0.617	טֶטָנוּס
spoil	disgust	0.617	לְקַלְקֵל
crusty	disgust	0.617	קְרוּמִי
sickly	disgust	0.617	חוֹלָנִי
louse	disgust	0.617	כינה
strangle	disgust	0.617	לַחֲנוֹק
betrayal	disgust	0.617	בְּגִידָה
loathe	disgust	0.617	לתעב
wench	disgust	0.617	בַּחוּרָה
infect	disgust	0.617	לְהַדבִּיק
violently	disgust	0.609	באלימות
brothel	disgust	0.609	בֵּית זוֹנוֹת
drool	disgust	0.609	לְהַזִיל רִיר
bleeding	disgust	0.609	מְדַמֵם
deform	disgust	0.609	לְעַוֵת צוּרָה
ghetto	disgust	0.609	גֶטוֹ
sabotage	disgust	0.609	חַבָּלָה
venomous	disgust	0.609	אַרסִי
abhor	disgust	0.609	לְתַעֵב
slander	disgust	0.609	לָשׁוֹן הָרַע
hostile	disgust	0.609	עוין
musty	disgust	0.602	מְעוּפָּשׁ
illicit	disgust	0.602	לֹא חוּקִי
ugliness	disgust	0.602	מְכוֹעָרוּת
unwashed	disgust	0.602	לא שטוף
swampy	disgust	0.602	טוֹבְעָנִי
deprivation	disgust	0.602	מַחְסוֹר
poaching	disgust	0.602	ציד
hag	disgust	0.602	מְכַשֵׁפָה
infidel	disgust	0.602	כּוֹפֵר
imprisonment	disgust	0.602	מַאֲסָר
traitor	disgust	0.602	בּוֹגֵד
lunacy	disgust	0.602	סַהֲרוּרִיוּת
queasiness	disgust	0.594	בְּחִילָה
hostility	disgust	0.594	עוֹיְנוּת
repelling	disgust	0.594	דוחה
intoxicated	disgust	0.594	שָׁתוּי
thug	disgust	0.594	בִּריוֹן
catastrophe	disgust	0.594	קטסטרופה
lunatic	disgust	0.594	מְטוּרָף
misery	disgust	0.594	אומללות
venom	disgust	0.594	אֶרֶס
butcher	disgust	0.594	קַצָב
toilet	disgust	0.594	שֵׁרוּתִים
blister	disgust	0.594	שַׁלפּוּחִית
lurid	disgust	0.594	זוועה
slug	disgust	0.594	שבלול
gut	disgust	0.594	מְעִי
sinner	disgust	0.594	חוֹטֵא
deceitful	disgust	0.594	מְרַמֶה
epidemic	disgust	0.594	מגפה
deteriorated	disgust	0.586	התדרדר
lavatory	disgust	0.586	שֵׁירוּתִים
unclean	disgust	0.586	טָמֵא
prostitute	disgust	0.586	זוֹנָה
incubus	disgust	0.586	אינקובוס
appalling	disgust	0.586	מַחרִיד
dreadful	disgust	0.586	אָיוֹם
pornography	disgust	0.586	פּוֹרנוֹגרַפִיָה
harass	disgust	0.586	לְהָצִיק
squeamish	disgust	0.578	רָגִישׁ
expulsion	disgust	0.578	גֵרוּשׁ
unfaithful	disgust	0.578	בּוֹגֵד
offensive	disgust	0.578	הֶתקֵפִי
hypocrite	disgust	0.578	צָבוּעַ
humiliating	disgust	0.578	משפיל
larceny	disgust	0.578	גְנֵבָה
ruinous	disgust	0.578	הַרסָנִי
retard	disgust	0.578	לְעַכֵּב
rash	disgust	0.578	פריחה
flea	disgust	0.578	פַּרעוֹשׁ
debauchery	disgust	0.578	הוֹלֵלוּת
fiend	disgust	0.578	שָׂטָן
quagmire	disgust	0.578	אַדמַת בּוֹץ טוֹבְעַנִית
conspirator	disgust	0.578	קוֹשֵׁר
sick	disgust	0.578	חוֹלֶה
mangle	disgust	0.578	לְהַשְׁחִית
dogsick	disgust	0.570	חולה כלבים
egregious	disgust	0.570	בּוֹלֵט
flog	disgust	0.570	לְהַלקוֹת
despise	disgust	0.570	לָבוּז
treacherous	disgust	0.570	בּוֹגדָנִי
oppress	disgust	0.570	לְדַכֵּא
swamp	disgust	0.570	לְהַצִיף
messy	disgust	0.570	מבולגן
spit	disgust	0.570	לירוק
dank	disgust	0.570	טָחוּב
bastard	disgust	0.570	ממזר
devastating	disgust	0.570	הרסני
serpent	disgust	0.570	נָחָשׁ
loo	disgust	0.562	לוּ
indecent	disgust	0.562	מְגוּנֶה
insanity	disgust	0.562	אי שפיות
stealing	disgust	0.562	גניבה
terrible	disgust	0.562	נורא
tyrannical	disgust	0.562	רוֹדָנִי
humiliation	disgust	0.562	הַשׁפָּלָה
snake	disgust	0.562	נָחָשׁ
sloppy	disgust	0.562	מרושל
sinning	disgust	0.562	חוטא
harmful	disgust	0.562	מַזִיק
harlot	disgust	0.562	זוֹנָה
sordid	disgust	0.562	מוּשׁחָת
enemy	disgust	0.562	אוֹיֵב
alcoholism	disgust	0.562	כָּהֳלִיוּת
awful	disgust	0.562	נורא
ruthless	disgust	0.562	חֲסַר רַחֲמִים
scoundrel	disgust	0.562	נָבָל
bloody	disgust	0.555	אָרוּר
flabby	disgust	0.555	רָפוּי
odious	disgust	0.555	נִתעָב
beastly	disgust	0.555	בַּהֲמִי
collusion	disgust	0.555	קְנוּנִיָה
ridicule	disgust	0.555	לַעַג
discriminating	disgust	0.555	מפלה
unattractive	disgust	0.555	לא מושך
insufferable	disgust	0.555	בִּלתִי נִסבָּל
segregate	disgust	0.555	לְבוּדֵד
arsenic	disgust	0.555	אַרסָן
threatening	disgust	0.555	מְאַיֵם
atrophy	disgust	0.555	לְהִתְנַוֵן
varicella	disgust	0.555	אֲבַעְבּוּעוֹת רוּחַ
slayer	disgust	0.555	קוטל
distaste	disgust	0.555	סְלִידָה
coward	disgust	0.555	פחדן
robbery	disgust	0.555	שׁוֹד
wickedness	disgust	0.555	רִשׁעוּת
anathema	disgust	0.547	חֵרֶם
malevolent	disgust	0.547	מְרוּשָׁע
sty	disgust	0.547	דִיר חֲזִירִים
pillage	disgust	0.547	לִבזוֹז
thief	disgust	0.547	גַנָב
suffocating	disgust	0.547	מחנק
condemnation	disgust	0.547	הוֹקָעָה
deleterious	disgust	0.547	מזיק
slur	disgust	0.547	הַשׁמָצָה
purgatory	disgust	0.547	גֵיהִנוֹם
attacking	disgust	0.547	לתקוף
burglar	disgust	0.547	פּוֹרֵץ
ogre	disgust	0.547	מפלצת
coercion	disgust	0.547	כְּפִיָה
vesicular	disgust	0.547	שַׁלפּוּחִי
miserable	disgust	0.547	אוּמלָל
bitterly	disgust	0.547	במרירות
sneer	disgust	0.539	ללעוג
greedy	disgust	0.539	רודף בצע
gob	disgust	0.539	גוב
repellant	disgust	0.539	דוחה
jealous	disgust	0.539	קַנָאִי
drunken	disgust	0.539	שיכור
shame	disgust	0.539	בושה
thrash	disgust	0.539	לַחֲבוֹט
fatty	disgust	0.539	שמן
liar	disgust	0.539	שַׁקרָן
imprisoned	disgust	0.539	כָּלוּא
sloth	disgust	0.539	עַצלוּת
repudiation	disgust	0.539	דחייה
disgrace	disgust	0.539	חרפה
infidelity	disgust	0.539	אי נאֱמנות
pig	disgust	0.539	חֲזִיר
lethal	disgust	0.536	קָטלָנִי
burnt	disgust	0.531	שַׂרוּף
brawl	disgust	0.531	קְטָטָה
withered	disgust	0.531	קָמֵל
blemish	disgust	0.531	פְּגָם
hydrocephalus	disgust	0.531	הידרוצפלוס
aberration	disgust	0.531	סְטִיָה
smuggler	disgust	0.531	מַברִיחַ
painful	disgust	0.531	כּוֹאֵב
condescension	disgust	0.531	התנשאות
intolerant	disgust	0.531	לֹא סוֹבלָנִי
blasphemous	disgust	0.531	חילול השם
lying	disgust	0.531	שֶׁקֶר
hanging	disgust	0.531	תְלִיָה
travesty	disgust	0.531	פָּרוֹדִיָה
ruined	disgust	0.531	הָרוּס
intrusive	disgust	0.531	פולשני
disintegrate	disgust	0.531	לְהִתְפּוֹרֵר
destructive	disgust	0.531	הַרסָנִי
neurotic	disgust	0.531	נוירוטי
disparaging	disgust	0.523	מזלזל
blighted	disgust	0.523	מושחת
intolerance	disgust	0.523	חוסר סובלנות
mistress	disgust	0.523	פִּילֶגֶשׁ
avarice	disgust	0.523	חַמדָנוּת
disgraced	disgust	0.523	מבוזה
derogation	disgust	0.523	חריגה
rubbish	disgust	0.523	זבל
accusation	disgust	0.523	הַאֲשָׁמָה
incarceration	disgust	0.523	כְּלִיאָה
tortious	disgust	0.516	עוולות
dishonor	disgust	0.516	חֶרפָּה
stink	disgust	0.516	לְהַסרִיחַ
grim	disgust	0.516	זוֹעֵף
rob	disgust	0.516	לִשְׁדוֹד
defraud	disgust	0.516	לְהוֹנוֹת
sump	disgust	0.516	עוּקָה
cringe	disgust	0.516	לִזחוֹל
vulture	disgust	0.516	עיט
deplorable	disgust	0.516	מְצַעֵר
mite	disgust	0.516	שֶׁמֶץ
eradication	disgust	0.516	עֲקִירָה
degrade	disgust	0.516	לְהַשְׁפִּיל
gutter	disgust	0.516	מַרזֵב
convict	disgust	0.516	אָסִיר
remains	disgust	0.516	שְׂרִידִים
betray	disgust	0.516	לבגוד
daemon	disgust	0.516	דמון
sham	disgust	0.509	בְּלוֹף
distasteful	disgust	0.508	לֹא נָעִים
prisoner	disgust	0.508	אָסִיר
dreadfully	disgust	0.508	בצורה נוראית
worthless	disgust	0.508	חסר ערך
crude	disgust	0.508	גס
delirium	disgust	0.508	הֲזָיָה
incurable	disgust	0.508	חָשׁוּך מַרפֵּא
smelling	disgust	0.508	הֲרָחָה
idiocy	disgust	0.508	טִמטוּם הַמוֹחַ
resentment	disgust	0.508	טינה
bombed	disgust	0.508	מופצץ
blob	disgust	0.508	כֶּתֶם
cheat	disgust	0.508	לְרַמוֹת
schizophrenia	disgust	0.508	סכִיזוֹפרֶנִיָה
rejection	disgust	0.508	דְחִיָה
belittle	disgust	0.508	לִזַלזֵל בְּעֵרכּוֹ
glut	disgust	0.508	שֶׁפַע
disaster	disgust	0.508	אסון
distress	disgust	0.508	מְצוּקָה
pest	disgust	0.508	טַרדָן
endemic	disgust	0.508	אֶנדֵמִי
theft	disgust	0.500	גְנֵבָה
banish	disgust	0.500	לְגַרֵשׁ
mire	disgust	0.500	בּוֹץ
flagrant	disgust	0.500	מַחְפִּיר
derision	disgust	0.500	לַעַג
dirt	disgust	0.500	עפר
screaming	disgust	0.500	צורח
offense	disgust	0.500	עבירה
jealousy	disgust	0.500	קנאה
bribery	disgust	0.500	שׁוֹחַד
polemic	disgust	0.500	פּוֹלמוֹסִי
blight	disgust	0.500	כִּמשׁוֹן
impeach	disgust	0.500	להדיח
bitterness	disgust	0.500	מְרִירוּת
taboo	disgust	0.500	טאבו
duress	disgust	0.500	לַחַץ
goblin	disgust	0.500	שֵׁדוֹן
shackle	disgust	0.500	לִכבּוֹל
idolatry	disgust	0.500	עבודת אלילים
greed	disgust	0.500	חמדנות
impurity	disgust	0.500	טוּמאָה
tirade	disgust	0.500	תוֹכָחָה
idiot	disgust	0.492	אִידיוֹט
boil	disgust	0.492	רְתִיחָה
unconscionable	disgust	0.492	לֹא מוּסָרִי
disreputable	disgust	0.492	לֹא מְכוּבָּד
robber	disgust	0.492	שׁוֹדֵד
malign	disgust	0.492	לְהַשְׁמִיץ
wreck	disgust	0.492	לַהֲרוֹס
recession	disgust	0.492	שֵׁפֶל
gorge	disgust	0.492	עָרוּץ
leer	disgust	0.492	לִרְאוֹת
ill	disgust	0.492	חולה
squirm	disgust	0.492	לְהִתְפַּתֵל
raging	disgust	0.484	סוֹעֵר
servile	disgust	0.484	מִתרַפֵּס
mess	disgust	0.484	אי סדר
nappy	disgust	0.484	חיתול
possessed	disgust	0.484	דיבוק
unbearable	disgust	0.484	בִּלתִי נִסבָּל
occult	disgust	0.484	נִסתָר
contraband	disgust	0.484	סחורה מוברחת
snarl	disgust	0.484	לִנְהוֹם
mutiny	disgust	0.484	מֶרֶד
mad	disgust	0.484	מְטוּרָף
affliction	disgust	0.484	מֶמֶר
stain	disgust	0.484	כֶּתֶם
animosity	disgust	0.484	אֵיבָה
contempt	disgust	0.484	בּוּז
tramp	disgust	0.484	לִנְדוֹד
nepotism	disgust	0.484	פּרוֹטֶקצִיָה
disrespectful	disgust	0.484	חסר כבוד
defamation	disgust	0.484	השמצה
inexcusable	disgust	0.484	בלתי נסלח
aversation	disgust	0.484	סלידה
wasteful	disgust	0.484	בַּזבְּזָנִי
offender	disgust	0.484	עבריין
subjugation	disgust	0.484	שִׁעבּוּד
illegality	disgust	0.477	אִי חוּקִיוּת
dismal	disgust	0.477	עָגוּם
criminal	disgust	0.477	פְּלִילִי
unpleasant	disgust	0.477	לא נעים
palsy	disgust	0.477	שִׁתוּק
antagonistic	disgust	0.477	אנטגוניסטי
pathetic	disgust	0.477	מעורר רחמים
uncaring	disgust	0.477	חסר אכפתיות
suppression	disgust	0.477	הַדחָקָה
immorality	disgust	0.477	אִי מוּסָרִיוּת
mockery	disgust	0.477	לַעַג
outrage	disgust	0.469	שַׁעֲרוּרִיָה
mocking	disgust	0.469	לַעֲגָנִי
wallow	disgust	0.469	לְהִתְפַּלֵשׁ
cough	disgust	0.469	לְהִשְׁתַעֵל
arrogant	disgust	0.469	יָהִיר
angry	disgust	0.469	כּוֹעֵס
poverty	disgust	0.469	עוני
grating	disgust	0.469	סָרִיג
livid	disgust	0.469	רותח מכעס
aggravation	disgust	0.469	הַחמָרָה
repellent	disgust	0.469	דוֹחֶה
perspiration	disgust	0.469	זֵעָה
banishment	disgust	0.469	הַגלָיָה
furious	disgust	0.469	זוֹעֵם
shoddy	disgust	0.469	זוֹל
banshee	disgust	0.469	בנשי
deceive	disgust	0.461	להטעות
fool	disgust	0.461	שׁוֹטֶה
quack	disgust	0.461	לְגַעגֵעַ
distorted	disgust	0.461	מְעוּוָת
spider	disgust	0.461	עַכָּבִישׁ
unjustifiable	disgust	0.461	בלתי מוצדק
deplore	disgust	0.461	לִבכּוֹת
spurious	disgust	0.461	מְזוּיָף
perdition	disgust	0.461	אֲבַדוֹן
muddy	disgust	0.461	בּוֹצִי
fraudulent	disgust	0.461	רַמַאִי
scar	disgust	0.461	צַלֶקֶת
prick	disgust	0.461	לִדקוֹר
insulting	disgust	0.461	מַעֲלִיב
plunder	disgust	0.461	בְּזִיזָה
recklessness	disgust	0.461	פזיזות
stigma	disgust	0.453	סטִיגמָה
disparage	disgust	0.453	לִזַלזֵל
unthinkable	disgust	0.453	בלתי מתקבל על הדעת
disingenuous	disgust	0.453	לא הגיוני
