English Word	Emotion	Emotion-Intensity-Score	German Word
perdition	disgust	0.461	Verderben
muddy	disgust	0.461	schlammig
fraudulent	disgust	0.461	betrügerisch
scar	disgust	0.461	Narbe
prick	disgust	0.461	stechen
insulting	disgust	0.461	beleidigend
plunder	disgust	0.461	Plunder
recklessness	disgust	0.461	Leichtsinn
stigma	disgust	0.453	Stigma
disparage	disgust	0.453	verunglimpfen
unthinkable	disgust	0.453	undenkbar
disingenuous	disgust	0.453	unaufrichtig
bane	disgust	0.453	Fluch
dishonest	disgust	0.453	unehrlich
aphid	disgust	0.453	Blattlaus
elimination	disgust	0.453	Beseitigung
cur	disgust	0.453	akt
selfish	disgust	0.453	egoistisch
eschew	disgust	0.453	vermeiden
dire	disgust	0.453	schlimm
indignation	disgust	0.453	Empörung
antipathy	disgust	0.453	Antipathie
alienate	disgust	0.453	entfremden
mosquito	disgust	0.445	Moskito
piles	disgust	0.445	Haufen
pious	disgust	0.445	fromm
lie	disgust	0.445	Lüge
opium	disgust	0.445	Opium
smell	disgust	0.445	Geruch
iniquity	disgust	0.445	Ungerechtigkeit
caries	disgust	0.445	Karies
despair	disgust	0.445	verzweifeln
recalcitrant	disgust	0.445	widerspenstig
egotistical	disgust	0.445	egoistisch
wasted	disgust	0.445	verschwendet
vacuous	disgust	0.445	leer
bankruptcy	disgust	0.445	Konkurs
garish	disgust	0.445	grell
obnoxious	disgust	0.438	unausstehlich
ashamed	disgust	0.438	beschämt
abject	disgust	0.438	erbärmlich
sticky	disgust	0.438	klebrig
scream	disgust	0.438	Schrei
hopelessness	disgust	0.438	Hoffnungslosigkeit
homeless	disgust	0.438	obdachlos
shun	disgust	0.438	meiden
inmate	disgust	0.438	Insasse
alien	disgust	0.438	Außerirdischer
hog	disgust	0.438	Schwein
aversion	disgust	0.438	Abneigung
abnormal	disgust	0.438	abnormal
cursing	disgust	0.430	fluchen
undesirable	disgust	0.430	unerwünscht
denounce	disgust	0.430	anprangern
witch	disgust	0.430	Hexe
creature	disgust	0.430	Kreatur
lusty	disgust	0.430	lustvoll
illegal	disgust	0.430	illegal
debris	disgust	0.430	Trümmer
callous	disgust	0.430	gefühllos
reflux	disgust	0.430	Rückfluss
adverse	disgust	0.430	nachteilig
shameless	disgust	0.430	schamlos
separatist	disgust	0.430	Separatist
trickery	disgust	0.430	Trickserei
falsity	disgust	0.430	Falschheit
pall	disgust	0.430	Leichentuch
defiance	disgust	0.430	Trotz
incredulous	disgust	0.430	ungläubig
curse	disgust	0.430	Fluch
pompous	disgust	0.422	pompös
socialist	disgust	0.422	Sozialist
mistrust	disgust	0.422	Misstrauen
infantile	disgust	0.422	infantil
wasting	disgust	0.422	verschwenden
hairy	disgust	0.422	behaart
nicotine	disgust	0.422	Nikotin
denunciation	disgust	0.422	Denunziation
collapse	disgust	0.422	Zusammenbruch
untidy	disgust	0.422	unordentlich
ferocious	disgust	0.422	wild
ammonia	disgust	0.422	Ammoniak
carelessness	disgust	0.422	Nachlässigkeit
impure	disgust	0.422	unrein
contentious	disgust	0.422	umstritten
bum	disgust	0.422	miserabel
affront	disgust	0.422	Beleidigung
offend	disgust	0.422	beleidigen
tarnish	disgust	0.422	trüben
idiotic	disgust	0.422	idiotisch
badness	disgust	0.422	Schlechtigkeit
delinquent	disgust	0.422	Delinquent
swarm	disgust	0.422	Schwarm
hypertrophy	disgust	0.422	Hypertrophie
gush	disgust	0.422	Schwall
tasteless	disgust	0.422	geschmacklos
bovine	disgust	0.422	Rinder-
slush	disgust	0.422	Matsch
litigious	disgust	0.414	streitig
dishonesty	disgust	0.414	Unehrlichkeit
vegetative	disgust	0.414	vegetativ
unfavorable	disgust	0.414	ungünstig
displacency	disgust	0.414	Verschiebung
illegitimate	disgust	0.414	illegitim
sour	disgust	0.414	sauer
socialism	disgust	0.414	Sozialismus
disobey	disgust	0.414	ungehorsam
drivel	disgust	0.414	Gefasel
vampire	disgust	0.414	Vampir
neglected	disgust	0.414	vernachlässigt
murky	disgust	0.414	trübe
ignorant	disgust	0.406	ignorant
disgruntled	disgust	0.406	verärgert
discontinuity	disgust	0.406	Diskontinuität
dislike	disgust	0.406	nicht gefallen
unlawful	disgust	0.406	rechtswidrig
wrongdoing	disgust	0.406	Fehlverhalten
shoplifting	disgust	0.406	Ladendiebstahl
recidivism	disgust	0.406	Rückfälligkeit
outcast	disgust	0.406	ausgestoßen
bogus	disgust	0.406	falsch
displeasure	disgust	0.406	Unmut
repel	disgust	0.406	abstoßen
falsify	disgust	0.406	verfälschen
ungrateful	disgust	0.406	undankbar
unkind	disgust	0.406	unfreundlich
phony	disgust	0.406	falsch
prosecution	disgust	0.406	Strafverfolgung
woe	disgust	0.398	Weh
averse	disgust	0.398	abgeneigt
loon	disgust	0.398	Seetaucher
worsening	disgust	0.398	Verschlechterung
paucity	disgust	0.398	Mangel
unnatural	disgust	0.398	unnatürlich
amphetamines	disgust	0.398	Amphetamine
senseless	disgust	0.398	sinnlos
rigor	disgust	0.398	Strenge
subvert	disgust	0.398	untergraben
failure	disgust	0.398	Versagen
lick	disgust	0.398	lecken
unruly	disgust	0.398	widerspenstig
woefully	disgust	0.398	erbärmlich
stingy	disgust	0.398	geizig
crushing	disgust	0.398	zermalmen
disdain	disgust	0.398	Verachtung
insult	disgust	0.393	Beleidigung
averseness	disgust	0.391	Abneigung
disrelish	disgust	0.391	missfallen
punished	disgust	0.391	bestraft
critter	disgust	0.391	Lebewesen
damage	disgust	0.391	Schaden
scorpion	disgust	0.391	Skorpion
diatribe	disgust	0.391	Schmährede
muff	disgust	0.391	Muff
farcical	disgust	0.391	Farce
antisocial	disgust	0.391	asozial
hardened	disgust	0.391	gehärtet
punishment	disgust	0.391	Bestrafung
bad	disgust	0.391	Schlecht
expel	disgust	0.391	vertreiben
surly	disgust	0.383	mürrisch
lament	disgust	0.383	Klage
illiterate	disgust	0.383	Analphabet
divorce	disgust	0.383	Scheidung
teeming	disgust	0.383	wimmelt
plagiarism	disgust	0.383	Plagiat
eviction	disgust	0.383	Vertreibung
orc	disgust	0.383	Ork
disappoint	disgust	0.383	enttäuschen
shabby	disgust	0.383	schäbig
presumptuous	disgust	0.383	anmaßend
anaconda	disgust	0.383	Anakonda
discord	disgust	0.383	Zwietracht
guilt	disgust	0.383	Schuld
fugitive	disgust	0.383	Flüchtling
irrational	disgust	0.383	irrational
adder	disgust	0.383	Addierer
fulsome	disgust	0.383	voll
sacrifices	disgust	0.383	Opfer
hypocritical	disgust	0.383	heuchlerisch
shock	disgust	0.375	Schock
alienation	disgust	0.375	Entfremdung
scoff	disgust	0.375	spotten
plight	disgust	0.375	Notlage
irritation	disgust	0.375	Reizung
unworthy	disgust	0.375	unwürdig
misconduct	disgust	0.375	Fehlverhalten
defective	disgust	0.375	defekt
blame	disgust	0.375	Schuld
depressing	disgust	0.375	deprimierend
dislocated	disgust	0.375	ausgerenkt
irritating	disgust	0.375	irritierend
vainly	disgust	0.367	vergeblich
toad	disgust	0.367	Kröte
powerless	disgust	0.367	machtlos
coerce	disgust	0.367	zwingen
shuddering	disgust	0.367	schaudern
stripped	disgust	0.367	abgezogen
revoke	disgust	0.367	widerrufen
wimpy	disgust	0.367	feige
unhealthy	disgust	0.367	ungesund
exclusion	disgust	0.367	Ausschluss
disillusionment	disgust	0.367	Ernüchterung
blatant	disgust	0.367	eklatant
hurtful	disgust	0.367	verletzend
hoax	disgust	0.367	Falschmeldung
wimp	disgust	0.367	Weichei
cad	disgust	0.367	Kad
pitfall	disgust	0.367	Falle
squelch	disgust	0.367	Rauschen
deserted	disgust	0.359	verlassen
damn	disgust	0.359	verdammt
incompatible	disgust	0.359	unvereinbar
dispose	disgust	0.359	entsorgen
oddity	disgust	0.359	Kuriosität
rebellion	disgust	0.359	Rebellion
ineptitude	disgust	0.359	Unbeholfenheit
bug	disgust	0.359	Insekt
disobedience	disgust	0.359	Ungehorsam
inept	disgust	0.352	ungeschickt
litigate	disgust	0.352	prozessieren
dismissal	disgust	0.352	Entlassung
cutting	disgust	0.352	Schneiden
untoward	disgust	0.352	ungünstig
displeased	disgust	0.352	unzufrieden
censor	disgust	0.352	zensieren
ridiculous	disgust	0.352	lächerlich
compost	disgust	0.352	Kompost
frustrate	disgust	0.352	vereiteln
misbehavior	disgust	0.352	Fehlverhalten
lawyer	disgust	0.352	Anwalt
crushed	disgust	0.352	zerquetscht
flesh	disgust	0.352	Fleisch
uncertain	disgust	0.352	unsicher
obi	disgust	0.352	obi
flinch	disgust	0.352	zurückschrecken
fierce	disgust	0.352	erbittert
wrongful	disgust	0.352	unrecht
depreciate	disgust	0.344	abschreiben
disapprove	disgust	0.344	missbilligen
tearful	disgust	0.344	tränenreich
grumble	disgust	0.336	murren
unsettled	disgust	0.336	verunsichert
annoy	disgust	0.336	Nerven
exigent	disgust	0.336	anspruchsvoll
heartsick	disgust	0.336	herzkrank
lawsuit	disgust	0.336	Klage
discoloration	disgust	0.336	Verfärbung
lumpy	disgust	0.336	klumpig
daft	disgust	0.336	bekloppt
blunder	disgust	0.336	Schnitzer
discontent	disgust	0.336	Unzufriedenheit
bickering	disgust	0.336	Gezänk
thoughtless	disgust	0.336	gedankenlos
disliked	disgust	0.336	nicht gefallen
disinclination	disgust	0.336	Abneigung
distrust	disgust	0.336	Misstrauen
disallowed	disgust	0.336	verboten
instability	disgust	0.328	Instabilität
hydrophobia	disgust	0.328	Hydrophobie
whine	disgust	0.328	jammern
inhibit	disgust	0.328	hemmen
excluded	disgust	0.328	ausgeschlossen
provoking	disgust	0.328	provozierend
grievance	disgust	0.328	Beschwerde
unmanageable	disgust	0.328	unüberschaubar
sly	disgust	0.328	listig
exasperation	disgust	0.328	Verzweiflung
cacophony	disgust	0.328	Kakophonie
unsatisfactory	disgust	0.328	ungenügend
disappointed	disgust	0.328	enttäuscht
materialist	disgust	0.328	Materialist
misleading	disgust	0.321	irreführend
mishap	disgust	0.320	Missgeschick
soot	disgust	0.320	Ruß
humbug	disgust	0.320	Humbug
disclaim	disgust	0.320	ablehnen
annoyance	disgust	0.320	Ärger
disapproving	disgust	0.320	ablehnend
disservice	disgust	0.320	Bärendienst
reproach	disgust	0.320	Vorwurf
confined	disgust	0.320	beschränkt
unequal	disgust	0.320	ungleich
rags	disgust	0.320	Lumpen
groan	disgust	0.320	Stöhnen
soil	disgust	0.312	Boden
inappropriate	disgust	0.312	unangemessen
criticize	disgust	0.312	kritisieren
disincline	disgust	0.312	abgeneigt machen
theism	disgust	0.312	Theismus
depreciated	disgust	0.312	abgeschrieben
inconsiderate	disgust	0.312	rücksichtslos
overpriced	disgust	0.312	überteuert
stomach	disgust	0.312	Magen
burke	disgust	0.312	Burke
sneeze	disgust	0.312	niesen
gall	disgust	0.305	Galle
bang	disgust	0.305	Knall
inadmissible	disgust	0.305	unzulässig
unfriendly	disgust	0.305	unfreundlich
unaccountable	disgust	0.305	unerklärlich
disparity	disgust	0.305	Ungleichheit
latent	disgust	0.305	latent
disliking	disgust	0.305	nicht mögen
shack	disgust	0.305	Hütte
grumpy	disgust	0.305	mürrisch
coop	disgust	0.304	Koop
disappointment	disgust	0.297	Enttäuschung
scold	disgust	0.297	schelten
delay	disgust	0.297	Verzögerung
congress	disgust	0.297	Kongress
growling	disgust	0.297	Knurren
backwards	disgust	0.297	rückwärts
soreness	disgust	0.297	Schmerzen
disregarded	disgust	0.297	unbeachtet
rogue	disgust	0.297	Schurke
lonely	disgust	0.297	einsam
notoriety	disgust	0.289	Bekanntheit
catechism	disgust	0.289	Katechismus
flop	disgust	0.289	floppen
infamous	disgust	0.289	berüchtigt
janitor	disgust	0.289	Hausmeister
nettle	disgust	0.289	Nessel
saturated	disgust	0.281	gesättigt
prohibited	disgust	0.281	verboten
gaby	disgust	0.281	Gaby
wince	disgust	0.281	zusammenzucken
desist	disgust	0.281	unterlassen
unfair	disgust	0.281	unfair
aftermath	disgust	0.281	Nachwirkungen
remiss	disgust	0.281	nachlässig
tribunal	disgust	0.273	Gericht
discolored	disgust	0.273	verfärbt
wrangling	disgust	0.273	Gerangel
uneasy	disgust	0.273	unruhig
huff	disgust	0.273	schnauf
weird	disgust	0.266	seltsam
impolite	disgust	0.266	unhöflich
swig	disgust	0.266	Schluck
crawl	disgust	0.266	kriechen
unsatisfied	disgust	0.266	nicht zufrieden
inefficiency	disgust	0.266	Ineffizienz
frantic	disgust	0.266	hektisch
bureaucrat	disgust	0.266	Bürokrat
politic	disgust	0.266	Politik
coldness	disgust	0.266	Kälte
gruff	disgust	0.258	schroff
octopus	disgust	0.258	Krake
chagrin	disgust	0.258	Ärger
barrow	disgust	0.258	Karren
copycat	disgust	0.258	Nachahmer
incase	disgust	0.258	im Falle
rascal	disgust	0.258	Schlingel
sarcasm	disgust	0.258	Sarkasmus
instinctive	disgust	0.258	instinktiv
misconception	disgust	0.250	Missverständnis
disinclined	disgust	0.250	abgeneigt
john	disgust	0.250	John
hulk	disgust	0.250	Hulk
baboon	disgust	0.250	Pavian
shanghai	disgust	0.250	Schanghai
cupping	disgust	0.250	Schröpfen
lose	disgust	0.250	verlieren
rook	disgust	0.242	Turm
entangled	disgust	0.242	verstrickt
gratuitous	disgust	0.242	unentgeltlich
scrub	disgust	0.242	schrubben
opponent	disgust	0.242	Gegner
tariff	disgust	0.242	Tarif
questionable	disgust	0.234	fraglich
prolong	disgust	0.234	verlängern
reluctance	disgust	0.234	Zurückhaltung
lagging	disgust	0.234	zurückbleibend
misstatement	disgust	0.234	Falschaussage
resign	disgust	0.234	zurücktreten
unlucky	disgust	0.234	unglücklich
backwardness	disgust	0.234	Rückständigkeit
ineffectual	disgust	0.227	unwirksam
disqualified	disgust	0.227	disqualifiziert
subsidy	disgust	0.227	Subvention
reversal	disgust	0.227	Umkehrung
default	disgust	0.227	Ursprünglich
fussy	disgust	0.227	pingelig
unpopular	disgust	0.227	unpopulär
petroleum	disgust	0.219	Petroleum
intense	disgust	0.219	heftig
evade	disgust	0.219	ausweichen
frowning	disgust	0.219	stirnrunzelnd
weight	disgust	0.219	Gewicht
dame	disgust	0.219	Dame
donkey	disgust	0.211	Esel
actionable	disgust	0.211	umsetzbar
tawny	disgust	0.211	gelbbraun
unhappy	disgust	0.211	unzufrieden
dandy	disgust	0.203	Dandy
birch	disgust	0.203	Birke
speck	disgust	0.203	Fleck
hood	disgust	0.203	Kapuze
owing	disgust	0.203	geschuldet
desert	disgust	0.203	Wüste
indifference	disgust	0.203	Gleichgültigkeit
awkwardness	disgust	0.203	Ungeschicklichkeit
rave	disgust	0.203	Rave
gnome	disgust	0.203	Gnom
inconvenient	disgust	0.203	ungünstig
howl	disgust	0.195	heulen
dabbling	disgust	0.195	Dilettantismus
morals	disgust	0.195	Moral
misguided	disgust	0.195	fehlgeleitet
airs	disgust	0.195	Lüfte
gelatin	disgust	0.195	Gelatine
fleece	disgust	0.195	Vlies
monochrome	disgust	0.195	einfarbig
lush	disgust	0.188	üppig
celebrity	disgust	0.188	Berühmtheit
avoid	disgust	0.188	vermeiden
gent	disgust	0.188	Mann
stalemate	disgust	0.188	Patt
lesser	disgust	0.188	kleiner
sunk	disgust	0.180	versenkt
nose	disgust	0.180	Nase
laughable	disgust	0.180	lächerlich
claimant	disgust	0.180	Antragsteller
possession	disgust	0.180	Besitz
larger	disgust	0.164	größer
pregnancy	disgust	0.164	Schwangerschaft
thrift	disgust	0.164	Sparsamkeit
undoubted	disgust	0.164	unzweifelhaft
mouthful	disgust	0.164	Schluck
hoot	disgust	0.164	johlen
sentence	disgust	0.156	Satz
misplace	disgust	0.156	verlegen
clamor	disgust	0.156	Geschrei
parrot	disgust	0.156	Papagei
obliging	disgust	0.156	gefällig
nameless	disgust	0.148	namenlos
bummer	disgust	0.148	Mist
elf	disgust	0.141	Elf
feeling	disgust	0.141	Gefühl
excellence	disgust	0.141	Exzellenz
gray	disgust	0.133	grau
asymmetry	disgust	0.133	Asymmetrie
turn	disgust	0.133	drehen
clumsy	disgust	0.133	unbeholfen
stall	disgust	0.133	Stall
bran	disgust	0.125	Kleie
finally	disgust	0.125	endlich
lord	disgust	0.125	Herr
nurture	disgust	0.117	nähren
savor	disgust	0.117	genießen
cove	disgust	0.117	Bucht
winning	disgust	0.109	gewinnen
lemon	disgust	0.109	Zitrone
powerful	disgust	0.102	mächtig
glitter	disgust	0.094	funkeln
interior	disgust	0.086	Innere
mind	disgust	0.086	Geist
interested	disgust	0.078	interessiert
treat	disgust	0.078	behandeln
abundance	disgust	0.078	Fülle
honest	disgust	0.055	ehrlich
kite	disgust	0.055	Drachen
humble	disgust	0.047	bescheiden
tree	disgust	0.039	Baum
torture	fear	0.984	Folter
terrorist	fear	0.972	Terrorist
terrorists	fear	0.969	Terroristen
horrific	fear	0.969	entsetzlich
terrorism	fear	0.969	Terrorismus
suicidebombing	fear	0.967	Selbstmordattentat
kill	fear	0.962	töten
homicidal	fear	0.959	mörderisch
catastrophe	fear	0.953	Katastrophe
annihilate	fear	0.953	vernichten
murderer	fear	0.953	Mörder
terror	fear	0.953	Terror
dying	fear	0.948	Absterben
war	fear	0.942	Krieg
bombing	fear	0.938	Bombardierung
bomb	fear	0.935	Bombe
missiles	fear	0.934	Raketen
horror	fear	0.923	Grusel
brutality	fear	0.922	Brutalität
terrorize	fear	0.922	terrorisieren
horrified	fear	0.922	entsetzt
bloodthirsty	fear	0.922	blutrünstig
murderous	fear	0.920	mörderisch
massacre	fear	0.911	Massaker
terrifying	fear	0.906	schrecklich
fatality	fear	0.906	Todesfall
horrifying	fear	0.906	erschreckend
demon	fear	0.906	Dämon
mutilation	fear	0.906	Verstümmelung
killing	fear	0.906	Tötung
holocaust	fear	0.906	Holocaust
assassinate	fear	0.906	ermorden
terrified	fear	0.906	verängstigt
devastation	fear	0.906	Verwüstung
murder	fear	0.906	Mord
horrors	fear	0.906	Schrecken
suicidal	fear	0.898	lebensmüde
assault	fear	0.891	Angriff
kidnap	fear	0.891	entführen
slaughter	fear	0.891	schlachten
crucifixion	fear	0.891	Kreuzigung
doomed	fear	0.888	zum Scheitern verurteilt
poisoned	fear	0.886	vergiftet
suicide	fear	0.879	Selbstmord
explosion	fear	0.879	Explosion
deadly	fear	0.875	tötlich
assassin	fear	0.875	Attentäter
annihilation	fear	0.875	Vernichtung
savagery	fear	0.875	Wildheit
disaster	fear	0.875	Katastrophe
threatening	fear	0.875	bedrohlich
slaughtering	fear	0.875	Schlachten
disastrous	fear	0.875	katastrophal
dismemberment	fear	0.875	Zerstückelung
suffocation	fear	0.875	Erstickung
rape	fear	0.870	vergewaltigen
hell	fear	0.860	Hölle
homicide	fear	0.859	Tötung
molestation	fear	0.859	Belästigung
bloodshed	fear	0.859	Blutvergießen
barbaric	fear	0.859	barbarisch
explosive	fear	0.859	explosiv
warfare	fear	0.859	Krieg
ihatespiders	fear	0.859	ich hasse Spinnen
tragedy	fear	0.859	Tragödie
anthrax	fear	0.859	Milzbrand
demonic	fear	0.859	dämonisch
executioner	fear	0.859	Henker
dread	fear	0.859	Furcht
guillotine	fear	0.859	Guillotine
attacking	fear	0.859	angreifen
peril	fear	0.859	Tücke
slaughterhouse	fear	0.859	Schlachthof
annihilated	fear	0.859	vernichtet
suffocating	fear	0.858	erstickend
treachery	fear	0.856	Verrat
fright	fear	0.853	Schreck
monster	fear	0.844	Monster-
traumatic	fear	0.844	traumatisch
abomination	fear	0.844	Gräuel
apocalypse	fear	0.844	Apokalypse
slayer	fear	0.844	Jägerin
scare	fear	0.844	Schrecken
morgue	fear	0.844	Leichenschauhaus
painful	fear	0.844	schmerzlich
frightened	fear	0.844	erschrocken
vengeance	fear	0.844	Rache
scariest	fear	0.844	am gruseligsten
destroying	fear	0.844	zerstören
execution	fear	0.844	Hinrichtung
panicked	fear	0.844	panisch
petrified	fear	0.844	versteinert
afraid	fear	0.844	besorgt
frightening	fear	0.844	erschreckend
drown	fear	0.844	ertrinken
bombardment	fear	0.844	Bombardierung
death	fear	0.843	Tod
chaos	fear	0.839	Chaos
ghastly	fear	0.836	grässlich
evil	fear	0.833	teuflisch
intruder	fear	0.828	Eindringling
hellish	fear	0.828	höllisch
brutal	fear	0.828	brutal
cancer	fear	0.828	Krebs
devil	fear	0.828	Teufel
grenade	fear	0.828	Granate
eradication	fear	0.828	Ausrottung
frighten	fear	0.828	erschrecken
explode	fear	0.828	explodieren
assassination	fear	0.828	Ermordung
fatal	fear	0.828	tödlich
paralyze	fear	0.828	lähmen
gunmen	fear	0.828	Bewaffnete
violently	fear	0.828	heftig
nightmare	fear	0.828	Albtraum
doomsday	fear	0.828	Weltuntergang
doom	fear	0.828	Untergang
manslaughter	fear	0.828	Totschlag
fear	fear	0.828	Furcht
kidnapped	fear	0.828	entführt
trauma	fear	0.828	Trauma
morbidity	fear	0.820	Morbidität
crippling	fear	0.817	lähmend
savage	fear	0.814	wild
shooting	fear	0.812	Schießen
quake	fear	0.812	Beben
poisonous	fear	0.812	giftig
damnation	fear	0.812	Verdammnis
violence	fear	0.812	Gewalt
destructive	fear	0.812	destruktiv
aggressor	fear	0.812	Aggressor
suffering	fear	0.812	leiden
violent	fear	0.812	heftig
frightful	fear	0.812	schrecklich
crushed	fear	0.812	zerquetscht
earthquake	fear	0.812	Erdbeben
heartattack	fear	0.812	Herzinfarkt
hurricane	fear	0.811	Hurrikan
imprisoned	fear	0.811	eingesperrt
exterminate	fear	0.810	vernichten
fearing	fear	0.808	befürchten
hemorrhage	fear	0.807	Blutung
