English Word	Emotion	Emotion-Intensity-Score	Turkish Word
disfigured	disgust	0.719	şekli bozulmuş
pungent	disgust	0.719	keskin
gross	disgust	0.719	brüt
bloodshed	disgust	0.714	kan dökmek
gag	disgust	0.711	tıkaç
pollute	disgust	0.711	kirletmek
nausea	disgust	0.711	mide bulantısı
tyrant	disgust	0.711	zorba
wretched	disgust	0.711	berbat
mortification	disgust	0.711	küçük düşürme
violent	disgust	0.711	şiddetli
poisoned	disgust	0.711	zehirlenmiş
nauseate	disgust	0.703	mide bulandırıcı
slimy	disgust	0.703	sümüksü
grope	disgust	0.703	okşamak
slut	disgust	0.703	sürtük
nasty	disgust	0.703	edepsiz
disgusting	disgust	0.703	mide bulandırıcı
depraved	disgust	0.703	ahlaksız
porn	disgust	0.703	porno
hateful	disgust	0.703	nefret dolu
vulgarity	disgust	0.703	bayağılık
noxious	disgust	0.703	zararlı
grime	disgust	0.703	kir
constipation	disgust	0.703	kabızlık
secretion	disgust	0.703	salgı
poisoning	disgust	0.703	zehirlenme
despotism	disgust	0.703	despotizm
measles	disgust	0.696	kızamık
contagious	disgust	0.695	bulaşıcı
obesity	disgust	0.695	obezite
wart	disgust	0.695	siğil
hate	disgust	0.695	nefret
hellish	disgust	0.695	cehennem gibi
scum	disgust	0.695	pislik
suicidal	disgust	0.695	intihara meyilli
wretch	disgust	0.695	sefil
abuse	disgust	0.695	taciz
waste	disgust	0.695	boşa harcamak
intestinal	disgust	0.695	bağırsak
heartworm	disgust	0.688	kalp kurdu
ooze	disgust	0.688	sızmak
treason	disgust	0.688	ihanet
contaminated	disgust	0.688	kirlenmiş
smut	disgust	0.688	müstehcen
disease	disgust	0.688	hastalık
rabid	disgust	0.688	kuduz
deformed	disgust	0.680	deforme olmuş
hell	disgust	0.680	cehennem
soulless	disgust	0.680	ruhsuz
cholera	disgust	0.680	kolera
bestial	disgust	0.680	hayvani
antichrist	disgust	0.680	Deccal
freakish	disgust	0.680	acayip
germ	disgust	0.680	mikrop
detest	disgust	0.680	nefret etmek
pollution	disgust	0.680	kirlilik
grimy	disgust	0.680	kirli
abhorrent	disgust	0.680	iğrenç
hatred	disgust	0.680	nefret
abominate	disgust	0.680	iğrenç
sickness	disgust	0.680	hastalık
hideous	disgust	0.672	iğrenç
dictatorship	disgust	0.672	diktatörlük
loathful	disgust	0.672	iğrenç
greasy	disgust	0.672	yapışkan
dilapidated	disgust	0.672	harap
inhuman	disgust	0.672	insanlık dışı
loathing	disgust	0.672	nefret
obscene	disgust	0.672	müstehcen
cess	disgust	0.670	kesinti
devil	disgust	0.664	şeytan
deformity	disgust	0.664	şekil bozukluğu
nauseous	disgust	0.664	mide bulandırıcı
deadly	disgust	0.664	ölümcül
swine	disgust	0.664	domuz
discrimination	disgust	0.664	ayrımcılık
abominable	disgust	0.664	iğrenç
masochism	disgust	0.664	mazoşizm
heretic	disgust	0.664	sapkın
latrines	disgust	0.656	helalar
corruption	disgust	0.656	yolsuzluk
poisonous	disgust	0.656	zehirli
horror	disgust	0.656	korku
nefarious	disgust	0.656	hain
bacteria	disgust	0.656	bakteri
horrible	disgust	0.656	berbat
trash	disgust	0.656	çöp
abortion	disgust	0.656	kürtaj
death	disgust	0.656	ölüm
prejudiced	disgust	0.656	önyargılı
poison	disgust	0.656	zehir
oppression	disgust	0.656	Baskı
goo	disgust	0.656	yapışkan madde
victimized	disgust	0.656	kurban
mange	disgust	0.656	uyuz
sludge	disgust	0.648	çamur
trashy	disgust	0.648	değersiz
vindictive	disgust	0.648	kinci
horrid	disgust	0.648	korkunç
ugly	disgust	0.648	çirkin
immoral	disgust	0.648	ahlaksız
bitch	disgust	0.648	orospu
outhouse	disgust	0.648	ek bina
detestation	disgust	0.648	nefret
horrifying	disgust	0.641	korkunç
laxative	disgust	0.641	müshil
unsightly	disgust	0.641	çirkin
derogatory	disgust	0.641	aşağılayıcı
slop	disgust	0.641	eğim
malfeasance	disgust	0.641	suistimal
spew	disgust	0.641	kusmak
pimple	disgust	0.641	sivilce
criminality	disgust	0.641	suçluluk
indecency	disgust	0.641	ahlaksızlık
cystic	disgust	0.641	kistik
villainous	disgust	0.641	hain
queasy	disgust	0.633	mide bulandırıcı
mildew	disgust	0.633	küf
oppressive	disgust	0.633	baskıcı
prostitution	disgust	0.633	fuhuş
secrete	disgust	0.633	salgılamak
ulcer	disgust	0.633	ülser
rat	disgust	0.633	fare
bigoted	disgust	0.633	bağnaz
perpetrator	disgust	0.633	fail
doomsday	disgust	0.633	kiyamet gunu
sinful	disgust	0.633	günahkar
degrading	disgust	0.625	aşağılayıcı
ghastly	disgust	0.625	korkunç
suffering	disgust	0.625	cefa
obscenity	disgust	0.625	müstehcenlik
devilish	disgust	0.625	şeytani
disgraceful	disgust	0.625	utanç verici
persecution	disgust	0.625	zulüm
contemptible	disgust	0.625	aşağılık
cuckold	disgust	0.625	boynuzlamak
stools	disgust	0.625	tabureler
dastardly	disgust	0.625	alçakça
sin	disgust	0.625	günah
gluttony	disgust	0.625	oburluk
bloated	disgust	0.625	şişkin
fungus	disgust	0.625	mantar
aghast	disgust	0.625	dehşete düşmek
diaper	disgust	0.617	bebek bezi
malicious	disgust	0.617	kötü niyetli
polygamy	disgust	0.617	çok eşlilik
dying	disgust	0.617	ölme
termite	disgust	0.617	termit
fat	disgust	0.617	yağ
deceit	disgust	0.617	aldatma
atrocious	disgust	0.617	iğrenç
guillotine	disgust	0.617	giyotin
tetanus	disgust	0.617	tetanos
spoil	disgust	0.617	şımartmak
crusty	disgust	0.617	huysuz
sickly	disgust	0.617	hastalıklı
louse	disgust	0.617	bit
strangle	disgust	0.617	boğmak
betrayal	disgust	0.617	ihanet
loathe	disgust	0.617	tiksinmek
wench	disgust	0.617	fahişe
infect	disgust	0.617	bulaştırmak
violently	disgust	0.609	şiddetle
brothel	disgust	0.609	genelev
drool	disgust	0.609	saçmalamak
bleeding	disgust	0.609	kanama
deform	disgust	0.609	deforme etmek
ghetto	disgust	0.609	getto
sabotage	disgust	0.609	sabotaj
venomous	disgust	0.609	zehirli
abhor	disgust	0.609	iğrenmek
slander	disgust	0.609	iftira
hostile	disgust	0.609	hasım
musty	disgust	0.602	küflü
illicit	disgust	0.602	yasadışı
ugliness	disgust	0.602	çirkinlik
unwashed	disgust	0.602	yıkanmamış
swampy	disgust	0.602	bataklık
deprivation	disgust	0.602	yoksunluk
poaching	disgust	0.602	kaçak avlanma
hag	disgust	0.602	cadı
infidel	disgust	0.602	kafir
imprisonment	disgust	0.602	hapis cezası
traitor	disgust	0.602	hain
lunacy	disgust	0.602	çılgınlık
queasiness	disgust	0.594	mide bulantısı
hostility	disgust	0.594	düşmanlık
repelling	disgust	0.594	itici
intoxicated	disgust	0.594	sarhoş
thug	disgust	0.594	Kabadayı
catastrophe	disgust	0.594	felaket
lunatic	disgust	0.594	deli
misery	disgust	0.594	sefalet
venom	disgust	0.594	zehir
butcher	disgust	0.594	Kasap
toilet	disgust	0.594	tuvalet
blister	disgust	0.594	kabarcık
lurid	disgust	0.594	korkunç
slug	disgust	0.594	sümüklü böcek
gut	disgust	0.594	bağırsak
sinner	disgust	0.594	günahkar
deceitful	disgust	0.594	aldatıcı
epidemic	disgust	0.594	epidemi
deteriorated	disgust	0.586	bozulmuş
lavatory	disgust	0.586	tuvalet
unclean	disgust	0.586	kirli
prostitute	disgust	0.586	fahişe
incubus	disgust	0.586	kuluçka
appalling	disgust	0.586	korkunç
dreadful	disgust	0.586	korkunç
pornography	disgust	0.586	pornografi
harass	disgust	0.586	taciz etmek
squeamish	disgust	0.578	hassas
expulsion	disgust	0.578	sınır dışı etme
unfaithful	disgust	0.578	vefasız
offensive	disgust	0.578	saldırgan
hypocrite	disgust	0.578	ikiyüzlü
humiliating	disgust	0.578	küçük düşürücü
larceny	disgust	0.578	hırsızlık
ruinous	disgust	0.578	yıkıcı
retard	disgust	0.578	geciktirmek
rash	disgust	0.578	döküntü
flea	disgust	0.578	Pire
debauchery	disgust	0.578	sefahat
fiend	disgust	0.578	şeytan
quagmire	disgust	0.578	bataklık
conspirator	disgust	0.578	komplocu
sick	disgust	0.578	hasta
mangle	disgust	0.578	parçalamak
dogsick	disgust	0.570	köpek yavrusu
egregious	disgust	0.570	korkunç
flog	disgust	0.570	kırbaç
despise	disgust	0.570	tiksinmek
treacherous	disgust	0.570	hain
oppress	disgust	0.570	ezmek
swamp	disgust	0.570	bataklık
messy	disgust	0.570	dağınık
spit	disgust	0.570	tükürmek
dank	disgust	0.570	nemli
bastard	disgust	0.570	piç
devastating	disgust	0.570	yıkıcı
serpent	disgust	0.570	yılan
loo	disgust	0.562	tuvalet
indecent	disgust	0.562	uygunsuz
insanity	disgust	0.562	delilik
stealing	disgust	0.562	çalmak
terrible	disgust	0.562	korkunç
tyrannical	disgust	0.562	zalim
humiliation	disgust	0.562	aşağılama
snake	disgust	0.562	yılan
sloppy	disgust	0.562	özensiz
sinning	disgust	0.562	günah işlemek
harmful	disgust	0.562	zararlı
harlot	disgust	0.562	fahişe
sordid	disgust	0.562	iğrenç
enemy	disgust	0.562	düşman
alcoholism	disgust	0.562	alkolizm
awful	disgust	0.562	berbat
ruthless	disgust	0.562	acımasız
scoundrel	disgust	0.562	alçak
bloody	disgust	0.555	kanlı
flabby	disgust	0.555	gevşek
odious	disgust	0.555	iğrenç
beastly	disgust	0.555	canavarca
collusion	disgust	0.555	gizli anlaşma
ridicule	disgust	0.555	alay
discriminating	disgust	0.555	ayrımcı
unattractive	disgust	0.555	çekici olmayan
insufferable	disgust	0.555	dayanılmaz
segregate	disgust	0.555	ayrım yapmak
arsenic	disgust	0.555	arsenik
threatening	disgust	0.555	tehditkar
atrophy	disgust	0.555	atrofi
varicella	disgust	0.555	suçiçeği
slayer	disgust	0.555	avcı
distaste	disgust	0.555	tiksinme
coward	disgust	0.555	Ödlek
robbery	disgust	0.555	soygun
wickedness	disgust	0.555	kötülük
anathema	disgust	0.547	aforoz
malevolent	disgust	0.547	kötü niyetli
sty	disgust	0.547	arpacık
pillage	disgust	0.547	yağma
thief	disgust	0.547	hırsız
suffocating	disgust	0.547	boğucu
condemnation	disgust	0.547	kınama
deleterious	disgust	0.547	zararlı
slur	disgust	0.547	bulamaç
purgatory	disgust	0.547	araf
attacking	disgust	0.547	saldıran
burglar	disgust	0.547	hırsız
ogre	disgust	0.547	dev
coercion	disgust	0.547	zorlama
vesicular	disgust	0.547	veziküler
miserable	disgust	0.547	acınası
bitterly	disgust	0.547	acı bir şekilde
sneer	disgust	0.539	alay
greedy	disgust	0.539	aç gözlü
gob	disgust	0.539	ağız
repellant	disgust	0.539	itici
jealous	disgust	0.539	kıskanç
drunken	disgust	0.539	sarhoş
shame	disgust	0.539	utanç
thrash	disgust	0.539	çöp
fatty	disgust	0.539	yağlı
liar	disgust	0.539	yalancı
imprisoned	disgust	0.539	hapsedilmiş
sloth	disgust	0.539	tembel
repudiation	disgust	0.539	reddetme
disgrace	disgust	0.539	rezalet
infidelity	disgust	0.539	sadakatsizlik
pig	disgust	0.539	domuz
lethal	disgust	0.536	öldürücü
burnt	disgust	0.531	yanmış
brawl	disgust	0.531	dövüş
withered	disgust	0.531	solmuş
blemish	disgust	0.531	leke
hydrocephalus	disgust	0.531	hidrosefali
aberration	disgust	0.531	sapma
smuggler	disgust	0.531	kaçakçı
painful	disgust	0.531	acı verici
condescension	disgust	0.531	küçümseme
intolerant	disgust	0.531	hoşgörüsüz
blasphemous	disgust	0.531	küfürlü
lying	disgust	0.531	uzanmak
hanging	disgust	0.531	asılı
travesty	disgust	0.531	travesti
ruined	disgust	0.531	harap
intrusive	disgust	0.531	müdahaleci
disintegrate	disgust	0.531	parçalanmak
destructive	disgust	0.531	yıkıcı
neurotic	disgust	0.531	nevrotik
disparaging	disgust	0.523	aşağılayıcı
blighted	disgust	0.523	yanık
intolerance	disgust	0.523	hoşgörüsüzlük
mistress	disgust	0.523	metresi
avarice	disgust	0.523	hırs
disgraced	disgust	0.523	rezil
derogation	disgust	0.523	derogasyon
rubbish	disgust	0.523	çöp
accusation	disgust	0.523	suçlama
incarceration	disgust	0.523	hapsetme
tortious	disgust	0.516	haksız
dishonor	disgust	0.516	onursuzluk
stink	disgust	0.516	kokuşmuş
grim	disgust	0.516	acımasız
rob	disgust	0.516	soymak
defraud	disgust	0.516	dolandırmak
sump	disgust	0.516	karter
cringe	disgust	0.516	yaltaklanmak
vulture	disgust	0.516	akbaba
deplorable	disgust	0.516	içler acısı
mite	disgust	0.516	akar
eradication	disgust	0.516	yok etme
degrade	disgust	0.516	küçük görmek
gutter	disgust	0.516	oluk
convict	disgust	0.516	mahkum
remains	disgust	0.516	kalıntılar
betray	disgust	0.516	ihanet etmek
daemon	disgust	0.516	arka plan programı
sham	disgust	0.509	sahte
distasteful	disgust	0.508	tatsız
prisoner	disgust	0.508	mahkum
dreadfully	disgust	0.508	korkunç bir şekilde
worthless	disgust	0.508	değersiz
crude	disgust	0.508	ham
delirium	disgust	0.508	deliryum
incurable	disgust	0.508	tedavi edilemez
smelling	disgust	0.508	kokulu
idiocy	disgust	0.508	aptallık
resentment	disgust	0.508	kızgınlık
bombed	disgust	0.508	bombalanmış
blob	disgust	0.508	damla
cheat	disgust	0.508	aldatmak
schizophrenia	disgust	0.508	şizofreni
rejection	disgust	0.508	reddetme
belittle	disgust	0.508	küçümsemek
glut	disgust	0.508	bolluk
disaster	disgust	0.508	felaket
distress	disgust	0.508	sıkıntı
pest	disgust	0.508	haşere
endemic	disgust	0.508	endemik
theft	disgust	0.500	Çalınması
banish	disgust	0.500	sürgün etmek
mire	disgust	0.500	çamur
flagrant	disgust	0.500	bariz
derision	disgust	0.500	alay
dirt	disgust	0.500	kir
screaming	disgust	0.500	bağıran
offense	disgust	0.500	suç
jealousy	disgust	0.500	kıskançlık
bribery	disgust	0.500	rüşvet
polemic	disgust	0.500	polemik
blight	disgust	0.500	yanık
impeach	disgust	0.500	suçlamak
bitterness	disgust	0.500	acılık
taboo	disgust	0.500	tabu
duress	disgust	0.500	zorlama
goblin	disgust	0.500	cin
shackle	disgust	0.500	kelepçe
idolatry	disgust	0.500	putperestlik
greed	disgust	0.500	açgözlülük
impurity	disgust	0.500	kirlilik
tirade	disgust	0.500	tirad
idiot	disgust	0.492	geri zekalı
boil	disgust	0.492	kaynama
unconscionable	disgust	0.492	mantıksız
disreputable	disgust	0.492	itibarsız
robber	disgust	0.492	soyguncu
malign	disgust	0.492	kötü huylu
wreck	disgust	0.492	enkaz
recession	disgust	0.492	durgunluk
gorge	disgust	0.492	geçit
leer	disgust	0.492	akya
ill	disgust	0.492	hasta
squirm	disgust	0.492	kıvranmak
raging	disgust	0.484	öfkeli
servile	disgust	0.484	köle
mess	disgust	0.484	karışıklık
nappy	disgust	0.484	bebek bezi
possessed	disgust	0.484	ele geçirilmiş
unbearable	disgust	0.484	dayanılmaz
occult	disgust	0.484	gizli
contraband	disgust	0.484	kaçak
snarl	disgust	0.484	hırlamak
mutiny	disgust	0.484	isyan
mad	disgust	0.484	deli
affliction	disgust	0.484	ızdırap
stain	disgust	0.484	lekelemek
animosity	disgust	0.484	düşmanlık
contempt	disgust	0.484	hor görmek
tramp	disgust	0.484	serseri
nepotism	disgust	0.484	nepotizm
disrespectful	disgust	0.484	saygısız
defamation	disgust	0.484	karalama
inexcusable	disgust	0.484	affedilmez
aversation	disgust	0.484	tiksinme
wasteful	disgust	0.484	savurgan
offender	disgust	0.484	suçlu
subjugation	disgust	0.484	boyun eğdirme
illegality	disgust	0.477	yasadışılık
dismal	disgust	0.477	kasvetli
criminal	disgust	0.477	adli
unpleasant	disgust	0.477	hoş olmayan
palsy	disgust	0.477	felç
antagonistic	disgust	0.477	antagonistik
pathetic	disgust	0.477	acınası
uncaring	disgust	0.477	umursamaz
suppression	disgust	0.477	Bastırma
immorality	disgust	0.477	ahlaksızlık
mockery	disgust	0.477	alay
outrage	disgust	0.469	öfke
mocking	disgust	0.469	alaycı
wallow	disgust	0.469	yuvarlanmak
cough	disgust	0.469	öksürük
arrogant	disgust	0.469	kibirli
angry	disgust	0.469	sinirli
poverty	disgust	0.469	yoksulluk
grating	disgust	0.469	ızgara
livid	disgust	0.469	mosmor
aggravation	disgust	0.469	ağırlaştırma
repellent	disgust	0.469	itici
perspiration	disgust	0.469	terleme
banishment	disgust	0.469	sürgün
furious	disgust	0.469	çok öfkeli
shoddy	disgust	0.469	kalitesiz
banshee	disgust	0.469	ölüm perisi
deceive	disgust	0.461	aldatmak
fool	disgust	0.461	aptal
quack	disgust	0.461	şarlatan
distorted	disgust	0.461	çarpık
spider	disgust	0.461	örümcek
unjustifiable	disgust	0.461	haksız
deplore	disgust	0.461	üzülmek
spurious	disgust	0.461	sahte
perdition	disgust	0.461	cehennem azabı
muddy	disgust	0.461	Bulanık
fraudulent	disgust	0.461	dolandırıcı
scar	disgust	0.461	yara izi
prick	disgust	0.461	dikmek
insulting	disgust	0.461	hakaret
plunder	disgust	0.461	yağma
recklessness	disgust	0.461	pervasızlık
stigma	disgust	0.453	damga
disparage	disgust	0.453	aşağılamak
unthinkable	disgust	0.453	düşünülemez
disingenuous	disgust	0.453	samimiyetsiz
bane	disgust	0.453	yıkım
dishonest	disgust	0.453	sahtekâr
aphid	disgust	0.453	yaprak biti
elimination	disgust	0.453	eliminasyon
cur	disgust	0.453	kür
selfish	disgust	0.453	bencil
eschew	disgust	0.453	kaçınmak
dire	disgust	0.453	korkunç
indignation	disgust	0.453	öfke
antipathy	disgust	0.453	antipati
alienate	disgust	0.453	yabancılaştırmak
mosquito	disgust	0.445	sivrisinek
piles	disgust	0.445	yığınlar
pious	disgust	0.445	dindar
lie	disgust	0.445	Yalan
opium	disgust	0.445	afyon
smell	disgust	0.445	koku
iniquity	disgust	0.445	haksızlık
caries	disgust	0.445	çürük
despair	disgust	0.445	çaresizlik
recalcitrant	disgust	0.445	inatçı
egotistical	disgust	0.445	egoist
wasted	disgust	0.445	heba olmuş
vacuous	disgust	0.445	boş
bankruptcy	disgust	0.445	iflas
garish	disgust	0.445	cafcaflı
obnoxious	disgust	0.438	iğrenç
ashamed	disgust	0.438	utanmış
abject	disgust	0.438	sefil
sticky	disgust	0.438	yapışkan
scream	disgust	0.438	çığlık
hopelessness	disgust	0.438	umutsuzluk
homeless	disgust	0.438	evsiz
shun	disgust	0.438	sakınmak
inmate	disgust	0.438	mahkum
alien	disgust	0.438	yabancı
hog	disgust	0.438	açgözlü
aversion	disgust	0.438	isteksizlik
abnormal	disgust	0.438	Anormal
cursing	disgust	0.430	lanet okuma
undesirable	disgust	0.430	istenmeyen
denounce	disgust	0.430	kınamak
witch	disgust	0.430	cadı
creature	disgust	0.430	yaratık
lusty	disgust	0.430	şehvetli
illegal	disgust	0.430	yasadışı
debris	disgust	0.430	enkaz
callous	disgust	0.430	duygusuz
reflux	disgust	0.430	cezir
adverse	disgust	0.430	olumsuz
shameless	disgust	0.430	utanmaz
separatist	disgust	0.430	ayrılıkçı
trickery	disgust	0.430	hile
falsity	disgust	0.430	yanlışlık
pall	disgust	0.430	palto
