English Word	Emotion	Emotion-Intensity-Score	Malayalam Word
notoriety	disgust	0.289	കുപ്രസിദ്ധി
catechism	disgust	0.289	കാറ്റക്കിസം
flop	disgust	0.289	ഫ്ലോപ്പ്
infamous	disgust	0.289	കുപ്രസിദ്ധമായ
janitor	disgust	0.289	കാവൽക്കാരൻ
nettle	disgust	0.289	കൊഴുൻ
saturated	disgust	0.281	പൂരിത
prohibited	disgust	0.281	നിരോധിച്ചിരിക്കുന്നു
gaby	disgust	0.281	ഗേബി
wince	disgust	0.281	ഇളക്കുക
desist	disgust	0.281	ഉപേക്ഷിക്കുക
unfair	disgust	0.281	അന്യായമായ
aftermath	disgust	0.281	അനന്തരഫലം
remiss	disgust	0.281	ഒഴിവാക്കുക
tribunal	disgust	0.273	ട്രിബ്യൂണൽ
discolored	disgust	0.273	നിറം മാറി
wrangling	disgust	0.273	തർക്കിക്കുന്നു
uneasy	disgust	0.273	അസ്വസ്ഥത
huff	disgust	0.273	ഹഫ്
weird	disgust	0.266	വിചിത്രമായ
impolite	disgust	0.266	മര്യാദയില്ലാത്ത
swig	disgust	0.266	സ്വിഗ്
crawl	disgust	0.266	ഇഴയുക
unsatisfied	disgust	0.266	തൃപ്തികരമല്ല
inefficiency	disgust	0.266	കാര്യക്ഷമതയില്ലായ്മ
frantic	disgust	0.266	ഭ്രാന്തൻ
bureaucrat	disgust	0.266	ബ്യൂറോക്രാറ്റ്
politic	disgust	0.266	രാഷ്ട്രീയം
coldness	disgust	0.266	തണുപ്പ്
gruff	disgust	0.258	പരുക്കൻ
octopus	disgust	0.258	നീരാളി
chagrin	disgust	0.258	പരിഭ്രമം
barrow	disgust	0.258	ബാരോ
copycat	disgust	0.258	കോപ്പിയടി
incase	disgust	0.258	ഈ സാഹചര്യത്തിൽ
rascal	disgust	0.258	തെമ്മാടി
sarcasm	disgust	0.258	പരിഹാസം
instinctive	disgust	0.258	സഹജമായ
misconception	disgust	0.250	തെറ്റിദ്ധാരണ
disinclined	disgust	0.250	വിസമ്മതിച്ചു
john	disgust	0.250	ജോൺ
hulk	disgust	0.250	ഹൾക്ക്
baboon	disgust	0.250	ബാബൂൺ
shanghai	disgust	0.250	ഷാങ്ഹായ്
cupping	disgust	0.250	കപ്പിംഗ്
lose	disgust	0.250	നഷ്ടപ്പെടുക
rook	disgust	0.242	റൂക്ക്
entangled	disgust	0.242	കുടുങ്ങി
gratuitous	disgust	0.242	സൗജന്യം
scrub	disgust	0.242	ചുരണ്ടുക
opponent	disgust	0.242	എതിരാളി
tariff	disgust	0.242	താരിഫ്
questionable	disgust	0.234	സംശയാസ്പദമായ
prolong	disgust	0.234	നീട്ടുക
reluctance	disgust	0.234	മനസ്സില്ലായ്മ
lagging	disgust	0.234	പിന്നോക്കം നിൽക്കുന്നു
misstatement	disgust	0.234	തെറ്റായ പ്രസ്താവന
resign	disgust	0.234	രാജിവെക്കുക
unlucky	disgust	0.234	നിർഭാഗ്യവാൻ
backwardness	disgust	0.234	പിന്നോക്കാവസ്ഥ
ineffectual	disgust	0.227	ഫലപ്രദമല്ലാത്ത
disqualified	disgust	0.227	അയോഗ്യനാക്കി
subsidy	disgust	0.227	സബ്സിഡി
reversal	disgust	0.227	വിപരീതം
default	disgust	0.227	സ്ഥിരസ്ഥിതി
fussy	disgust	0.227	കലഹമുള്ള
unpopular	disgust	0.227	ജനപ്രീതിയില്ലാത്ത
petroleum	disgust	0.219	പെട്രോളിയം
intense	disgust	0.219	തീവ്രമായ
evade	disgust	0.219	ഒഴിഞ്ഞുമാറുക
frowning	disgust	0.219	നെറ്റി ചുളിക്കുന്നു
weight	disgust	0.219	ഭാരം
dame	disgust	0.219	ഡാം
donkey	disgust	0.211	കഴുത
actionable	disgust	0.211	പ്രവർത്തനക്ഷമമായ
tawny	disgust	0.211	തവിട്ടുനിറമുള്ള
unhappy	disgust	0.211	അസന്തുഷ്ടൻ
dandy	disgust	0.203	ഡാൻഡി
birch	disgust	0.203	ബിർച്ച്
speck	disgust	0.203	പുള്ളി
hood	disgust	0.203	ഹുഡ്
owing	disgust	0.203	കടപ്പെട്ടിരിക്കുന്നു
desert	disgust	0.203	ഏകാന്ത
indifference	disgust	0.203	നിസ്സംഗത
awkwardness	disgust	0.203	അസ്വസ്ഥത
rave	disgust	0.203	ആക്രോശിച്ചു
gnome	disgust	0.203	ഗ്നോം
inconvenient	disgust	0.203	അസൗകര്യം
howl	disgust	0.195	അലറുക
dabbling	disgust	0.195	കുഴയുന്നു
morals	disgust	0.195	ധാർമികത
misguided	disgust	0.195	വഴിതെറ്റി
airs	disgust	0.195	സംപ്രേഷണം ചെയ്യുന്നു
gelatin	disgust	0.195	ജെലാറ്റിൻ
fleece	disgust	0.195	കമ്പിളി
monochrome	disgust	0.195	മോണോക്രോം
lush	disgust	0.188	സമൃദ്ധമായ
celebrity	disgust	0.188	സെലിബ്രിറ്റി
avoid	disgust	0.188	ഒഴിവാക്കുക
gent	disgust	0.188	മാന്യൻ
stalemate	disgust	0.188	സ്തംഭനാവസ്ഥ
lesser	disgust	0.188	കുറവ്
sunk	disgust	0.180	മുങ്ങി
nose	disgust	0.180	മൂക്ക്
laughable	disgust	0.180	ചിരിക്കാവുന്ന
claimant	disgust	0.180	അവകാശി
possession	disgust	0.180	കൈവശം
larger	disgust	0.164	വലിയ
pregnancy	disgust	0.164	ഗർഭം
thrift	disgust	0.164	മിതവ്യയം
undoubted	disgust	0.164	സംശയമില്ല
mouthful	disgust	0.164	വായ്മൊഴി
hoot	disgust	0.164	ഹൂട്ട്
sentence	disgust	0.156	വാചകം
misplace	disgust	0.156	തെറ്റായ സ്ഥലം
clamor	disgust	0.156	മുറവിളി
parrot	disgust	0.156	തത്ത
obliging	disgust	0.156	കടപ്പാട്
nameless	disgust	0.148	പേരില്ലാത്ത
bummer	disgust	0.148	ബമ്മർ
elf	disgust	0.141	കുട്ടിച്ചാത്തൻ
feeling	disgust	0.141	തോന്നൽ
excellence	disgust	0.141	മികവ്
gray	disgust	0.133	ചാരനിറം
asymmetry	disgust	0.133	അസമമിതി
turn	disgust	0.133	വളവ്
clumsy	disgust	0.133	വിചിത്രമായ
stall	disgust	0.133	സ്റ്റാൾ
bran	disgust	0.125	തവിട്
finally	disgust	0.125	ഒടുവിൽ
lord	disgust	0.125	യജമാനൻ
nurture	disgust	0.117	പരിപോഷിപ്പിക്കുക
savor	disgust	0.117	ആസ്വദിക്കുക
cove	disgust	0.117	മൂടുപടം
winning	disgust	0.109	വിജയിക്കുന്നു
lemon	disgust	0.109	നാരങ്ങ
powerful	disgust	0.102	ശക്തമായ
glitter	disgust	0.094	തിളങ്ങുന്ന
interior	disgust	0.086	ഇന്റീരിയർ
mind	disgust	0.086	മനസ്സ്
interested	disgust	0.078	താല്പര്യം
treat	disgust	0.078	ചികിത്സിക്കുക
abundance	disgust	0.078	സമൃദ്ധി
honest	disgust	0.055	സത്യസന്ധൻ
kite	disgust	0.055	പട്ടം
humble	disgust	0.047	വിനയാന്വിതൻ
tree	disgust	0.039	വൃക്ഷം
torture	fear	0.984	പീഡിപ്പിക്കാനും
terrorist	fear	0.972	തീവ്രവാദി
terrorists	fear	0.969	തീവ്രവാദികൾ
horrific	fear	0.969	ഭയാനകമായ
terrorism	fear	0.969	തീവ്രവാദം
suicidebombing	fear	0.967	ചാവേർ ബോംബിംഗ്
kill	fear	0.962	കൊല്ലുക
homicidal	fear	0.959	നരഹത്യ
catastrophe	fear	0.953	ദുരന്തം
annihilate	fear	0.953	ഉന്മൂലനം ചെയ്യുക
murderer	fear	0.953	കൊലപാതകി
terror	fear	0.953	ഭീകരത
dying	fear	0.948	മരിക്കുന്നു
war	fear	0.942	യുദ്ധം
bombing	fear	0.938	ബോംബിംഗ്
bomb	fear	0.935	ബോംബ്
missiles	fear	0.934	മിസൈലുകൾ
horror	fear	0.923	ഭയങ്കരതം
brutality	fear	0.922	ക്രൂരത
terrorize	fear	0.922	ഭയപ്പെടുത്തുക
horrified	fear	0.922	പരിഭ്രമിച്ചു
bloodthirsty	fear	0.922	രക്തദാഹി
murderous	fear	0.920	കൊലപാതകി
massacre	fear	0.911	കൂട്ടക്കൊല
terrifying	fear	0.906	ഭയപ്പെടുത്തുന്ന
fatality	fear	0.906	മാരകത
horrifying	fear	0.906	ഭയാനകമായ
demon	fear	0.906	ഭൂതം
mutilation	fear	0.906	അംഗഭംഗം
killing	fear	0.906	കൊല്ലുന്നു
holocaust	fear	0.906	ഹോളോകോസ്റ്റ്
assassinate	fear	0.906	വധിക്കുക
terrified	fear	0.906	പരിഭ്രമിച്ചു
devastation	fear	0.906	നാശം
murder	fear	0.906	കൊലപാതകം
horrors	fear	0.906	ഭീകരത
suicidal	fear	0.898	ആത്മഹത്യാപരമായ
assault	fear	0.891	കയ്യേറ്റം നടത്തുക
kidnap	fear	0.891	തട്ടിക്കൊണ്ടുപോകൽ
slaughter	fear	0.891	കശാപ്പ്
crucifixion	fear	0.891	കുരിശിലേറ്റൽ
doomed	fear	0.888	നശിച്ചു
poisoned	fear	0.886	വിഷബാധയേറ്റു
suicide	fear	0.879	ആത്മഹത്യ
explosion	fear	0.879	സ്ഫോടനം
deadly	fear	0.875	മാരകമായ
assassin	fear	0.875	കൊലയാളി
annihilation	fear	0.875	ഉന്മൂലനം
savagery	fear	0.875	വന്യത
disaster	fear	0.875	ദുരന്തം
threatening	fear	0.875	ഭീഷണിപ്പെടുത്തുന്നു
slaughtering	fear	0.875	അറുക്കുന്നു
disastrous	fear	0.875	വിനാശകരമായ
dismemberment	fear	0.875	അവയവഛേദം
suffocation	fear	0.875	ശ്വാസം മുട്ടൽ
rape	fear	0.870	ബലാത്സംഗം
hell	fear	0.860	നരകം
homicide	fear	0.859	നരഹത്യ
molestation	fear	0.859	പീഡനം
bloodshed	fear	0.859	രക്തച്ചൊരിച്ചിൽ
barbaric	fear	0.859	പ്രാകൃതമായ
explosive	fear	0.859	സ്ഫോടനാത്മകമായ
warfare	fear	0.859	യുദ്ധം
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	ദുരന്തം
anthrax	fear	0.859	ആന്ത്രാക്സ്
demonic	fear	0.859	പൈശാചികമായ
executioner	fear	0.859	ആരാച്ചാർ
dread	fear	0.859	പേടിയും
guillotine	fear	0.859	ഗില്ലറ്റിൻ
attacking	fear	0.859	ആക്രമിക്കുന്നു
peril	fear	0.859	ആപത്ത്
slaughterhouse	fear	0.859	അറവുശാല
annihilated	fear	0.859	ഉന്മൂലനം ചെയ്തു
suffocating	fear	0.858	ശ്വാസം മുട്ടിക്കുന്നു
treachery	fear	0.856	വഞ്ചന
fright	fear	0.853	ഭയം
monster	fear	0.844	രാക്ഷസൻ
traumatic	fear	0.844	ആഘാതകരമായ
abomination	fear	0.844	മ്ലേച്ഛത
apocalypse	fear	0.844	അപ്പോക്കലിപ്സ്
slayer	fear	0.844	കൊലയാളി
scare	fear	0.844	ഭയപ്പെടുത്തുക
morgue	fear	0.844	മോർച്ചറി
painful	fear	0.844	വേദനാജനകമായ
frightened	fear	0.844	ഭയപ്പെട്ടു
vengeance	fear	0.844	പ്രതികാരം
scariest	fear	0.844	ഏറ്റവും ഭയാനകമായ
destroying	fear	0.844	നശിപ്പിക്കുന്നു
execution	fear	0.844	വധശിക്ഷ
panicked	fear	0.844	പരിഭ്രാന്തരായി
petrified	fear	0.844	ശിലയായി
afraid	fear	0.844	ഭയപ്പെട്ടു
frightening	fear	0.844	ഭയപ്പെടുത്തുന്ന
drown	fear	0.844	മുങ്ങി മരിക്കുക
bombardment	fear	0.844	ബോംബാക്രമണം
death	fear	0.843	മരണം
chaos	fear	0.839	കുഴപ്പം
ghastly	fear	0.836	ഘോരമായ
evil	fear	0.833	തിന്മ
intruder	fear	0.828	നുഴഞ്ഞുകയറ്റക്കാരൻ
hellish	fear	0.828	നരകതുല്യമായ
brutal	fear	0.828	മൃഗീയമായ
cancer	fear	0.828	കാൻസർ
devil	fear	0.828	പിശാച്
grenade	fear	0.828	ഗ്രനേഡ്
eradication	fear	0.828	ഉന്മൂലനം
frighten	fear	0.828	ഭയപ്പെടുത്തുക
explode	fear	0.828	പൊട്ടിത്തെറിക്കുക
assassination	fear	0.828	കൊലപാതകം
fatal	fear	0.828	മാരകമായ
paralyze	fear	0.828	തളർത്തുക
gunmen	fear	0.828	തോക്കുധാരികൾ
violently	fear	0.828	അക്രമാസക്തമായി
nightmare	fear	0.828	പേടിസ്വപ്നം
doomsday	fear	0.828	അന്ത്യദിനം
doom	fear	0.828	വിധി
manslaughter	fear	0.828	നരഹത്യ
fear	fear	0.828	ഭയം
kidnapped	fear	0.828	തട്ടിക്കൊണ്ടുപോയി
trauma	fear	0.828	ആഘാതം
morbidity	fear	0.820	രോഗാവസ്ഥ
crippling	fear	0.817	മുടന്തൻ
savage	fear	0.814	കാട്ടാളൻ
shooting	fear	0.812	ഷൂട്ടിംഗ്
quake	fear	0.812	ഭൂകമ്പം
poisonous	fear	0.812	വിഷം
damnation	fear	0.812	ശാപം
violence	fear	0.812	അക്രമം
destructive	fear	0.812	വിനാശകരമായ
aggressor	fear	0.812	അക്രമി
suffering	fear	0.812	കഷ്ടപ്പാടുകൾ
violent	fear	0.812	അക്രമാസക്തമായ
frightful	fear	0.812	ഭയാനകമായ
crushed	fear	0.812	തകർത്തു
earthquake	fear	0.812	ഭൂകമ്പം
heartattack	fear	0.812	ഹൃദയാഘാതം
hurricane	fear	0.811	ചുഴലിക്കാറ്റ്
imprisoned	fear	0.811	തടവിലാക്കി
exterminate	fear	0.810	ഉന്മൂലനം ചെയ്യുക
fearing	fear	0.808	ഭയപ്പെടുന്നു
hemorrhage	fear	0.807	രക്തസ്രാവം
torment	fear	0.806	പീഡനം
lethal	fear	0.806	മാരകമായ
venom	fear	0.804	വിഷം
claustrophobia	fear	0.803	ക്ലോസ്ട്രോഫോബിയ
snakes	fear	0.802	പാമ്പുകൾ
danger	fear	0.802	അപായം
exorcism	fear	0.800	ഭൂതോച്ചാടനം
obliterated	fear	0.800	ഇല്ലാതാക്കി
robbery	fear	0.800	കവർച്ച
terrifies	fear	0.798	ഭയപ്പെടുത്തുന്നു
cyanide	fear	0.797	സയനൈഡ്
incurable	fear	0.797	ഭേദമാക്കാനാവാത്ത
anxietyattack	fear	0.797	ഉത്കണ്ഠാ ആക്രമണം
mortality	fear	0.797	മരണനിരക്ക്
attack	fear	0.797	ആക്രമണം
monstrosity	fear	0.797	രാക്ഷസത്വം
extermination	fear	0.797	ഉന്മൂലനം
bombers	fear	0.797	ബോംബർമാർ
harmful	fear	0.797	ഹാനികരമായ
persecution	fear	0.797	ഉപദ്രവം
biggestfear	fear	0.797	ഏറ്റവും വലിയ ഭയം
poison	fear	0.797	വിഷം
cruelty	fear	0.797	ക്രൂരത
hysteria	fear	0.797	ഹിസ്റ്റീരിയ
destruction	fear	0.797	നാശം
dreadfully	fear	0.796	ഭയങ്കരമായി
arson	fear	0.794	തീകൊളുത്തൽ
devastate	fear	0.792	നശിപ്പിക്കുക
tyrant	fear	0.788	സ്വേച്ഛാധിപതി
warcrimes	fear	0.785	യുദ്ധക്കുറ്റങ്ങൾ
