English Word	Emotion	Emotion-Intensity-Score	Kyrgyz Word
angry	disgust	0.469	ачуулуу
poverty	disgust	0.469	жакырчылык
grating	disgust	0.469	тор
livid	disgust	0.469	ачуу
aggravation	disgust	0.469	курчутуу
repellent	disgust	0.469	репеллент
perspiration	disgust	0.469	тердөө
banishment	disgust	0.469	сүргүн
furious	disgust	0.469	ачуулуу
shoddy	disgust	0.469	начар
banshee	disgust	0.469	банши
deceive	disgust	0.461	алдоо
fool	disgust	0.461	келесоо
quack	disgust	0.461	шакал
distorted	disgust	0.461	бурмаланган
spider	disgust	0.461	жөргөмүш
unjustifiable	disgust	0.461	негизсиз
deplore	disgust	0.461	капа кылуу
spurious	disgust	0.461	жалган
perdition	disgust	0.461	кыйроо
muddy	disgust	0.461	ылай
fraudulent	disgust	0.461	алдамчы
scar	disgust	0.461	тырык
prick	disgust	0.461	сайгыла
insulting	disgust	0.461	кемсинтүү
plunder	disgust	0.461	тоноо
recklessness	disgust	0.461	бейкапардык
stigma	disgust	0.453	стигма
disparage	disgust	0.453	кемсинтүү
unthinkable	disgust	0.453	ойго келбеген
disingenuous	disgust	0.453	ак ниетсиз
bane	disgust	0.453	бан
dishonest	disgust	0.453	абийирсиз
aphid	disgust	0.453	aphid
elimination	disgust	0.453	жоюу
cur	disgust	0.453	cur
selfish	disgust	0.453	өзүмчүл
eschew	disgust	0.453	качуу
dire	disgust	0.453	коркунучтуу
indignation	disgust	0.453	кыжырдануу
antipathy	disgust	0.453	антипатия
alienate	disgust	0.453	ажыратуу
mosquito	disgust	0.445	чиркей
piles	disgust	0.445	үймөктөр
pious	disgust	0.445	такыба
lie	disgust	0.445	калп
opium	disgust	0.445	апийим
smell	disgust	0.445	жыт
iniquity	disgust	0.445	мыйзамсыздык
caries	disgust	0.445	кариес
despair	disgust	0.445	үмүтсүздүк
recalcitrant	disgust	0.445	баш ийбеген
egotistical	disgust	0.445	эгоист
wasted	disgust	0.445	текке кетти
vacuous	disgust	0.445	бош
bankruptcy	disgust	0.445	банкроттук
garish	disgust	0.445	саркеч
obnoxious	disgust	0.438	жийиркеничтүү
ashamed	disgust	0.438	уялдым
abject	disgust	0.438	абийирсиз
sticky	disgust	0.438	жабышчаак
scream	disgust	0.438	кыйкыруу
hopelessness	disgust	0.438	үмүтсүздүк
homeless	disgust	0.438	үйсүз
shun	disgust	0.438	кач
inmate	disgust	0.438	камактагы
alien	disgust	0.438	келгин
hog	disgust	0.438	чочко
aversion	disgust	0.438	жийиркенүү
abnormal	disgust	0.438	анормалдуу
cursing	disgust	0.430	каргыш
undesirable	disgust	0.430	жагымсыз
denounce	disgust	0.430	айыптоо
witch	disgust	0.430	бакшы
creature	disgust	0.430	жандык
lusty	disgust	0.430	кумарлуу
illegal	disgust	0.430	мыйзамсыз
debris	disgust	0.430	сыныктар
callous	disgust	0.430	адепсиз
reflux	disgust	0.430	рефлюкс
adverse	disgust	0.430	терс
shameless	disgust	0.430	уятсыз
separatist	disgust	0.430	сепаратист
trickery	disgust	0.430	куулук
falsity	disgust	0.430	жалгандык
pall	disgust	0.430	pall
defiance	disgust	0.430	баш ийүү
incredulous	disgust	0.430	ишенбестик
curse	disgust	0.430	каргыш
pompous	disgust	0.422	шаан-шөкөттүү
socialist	disgust	0.422	социалисттик
mistrust	disgust	0.422	ишенбөөчүлүк
infantile	disgust	0.422	балалык
wasting	disgust	0.422	ысырап кылуу
hairy	disgust	0.422	түктүү
nicotine	disgust	0.422	никотин
denunciation	disgust	0.422	денонсация
collapse	disgust	0.422	кыйроо
untidy	disgust	0.422	тартипсиз
ferocious	disgust	0.422	каардуу
ammonia	disgust	0.422	аммиак
carelessness	disgust	0.422	бейкапардык
impure	disgust	0.422	таза эмес
contentious	disgust	0.422	талаштуу
bum	disgust	0.422	бум
affront	disgust	0.422	кордоо
offend	disgust	0.422	таарынтуу
tarnish	disgust	0.422	булгалоо
idiotic	disgust	0.422	акмак
badness	disgust	0.422	жамандык
delinquent	disgust	0.422	мыйзам бузуучу
swarm	disgust	0.422	үйүр
hypertrophy	disgust	0.422	гипертрофия
gush	disgust	0.422	гүш
tasteless	disgust	0.422	даамсыз
bovine	disgust	0.422	бодо мал
slush	disgust	0.422	ылай
litigious	disgust	0.414	талаштуу
dishonesty	disgust	0.414	абийирсиздик
vegetative	disgust	0.414	вегетативдик
unfavorable	disgust	0.414	жагымсыз
displacency	disgust	0.414	жер которуу
illegitimate	disgust	0.414	мыйзамсыз
sour	disgust	0.414	кычкыл
socialism	disgust	0.414	социализм
disobey	disgust	0.414	баш ийбөө
drivel	disgust	0.414	drivel
vampire	disgust	0.414	вампир
neglected	disgust	0.414	кароосуз калган
murky	disgust	0.414	күңүрт
ignorant	disgust	0.406	сабатсыз
disgruntled	disgust	0.406	нааразы
discontinuity	disgust	0.406	үзгүлтүккө учуратуу
dislike	disgust	0.406	жактырбоо
unlawful	disgust	0.406	мыйзамсыз
wrongdoing	disgust	0.406	туура эмес иш
shoplifting	disgust	0.406	дүкөн уурдоо
recidivism	disgust	0.406	рецидив
outcast	disgust	0.406	ташталган
bogus	disgust	0.406	жалган
displeasure	disgust	0.406	нааразычылык
repel	disgust	0.406	кайтаруу
falsify	disgust	0.406	бурмалоо
ungrateful	disgust	0.406	ыраазы эмес
unkind	disgust	0.406	ырайымсыз
phony	disgust	0.406	жасалма
prosecution	disgust	0.406	айыптоо
woe	disgust	0.398	кайгы
averse	disgust	0.398	каршы
loon	disgust	0.398	loon
worsening	disgust	0.398	начарлоо
paucity	disgust	0.398	аздык
unnatural	disgust	0.398	табигый эмес
amphetamines	disgust	0.398	амфетаминдер
senseless	disgust	0.398	акылсыз
rigor	disgust	0.398	катуулук
subvert	disgust	0.398	бузуу
failure	disgust	0.398	ийгиликсиздик
lick	disgust	0.398	жалоо
unruly	disgust	0.398	баш ийбеген
woefully	disgust	0.398	кайгылуу
stingy	disgust	0.398	сараң
crushing	disgust	0.398	майдалоо
disdain	disgust	0.398	жек көрүү
insult	disgust	0.393	кемсинтүү
averseness	disgust	0.391	жек көрүү
disrelish	disgust	0.391	жек көрүү
punished	disgust	0.391	жазаланган
critter	disgust	0.391	жандык
damage	disgust	0.391	зыян
scorpion	disgust	0.391	чаян
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	муфф
farcical	disgust	0.391	күлкүлүү
antisocial	disgust	0.391	антисоциалдык
hardened	disgust	0.391	катууланган
punishment	disgust	0.391	жаза
bad	disgust	0.391	жаман
expel	disgust	0.391	кууп чыгуу
surly	disgust	0.383	капалуу
lament	disgust	0.383	кошоктоо
illiterate	disgust	0.383	сабатсыз
divorce	disgust	0.383	ажырашуу
teeming	disgust	0.383	толгон
plagiarism	disgust	0.383	плагиат
eviction	disgust	0.383	чыгаруу
orc	disgust	0.383	orc
disappoint	disgust	0.383	көңүл калтыруу
shabby	disgust	0.383	эскирген
presumptuous	disgust	0.383	менменсинген
anaconda	disgust	0.383	Анаконда
discord	disgust	0.383	келишпестик
guilt	disgust	0.383	күнөө
fugitive	disgust	0.383	качкын
irrational	disgust	0.383	акылга сыйбас
adder	disgust	0.383	толуктоочу
fulsome	disgust	0.383	жагымдуу
sacrifices	disgust	0.383	курмандыктар
hypocritical	disgust	0.383	эки жүздүү
shock	disgust	0.375	шок
alienation	disgust	0.375	ээликтен ажыратуу
scoff	disgust	0.375	шылдыңдоо
plight	disgust	0.375	оор абал
irritation	disgust	0.375	кыжырдануу
unworthy	disgust	0.375	татыксыз
misconduct	disgust	0.375	туура эмес жүрүм-турум
defective	disgust	0.375	бузулган
blame	disgust	0.375	айыптоо
depressing	disgust	0.375	депрессиялык
dislocated	disgust	0.375	чыгып кеткен
irritating	disgust	0.375	кыжырдантуучу
vainly	disgust	0.367	бекер
toad	disgust	0.367	бака
powerless	disgust	0.367	күчсүз
coerce	disgust	0.367	мажбурлоо
shuddering	disgust	0.367	титиреп
stripped	disgust	0.367	ажыратылган
revoke	disgust	0.367	жокко чыгаруу
wimpy	disgust	0.367	куу
unhealthy	disgust	0.367	дени сак
exclusion	disgust	0.367	четтетүү
disillusionment	disgust	0.367	көңүл калуу
blatant	disgust	0.367	ачыктан-ачык
hurtful	disgust	0.367	зыяндуу
hoax	disgust	0.367	алдамчылык
wimp	disgust	0.367	wimp
cad	disgust	0.367	кад
pitfall	disgust	0.367	тузак
squelch	disgust	0.367	басуу
deserted	disgust	0.359	ээн калган
damn	disgust	0.359	наалат
incompatible	disgust	0.359	туура келбейт
dispose	disgust	0.359	тескөө
oddity	disgust	0.359	кызык
rebellion	disgust	0.359	көтөрүлүш
ineptitude	disgust	0.359	алсыздык
bug	disgust	0.359	ката
disobedience	disgust	0.359	баш ийбөө
inept	disgust	0.352	жөндөмсүз
litigate	disgust	0.352	соттошуу
dismissal	disgust	0.352	иштен бошотуу
cutting	disgust	0.352	кесүү
untoward	disgust	0.352	жагымсыз
displeased	disgust	0.352	нааразы
censor	disgust	0.352	цензор
ridiculous	disgust	0.352	күлкүлүү
compost	disgust	0.352	компост
frustrate	disgust	0.352	капа кылуу
misbehavior	disgust	0.352	туура эмес жүрүм-турум
lawyer	disgust	0.352	юрист
crushed	disgust	0.352	майдаланган
flesh	disgust	0.352	эт
uncertain	disgust	0.352	белгисиз
obi	disgust	0.352	obi
flinch	disgust	0.352	кычыратуу
fierce	disgust	0.352	каардуу
wrongful	disgust	0.352	туура эмес
depreciate	disgust	0.344	амортизациялоо
disapprove	disgust	0.344	жактырбоо
tearful	disgust	0.344	ыйлаган
grumble	disgust	0.336	наалышуу
unsettled	disgust	0.336	туруксуз
annoy	disgust	0.336	кыжырдантуу
exigent	disgust	0.336	зарыл
heartsick	disgust	0.336	жүрөгү ооруган
lawsuit	disgust	0.336	доо
discoloration	disgust	0.336	түстүн бузулушу
lumpy	disgust	0.336	бүдөмүк
daft	disgust	0.336	daft
blunder	disgust	0.336	ката
discontent	disgust	0.336	нааразычылык
bickering	disgust	0.336	урушуу
thoughtless	disgust	0.336	ойлонбой
disliked	disgust	0.336	жактырбаган
disinclination	disgust	0.336	көңүл бурбоо
distrust	disgust	0.336	ишенбөө
disallowed	disgust	0.336	тыюу салынган
instability	disgust	0.328	туруксуздук
hydrophobia	disgust	0.328	гидрофобия
whine	disgust	0.328	ызылдап
inhibit	disgust	0.328	бөгөт коюу
excluded	disgust	0.328	алынып салынган
provoking	disgust	0.328	провокациялоочу
grievance	disgust	0.328	нааразычылык
unmanageable	disgust	0.328	башкарылгыс
sly	disgust	0.328	куу
exasperation	disgust	0.328	кыжырдануу
cacophony	disgust	0.328	какофония
unsatisfactory	disgust	0.328	канааттандырарлык эмес
disappointed	disgust	0.328	көңүлү калган
materialist	disgust	0.328	материалист
misleading	disgust	0.321	адаштыруучу
mishap	disgust	0.320	кырсык
soot	disgust	0.320	көө
humbug	disgust	0.320	кемсинтүү
disclaim	disgust	0.320	баш тартуу
annoyance	disgust	0.320	кыжырдануу
disapproving	disgust	0.320	жактырбоо
disservice	disgust	0.320	кызматтан кетирүү
reproach	disgust	0.320	жемелөө
confined	disgust	0.320	чектелген
unequal	disgust	0.320	тең эмес
rags	disgust	0.320	чүпүрөктөр
groan	disgust	0.320	онтоп
soil	disgust	0.312	топурак
inappropriate	disgust	0.312	ылайыксыз
criticize	disgust	0.312	сындоо
disincline	disgust	0.312	баш тартуу
theism	disgust	0.312	теизм
depreciated	disgust	0.312	амортизацияланган
inconsiderate	disgust	0.312	көңүлсүз
overpriced	disgust	0.312	ашыкча бааланган
stomach	disgust	0.312	ашказан
burke	disgust	0.312	Берк
sneeze	disgust	0.312	чүчкүрүү
gall	disgust	0.305	өт
bang	disgust	0.305	жарылуу
inadmissible	disgust	0.305	жол берилгис
unfriendly	disgust	0.305	достук эмес
unaccountable	disgust	0.305	жоопсуз
disparity	disgust	0.305	диспропорция
latent	disgust	0.305	жашыруун
disliking	disgust	0.305	жактырбоо
shack	disgust	0.305	алачык
grumpy	disgust	0.305	ачуулуу
coop	disgust	0.304	кооп
disappointment	disgust	0.297	көңүл калуу
scold	disgust	0.297	урушуп
delay	disgust	0.297	кечиктирүү
congress	disgust	0.297	конгресс
growling	disgust	0.297	күүлүү
backwards	disgust	0.297	артка
soreness	disgust	0.297	оору
disregarded	disgust	0.297	эске алынбаган
rogue	disgust	0.297	шылуун
lonely	disgust	0.297	жалгыз
notoriety	disgust	0.289	атактуулук
catechism	disgust	0.289	катехизм
flop	disgust	0.289	флоп
infamous	disgust	0.289	атактуу
janitor	disgust	0.289	дворник
nettle	disgust	0.289	чалкан
saturated	disgust	0.281	каныккан
prohibited	disgust	0.281	тыюу салынган
gaby	disgust	0.281	габи
wince	disgust	0.281	кычыратуу
desist	disgust	0.281	токтотуу
unfair	disgust	0.281	адилетсиз
aftermath	disgust	0.281	кийин
remiss	disgust	0.281	кечирүү
tribunal	disgust	0.273	трибунал
discolored	disgust	0.273	түссүз
wrangling	disgust	0.273	урушуу
uneasy	disgust	0.273	тынчсыз
huff	disgust	0.273	huff
weird	disgust	0.266	кызык
impolite	disgust	0.266	адепсиз
swig	disgust	0.266	чоң ууртам
crawl	disgust	0.266	сойлоо
unsatisfied	disgust	0.266	канааттандырбайт
inefficiency	disgust	0.266	натыйжасыздык
frantic	disgust	0.266	кутурган
