English Word	Emotion	Emotion-Intensity-Score	Arabic Word
scoundrel	disgust	0.562	الوغد
bloody	disgust	0.555	دموي
flabby	disgust	0.555	مترهل
odious	disgust	0.555	كريه
beastly	disgust	0.555	بوحشية
collusion	disgust	0.555	تواطؤ
ridicule	disgust	0.555	سخرية
discriminating	disgust	0.555	تمييزي
unattractive	disgust	0.555	غير جذاب
insufferable	disgust	0.555	لا يطاق
segregate	disgust	0.555	فصل
arsenic	disgust	0.555	الزرنيخ
threatening	disgust	0.555	تهديد
atrophy	disgust	0.555	تلاشي
varicella	disgust	0.555	الحماق
slayer	disgust	0.555	القاتل
distaste	disgust	0.555	كراهيه
coward	disgust	0.555	جبان
robbery	disgust	0.555	سرقة
wickedness	disgust	0.555	شر
anathema	disgust	0.547	لعنة
malevolent	disgust	0.547	حاقد
sty	disgust	0.547	مكان قذر
pillage	disgust	0.547	نهب
thief	disgust	0.547	لص
suffocating	disgust	0.547	خانقة
condemnation	disgust	0.547	إدانة
deleterious	disgust	0.547	ضار
slur	disgust	0.547	افتراء
purgatory	disgust	0.547	المطهر
attacking	disgust	0.547	مهاجمة
burglar	disgust	0.547	لص
ogre	disgust	0.547	غول
coercion	disgust	0.547	إكراه
vesicular	disgust	0.547	حويصلي
miserable	disgust	0.547	تعيس
bitterly	disgust	0.547	بمرارة
sneer	disgust	0.539	سخرية
greedy	disgust	0.539	طماع
gob	disgust	0.539	بحار
repellant	disgust	0.539	طارد
jealous	disgust	0.539	غيور
drunken	disgust	0.539	سكران
shame	disgust	0.539	عار
thrash	disgust	0.539	ضرب
fatty	disgust	0.539	دهني
liar	disgust	0.539	كذاب
imprisoned	disgust	0.539	مسجون
sloth	disgust	0.539	كسل
repudiation	disgust	0.539	طلاق
disgrace	disgust	0.539	عار
infidelity	disgust	0.539	خيانة
pig	disgust	0.539	خنزير
lethal	disgust	0.536	قاتلة
burnt	disgust	0.531	أحرق
brawl	disgust	0.531	شجار
withered	disgust	0.531	ذابل
blemish	disgust	0.531	عيب
hydrocephalus	disgust	0.531	استسقاء الرأس
aberration	disgust	0.531	انحراف
smuggler	disgust	0.531	مهرب
painful	disgust	0.531	مؤلم
condescension	disgust	0.531	الهبوط بالمستوى
intolerant	disgust	0.531	غير متسامح
blasphemous	disgust	0.531	كفر
lying	disgust	0.531	يكذب
hanging	disgust	0.531	معلقة
travesty	disgust	0.531	مهزلة
ruined	disgust	0.531	مدمر
intrusive	disgust	0.531	تطفلي
disintegrate	disgust	0.531	تتفكك
destructive	disgust	0.531	مدمرة
neurotic	disgust	0.531	عصابي
disparaging	disgust	0.523	الاستخفاف
blighted	disgust	0.523	فاسدة
intolerance	disgust	0.523	تعصب
mistress	disgust	0.523	عشيقة
avarice	disgust	0.523	الجشع
disgraced	disgust	0.523	عار
derogation	disgust	0.523	عدم التقيد
rubbish	disgust	0.523	قمامة
accusation	disgust	0.523	الاتهام
incarceration	disgust	0.523	السجن
tortious	disgust	0.516	معذب
dishonor	disgust	0.516	العار
stink	disgust	0.516	نتن
grim	disgust	0.516	متجهم
rob	disgust	0.516	روب
defraud	disgust	0.516	احتيال
sump	disgust	0.516	مستنقع
cringe	disgust	0.516	قرفص
vulture	disgust	0.516	نسر
deplorable	disgust	0.516	مؤسف
mite	disgust	0.516	العثه
eradication	disgust	0.516	استئصال
degrade	disgust	0.516	تحط من قدر
gutter	disgust	0.516	مزراب
convict	disgust	0.516	المحكوم عليه
remains	disgust	0.516	بقايا
betray	disgust	0.516	يخون
daemon	disgust	0.516	شيطان
sham	disgust	0.509	الشام
distasteful	disgust	0.508	مقيت
prisoner	disgust	0.508	أسير
dreadfully	disgust	0.508	بشكل مخيف
worthless	disgust	0.508	عديم القيمة
crude	disgust	0.508	الخام
delirium	disgust	0.508	هذيان
incurable	disgust	0.508	عضال
smelling	disgust	0.508	رائحة
idiocy	disgust	0.508	حماقة
resentment	disgust	0.508	استياء
bombed	disgust	0.508	قصفت
blob	disgust	0.508	سائل لزج
cheat	disgust	0.508	يغش
schizophrenia	disgust	0.508	انفصام فى الشخصية
rejection	disgust	0.508	الرفض
belittle	disgust	0.508	استخفاف
glut	disgust	0.508	تخمة
disaster	disgust	0.508	كارثة
distress	disgust	0.508	محنة
pest	disgust	0.508	آفة
endemic	disgust	0.508	المتوطنة
theft	disgust	0.500	سرقة
banish	disgust	0.500	نفي
mire	disgust	0.500	الوحل
flagrant	disgust	0.500	صارخ
derision	disgust	0.500	السخرية
dirt	disgust	0.500	التراب
screaming	disgust	0.500	صراخ
offense	disgust	0.500	جريمة
jealousy	disgust	0.500	الغيرة
bribery	disgust	0.500	الرشوة
polemic	disgust	0.500	هجوم لفظي
blight	disgust	0.500	آفة
impeach	disgust	0.500	اقالة
bitterness	disgust	0.500	مرارة
taboo	disgust	0.500	محرم
duress	disgust	0.500	إكراه
goblin	disgust	0.500	عفريت
shackle	disgust	0.500	قيد
idolatry	disgust	0.500	الوثنية
greed	disgust	0.500	جشع
impurity	disgust	0.500	نجاسة
tirade	disgust	0.500	خطبة
idiot	disgust	0.492	غبي
boil	disgust	0.492	دمل
unconscionable	disgust	0.492	غير معقول
disreputable	disgust	0.492	سيئ السمعة
robber	disgust	0.492	السارق
malign	disgust	0.492	خبيث
wreck	disgust	0.492	حطام سفينة
recession	disgust	0.492	ركود اقتصادي
gorge	disgust	0.492	الخانق
leer	disgust	0.492	لير
ill	disgust	0.492	سوف
squirm	disgust	0.492	تشنج
raging	disgust	0.484	تحتدم
servile	disgust	0.484	ذليل
mess	disgust	0.484	فوضى
nappy	disgust	0.484	الحفاض
possessed	disgust	0.484	ممسوس
unbearable	disgust	0.484	لا يطاق
occult	disgust	0.484	غامض
contraband	disgust	0.484	مهربة
snarl	disgust	0.484	تشابك
mutiny	disgust	0.484	تمرد
mad	disgust	0.484	مجنون
affliction	disgust	0.484	بلاء
stain	disgust	0.484	وصمة
animosity	disgust	0.484	العداء
contempt	disgust	0.484	ازدراء
tramp	disgust	0.484	متشرد
nepotism	disgust	0.484	المحسوبيات
disrespectful	disgust	0.484	عدم الاحترام
defamation	disgust	0.484	تشهير
inexcusable	disgust	0.484	لا يغتفر
aversation	disgust	0.484	النفور
wasteful	disgust	0.484	مسرف
offender	disgust	0.484	الجاني
subjugation	disgust	0.484	القهر
illegality	disgust	0.477	غير شرعية
dismal	disgust	0.477	كئيب
criminal	disgust	0.477	مجرم
unpleasant	disgust	0.477	غير سارة
palsy	disgust	0.477	شلل
antagonistic	disgust	0.477	عدائي
pathetic	disgust	0.477	مثير للشفقة
uncaring	disgust	0.477	غير مكترث
suppression	disgust	0.477	إخماد
immorality	disgust	0.477	الفجور
mockery	disgust	0.477	سخرية
outrage	disgust	0.469	الغضب
mocking	disgust	0.469	السخرية
wallow	disgust	0.469	تتمايل
cough	disgust	0.469	سعال
arrogant	disgust	0.469	متكبر او مغرور
angry	disgust	0.469	غاضب
poverty	disgust	0.469	فقر
grating	disgust	0.469	صريف
livid	disgust	0.469	غاضب
aggravation	disgust	0.469	التفاقم
repellent	disgust	0.469	طارد
perspiration	disgust	0.469	عرق
banishment	disgust	0.469	تغريب
furious	disgust	0.469	غاضب
shoddy	disgust	0.469	ردئ الصنع
banshee	disgust	0.469	الشؤم
deceive	disgust	0.461	يخدع
fool	disgust	0.461	أحمق
quack	disgust	0.461	الدجال
distorted	disgust	0.461	المحرفة
spider	disgust	0.461	العنكبوت
unjustifiable	disgust	0.461	غير مبرر
deplore	disgust	0.461	يأسف
spurious	disgust	0.461	زائف
perdition	disgust	0.461	هلاك
muddy	disgust	0.461	موحل
fraudulent	disgust	0.461	محتال
scar	disgust	0.461	ندب
prick	disgust	0.461	وخز
insulting	disgust	0.461	إهانة
plunder	disgust	0.461	نهب
recklessness	disgust	0.461	تهور
stigma	disgust	0.453	وصمه عار
disparage	disgust	0.453	الاستخفاف
unthinkable	disgust	0.453	لا يمكن تصوره
disingenuous	disgust	0.453	مخادع
bane	disgust	0.453	لعنة
dishonest	disgust	0.453	غير شريفة
aphid	disgust	0.453	المن
elimination	disgust	0.453	إزالة
cur	disgust	0.453	cur
selfish	disgust	0.453	أنانية
eschew	disgust	0.453	تجنب
dire	disgust	0.453	رهيب
indignation	disgust	0.453	سخط
antipathy	disgust	0.453	كراهية
alienate	disgust	0.453	ينفر
mosquito	disgust	0.445	البعوض
piles	disgust	0.445	سير
pious	disgust	0.445	تقي
lie	disgust	0.445	يكذب
opium	disgust	0.445	الأفيون
smell	disgust	0.445	رائحة
iniquity	disgust	0.445	إثم
caries	disgust	0.445	تسوس
despair	disgust	0.445	اليأس
recalcitrant	disgust	0.445	متمرد
egotistical	disgust	0.445	مغرور
wasted	disgust	0.445	ضاع
vacuous	disgust	0.445	فارغ
bankruptcy	disgust	0.445	إفلاس
garish	disgust	0.445	متوهج
obnoxious	disgust	0.438	بغيض
ashamed	disgust	0.438	خجلان
abject	disgust	0.438	حقير
sticky	disgust	0.438	لزج
scream	disgust	0.438	تصرخ
hopelessness	disgust	0.438	اليأس
homeless	disgust	0.438	بلا مأوى
shun	disgust	0.438	تجنب
inmate	disgust	0.438	النزيل
alien	disgust	0.438	كائن فضائي
hog	disgust	0.438	خنزير
aversion	disgust	0.438	النفور
abnormal	disgust	0.438	غير طبيعي
cursing	disgust	0.430	اللعن
undesirable	disgust	0.430	غير مرغوب فيه
denounce	disgust	0.430	التنديد
witch	disgust	0.430	ساحرة
creature	disgust	0.430	مخلوق
lusty	disgust	0.430	مفعم بالحيوية
illegal	disgust	0.430	غير شرعي
debris	disgust	0.430	حطام
callous	disgust	0.430	قاس
reflux	disgust	0.430	ارتداد
adverse	disgust	0.430	سلبي
shameless	disgust	0.430	وقح
separatist	disgust	0.430	انفصالي
trickery	disgust	0.430	خداع
falsity	disgust	0.430	زيف
pall	disgust	0.430	شاحب
defiance	disgust	0.430	التحدي
incredulous	disgust	0.430	مرتاب
curse	disgust	0.430	لعنة
pompous	disgust	0.422	أبهى
socialist	disgust	0.422	الاشتراكي
mistrust	disgust	0.422	عدم الثقة
infantile	disgust	0.422	طفولي
wasting	disgust	0.422	الهزال
hairy	disgust	0.422	مشعر
nicotine	disgust	0.422	النيكوتين
denunciation	disgust	0.422	استنكار
collapse	disgust	0.422	انهدام
untidy	disgust	0.422	غير مرتب
ferocious	disgust	0.422	شرس
ammonia	disgust	0.422	الأمونيا
carelessness	disgust	0.422	إهمال
impure	disgust	0.422	غير نقية
contentious	disgust	0.422	إثارة للخلاف
bum	disgust	0.422	متشرد
affront	disgust	0.422	إهانة
offend	disgust	0.422	الإساءة
tarnish	disgust	0.422	تشويه
idiotic	disgust	0.422	أحمق
badness	disgust	0.422	سوء
delinquent	disgust	0.422	مذنب
swarm	disgust	0.422	سرب
hypertrophy	disgust	0.422	تضخم في حجم الخلايا
gush	disgust	0.422	تدفق
tasteless	disgust	0.422	لا طعم له
bovine	disgust	0.422	بقري
slush	disgust	0.422	طين
litigious	disgust	0.414	التقاضي
dishonesty	disgust	0.414	عدم الأمانة
vegetative	disgust	0.414	نباتي
unfavorable	disgust	0.414	غير ملائمة
displacency	disgust	0.414	النزوح
illegitimate	disgust	0.414	غير شرعي
sour	disgust	0.414	حامِض
socialism	disgust	0.414	الاشتراكية
disobey	disgust	0.414	عصى
drivel	disgust	0.414	الهراء
vampire	disgust	0.414	مصاص دماء
neglected	disgust	0.414	مهمل
murky	disgust	0.414	غامض
ignorant	disgust	0.406	جاهل
disgruntled	disgust	0.406	ساخط
discontinuity	disgust	0.406	انقطاع
dislike	disgust	0.406	لم يعجبنى
unlawful	disgust	0.406	غير قانوني
wrongdoing	disgust	0.406	إثم
shoplifting	disgust	0.406	السرقة من المتاجر
recidivism	disgust	0.406	النكوص
outcast	disgust	0.406	منبوذ
bogus	disgust	0.406	زائف
displeasure	disgust	0.406	استياء
repel	disgust	0.406	صد
falsify	disgust	0.406	تزوير
ungrateful	disgust	0.406	جاحد
unkind	disgust	0.406	غير لطيف
phony	disgust	0.406	زائف
prosecution	disgust	0.406	الملاحقة القضائية
woe	disgust	0.398	ويل
averse	disgust	0.398	كاره
loon	disgust	0.398	لون
worsening	disgust	0.398	تفاقم
paucity	disgust	0.398	ندرة
unnatural	disgust	0.398	غير طبيعي
amphetamines	disgust	0.398	الأمفيتامينات
senseless	disgust	0.398	عديم الإحساس
rigor	disgust	0.398	دقة
subvert	disgust	0.398	تخريب
failure	disgust	0.398	خزي
lick	disgust	0.398	يلعق
unruly	disgust	0.398	مزعج
woefully	disgust	0.398	محزن
stingy	disgust	0.398	بخيل
crushing	disgust	0.398	سحق
disdain	disgust	0.398	ازدراء
insult	disgust	0.393	إهانة
averseness	disgust	0.391	كره
disrelish	disgust	0.391	كراهية
punished	disgust	0.391	يعاقب
critter	disgust	0.391	المخلوق
damage	disgust	0.391	تلف
scorpion	disgust	0.391	برج العقرب
diatribe	disgust	0.391	خطبة خطبة
muff	disgust	0.391	إفشل
farcical	disgust	0.391	هزلي
antisocial	disgust	0.391	غير اجتماعي
hardened	disgust	0.391	تصلب
punishment	disgust	0.391	عقاب
bad	disgust	0.391	سيئ
expel	disgust	0.391	يطرد
surly	disgust	0.383	عابس
lament	disgust	0.383	رثاء
illiterate	disgust	0.383	أمي
divorce	disgust	0.383	الطلاق
teeming	disgust	0.383	تعج
plagiarism	disgust	0.383	سرقة أدبية
eviction	disgust	0.383	الإخلاء
orc	disgust	0.383	مسخ
disappoint	disgust	0.383	يخيب
shabby	disgust	0.383	رث
presumptuous	disgust	0.383	متغطرس
anaconda	disgust	0.383	اناكوندا
discord	disgust	0.383	الخلاف
guilt	disgust	0.383	الذنب
fugitive	disgust	0.383	سريع التبخر
irrational	disgust	0.383	غير منطقي
adder	disgust	0.383	الأفعى
fulsome	disgust	0.383	باهظ
sacrifices	disgust	0.383	تضحيات
hypocritical	disgust	0.383	نفاق
shock	disgust	0.375	صدمة
alienation	disgust	0.375	نقل ملكية
scoff	disgust	0.375	يسخر
plight	disgust	0.375	مأزق
irritation	disgust	0.375	تهيج
unworthy	disgust	0.375	لا يستحق
misconduct	disgust	0.375	سوء السلوك
defective	disgust	0.375	معيب
blame	disgust	0.375	إلقاء اللوم على
depressing	disgust	0.375	محزن
dislocated	disgust	0.375	مخلوع
irritating	disgust	0.375	مزعج
vainly	disgust	0.367	عبثا
toad	disgust	0.367	العلجوم
powerless	disgust	0.367	ضعيف
coerce	disgust	0.367	إكراه
shuddering	disgust	0.367	يرتجف
stripped	disgust	0.367	جردت
revoke	disgust	0.367	سحب او إبطال
wimpy	disgust	0.367	جبان
unhealthy	disgust	0.367	غير صحي
exclusion	disgust	0.367	استبعاد
disillusionment	disgust	0.367	خيبة الأمل
blatant	disgust	0.367	صارخ
hurtful	disgust	0.367	مؤلم
hoax	disgust	0.367	خدعة
wimp	disgust	0.367	جبان
cad	disgust	0.367	نذل - وغد
pitfall	disgust	0.367	مأزق
squelch	disgust	0.367	سحق
deserted	disgust	0.359	مهجور
damn	disgust	0.359	اللعنة
incompatible	disgust	0.359	غير متوافق
dispose	disgust	0.359	تخلص
oddity	disgust	0.359	غرائب
rebellion	disgust	0.359	تمرد
ineptitude	disgust	0.359	عدم الكفاءة
bug	disgust	0.359	حشرة
disobedience	disgust	0.359	العصيان
inept	disgust	0.352	أحمق
litigate	disgust	0.352	يقاضي
dismissal	disgust	0.352	الفصل
cutting	disgust	0.352	قطع
untoward	disgust	0.352	غير مرغوب فيه
displeased	disgust	0.352	مستاء
censor	disgust	0.352	الرقيب
ridiculous	disgust	0.352	سخيف
compost	disgust	0.352	سماد
frustrate	disgust	0.352	أحبط
misbehavior	disgust	0.352	سوء سلوك
lawyer	disgust	0.352	محامي
crushed	disgust	0.352	سحقت
flesh	disgust	0.352	لحم
uncertain	disgust	0.352	غير مؤكد
obi	disgust	0.352	اوبي
flinch	disgust	0.352	جفل
fierce	disgust	0.352	شرس
wrongful	disgust	0.352	غير شرعي
depreciate	disgust	0.344	تستهلك
disapprove	disgust	0.344	رفض
tearful	disgust	0.344	دامعة
grumble	disgust	0.336	تذمر
unsettled	disgust	0.336	غير مستقر
annoy	disgust	0.336	تزعج
exigent	disgust	0.336	ملحة
heartsick	disgust	0.336	حزن القلوب
lawsuit	disgust	0.336	دعوى قضائية
discoloration	disgust	0.336	تلون
lumpy	disgust	0.336	محفر
daft	disgust	0.336	المعتوه
blunder	disgust	0.336	خطأ فادح
discontent	disgust	0.336	استياء
bickering	disgust	0.336	المشاحنات
thoughtless	disgust	0.336	طائش
disliked	disgust	0.336	لم يعجبني
