English Word	Emotion	Emotion-Intensity-Score	Malay Word
dissection	disgust	0.759	pembedahan
mucous	disgust	0.758	lendir
canker	disgust	0.758	sariawan
slum	disgust	0.758	setinggan
infectious	disgust	0.758	berjangkit
evil	disgust	0.758	jahat
phlegm	disgust	0.758	kahak
cruelty	disgust	0.758	kekejaman
perversion	disgust	0.758	penyelewengan
sinister	disgust	0.750	jahat
leeches	disgust	0.750	lintah
corrupting	disgust	0.750	merosakkan
decomposition	disgust	0.750	penguraian
abomination	disgust	0.742	kekejian
stinking	disgust	0.742	berbau busuk
bile	disgust	0.742	hempedu
demonic	disgust	0.742	setan
deranged	disgust	0.742	gila
abhorrence	disgust	0.742	kebencian
soiled	disgust	0.742	kotor
mucus	disgust	0.742	lendir
septic	disgust	0.742	septik
sickening	disgust	0.742	memuakkan
demon	disgust	0.742	syaitan
cancer	disgust	0.734	barah
obese	disgust	0.734	gemuk
degeneracy	disgust	0.734	degenerasi
despicable	disgust	0.734	keji
atrocity	disgust	0.734	kekejaman
foul	disgust	0.734	busuk
sicken	disgust	0.734	sakit hati
crucifixion	disgust	0.734	penyaliban
terrorism	disgust	0.734	keganasan
repulsion	disgust	0.727	penolakan
morbidity	disgust	0.727	morbiditi
dysentery	disgust	0.727	disentri
enema	disgust	0.727	enema
bacterium	disgust	0.727	bakteria
dirty	disgust	0.727	kotor
adultery	disgust	0.727	zina
contamination	disgust	0.727	pencemaran
grisly	disgust	0.727	mengerikan
diabolical	disgust	0.727	jahat
autopsy	disgust	0.719	bedah siasat
barbaric	disgust	0.719	biadab
vulgar	disgust	0.719	kesat
entrails	disgust	0.719	isi perut
disgust	disgust	0.719	meluat
lewd	disgust	0.719	lucah
muck	disgust	0.719	kotoran
bowels	disgust	0.719	usus
garbage	disgust	0.719	sampah
deterioration	disgust	0.719	kemerosotan
contagion	disgust	0.719	penularan
vicious	disgust	0.719	ganas
disfigured	disgust	0.719	cacat
pungent	disgust	0.719	pedas
gross	disgust	0.719	kasar
bloodshed	disgust	0.714	pertumpahan darah
gag	disgust	0.711	gag
pollute	disgust	0.711	mencemarkan
nausea	disgust	0.711	loya
tyrant	disgust	0.711	zalim
wretched	disgust	0.711	celaka
mortification	disgust	0.711	rasa malu
violent	disgust	0.711	ganas
poisoned	disgust	0.711	diracun
nauseate	disgust	0.703	mual
slimy	disgust	0.703	berlendir
grope	disgust	0.703	meraba-raba
slut	disgust	0.703	perempuan murahan
nasty	disgust	0.703	jahat
disgusting	disgust	0.703	menjijikkan
depraved	disgust	0.703	rosak akhlak
porn	disgust	0.703	lucah
hateful	disgust	0.703	penuh kebencian
vulgarity	disgust	0.703	kekasaran
noxious	disgust	0.703	berbahaya
grime	disgust	0.703	kotoran
constipation	disgust	0.703	sembelit
secretion	disgust	0.703	rembesan
poisoning	disgust	0.703	keracunan
despotism	disgust	0.703	despotisme
measles	disgust	0.696	demam campak
contagious	disgust	0.695	berjangkit
obesity	disgust	0.695	obesiti
wart	disgust	0.695	ketuat
hate	disgust	0.695	benci
hellish	disgust	0.695	jahat
scum	disgust	0.695	sampah
suicidal	disgust	0.695	membunuh diri
wretch	disgust	0.695	celaka
abuse	disgust	0.695	penderaan
waste	disgust	0.695	membazir
intestinal	disgust	0.695	usus
heartworm	disgust	0.688	cacing hati
ooze	disgust	0.688	selut
treason	disgust	0.688	pengkhianatan
contaminated	disgust	0.688	tercemar
smut	disgust	0.688	busuk
disease	disgust	0.688	penyakit
rabid	disgust	0.688	mengamuk
deformed	disgust	0.680	cacat
hell	disgust	0.680	neraka
soulless	disgust	0.680	tak berjiwa
cholera	disgust	0.680	kolera
bestial	disgust	0.680	binatang
antichrist	disgust	0.680	dajjal
freakish	disgust	0.680	pelik
germ	disgust	0.680	kuman
detest	disgust	0.680	benci
pollution	disgust	0.680	pencemaran
grimy	disgust	0.680	kotor
abhorrent	disgust	0.680	menjijikkan
hatred	disgust	0.680	kebencian
abominate	disgust	0.680	keji
sickness	disgust	0.680	penyakit
hideous	disgust	0.672	ngeri
dictatorship	disgust	0.672	pemerintahan diktator
loathful	disgust	0.672	meluat
greasy	disgust	0.672	berminyak
dilapidated	disgust	0.672	usang
inhuman	disgust	0.672	tidak berperikemanusiaan
loathing	disgust	0.672	kebencian
obscene	disgust	0.672	lucah
cess	disgust	0.670	ses
devil	disgust	0.664	syaitan
deformity	disgust	0.664	kecacatan
nauseous	disgust	0.664	loya
deadly	disgust	0.664	maut
swine	disgust	0.664	babi
discrimination	disgust	0.664	diskriminasi
abominable	disgust	0.664	keji
masochism	disgust	0.664	masokisme
heretic	disgust	0.664	sesat
latrines	disgust	0.656	tandas
corruption	disgust	0.656	rasuah
poisonous	disgust	0.656	beracun
horror	disgust	0.656	seram
nefarious	disgust	0.656	jahat
bacteria	disgust	0.656	bakteria
horrible	disgust	0.656	ngeri
trash	disgust	0.656	sampah
abortion	disgust	0.656	pengguguran
death	disgust	0.656	kematian
prejudiced	disgust	0.656	prejudis
poison	disgust	0.656	racun
oppression	disgust	0.656	penindasan
goo	disgust	0.656	Goo
victimized	disgust	0.656	menjadi mangsa
mange	disgust	0.656	kurap
sludge	disgust	0.648	enapcemar
trashy	disgust	0.648	menyampah
vindictive	disgust	0.648	pendendam
horrid	disgust	0.648	ngeri
ugly	disgust	0.648	hodoh
immoral	disgust	0.648	tidak bermoral
bitch	disgust	0.648	jalang
outhouse	disgust	0.648	rumah luar
detestation	disgust	0.648	kebencian
horrifying	disgust	0.641	ngeri
laxative	disgust	0.641	julap
unsightly	disgust	0.641	tak sedap dipandang
derogatory	disgust	0.641	menghina
slop	disgust	0.641	slop
malfeasance	disgust	0.641	penyelewengan
spew	disgust	0.641	memuntahkan
pimple	disgust	0.641	jerawat
criminality	disgust	0.641	jenayah
indecency	disgust	0.641	tidak senonoh
cystic	disgust	0.641	kistik
villainous	disgust	0.641	jahat
queasy	disgust	0.633	mual
mildew	disgust	0.633	cendawan
oppressive	disgust	0.633	menindas
prostitution	disgust	0.633	pelacuran
secrete	disgust	0.633	merembeskan
ulcer	disgust	0.633	ulser
rat	disgust	0.633	tikus
bigoted	disgust	0.633	taksub
perpetrator	disgust	0.633	pelaku
doomsday	disgust	0.633	hari kiamat
sinful	disgust	0.633	berdosa
degrading	disgust	0.625	merendahkan martabat
ghastly	disgust	0.625	ngeri
suffering	disgust	0.625	penderitaan
obscenity	disgust	0.625	kelucahan
devilish	disgust	0.625	syaitan
disgraceful	disgust	0.625	memalukan
persecution	disgust	0.625	penganiayaan
contemptible	disgust	0.625	hina
cuckold	disgust	0.625	suami isteri
stools	disgust	0.625	najis
dastardly	disgust	0.625	keji
sin	disgust	0.625	dosa
gluttony	disgust	0.625	kerakusan
bloated	disgust	0.625	kembung perut
fungus	disgust	0.625	kulat
aghast	disgust	0.625	terkejut
diaper	disgust	0.617	lampin
malicious	disgust	0.617	berniat jahat
polygamy	disgust	0.617	poligami
dying	disgust	0.617	mati
termite	disgust	0.617	anai-anai
fat	disgust	0.617	gemuk
deceit	disgust	0.617	tipu
atrocious	disgust	0.617	kejam
guillotine	disgust	0.617	guillotine
tetanus	disgust	0.617	tetanus
spoil	disgust	0.617	merosakkan
crusty	disgust	0.617	rangup
sickly	disgust	0.617	uzur
louse	disgust	0.617	kutu
strangle	disgust	0.617	mencekik
betrayal	disgust	0.617	pengkhianatan
loathe	disgust	0.617	benci
wench	disgust	0.617	perempuan perempuan
infect	disgust	0.617	menjangkiti
violently	disgust	0.609	secara ganas
brothel	disgust	0.609	rumah pelacuran
drool	disgust	0.609	terliur
bleeding	disgust	0.609	berdarah
deform	disgust	0.609	ubah bentuk
ghetto	disgust	0.609	ghetto
sabotage	disgust	0.609	sabotaj
venomous	disgust	0.609	berbisa
abhor	disgust	0.609	membenci
slander	disgust	0.609	fitnah
hostile	disgust	0.609	bermusuhan
musty	disgust	0.602	apak
illicit	disgust	0.602	haram
ugliness	disgust	0.602	kehodohan
unwashed	disgust	0.602	tidak dicuci
swampy	disgust	0.602	berpaya
deprivation	disgust	0.602	kekurangan
poaching	disgust	0.602	pemburuan haram
hag	disgust	0.602	hag
infidel	disgust	0.602	kafir
imprisonment	disgust	0.602	pemenjaraan
traitor	disgust	0.602	pengkhianat
lunacy	disgust	0.602	kegilaan
queasiness	disgust	0.594	rasa mual
hostility	disgust	0.594	permusuhan
repelling	disgust	0.594	menolak
intoxicated	disgust	0.594	mabuk
thug	disgust	0.594	samseng
catastrophe	disgust	0.594	malapetaka
lunatic	disgust	0.594	gila
misery	disgust	0.594	kesengsaraan
venom	disgust	0.594	racun
butcher	disgust	0.594	tukang sembelih
toilet	disgust	0.594	tandas
blister	disgust	0.594	lepuh
lurid	disgust	0.594	menggelikan hati
slug	disgust	0.594	slug
gut	disgust	0.594	usus
sinner	disgust	0.594	pendosa
deceitful	disgust	0.594	menipu
epidemic	disgust	0.594	epidemik
deteriorated	disgust	0.586	merosot
lavatory	disgust	0.586	tandas
unclean	disgust	0.586	najis
prostitute	disgust	0.586	pelacur
incubus	disgust	0.586	incubus
appalling	disgust	0.586	menggerunkan
dreadful	disgust	0.586	ngeri
pornography	disgust	0.586	lucah
harass	disgust	0.586	mengganggu
squeamish	disgust	0.578	semput
expulsion	disgust	0.578	pengusiran
unfaithful	disgust	0.578	tidak setia
offensive	disgust	0.578	menyinggung perasaan
hypocrite	disgust	0.578	munafik
humiliating	disgust	0.578	memalukan
larceny	disgust	0.578	rompakan
ruinous	disgust	0.578	merosakkan
retard	disgust	0.578	terencat
rash	disgust	0.578	ruam
flea	disgust	0.578	kutu
debauchery	disgust	0.578	kebencian
fiend	disgust	0.578	iblis
quagmire	disgust	0.578	rawa
conspirator	disgust	0.578	konspirator
sick	disgust	0.578	sakit
mangle	disgust	0.578	mangle
dogsick	disgust	0.570	mabuk anjing
egregious	disgust	0.570	teruk
flog	disgust	0.570	sebat
despise	disgust	0.570	menghina
treacherous	disgust	0.570	khianat
oppress	disgust	0.570	menindas
swamp	disgust	0.570	paya
messy	disgust	0.570	berantakan
spit	disgust	0.570	meludah
dank	disgust	0.570	lembap
bastard	disgust	0.570	bangsat
devastating	disgust	0.570	dahsyat
serpent	disgust	0.570	ular
loo	disgust	0.562	loo
indecent	disgust	0.562	tak senonoh
insanity	disgust	0.562	kegilaan
stealing	disgust	0.562	mencuri
terrible	disgust	0.562	dahsyat
tyrannical	disgust	0.562	zalim
humiliation	disgust	0.562	penghinaan
snake	disgust	0.562	ular
sloppy	disgust	0.562	selamba
sinning	disgust	0.562	berdosa
harmful	disgust	0.562	memudaratkan
harlot	disgust	0.562	pelacur
sordid	disgust	0.562	keji
enemy	disgust	0.562	musuh
alcoholism	disgust	0.562	alkoholisme
awful	disgust	0.562	dahsyat
ruthless	disgust	0.562	kejam
scoundrel	disgust	0.562	bajingan
bloody	disgust	0.555	berdarah
flabby	disgust	0.555	lembik
odious	disgust	0.555	menjijikkan
beastly	disgust	0.555	kebinatangan
collusion	disgust	0.555	pakatan sulit
ridicule	disgust	0.555	ejekan
discriminating	disgust	0.555	mendiskriminasi
unattractive	disgust	0.555	tidak menarik
insufferable	disgust	0.555	tidak tahan
segregate	disgust	0.555	mengasingkan
arsenic	disgust	0.555	arsenik
threatening	disgust	0.555	mengancam
atrophy	disgust	0.555	atrofi
varicella	disgust	0.555	varicella
slayer	disgust	0.555	pembunuh
distaste	disgust	0.555	rasa jijik
coward	disgust	0.555	penakut
robbery	disgust	0.555	rompakan
wickedness	disgust	0.555	kemungkaran
anathema	disgust	0.547	laknat
malevolent	disgust	0.547	jahat
sty	disgust	0.547	sty
pillage	disgust	0.547	rompakan
thief	disgust	0.547	pencuri
suffocating	disgust	0.547	menyesakkan
condemnation	disgust	0.547	kutukan
deleterious	disgust	0.547	merosakkan
slur	disgust	0.547	cercaan
purgatory	disgust	0.547	api penyucian
attacking	disgust	0.547	menyerang
burglar	disgust	0.547	pencuri
ogre	disgust	0.547	raksasa
coercion	disgust	0.547	paksaan
vesicular	disgust	0.547	vesikular
miserable	disgust	0.547	sengsara
bitterly	disgust	0.547	dengan pahit
sneer	disgust	0.539	mengejek
greedy	disgust	0.539	tamak
gob	disgust	0.539	gob
repellant	disgust	0.539	penghalau
jealous	disgust	0.539	cemburu
drunken	disgust	0.539	mabuk
shame	disgust	0.539	rasa malu
thrash	disgust	0.539	sampah
fatty	disgust	0.539	berlemak
liar	disgust	0.539	penipu
imprisoned	disgust	0.539	dipenjarakan
sloth	disgust	0.539	kemalasan
repudiation	disgust	0.539	penolakan
disgrace	disgust	0.539	aib
infidelity	disgust	0.539	kafir
pig	disgust	0.539	babi
lethal	disgust	0.536	maut
burnt	disgust	0.531	terbakar
brawl	disgust	0.531	bergaduh
withered	disgust	0.531	layu
blemish	disgust	0.531	cela
hydrocephalus	disgust	0.531	hidrosefalus
aberration	disgust	0.531	penyelewengan
smuggler	disgust	0.531	penyeludup
painful	disgust	0.531	pedih
condescension	disgust	0.531	merendahkan diri
intolerant	disgust	0.531	tidak bertoleransi
blasphemous	disgust	0.531	menghujat
lying	disgust	0.531	berbohong
hanging	disgust	0.531	tergantung
travesty	disgust	0.531	fitnah
ruined	disgust	0.531	hancur
intrusive	disgust	0.531	mengganggu
disintegrate	disgust	0.531	hancur berkecai
destructive	disgust	0.531	merosakkan
neurotic	disgust	0.531	neurotik
disparaging	disgust	0.523	memperlekehkan
blighted	disgust	0.523	terluka
intolerance	disgust	0.523	sikap tidak bertoleransi
mistress	disgust	0.523	perempuan simpanan
avarice	disgust	0.523	ketamakan
disgraced	disgust	0.523	terhina
derogation	disgust	0.523	merendahkan
rubbish	disgust	0.523	menyampah
accusation	disgust	0.523	tuduhan
incarceration	disgust	0.523	pemenjaraan
tortious	disgust	0.516	berliku-liku
dishonor	disgust	0.516	penghinaan
stink	disgust	0.516	berbau busuk
grim	disgust	0.516	suram
rob	disgust	0.516	merompak
defraud	disgust	0.516	menipu
sump	disgust	0.516	bah
cringe	disgust	0.516	kecut perut
vulture	disgust	0.516	burung hering
deplorable	disgust	0.516	menyedihkan
mite	disgust	0.516	hama
eradication	disgust	0.516	pembasmian
degrade	disgust	0.516	merendahkan
gutter	disgust	0.516	longkang
convict	disgust	0.516	sabit kesalahan
remains	disgust	0.516	tinggal
betray	disgust	0.516	mengkhianati
daemon	disgust	0.516	daemon
sham	disgust	0.509	sham
distasteful	disgust	0.508	menjijikkan
prisoner	disgust	0.508	banduan
dreadfully	disgust	0.508	dengan dahsyatnya
worthless	disgust	0.508	tidak bernilai
crude	disgust	0.508	mentah
delirium	disgust	0.508	mengigau
incurable	disgust	0.508	tidak boleh diubati
smelling	disgust	0.508	berbau
idiocy	disgust	0.508	kebodohan
resentment	disgust	0.508	rasa dendam
bombed	disgust	0.508	dibom
blob	disgust	0.508	gumpalan
cheat	disgust	0.508	menipu
schizophrenia	disgust	0.508	skizofrenia
rejection	disgust	0.508	penolakan
belittle	disgust	0.508	memperkecilkan
glut	disgust	0.508	kelimpahan
disaster	disgust	0.508	bencana
distress	disgust	0.508	kesusahan
pest	disgust	0.508	perosak
endemic	disgust	0.508	endemik
theft	disgust	0.500	kecurian
banish	disgust	0.500	menghalau
mire	disgust	0.500	lumpur
flagrant	disgust	0.500	terang-terang
derision	disgust	0.500	cemuhan
dirt	disgust	0.500	kotoran
screaming	disgust	0.500	menjerit
offense	disgust	0.500	kesalahan
jealousy	disgust	0.500	cemburu
bribery	disgust	0.500	rasuah
polemic	disgust	0.500	polemik
blight	disgust	0.500	hawar
impeach	disgust	0.500	impeach
bitterness	disgust	0.500	kepahitan
taboo	disgust	0.500	pantang larang
duress	disgust	0.500	paksaan
goblin	disgust	0.500	jembalang
shackle	disgust	0.500	belenggu
idolatry	disgust	0.500	penyembahan berhala
greed	disgust	0.500	ketamakan
impurity	disgust	0.500	kekotoran
tirade	disgust	0.500	omelan
idiot	disgust	0.492	bodoh
boil	disgust	0.492	didih
unconscionable	disgust	0.492	tidak berakal
disreputable	disgust	0.492	terhina
robber	disgust	0.492	perompak
malign	disgust	0.492	jahat
wreck	disgust	0.492	bangkai kapal
recession	disgust	0.492	kemelesetan ekonomi
gorge	disgust	0.492	gaung
leer	disgust	0.492	leer
ill	disgust	0.492	sakit
squirm	disgust	0.492	menggeliat
raging	disgust	0.484	mengamuk
servile	disgust	0.484	budak budak
mess	disgust	0.484	keadaan huru-hara
nappy	disgust	0.484	lampin
possessed	disgust	0.484	dirasuk
unbearable	disgust	0.484	tak tertanggung
occult	disgust	0.484	ilmu ghaib
contraband	disgust	0.484	seludup
snarl	disgust	0.484	geram
mutiny	disgust	0.484	pemberontakan
mad	disgust	0.484	gila
affliction	disgust	0.484	penderitaan
stain	disgust	0.484	noda
animosity	disgust	0.484	permusuhan
contempt	disgust	0.484	penghinaan
tramp	disgust	0.484	gelandangan
nepotism	disgust	0.484	nepotisme
disrespectful	disgust	0.484	tidak hormat
defamation	disgust	0.484	fitnah
inexcusable	disgust	0.484	tidak boleh dimaafkan
aversation	disgust	0.484	kebencian
wasteful	disgust	0.484	membazir
offender	disgust	0.484	pesalah
subjugation	disgust	0.484	penaklukan
illegality	disgust	0.477	menyalahi undang-undang
dismal	disgust	0.477	suram
criminal	disgust	0.477	penjenayah
unpleasant	disgust	0.477	tidak menyenangkan
palsy	disgust	0.477	lumpuh
antagonistic	disgust	0.477	antagonis
pathetic	disgust	0.477	kasihan
uncaring	disgust	0.477	tidak mengambil berat
suppression	disgust	0.477	penindasan
immorality	disgust	0.477	maksiat
mockery	disgust	0.477	ejekan
outrage	disgust	0.469	kemarahan
mocking	disgust	0.469	mengejek
wallow	disgust	0.469	bergelumang
cough	disgust	0.469	batuk
arrogant	disgust	0.469	sombong
angry	disgust	0.469	marah
poverty	disgust	0.469	kemiskinan
grating	disgust	0.469	parut
livid	disgust	0.469	geram
aggravation	disgust	0.469	keterukan
repellent	disgust	0.469	penghalau
perspiration	disgust	0.469	peluh
banishment	disgust	0.469	buang negeri
furious	disgust	0.469	geram
shoddy	disgust	0.469	kurang baik
banshee	disgust	0.469	banshee
deceive	disgust	0.461	memperdaya
fool	disgust	0.461	bodoh
quack	disgust	0.461	dukun
distorted	disgust	0.461	diputarbelitkan
spider	disgust	0.461	labah-labah
unjustifiable	disgust	0.461	tidak wajar
deplore	disgust	0.461	kesal
spurious	disgust	0.461	palsu
perdition	disgust	0.461	kebinasaan
