English Word	Emotion	Emotion-Intensity-Score	Thai Word
cheery	anticipation	0.523	ร่าเริง
prevail	anticipation	0.523	เหนือกว่า
importance	anticipation	0.523	ความสำคัญ
notification	anticipation	0.523	การแจ้งเตือน
explosive	anticipation	0.523	ระเบิด
pleasant	anticipation	0.523	เพลิดเพลิน
ultimately	anticipation	0.523	ในที่สุด
child	anticipation	0.523	เด็ก
haste	anticipation	0.523	รีบ
prophet	anticipation	0.523	ผู้เผยพระวจนะ
recreation	anticipation	0.516	นันทนาการ
present	anticipation	0.516	ปัจจุบัน
time	anticipation	0.516	เวลา
sensuality	anticipation	0.516	ราคะ
owing	anticipation	0.516	เนื่องจาก
loom	anticipation	0.516	ทอผ้า
begun	anticipation	0.516	เริ่ม
salary	anticipation	0.516	เงินเดือน
celebrity	anticipation	0.516	คนดัง
treat	anticipation	0.516	รักษา
chocolate	anticipation	0.516	ช็อคโกแลต
caution	anticipation	0.516	คำเตือน
fermentation	anticipation	0.516	การหมัก
uncontrollable	anticipation	0.516	ควบคุมไม่ได้
precious	anticipation	0.516	ล้ำค่า
compensate	anticipation	0.516	ชดเชย
endanger	anticipation	0.516	อันตราย
renovation	anticipation	0.516	การปรับปรุงใหม่
signify	anticipation	0.508	มีความหมาย
vigilance	anticipation	0.508	ระแวดระวัง
prerequisite	anticipation	0.508	ข้อกำหนดเบื้องต้น
perfection	anticipation	0.508	ความสมบูรณ์แบบ
cultivate	anticipation	0.508	ปลูกฝัง
develop	anticipation	0.508	พัฒนา
cue	anticipation	0.508	คิว
exigent	anticipation	0.508	เร่งด่วน
transitional	anticipation	0.508	ช่วงเปลี่ยนผ่าน
commemoration	anticipation	0.508	ที่ระลึก
intermission	anticipation	0.508	พักครึ่ง
elevation	anticipation	0.508	ระดับความสูง
infant	anticipation	0.508	ทารก
practise	anticipation	0.508	ฝึกฝน
contemplation	anticipation	0.508	การไตร่ตรอง
dreadful	anticipation	0.508	น่ากลัว
wilderness	anticipation	0.508	ถิ่นทุรกันดาร
horizon	anticipation	0.508	ขอบฟ้า
sneaking	anticipation	0.500	ด้อม
uphill	anticipation	0.500	ขึ้นเนิน
puppy	anticipation	0.500	ลูกสุนัข
blindfold	anticipation	0.500	ผ้าปิดตา
unbridled	anticipation	0.500	ดื้อด้าน
horoscope	anticipation	0.500	ดูดวง
airport	anticipation	0.500	สนามบิน
reconciliation	anticipation	0.500	การปรองดอง
advocacy	anticipation	0.500	การสนับสนุน
litigate	anticipation	0.500	ดำเนินคดี
sunny	anticipation	0.500	แดดจัด
intuitively	anticipation	0.500	อย่างสังหรณ์ใจ
hero	anticipation	0.500	ฮีโร่
ardent	anticipation	0.500	กระตือรือร้น
commemorate	anticipation	0.500	รำลึก
romantic	anticipation	0.500	โรแมนติก
doomsday	anticipation	0.500	วันโลกาวินาศ
ready	anticipation	0.500	พร้อม
nascent	anticipation	0.500	ตั้งไข่
invocation	anticipation	0.500	วิงวอน
depart	anticipation	0.500	ออกเดินทาง
undisclosed	anticipation	0.500	ไม่เปิดเผย
attendance	anticipation	0.500	การเข้าร่วม
peril	anticipation	0.500	อันตราย
income	anticipation	0.500	รายได้
calculation	anticipation	0.500	การคำนวณ
zeal	anticipation	0.500	ความกระตือรือร้น
eventuality	anticipation	0.500	เหตุการณ์
favorable	anticipation	0.500	ดี
utopian	anticipation	0.500	ยูโทเปีย
swim	anticipation	0.500	ว่ายน้ำ
proceeding	anticipation	0.492	กำลังดำเนินการ
eventual	anticipation	0.492	ในที่สุด
heyday	anticipation	0.492	รุ่งเรือง
undertaking	anticipation	0.492	กิจการ
improvise	anticipation	0.492	ด้นสด
inauguration	anticipation	0.492	พิธีเปิด
consequent	anticipation	0.492	ผลที่ตามมา
perspective	anticipation	0.492	ทัศนคติ
defense	anticipation	0.492	ป้องกัน
repay	anticipation	0.492	ชำระคืน
gaping	anticipation	0.492	อ้าปากค้าง
youth	anticipation	0.492	ความเยาว์
parole	anticipation	0.492	ทัณฑ์บน
worry	anticipation	0.492	กังวล
bless	anticipation	0.492	อวยพร
restorative	anticipation	0.492	บูรณะ
court	anticipation	0.492	สนาม
highest	anticipation	0.491	สูงสุด
shortly	anticipation	0.484	ไม่นาน
auspicious	anticipation	0.484	เป็นมงคล
princely	anticipation	0.484	เจ้าชาย
correspondence	anticipation	0.484	จดหมาย
generosity	anticipation	0.484	ความเอื้ออาทร
sparkle	anticipation	0.484	ประกายไฟ
voluptuous	anticipation	0.484	ยั่วยวน
happen	anticipation	0.484	เกิดขึ้น
tremor	anticipation	0.484	ตัวสั่น
letter	anticipation	0.484	จดหมาย
vow	anticipation	0.484	สาบาน
sharpen	anticipation	0.484	ลับคม
duel	anticipation	0.484	ดวล
conjure	anticipation	0.484	คิดในใจ
threaten	anticipation	0.484	ข่มขู่
god	anticipation	0.484	พระเจ้า
engulf	anticipation	0.484	เขมือบ
unexplained	anticipation	0.484	ไม่ได้อธิบาย
contagion	anticipation	0.484	การติดเชื้อ
glorify	anticipation	0.477	เชิดชู
submit	anticipation	0.477	ส่ง
enroll	anticipation	0.477	ลงทะเบียน
unification	anticipation	0.477	การรวมกัน
gravitate	anticipation	0.477	แรงดึงดูด
glide	anticipation	0.477	ร่อน
accompaniment	anticipation	0.477	ประกอบ
cherish	anticipation	0.477	หวงแหน
adore	anticipation	0.477	รัก
powerful	anticipation	0.477	ทรงพลัง
clue	anticipation	0.477	เบาะแส
medal	anticipation	0.477	เหรียญ
contemplate	anticipation	0.477	ครุ่นคิด
perilous	anticipation	0.477	อันตราย
determinate	anticipation	0.477	กำหนด
arbitration	anticipation	0.477	อนุญาโตตุลาการ
recipient	anticipation	0.477	ผู้รับ
onset	anticipation	0.477	เริ่มมีอาการ
predispose	anticipation	0.477	จูงใจ
score	anticipation	0.477	คะแนน
torture	anticipation	0.477	ทรมาน
glow	anticipation	0.477	เรืองแสง
praiseworthy	anticipation	0.473	น่ายกย่อง
football	anticipation	0.469	ฟุตบอล
scare	anticipation	0.469	กลัว
elite	anticipation	0.469	ผู้ลากมากดี
unknown	anticipation	0.469	ไม่รู้จัก
precursor	anticipation	0.469	สารตั้งต้น
pry	anticipation	0.469	แงะ
providing	anticipation	0.469	ให้
sweets	anticipation	0.469	ขนม
cautious	anticipation	0.469	ระมัดระวัง
opera	anticipation	0.469	โอเปร่า
motion	anticipation	0.469	การเคลื่อนไหว
cash	anticipation	0.469	เงินสด
creeping	anticipation	0.469	กำลังคืบคลาน
invoke	anticipation	0.469	เรียก
star	anticipation	0.469	ดาว
shaky	anticipation	0.469	สั่นคลอน
production	anticipation	0.469	การผลิต
successful	anticipation	0.469	ประสบความสำเร็จ
immediately	anticipation	0.469	โดยทันที
dawn	anticipation	0.469	รุ่งอรุณ
starry	anticipation	0.469	เต็มไปด้วยดวงดาว
unsurpassed	anticipation	0.469	ที่ไม่มีใครเทียบ
completion	anticipation	0.469	เสร็จสิ้น
hire	anticipation	0.469	จ้าง
fete	anticipation	0.469	งานฉลอง
commemorative	anticipation	0.461	ระลึก
shining	anticipation	0.461	ส่องแสง
testament	anticipation	0.461	พินัยกรรม
pay	anticipation	0.461	จ่าย
alive	anticipation	0.461	มีชีวิตอยู่
plight	anticipation	0.461	สภาพ
preliminary	anticipation	0.461	เบื้องต้น
overture	anticipation	0.461	ทาบทาม
sanctuary	anticipation	0.461	สถานที่ศักดิ์สิทธิ์
regatta	anticipation	0.461	การแข่งเรือ
draft	anticipation	0.461	ร่าง
synchronize	anticipation	0.461	ประสาน
soundness	anticipation	0.461	ความสมบูรณ์
extricate	anticipation	0.461	คลี่คลาย
excel	anticipation	0.461	เก่ง
punt	anticipation	0.461	ถ่อ
untold	anticipation	0.461	ไม่บอก
brilliant	anticipation	0.461	ฉลาดหลักแหลม
cheerfulness	anticipation	0.461	ความร่าเริง
jeopardy	anticipation	0.461	อันตราย
friendly	anticipation	0.461	เป็นกันเอง
mail	anticipation	0.461	จดหมาย
unexpected	anticipation	0.453	คาดไม่ถึง
basketball	anticipation	0.453	บาสเกตบอล
inaugural	anticipation	0.453	เปิดตัว
supremacy	anticipation	0.453	อำนาจสูงสุด
rehabilitation	anticipation	0.453	การฟื้นฟูสมรรถภาพ
intimately	anticipation	0.453	อย่างใกล้ชิด
career	anticipation	0.453	อาชีพ
prevention	anticipation	0.453	การป้องกัน
renovate	anticipation	0.453	ปรับปรุง
compliment	anticipation	0.453	ชมเชย
prologue	anticipation	0.453	อารัมภบท
elegance	anticipation	0.453	ความสง่างาม
complement	anticipation	0.453	เติมเต็ม
flinch	anticipation	0.453	สะดุ้ง
infinity	anticipation	0.453	อินฟินิตี้
perpetuity	anticipation	0.453	ความเป็นอมตะ
sunset	anticipation	0.453	พระอาทิตย์ตก
improve	anticipation	0.453	ทำให้ดีขึ้น
fitting	anticipation	0.445	ฟิตติ้ง
confidence	anticipation	0.445	ความมั่นใจ
concealment	anticipation	0.445	การปกปิด
sweet	anticipation	0.445	หวาน
perfect	anticipation	0.445	สมบูรณ์แบบ
epidemic	anticipation	0.445	การระบาด
fain	anticipation	0.445	เฟน
volunteer	anticipation	0.445	อาสาสมัคร
share	anticipation	0.445	แบ่งปัน
surround	anticipation	0.445	ล้อมรอบ
conjecture	anticipation	0.445	การคาดเดา
sun	anticipation	0.445	ดวงอาทิตย์
veracity	anticipation	0.445	ความจริง
serial	anticipation	0.438	ซีเรียล
angel	anticipation	0.438	นางฟ้า
aloha	anticipation	0.438	อะโลฮ่า
saint	anticipation	0.438	นักบุญ
tickle	anticipation	0.438	จี้
superstitious	anticipation	0.438	ไสยศาสตร์
ferment	anticipation	0.438	หมัก
conservation	anticipation	0.438	การอนุรักษ์
devout	anticipation	0.438	ผู้ศรัทธา
respect	anticipation	0.438	เคารพ
reconstruction	anticipation	0.438	การสร้างใหม่
goodness	anticipation	0.438	ความดี
reconstruct	anticipation	0.438	บูรณะ
faith	anticipation	0.438	ศรัทธา
recombination	anticipation	0.438	การรวมตัวกันใหม่
