English Word	Emotion	Emotion-Intensity-Score	Sindhi Word
scum	disgust	0.695	گندگي
suicidal	disgust	0.695	خودڪشي ڪندڙ
wretch	disgust	0.695	خراب
abuse	disgust	0.695	بدسلوڪي
waste	disgust	0.695	فضول
intestinal	disgust	0.695	آنت
heartworm	disgust	0.688	دل جو ڪيڙو
ooze	disgust	0.688	وهڻ
treason	disgust	0.688	غداري
contaminated	disgust	0.688	آلوده
smut	disgust	0.688	ڌاڙيل
disease	disgust	0.688	بيماري
rabid	disgust	0.688	چريو
deformed	disgust	0.680	بگڙيل
hell	disgust	0.680	جهنم
soulless	disgust	0.680	بي جان
cholera	disgust	0.680	ڪالرا
bestial	disgust	0.680	جانور
antichrist	disgust	0.680	مخالف
freakish	disgust	0.680	عجيب
germ	disgust	0.680	جراثيم
detest	disgust	0.680	نفرت ڪرڻ
pollution	disgust	0.680	آلودگي
grimy	disgust	0.680	گندو
abhorrent	disgust	0.680	نفرت ڪندڙ
hatred	disgust	0.680	نفرت
abominate	disgust	0.680	نفرت ڪرڻ
sickness	disgust	0.680	بيماري
hideous	disgust	0.672	خوفناڪ
dictatorship	disgust	0.672	آمريت
loathful	disgust	0.672	نفرت ڪندڙ
greasy	disgust	0.672	چکني
dilapidated	disgust	0.672	خراب ٿيل
inhuman	disgust	0.672	غير انساني
loathing	disgust	0.672	نفرت ڪرڻ
obscene	disgust	0.672	فحش
cess	disgust	0.670	محصول
devil	disgust	0.664	شيطان
deformity	disgust	0.664	خرابي
nauseous	disgust	0.664	نڪي
deadly	disgust	0.664	موتمار
swine	disgust	0.664	سوئر
discrimination	disgust	0.664	تعصب
abominable	disgust	0.664	قابل نفرت
masochism	disgust	0.664	masochism
heretic	disgust	0.664	بدعتي
latrines	disgust	0.656	غسل خانو
corruption	disgust	0.656	ڪرپشن
poisonous	disgust	0.656	زهريلو
horror	disgust	0.656	وحشت
nefarious	disgust	0.656	بدڪار
bacteria	disgust	0.656	بيڪٽيريا
horrible	disgust	0.656	خوفناڪ
trash	disgust	0.656	ڪچرو
abortion	disgust	0.656	اسقاط حمل
death	disgust	0.656	موت
prejudiced	disgust	0.656	تعصب رکندڙ
poison	disgust	0.656	زهر
oppression	disgust	0.656	ظلم
goo	disgust	0.656	گو
victimized	disgust	0.656	شڪار ٿيل
mange	disgust	0.656	منگي
sludge	disgust	0.648	ڪچرو
trashy	disgust	0.648	ڪچرو
vindictive	disgust	0.648	انتقامي
horrid	disgust	0.648	خوفناڪ
ugly	disgust	0.648	بدصورت
immoral	disgust	0.648	غير اخلاقي
bitch	disgust	0.648	ڪچي
outhouse	disgust	0.648	ٻاهران
detestation	disgust	0.648	نفرت
horrifying	disgust	0.641	خوفناڪ
laxative	disgust	0.641	جلاب ڪرڻ وارو
unsightly	disgust	0.641	بدصورت
derogatory	disgust	0.641	توهين آميز
slop	disgust	0.641	سلپ
malfeasance	disgust	0.641	بدڪاري
spew	disgust	0.641	وجھڻ
pimple	disgust	0.641	چمڙو
criminality	disgust	0.641	ڏوهه
indecency	disgust	0.641	بي حيائي
cystic	disgust	0.641	سسٽڪ
villainous	disgust	0.641	بدمعاش
queasy	disgust	0.633	بيوقوف
mildew	disgust	0.633	mildew
oppressive	disgust	0.633	جابر
prostitution	disgust	0.633	فحاشي
secrete	disgust	0.633	لڪائڻ
ulcer	disgust	0.633	السر
rat	disgust	0.633	چوڙو
bigoted	disgust	0.633	متعصب
perpetrator	disgust	0.633	مجرم
doomsday	disgust	0.633	قيامت
sinful	disgust	0.633	گنهگار
degrading	disgust	0.625	خراب ڪندڙ
ghastly	disgust	0.625	خوفناڪ
suffering	disgust	0.625	تڪليف
obscenity	disgust	0.625	فحش
devilish	disgust	0.625	شيطاني
disgraceful	disgust	0.625	بي عزتي ڪندڙ
persecution	disgust	0.625	ظلم
contemptible	disgust	0.625	حقير
cuckold	disgust	0.625	ڪڪڙ
stools	disgust	0.625	پاخانو
dastardly	disgust	0.625	بزدليءَ سان
sin	disgust	0.625	گناهه
gluttony	disgust	0.625	پيٽ ڀرڻ
bloated	disgust	0.625	ڦٽيل
fungus	disgust	0.625	فنگس
aghast	disgust	0.625	حيران
diaper	disgust	0.617	ڊائپر
malicious	disgust	0.617	خراب
polygamy	disgust	0.617	ڪثرت ازدواج
dying	disgust	0.617	مرڻ
termite	disgust	0.617	دمڪ
fat	disgust	0.617	چربی
deceit	disgust	0.617	ٺڳي
atrocious	disgust	0.617	وحشي
guillotine	disgust	0.617	گليلوٽين
tetanus	disgust	0.617	ٽيٽينس
spoil	disgust	0.617	خراب ڪرڻ
crusty	disgust	0.617	ڪچو
sickly	disgust	0.617	بيمار
louse	disgust	0.617	لوز
strangle	disgust	0.617	گلا ڪرڻ
betrayal	disgust	0.617	خيانت
loathe	disgust	0.617	نفرت ڪرڻ
wench	disgust	0.617	وينچ
infect	disgust	0.617	متاثر ڪرڻ
violently	disgust	0.609	تشدد سان
brothel	disgust	0.609	ڪوٺي
drool	disgust	0.609	لڙڪ
bleeding	disgust	0.609	خون وهڻ
deform	disgust	0.609	خراب ڪرڻ
ghetto	disgust	0.609	گيٽو
sabotage	disgust	0.609	تخريب
venomous	disgust	0.609	زهريلو
abhor	disgust	0.609	نفرت ڪرڻ
slander	disgust	0.609	بدگماني
hostile	disgust	0.609	دشمني
musty	disgust	0.602	مزيدار
illicit	disgust	0.602	غير قانوني
ugliness	disgust	0.602	بدصورت
unwashed	disgust	0.602	اڻ ڌوتل
swampy	disgust	0.602	دلدل
deprivation	disgust	0.602	محرومي
poaching	disgust	0.602	شڪار ڪرڻ
hag	disgust	0.602	هيگ
infidel	disgust	0.602	ڪافر
imprisonment	disgust	0.602	قيد
traitor	disgust	0.602	غدار
lunacy	disgust	0.602	چريو
queasiness	disgust	0.594	بي آرامي
hostility	disgust	0.594	دشمني
repelling	disgust	0.594	ڀڄڻ
intoxicated	disgust	0.594	نشي ۾
thug	disgust	0.594	ٺڳ
catastrophe	disgust	0.594	تباهي
lunatic	disgust	0.594	چريو
misery	disgust	0.594	مصيبت
venom	disgust	0.594	زهر
butcher	disgust	0.594	ڪاسائي
toilet	disgust	0.594	ٽوائلٽ
blister	disgust	0.594	ڦورو
lurid	disgust	0.594	لالچ
slug	disgust	0.594	slug
gut	disgust	0.594	گٽ
sinner	disgust	0.594	گنهگار
deceitful	disgust	0.594	فريب ڪندڙ
epidemic	disgust	0.594	‍‍وچڙندڙ
deteriorated	disgust	0.586	خراب ٿي ويو
lavatory	disgust	0.586	غسل خانو
unclean	disgust	0.586	ناپاڪ
prostitute	disgust	0.586	طوائف
incubus	disgust	0.586	incubus
appalling	disgust	0.586	خوفناڪ
dreadful	disgust	0.586	خوفناڪ
pornography	disgust	0.586	فحش
harass	disgust	0.586	ايذاءُ ڏيڻ
squeamish	disgust	0.578	ٻرندڙ
expulsion	disgust	0.578	نيڪالي
unfaithful	disgust	0.578	بي وفا
offensive	disgust	0.578	جارحاڻي
hypocrite	disgust	0.578	منافق
humiliating	disgust	0.578	ذلت آميز
larceny	disgust	0.578	چوري
ruinous	disgust	0.578	تباهه ڪندڙ
retard	disgust	0.578	دير ڪرڻ
rash	disgust	0.578	ريش
flea	disgust	0.578	پسو
debauchery	disgust	0.578	بدمعاشي
fiend	disgust	0.578	شيطان
quagmire	disgust	0.578	دلدل
conspirator	disgust	0.578	سازش ڪندڙ
sick	disgust	0.578	بيمار
mangle	disgust	0.578	ملنگ
dogsick	disgust	0.570	ڪتن جو شڪار
egregious	disgust	0.570	زبردست
flog	disgust	0.570	ڪوڏر
despise	disgust	0.570	نفرت ڪرڻ
treacherous	disgust	0.570	غدار
oppress	disgust	0.570	ظلم ڪرڻ
swamp	disgust	0.570	دلدل
messy	disgust	0.570	گندو
spit	disgust	0.570	ٿڪڻ
dank	disgust	0.570	گندو
bastard	disgust	0.570	بيزار
devastating	disgust	0.570	تباهه ڪندڙ
serpent	disgust	0.570	نانگ
loo	disgust	0.562	لو
indecent	disgust	0.562	غير اخلاقي
insanity	disgust	0.562	جنون
stealing	disgust	0.562	چوري ڪرڻ
terrible	disgust	0.562	خوفناڪ
tyrannical	disgust	0.562	ظالم
humiliation	disgust	0.562	ذلت
snake	disgust	0.562	نانگ
sloppy	disgust	0.562	ڍلو
sinning	disgust	0.562	گناهه ڪرڻ
harmful	disgust	0.562	نقصانڪار
harlot	disgust	0.562	فاحشه
sordid	disgust	0.562	خراب
enemy	disgust	0.562	دشمن
alcoholism	disgust	0.562	شراب نوشي
awful	disgust	0.562	خوفناڪ
ruthless	disgust	0.562	بي رحم
scoundrel	disgust	0.562	بدمعاش
bloody	disgust	0.555	خوني
flabby	disgust	0.555	ڦورو
odious	disgust	0.555	گندو
beastly	disgust	0.555	جانورن سان
collusion	disgust	0.555	ميلاپ
ridicule	disgust	0.555	طنز ڪرڻ
discriminating	disgust	0.555	تعصب ڪرڻ
unattractive	disgust	0.555	اڻ وڻندڙ
insufferable	disgust	0.555	ناقابل برداشت
segregate	disgust	0.555	الڳ ڪرڻ
arsenic	disgust	0.555	ارسنڪ
threatening	disgust	0.555	ڌمڪيون ڏيڻ
atrophy	disgust	0.555	atrophy
varicella	disgust	0.555	ويريسيلا
slayer	disgust	0.555	قتل ڪندڙ
distaste	disgust	0.555	بيزاري
coward	disgust	0.555	بزدل
robbery	disgust	0.555	ڦرلٽ
wickedness	disgust	0.555	بڇڙائي
anathema	disgust	0.547	اناٿما
malevolent	disgust	0.547	بدڪار
sty	disgust	0.547	اسٽائل
pillage	disgust	0.547	ڦرلٽ
thief	disgust	0.547	چور
suffocating	disgust	0.547	دم گهڙڻ
condemnation	disgust	0.547	مذمت
deleterious	disgust	0.547	نقصانڪار
slur	disgust	0.547	گندگي
purgatory	disgust	0.547	صفائي ڪندڙ
attacking	disgust	0.547	حملو ڪرڻ
burglar	disgust	0.547	چور
ogre	disgust	0.547	اوگر
coercion	disgust	0.547	جبر
vesicular	disgust	0.547	ويسيڪيولر
miserable	disgust	0.547	ڏکوئيندڙ
bitterly	disgust	0.547	تلخيءَ سان
sneer	disgust	0.539	مسخري
greedy	disgust	0.539	لالچي
gob	disgust	0.539	گوب
repellant	disgust	0.539	ڀڃڻ وارو
jealous	disgust	0.539	حسد ڪندڙ
drunken	disgust	0.539	شرابي
shame	disgust	0.539	شرم
thrash	disgust	0.539	ڇڪڻ
fatty	disgust	0.539	ٿلهو
liar	disgust	0.539	ڪوڙو
imprisoned	disgust	0.539	قيد ڪيو ويو
sloth	disgust	0.539	سست
repudiation	disgust	0.539	انڪار
disgrace	disgust	0.539	بي عزتي
infidelity	disgust	0.539	بي وفائي
pig	disgust	0.539	سور
lethal	disgust	0.536	موتمار
burnt	disgust	0.531	سڙيل
brawl	disgust	0.531	جهيڙو
withered	disgust	0.531	سڪي ويو
blemish	disgust	0.531	داغ
hydrocephalus	disgust	0.531	hydrocephalus
aberration	disgust	0.531	خرابي
smuggler	disgust	0.531	سمگلر
painful	disgust	0.531	دردناڪ
condescension	disgust	0.531	تعزيت
intolerant	disgust	0.531	عدم برداشت
blasphemous	disgust	0.531	توهين آميز
lying	disgust	0.531	ڪوڙ ڳالهائڻ
hanging	disgust	0.531	لٽڪڻ
travesty	disgust	0.531	بدمعاشي
ruined	disgust	0.531	برباد
intrusive	disgust	0.531	مداخلت ڪندڙ
disintegrate	disgust	0.531	ٽوڙڻ
destructive	disgust	0.531	تباهه ڪندڙ
neurotic	disgust	0.531	اعصابي
disparaging	disgust	0.523	بي عزتي ڪرڻ
blighted	disgust	0.523	خراب ٿيل
intolerance	disgust	0.523	عدم برداشت
mistress	disgust	0.523	مالڪن
avarice	disgust	0.523	لالچ
disgraced	disgust	0.523	بي عزتي
derogation	disgust	0.523	توهين
rubbish	disgust	0.523	گندگي
accusation	disgust	0.523	الزام
incarceration	disgust	0.523	قيد
tortious	disgust	0.516	ڏکوئيندڙ
dishonor	disgust	0.516	بي عزتي
stink	disgust	0.516	بدبو
grim	disgust	0.516	گندو
rob	disgust	0.516	ڦر
defraud	disgust	0.516	ٺڳي ڪرڻ
sump	disgust	0.516	سمپ
cringe	disgust	0.516	چڙهڻ
vulture	disgust	0.516	گدھ
deplorable	disgust	0.516	افسوسناڪ
mite	disgust	0.516	ماٽي
eradication	disgust	0.516	خاتمو
degrade	disgust	0.516	خراب ڪرڻ
gutter	disgust	0.516	گٽر
convict	disgust	0.516	سزا ڏيندڙ
remains	disgust	0.516	رهي ٿو
betray	disgust	0.516	خيانت ڪرڻ
daemon	disgust	0.516	ڊيمون
sham	disgust	0.509	شرم
distasteful	disgust	0.508	ناپسنديده
prisoner	disgust	0.508	قيدي
dreadfully	disgust	0.508	خوفناڪ طور تي
worthless	disgust	0.508	بي قدر
crude	disgust	0.508	خام
delirium	disgust	0.508	دليرئم
incurable	disgust	0.508	لاعلاج
smelling	disgust	0.508	بوءِ
idiocy	disgust	0.508	بيوقوفي
resentment	disgust	0.508	ناراضگي
bombed	disgust	0.508	بمباري
blob	disgust	0.508	بلب
cheat	disgust	0.508	ٺڳي
schizophrenia	disgust	0.508	schizophrenia
rejection	disgust	0.508	رد ڪرڻ
belittle	disgust	0.508	گھٽ ڪرڻ
glut	disgust	0.508	گلوٽ
disaster	disgust	0.508	آفت
distress	disgust	0.508	تڪليف
pest	disgust	0.508	آفت
endemic	disgust	0.508	مقامي
theft	disgust	0.500	چوري
banish	disgust	0.500	ٻاھر ڪڍڻ
mire	disgust	0.500	مٽي
flagrant	disgust	0.500	چمڪندڙ
derision	disgust	0.500	طنز
dirt	disgust	0.500	مٽي
screaming	disgust	0.500	رڙيون ڪرڻ
offense	disgust	0.500	ڏوهه
jealousy	disgust	0.500	حسد
bribery	disgust	0.500	رشوت
polemic	disgust	0.500	تڪراري
blight	disgust	0.500	خرابي
impeach	disgust	0.500	مواخذو ڪرڻ
bitterness	disgust	0.500	تلخي
taboo	disgust	0.500	ممنوع
duress	disgust	0.500	جبر
goblin	disgust	0.500	گوبلن
shackle	disgust	0.500	زنجير
idolatry	disgust	0.500	بت پرستي
greed	disgust	0.500	لالچ
impurity	disgust	0.500	ناپاڪي
tirade	disgust	0.500	ٽائريڊ
idiot	disgust	0.492	بيوقوف
boil	disgust	0.492	جوش
unconscionable	disgust	0.492	غير شعوري
disreputable	disgust	0.492	نامناسب
robber	disgust	0.492	ڌاڙيل
malign	disgust	0.492	خراب ڪرڻ
wreck	disgust	0.492	تباهي
recession	disgust	0.492	کساد بازاري
gorge	disgust	0.492	گھاٽي
leer	disgust	0.492	لير
ill	disgust	0.492	بيمار
squirm	disgust	0.492	ڪڪر
raging	disgust	0.484	ڪاوڙجڻ
servile	disgust	0.484	خدمت ڪندڙ
mess	disgust	0.484	گندگي
nappy	disgust	0.484	نپي
possessed	disgust	0.484	قبضو ڪيل
unbearable	disgust	0.484	ناقابل برداشت
occult	disgust	0.484	جادو
contraband	disgust	0.484	ممنوع
snarl	disgust	0.484	ڇڪڻ
mutiny	disgust	0.484	بغاوت
mad	disgust	0.484	چريو
affliction	disgust	0.484	مصيبت
stain	disgust	0.484	داغ
animosity	disgust	0.484	دشمني
contempt	disgust	0.484	توهين
tramp	disgust	0.484	ٽراپ
nepotism	disgust	0.484	اقربا پروري
disrespectful	disgust	0.484	بي عزتي ڪندڙ
defamation	disgust	0.484	بدنامي
inexcusable	disgust	0.484	ناقابل معافي
aversation	disgust	0.484	نفرت
wasteful	disgust	0.484	فضول
offender	disgust	0.484	مجرم
subjugation	disgust	0.484	تابع ڪرڻ
illegality	disgust	0.477	غير قانوني
dismal	disgust	0.477	مايوس ڪندڙ
criminal	disgust	0.477	مجرم
unpleasant	disgust	0.477	ناپسنديده
palsy	disgust	0.477	فالج
antagonistic	disgust	0.477	مخالف
pathetic	disgust	0.477	افسوسناڪ
uncaring	disgust	0.477	بي پرواهه
suppression	disgust	0.477	دٻائڻ
immorality	disgust	0.477	بي حيائي
mockery	disgust	0.477	ٺٺولي
outrage	disgust	0.469	ڪاوڙ
mocking	disgust	0.469	ٺٺولي ڪرڻ
wallow	disgust	0.469	ديوار
cough	disgust	0.469	کنگهه
arrogant	disgust	0.469	وڏائي ڪندڙ
angry	disgust	0.469	ناراض
poverty	disgust	0.469	غربت
grating	disgust	0.469	ڇڪڻ
livid	disgust	0.469	بيزار
aggravation	disgust	0.469	بگاڙ
repellent	disgust	0.469	ڀڃڻ وارو
perspiration	disgust	0.469	پسيده
banishment	disgust	0.469	نيڪالي
furious	disgust	0.469	ڪاوڙيل
shoddy	disgust	0.469	ناقص
banshee	disgust	0.469	بنشي
deceive	disgust	0.461	ٺڳي ڪرڻ
fool	disgust	0.461	بيوقوف
quack	disgust	0.461	ڪوڪ
distorted	disgust	0.461	مسخ ٿيل
spider	disgust	0.461	مکڙي
unjustifiable	disgust	0.461	ناقابل جواز
deplore	disgust	0.461	افسوس ڪرڻ
spurious	disgust	0.461	ڪوڙو
perdition	disgust	0.461	تباهي
muddy	disgust	0.461	مٽيءَ وارو
fraudulent	disgust	0.461	فريب ڪندڙ
scar	disgust	0.461	داغ
prick	disgust	0.461	ڇڪڻ
insulting	disgust	0.461	بي عزتي ڪرڻ
plunder	disgust	0.461	ڦرلٽ
recklessness	disgust	0.461	لاپرواهي
stigma	disgust	0.453	داغ
disparage	disgust	0.453	بي عزتي ڪرڻ
unthinkable	disgust	0.453	ناقابل تصور
disingenuous	disgust	0.453	بيوقوف
bane	disgust	0.453	نقصان
dishonest	disgust	0.453	بي ايمان
aphid	disgust	0.453	aphid
elimination	disgust	0.453	ختم ڪرڻ
cur	disgust	0.453	ڪر
selfish	disgust	0.453	خود غرض
eschew	disgust	0.453	پاسو ڪرڻ
dire	disgust	0.453	سخت
indignation	disgust	0.453	ڪاوڙ
antipathy	disgust	0.453	ضد
alienate	disgust	0.453	ڌار ڪرڻ
mosquito	disgust	0.445	مڇر
piles	disgust	0.445	انبار
pious	disgust	0.445	پرهيزگار
lie	disgust	0.445	ڪوڙ
opium	disgust	0.445	آفيم
smell	disgust	0.445	بو
iniquity	disgust	0.445	بي انصافي
caries	disgust	0.445	caries
despair	disgust	0.445	مايوسي
recalcitrant	disgust	0.445	رعايت ڪندڙ
egotistical	disgust	0.445	انا پرست
wasted	disgust	0.445	ضايع ڪرڻ
vacuous	disgust	0.445	خالي
bankruptcy	disgust	0.445	ديوال
garish	disgust	0.445	گارش
obnoxious	disgust	0.438	ناپسنديده
ashamed	disgust	0.438	شرمسار
abject	disgust	0.438	بي عزتي
sticky	disgust	0.438	چپچپا
scream	disgust	0.438	رڙ
hopelessness	disgust	0.438	نا اميدي
homeless	disgust	0.438	بي گهر
shun	disgust	0.438	پري ڪرڻ
inmate	disgust	0.438	قيدي
alien	disgust	0.438	اجنبي
hog	disgust	0.438	ٻج
aversion	disgust	0.438	نفرت
abnormal	disgust	0.438	غير معمولي
cursing	disgust	0.430	لعنت ڪرڻ
undesirable	disgust	0.430	ناپسنديده
denounce	disgust	0.430	مذمت ڪرڻ
witch	disgust	0.430	جادوگري
creature	disgust	0.430	مخلوق
lusty	disgust	0.430	لالچ
illegal	disgust	0.430	غير قانوني
debris	disgust	0.430	ملبو
callous	disgust	0.430	سخت
reflux	disgust	0.430	موٽڻ
adverse	disgust	0.430	ناڪاري
shameless	disgust	0.430	بي شرم
separatist	disgust	0.430	عليحدگي پسند
trickery	disgust	0.430	ٺڳي
falsity	disgust	0.430	ڪوڙ
pall	disgust	0.430	پيل
defiance	disgust	0.430	مخالفت
