English Word	Emotion	Emotion-Intensity-Score	Indonesian Word
displeasure	disgust	0.406	ketidaksenangan
repel	disgust	0.406	mengusir
falsify	disgust	0.406	memalsukan
ungrateful	disgust	0.406	tidak tahu berterima kasih
unkind	disgust	0.406	kasar
phony	disgust	0.406	palsu
prosecution	disgust	0.406	penuntutan
woe	disgust	0.398	duka
averse	disgust	0.398	enggan
loon	disgust	0.398	loon
worsening	disgust	0.398	memburuk
paucity	disgust	0.398	kekurangan
unnatural	disgust	0.398	tidak wajar
amphetamines	disgust	0.398	amfetamin
senseless	disgust	0.398	bodoh
rigor	disgust	0.398	kekakuan
subvert	disgust	0.398	menumbangkan
failure	disgust	0.398	kegagalan
lick	disgust	0.398	menjilat
unruly	disgust	0.398	tegar
woefully	disgust	0.398	dengan menyedihkan
stingy	disgust	0.398	pelit
crushing	disgust	0.398	penumpasan
disdain	disgust	0.398	penghinaan
insult	disgust	0.393	menyinggung
averseness	disgust	0.391	keengganan
disrelish	disgust	0.391	rasa jijik
punished	disgust	0.391	dihukum
critter	disgust	0.391	makhluk
damage	disgust	0.391	kerusakan
scorpion	disgust	0.391	kalajengking
diatribe	disgust	0.391	cacian
muff	disgust	0.391	sarung tangan bulu
farcical	disgust	0.391	lucu
antisocial	disgust	0.391	antisosial
hardened	disgust	0.391	mengeras
punishment	disgust	0.391	hukuman
bad	disgust	0.391	buruk
expel	disgust	0.391	mengeluarkan
surly	disgust	0.383	bermuka masam
lament	disgust	0.383	meratapi
illiterate	disgust	0.383	buta huruf
divorce	disgust	0.383	perceraian
teeming	disgust	0.383	padat
plagiarism	disgust	0.383	plagiat
eviction	disgust	0.383	pengusiran
orc	disgust	0.383	orc
disappoint	disgust	0.383	mengecewakan
shabby	disgust	0.383	lusuh
presumptuous	disgust	0.383	lancang
anaconda	disgust	0.383	anakonda
discord	disgust	0.383	perselisihan
guilt	disgust	0.383	kesalahan
fugitive	disgust	0.383	buronan
irrational	disgust	0.383	irasional
adder	disgust	0.383	penambah
fulsome	disgust	0.383	munafik
sacrifices	disgust	0.383	pengorbanan
hypocritical	disgust	0.383	munafik
shock	disgust	0.375	terkejut
alienation	disgust	0.375	pengasingan
scoff	disgust	0.375	mencemoohkan
plight	disgust	0.375	keadaan buruk
irritation	disgust	0.375	gangguan
unworthy	disgust	0.375	tak layak
misconduct	disgust	0.375	kesalahan
defective	disgust	0.375	cacat
blame	disgust	0.375	menyalahkan
depressing	disgust	0.375	muram
dislocated	disgust	0.375	terkilir
irritating	disgust	0.375	menjengkelkan
vainly	disgust	0.367	dengan sia-sia
toad	disgust	0.367	kodok
powerless	disgust	0.367	tak berdaya
coerce	disgust	0.367	memaksa
shuddering	disgust	0.367	gemetar
stripped	disgust	0.367	dilucuti
revoke	disgust	0.367	menarik kembali
wimpy	disgust	0.367	lemah
unhealthy	disgust	0.367	tidak sehat
exclusion	disgust	0.367	pengecualian
disillusionment	disgust	0.367	kekecewaan
blatant	disgust	0.367	menyolok
hurtful	disgust	0.367	menyakitkan
hoax	disgust	0.367	kebohongan
wimp	disgust	0.367	pengecut
cad	disgust	0.367	cad
pitfall	disgust	0.367	batu sandungan
squelch	disgust	0.367	memadamkan
deserted	disgust	0.359	sepi
damn	disgust	0.359	Sial
incompatible	disgust	0.359	tidak kompatibel
dispose	disgust	0.359	membuang
oddity	disgust	0.359	keanehan
rebellion	disgust	0.359	pemberontakan
ineptitude	disgust	0.359	tindakan yg bodoh
bug	disgust	0.359	serangga
disobedience	disgust	0.359	pembangkangan
inept	disgust	0.352	tidak kompeten
litigate	disgust	0.352	mengajukan perkara
dismissal	disgust	0.352	pemecatan
cutting	disgust	0.352	pemotongan
untoward	disgust	0.352	tidak diinginkan
displeased	disgust	0.352	tidak senang
censor	disgust	0.352	sensor
ridiculous	disgust	0.352	konyol
compost	disgust	0.352	kompos
frustrate	disgust	0.352	menggagalkan
misbehavior	disgust	0.352	kelakuan buruk
lawyer	disgust	0.352	pengacara
crushed	disgust	0.352	hancur
flesh	disgust	0.352	daging
uncertain	disgust	0.352	tidak pasti
obi	disgust	0.352	obi
flinch	disgust	0.352	mengernyit
fierce	disgust	0.352	garang
wrongful	disgust	0.352	salah
depreciate	disgust	0.344	terdepresiasi
disapprove	disgust	0.344	tidak setuju
tearful	disgust	0.344	menangis
grumble	disgust	0.336	ngomel
unsettled	disgust	0.336	gelisah
annoy	disgust	0.336	mengganggu
exigent	disgust	0.336	darurat
heartsick	disgust	0.336	sedih
lawsuit	disgust	0.336	gugatan
discoloration	disgust	0.336	perubahan warna
lumpy	disgust	0.336	kental
daft	disgust	0.336	gila
blunder	disgust	0.336	kekeliruan
discontent	disgust	0.336	ketidakpuasan
bickering	disgust	0.336	pertengkaran
thoughtless	disgust	0.336	tanpa berpikir
disliked	disgust	0.336	tidak disukai
disinclination	disgust	0.336	keseganan
distrust	disgust	0.336	ketidakpercayaan
disallowed	disgust	0.336	tidak diizinkan
instability	disgust	0.328	ketidakstabilan
hydrophobia	disgust	0.328	penyakit anjing gila
whine	disgust	0.328	merengek
inhibit	disgust	0.328	menghalangi
excluded	disgust	0.328	pengecualian
provoking	disgust	0.328	memprovokasi
grievance	disgust	0.328	keluhan
unmanageable	disgust	0.328	tidak terkendali
sly	disgust	0.328	licik
exasperation	disgust	0.328	kejengkelan
cacophony	disgust	0.328	hiruk pikuk
unsatisfactory	disgust	0.328	tidak memuaskan
disappointed	disgust	0.328	kecewa
materialist	disgust	0.328	materialis
misleading	disgust	0.321	menyesatkan
mishap	disgust	0.320	kecelakaan
soot	disgust	0.320	jelaga
humbug	disgust	0.320	omong kosong
disclaim	disgust	0.320	melepaskan
annoyance	disgust	0.320	gangguan
disapproving	disgust	0.320	tidak setuju
disservice	disgust	0.320	tindakan merugikan
reproach	disgust	0.320	mencela
confined	disgust	0.320	terbatas
unequal	disgust	0.320	tidak setara
rags	disgust	0.320	kain
groan	disgust	0.320	mengerang
soil	disgust	0.312	tanah
inappropriate	disgust	0.312	tidak pantas
criticize	disgust	0.312	mengkritik
disincline	disgust	0.312	tdk bersedia
theism	disgust	0.312	theisme
depreciated	disgust	0.312	disusutkan
inconsiderate	disgust	0.312	tidak pengertian
overpriced	disgust	0.312	terlalu mahal
stomach	disgust	0.312	perut
burke	disgust	0.312	menutup perkara
sneeze	disgust	0.312	bersin
gall	disgust	0.305	empedu
bang	disgust	0.305	bang
inadmissible	disgust	0.305	tidak dapat diterima
unfriendly	disgust	0.305	tidak ramah
unaccountable	disgust	0.305	tidak bertanggung jawab
disparity	disgust	0.305	perbedaan
latent	disgust	0.305	terpendam
disliking	disgust	0.305	tidak suka
shack	disgust	0.305	gubuk
grumpy	disgust	0.305	pemarah
coop	disgust	0.304	mengurung
disappointment	disgust	0.297	kekecewaan
scold	disgust	0.297	memarahi
delay	disgust	0.297	menunda
congress	disgust	0.297	Kongres
growling	disgust	0.297	menggeram
backwards	disgust	0.297	ke belakang
soreness	disgust	0.297	rasa sakit
disregarded	disgust	0.297	diabaikan
rogue	disgust	0.297	penipu
lonely	disgust	0.297	kesepian
notoriety	disgust	0.289	kemasyhuran
catechism	disgust	0.289	katekese
flop	disgust	0.289	kegagalan
infamous	disgust	0.289	terkenal jahat
janitor	disgust	0.289	pesuruh
nettle	disgust	0.289	jelatang
saturated	disgust	0.281	jenuh
prohibited	disgust	0.281	dilarang
gaby	disgust	0.281	orang bodoh
wince	disgust	0.281	menggerenyet
desist	disgust	0.281	berhenti
unfair	disgust	0.281	tidak adil
aftermath	disgust	0.281	akibat
remiss	disgust	0.281	lalai
tribunal	disgust	0.273	pengadilan
discolored	disgust	0.273	berubah warna
wrangling	disgust	0.273	pertengkaran
uneasy	disgust	0.273	gelisah
huff	disgust	0.273	huff
weird	disgust	0.266	aneh
impolite	disgust	0.266	tidak sopan
swig	disgust	0.266	meneguk
crawl	disgust	0.266	merangkak
unsatisfied	disgust	0.266	tidak puas
inefficiency	disgust	0.266	ketidakefisienan
frantic	disgust	0.266	panik
bureaucrat	disgust	0.266	birokrat
politic	disgust	0.266	politik
coldness	disgust	0.266	kedinginan
gruff	disgust	0.258	kasar
octopus	disgust	0.258	gurita
chagrin	disgust	0.258	mengecewakan
barrow	disgust	0.258	gerobak dorong
copycat	disgust	0.258	peniru
incase	disgust	0.258	dalam hal
rascal	disgust	0.258	bajingan
sarcasm	disgust	0.258	sarkasme
instinctive	disgust	0.258	naluriah
misconception	disgust	0.250	kesalahpahaman
disinclined	disgust	0.250	segan
john	disgust	0.250	john
hulk	disgust	0.250	raksasa
baboon	disgust	0.250	babon
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	bekam
lose	disgust	0.250	kehilangan
rook	disgust	0.242	benteng
entangled	disgust	0.242	terjerat
gratuitous	disgust	0.242	serampangan
scrub	disgust	0.242	menggosok
opponent	disgust	0.242	lawan
tariff	disgust	0.242	tarif
questionable	disgust	0.234	dipertanyakan
prolong	disgust	0.234	memperpanjang
reluctance	disgust	0.234	keengganan
lagging	disgust	0.234	tertinggal
misstatement	disgust	0.234	salah saji
resign	disgust	0.234	berhenti
unlucky	disgust	0.234	sial
backwardness	disgust	0.234	keterbelakangan
ineffectual	disgust	0.227	tidak efektif
disqualified	disgust	0.227	didiskualifikasi
subsidy	disgust	0.227	subsidi
reversal	disgust	0.227	kemunduran
default	disgust	0.227	bawaan
fussy	disgust	0.227	cerewet
unpopular	disgust	0.227	tidak populer
petroleum	disgust	0.219	minyak bumi
intense	disgust	0.219	intens
evade	disgust	0.219	menghindari
frowning	disgust	0.219	mengerutkan kening
weight	disgust	0.219	bobot
dame	disgust	0.219	wanita cantik
donkey	disgust	0.211	keledai
actionable	disgust	0.211	dapat ditindaklanjuti
tawny	disgust	0.211	kuning kecoklatan
unhappy	disgust	0.211	tidak bahagia
dandy	disgust	0.203	pesolek
birch	disgust	0.203	Birch
speck	disgust	0.203	bintik
hood	disgust	0.203	jilbab
owing	disgust	0.203	yg berhutang
desert	disgust	0.203	gurun
indifference	disgust	0.203	pengabaian
awkwardness	disgust	0.203	kejanggalan
rave	disgust	0.203	sambutan hangat
gnome	disgust	0.203	jembalang
inconvenient	disgust	0.203	tidak nyaman
howl	disgust	0.195	melolong
dabbling	disgust	0.195	mencoba-coba
morals	disgust	0.195	moral
misguided	disgust	0.195	sesat
airs	disgust	0.195	mengudara
gelatin	disgust	0.195	agar-agar
fleece	disgust	0.195	bulu domba
monochrome	disgust	0.195	satu warna
lush	disgust	0.188	subur
celebrity	disgust	0.188	selebriti
avoid	disgust	0.188	menghindari
gent	disgust	0.188	pria
stalemate	disgust	0.188	jalan buntu
lesser	disgust	0.188	lebih rendah
sunk	disgust	0.180	tenggelam
nose	disgust	0.180	hidung
laughable	disgust	0.180	menggelikan
claimant	disgust	0.180	penuntut
possession	disgust	0.180	milik
larger	disgust	0.164	lebih besar
pregnancy	disgust	0.164	kehamilan
thrift	disgust	0.164	penghematan
undoubted	disgust	0.164	tidak diragukan lagi
mouthful	disgust	0.164	suap
hoot	disgust	0.164	tiupan
sentence	disgust	0.156	kalimat
misplace	disgust	0.156	salah menaruhkan
clamor	disgust	0.156	keributan
parrot	disgust	0.156	burung beo
obliging	disgust	0.156	mewajibkan
nameless	disgust	0.148	tanpa nama
bummer	disgust	0.148	kekecewaan
elf	disgust	0.141	peri
feeling	disgust	0.141	merasa
excellence	disgust	0.141	keunggulan
gray	disgust	0.133	Abu-abu
asymmetry	disgust	0.133	asimetri
turn	disgust	0.133	belok
clumsy	disgust	0.133	ceroboh
stall	disgust	0.133	kios
bran	disgust	0.125	dedak
finally	disgust	0.125	akhirnya
lord	disgust	0.125	Tuan
nurture	disgust	0.117	membina
savor	disgust	0.117	menikmati
cove	disgust	0.117	teluk kecil
winning	disgust	0.109	kemenangan
lemon	disgust	0.109	lemon
powerful	disgust	0.102	kuat
glitter	disgust	0.094	berkilau
interior	disgust	0.086	pedalaman
mind	disgust	0.086	pikiran
interested	disgust	0.078	tertarik
treat	disgust	0.078	merawat
abundance	disgust	0.078	kelimpahan
honest	disgust	0.055	jujur
kite	disgust	0.055	layang-layang
humble	disgust	0.047	rendah hati
tree	disgust	0.039	pohon
torture	fear	0.984	menyiksa
terrorist	fear	0.972	teroris
terrorists	fear	0.969	teroris
horrific	fear	0.969	mengerikan
terrorism	fear	0.969	terorisme
suicidebombing	fear	0.967	bom bunuh diri
kill	fear	0.962	membunuh
homicidal	fear	0.959	pembunuhan
catastrophe	fear	0.953	malapetaka
annihilate	fear	0.953	membinasakan
murderer	fear	0.953	pembunuh
terror	fear	0.953	teror
dying	fear	0.948	sekarat
war	fear	0.942	perang
bombing	fear	0.938	pengeboman
bomb	fear	0.935	bom
missiles	fear	0.934	rudal
horror	fear	0.923	kengerian
brutality	fear	0.922	kebrutalan
terrorize	fear	0.922	meneror
horrified	fear	0.922	ngeri
bloodthirsty	fear	0.922	haus darah
murderous	fear	0.920	kejam
massacre	fear	0.911	pembantaian
terrifying	fear	0.906	menakutkan
fatality	fear	0.906	kematian
horrifying	fear	0.906	mengerikan
demon	fear	0.906	setan
mutilation	fear	0.906	mutilasi
killing	fear	0.906	pembunuhan
holocaust	fear	0.906	bencana
assassinate	fear	0.906	membunuh
terrified	fear	0.906	ketakutan
devastation	fear	0.906	penghancuran
murder	fear	0.906	pembunuhan
horrors	fear	0.906	kengerian
suicidal	fear	0.898	kecenderungan bunuh diri
assault	fear	0.891	serangan
kidnap	fear	0.891	menculik
slaughter	fear	0.891	pembantaian
crucifixion	fear	0.891	penyaliban
doomed	fear	0.888	terkutuk
poisoned	fear	0.886	keracunan
suicide	fear	0.879	bunuh diri
explosion	fear	0.879	ledakan
deadly	fear	0.875	mematikan
assassin	fear	0.875	pembunuh
annihilation	fear	0.875	penghancuran
savagery	fear	0.875	kebiadaban
disaster	fear	0.875	bencana
threatening	fear	0.875	mengancam
slaughtering	fear	0.875	menyembelih
disastrous	fear	0.875	bencana
dismemberment	fear	0.875	pemotongan
suffocation	fear	0.875	mati lemas
rape	fear	0.870	memperkosa
hell	fear	0.860	neraka
homicide	fear	0.859	pembunuhan
molestation	fear	0.859	penganiayaan
bloodshed	fear	0.859	pertumpahan darah
barbaric	fear	0.859	biadab
explosive	fear	0.859	eksplosif
warfare	fear	0.859	perang
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	tragedi
anthrax	fear	0.859	antraks
demonic	fear	0.859	jahat
executioner	fear	0.859	algojo
dread	fear	0.859	rasa takut
guillotine	fear	0.859	guillotine
attacking	fear	0.859	menyerang
peril	fear	0.859	bahaya
slaughterhouse	fear	0.859	rumah jagal
annihilated	fear	0.859	musnah
suffocating	fear	0.858	mencekik
treachery	fear	0.856	pengkhianatan
fright	fear	0.853	ketakutan
monster	fear	0.844	raksasa
traumatic	fear	0.844	traumatis
abomination	fear	0.844	kekejian
apocalypse	fear	0.844	wahyu
slayer	fear	0.844	pembunuh
scare	fear	0.844	ketakutan
morgue	fear	0.844	kamar mayat
painful	fear	0.844	menyakitkan
frightened	fear	0.844	takut
vengeance	fear	0.844	pembalasan dendam
scariest	fear	0.844	paling menakutkan
destroying	fear	0.844	menghancurkan
execution	fear	0.844	eksekusi
panicked	fear	0.844	panik
petrified	fear	0.844	ketakutan
afraid	fear	0.844	takut
frightening	fear	0.844	menakutkan
drown	fear	0.844	menenggelamkan
bombardment	fear	0.844	pengeboman
death	fear	0.843	kematian
chaos	fear	0.839	kekacauan
ghastly	fear	0.836	mengerikan
evil	fear	0.833	kejahatan
intruder	fear	0.828	pengacau
hellish	fear	0.828	jahat
brutal	fear	0.828	brutal
cancer	fear	0.828	kanker
devil	fear	0.828	setan
grenade	fear	0.828	granat
eradication	fear	0.828	pemberantasan
frighten	fear	0.828	menakuti
explode	fear	0.828	meledak
assassination	fear	0.828	pembunuhan
fatal	fear	0.828	fatal
paralyze	fear	0.828	melumpuhkan
gunmen	fear	0.828	orang-orang bersenjata
violently	fear	0.828	dengan kekerasan
nightmare	fear	0.828	mimpi buruk
doomsday	fear	0.828	kiamat
doom	fear	0.828	malapetaka
manslaughter	fear	0.828	pembunuhan
fear	fear	0.828	takut
kidnapped	fear	0.828	diculik
trauma	fear	0.828	trauma
morbidity	fear	0.820	morbiditas
crippling	fear	0.817	melumpuhkan
savage	fear	0.814	Kejam
shooting	fear	0.812	penembakan
quake	fear	0.812	gempa
poisonous	fear	0.812	beracun
damnation	fear	0.812	kutukan
violence	fear	0.812	kekerasan
destructive	fear	0.812	destruktif
aggressor	fear	0.812	agresor
suffering	fear	0.812	menderita
violent	fear	0.812	brutal
frightful	fear	0.812	mengerikan
crushed	fear	0.812	hancur
earthquake	fear	0.812	gempa bumi
heartattack	fear	0.812	serangan jantung
hurricane	fear	0.811	badai
imprisoned	fear	0.811	dipenjara
exterminate	fear	0.810	memusnahkan
fearing	fear	0.808	takut
hemorrhage	fear	0.807	pendarahan
torment	fear	0.806	menyiksa
lethal	fear	0.806	letal
venom	fear	0.804	bisa ular
claustrophobia	fear	0.803	klaustrofobia
snakes	fear	0.802	ular
danger	fear	0.802	bahaya
exorcism	fear	0.800	pengusiran setan
obliterated	fear	0.800	dilenyapkan
robbery	fear	0.800	perampokan
terrifies	fear	0.798	menakutkan
cyanide	fear	0.797	sianida
incurable	fear	0.797	tak tersembuhkan
anxietyattack	fear	0.797	serangan kecemasan
mortality	fear	0.797	kematian
attack	fear	0.797	menyerang
monstrosity	fear	0.797	keburukan
extermination	fear	0.797	pemusnahan
bombers	fear	0.797	pengebom
harmful	fear	0.797	berbahaya
persecution	fear	0.797	penganiayaan
biggestfear	fear	0.797	ketakutan terbesar
poison	fear	0.797	racun
cruelty	fear	0.797	kekejaman
hysteria	fear	0.797	histeri
destruction	fear	0.797	penghancuran
dreadfully	fear	0.796	sangat
arson	fear	0.794	pembakaran
devastate	fear	0.792	menghancurkan
tyrant	fear	0.788	tiran
warcrimes	fear	0.785	kejahatan perang
perish	fear	0.784	tewas
feared	fear	0.782	ditakuti
maniac	fear	0.781	Gila
bloody	fear	0.781	berdarah
freakingout	fear	0.781	panik
warlike	fear	0.781	berkenaan dengan perang
rampage	fear	0.781	mengamuk
screaming	fear	0.781	teriakan
lifeless	fear	0.781	tak bernyawa
enslaved	fear	0.781	diperbudak
venomous	fear	0.781	berbisa
snake	fear	0.776	ular
epidemic	fear	0.776	epidemi
panicattack	fear	0.774	serangan panik
crisis	fear	0.766	krisis
hazardous	fear	0.766	berbahaya
fearful	fear	0.766	takut
dangerously	fear	0.766	secara berbahaya
shipwreck	fear	0.766	Kecelakaan kapal
scary	fear	0.766	menakutkan
tumor	fear	0.766	tumor
invader	fear	0.766	penyerbu
invade	fear	0.766	menyerbu
die	fear	0.766	mati
detonate	fear	0.766	meledakkan
violation	fear	0.766	pelanggaran
reprisal	fear	0.766	pembalasan
criminal	fear	0.766	pidana
riot	fear	0.766	kerusuhan
obliterate	fear	0.766	melenyapkan
inferno	fear	0.766	neraka
leprosy	fear	0.766	kusta
jihad	fear	0.766	jihad
ohshit	fear	0.766	astaga
claustrophobic	fear	0.765	sesak
hyperventilating	fear	0.762	hiperventilasi
nightmares	fear	0.759	mimpi buruk
destroyed	fear	0.754	hancur
ghostly	fear	0.754	remang
treacherous	fear	0.750	berbahaya
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	tragedi
slavery	fear	0.750	perbudakan
cholera	fear	0.750	kolera
anarchist	fear	0.750	anarkis
panic	fear	0.750	panik
anaconda	fear	0.750	anakonda
hurricanes	fear	0.750	badai
wrenching	fear	0.750	memilukan
tyranny	fear	0.750	kezaliman
imprisonment	fear	0.750	hukuman penjara
dreadful	fear	0.750	mengerikan
agony	fear	0.750	rasa sakit
dangerous	fear	0.750	berbahaya
obliteration	fear	0.750	penghapusan
projectiles	fear	0.750	proyektil
destroyer	fear	0.750	perusak
strangle	fear	0.750	mencekik
hazard	fear	0.750	bahaya
riotous	fear	0.750	liar
accident	fear	0.750	kecelakaan
mortuary	fear	0.750	kamar mayat
anarchy	fear	0.750	anarki
fears	fear	0.750	ketakutan
malignancy	fear	0.742	keganasan
bombard	fear	0.740	membombardir
cannibal	fear	0.740	kanibal
abominable	fear	0.738	mengerikan
depraved	fear	0.734	bejat
bomber	fear	0.734	pembom
crash	fear	0.734	menabrak
tornado	fear	0.734	angin topan
victimized	fear	0.734	menjadi korban
hyperventilate	fear	0.734	hiperventilasi
melee	fear	0.734	perkelahian
cursed	fear	0.734	dikutuk
mutiny	fear	0.734	pemberontakan
dictatorship	fear	0.734	kediktatoran
shoot	fear	0.734	menembak
horrible	fear	0.734	mengerikan
misery	fear	0.734	penderitaan
gore	fear	0.734	menanduk
paralysis	fear	0.734	kelumpuhan
tyrannical	fear	0.734	kejam
missile	fear	0.734	peluru kendali
gun	fear	0.734	senjata
devilish	fear	0.734	jahat
diseased	fear	0.734	sakit
shot	fear	0.734	tembakan
mafia	fear	0.734	mafia
beast	fear	0.734	binatang buas
malignant	fear	0.734	ganas
scared	fear	0.734	takut
hostage	fear	0.734	sandera
threaten	fear	0.734	mengancam
turmoil	fear	0.733	kekacauan
combat	fear	0.728	tempur
alligator	fear	0.727	buaya
ruin	fear	0.725	kehancuran
