English Word	Emotion	Emotion-Intensity-Score	Ukrainian Word
wretched	disgust	0.711	жалюгідний
mortification	disgust	0.711	умертвіння
violent	disgust	0.711	жорстокий
poisoned	disgust	0.711	отруєний
nauseate	disgust	0.703	нудити
slimy	disgust	0.703	слизовий
grope	disgust	0.703	намацати
slut	disgust	0.703	повія
nasty	disgust	0.703	противний
disgusting	disgust	0.703	огидний
depraved	disgust	0.703	розбещений
porn	disgust	0.703	порно
hateful	disgust	0.703	ненависний
vulgarity	disgust	0.703	вульгарність
noxious	disgust	0.703	шкідливий
grime	disgust	0.703	бруд
constipation	disgust	0.703	запор
secretion	disgust	0.703	секреція
poisoning	disgust	0.703	отруєння
despotism	disgust	0.703	деспотизм
measles	disgust	0.696	кір
contagious	disgust	0.695	заразний
obesity	disgust	0.695	ожиріння
wart	disgust	0.695	бородавка
hate	disgust	0.695	ненависть
hellish	disgust	0.695	пекельний
scum	disgust	0.695	покидьки
suicidal	disgust	0.695	суїцидальні
wretch	disgust	0.695	негідник
abuse	disgust	0.695	зловживання
waste	disgust	0.695	відходи
intestinal	disgust	0.695	кишковий
heartworm	disgust	0.688	дирофілярія
ooze	disgust	0.688	сочитися
treason	disgust	0.688	державна зрада
contaminated	disgust	0.688	забруднені
smut	disgust	0.688	сажня
disease	disgust	0.688	захворювання
rabid	disgust	0.688	скажений
deformed	disgust	0.680	деформований
hell	disgust	0.680	пекло
soulless	disgust	0.680	бездушний
cholera	disgust	0.680	холера
bestial	disgust	0.680	звірячий
antichrist	disgust	0.680	антихрист
freakish	disgust	0.680	химерний
germ	disgust	0.680	зародок
detest	disgust	0.680	ненавиджу
pollution	disgust	0.680	забруднення
grimy	disgust	0.680	брудний
abhorrent	disgust	0.680	огидний
hatred	disgust	0.680	ненависть
abominate	disgust	0.680	огидний
sickness	disgust	0.680	хвороба
hideous	disgust	0.672	огидний
dictatorship	disgust	0.672	диктатура
loathful	disgust	0.672	ненависний
greasy	disgust	0.672	жирний
dilapidated	disgust	0.672	напівзруйнований
inhuman	disgust	0.672	нелюдський
loathing	disgust	0.672	відраза
obscene	disgust	0.672	непристойний
cess	disgust	0.670	cess
devil	disgust	0.664	диявол
deformity	disgust	0.664	деформація
nauseous	disgust	0.664	нудотний
deadly	disgust	0.664	смертельний
swine	disgust	0.664	свинячий
discrimination	disgust	0.664	дискримінація
abominable	disgust	0.664	огидний
masochism	disgust	0.664	мазохізм
heretic	disgust	0.664	єретик
latrines	disgust	0.656	вбиральні
corruption	disgust	0.656	корупція
poisonous	disgust	0.656	отруйний
horror	disgust	0.656	жах
nefarious	disgust	0.656	мерзенний
bacteria	disgust	0.656	бактерії
horrible	disgust	0.656	жахливий
trash	disgust	0.656	сміття
abortion	disgust	0.656	аборт
death	disgust	0.656	смерть
prejudiced	disgust	0.656	упереджений
poison	disgust	0.656	отрута
oppression	disgust	0.656	гноблення
goo	disgust	0.656	гу
victimized	disgust	0.656	жертвами
mange	disgust	0.656	короста
sludge	disgust	0.648	мул
trashy	disgust	0.648	поганий
vindictive	disgust	0.648	мстивий
horrid	disgust	0.648	жахливий
ugly	disgust	0.648	потворний
immoral	disgust	0.648	аморальний
bitch	disgust	0.648	сука
outhouse	disgust	0.648	флігель
detestation	disgust	0.648	огида
horrifying	disgust	0.641	жахливий
laxative	disgust	0.641	проносне
unsightly	disgust	0.641	непривабливий
derogatory	disgust	0.641	принизливий
slop	disgust	0.641	помиї
malfeasance	disgust	0.641	посадовий злочин
spew	disgust	0.641	вивергати
pimple	disgust	0.641	прищ
criminality	disgust	0.641	злочинність
indecency	disgust	0.641	непристойність
cystic	disgust	0.641	кістозний
villainous	disgust	0.641	злодійський
queasy	disgust	0.633	нудотний
mildew	disgust	0.633	цвіль
oppressive	disgust	0.633	гнітючий
prostitution	disgust	0.633	проституція
secrete	disgust	0.633	виділяють
ulcer	disgust	0.633	виразка
rat	disgust	0.633	щур
bigoted	disgust	0.633	фанатичний
perpetrator	disgust	0.633	злочинець
doomsday	disgust	0.633	судний день
sinful	disgust	0.633	грішний
degrading	disgust	0.625	принизливий
ghastly	disgust	0.625	жахливий
suffering	disgust	0.625	страждання
obscenity	disgust	0.625	непристойність
devilish	disgust	0.625	диявольський
disgraceful	disgust	0.625	ганебний
persecution	disgust	0.625	переслідування
contemptible	disgust	0.625	презирливий
cuckold	disgust	0.625	рогоносець
stools	disgust	0.625	табуретки
dastardly	disgust	0.625	підло
sin	disgust	0.625	гріх
gluttony	disgust	0.625	обжерливість
bloated	disgust	0.625	роздутий
fungus	disgust	0.625	грибок
aghast	disgust	0.625	приголомшений
diaper	disgust	0.617	підгузник
malicious	disgust	0.617	зловмисний
polygamy	disgust	0.617	полігамія
dying	disgust	0.617	вмираючий
termite	disgust	0.617	термітник
fat	disgust	0.617	жиру
deceit	disgust	0.617	обман
atrocious	disgust	0.617	жорстокий
guillotine	disgust	0.617	гільйотина
tetanus	disgust	0.617	правець
spoil	disgust	0.617	псувати
crusty	disgust	0.617	хрусткий
sickly	disgust	0.617	хворобливий
louse	disgust	0.617	воша
strangle	disgust	0.617	душити
betrayal	disgust	0.617	зрада
loathe	disgust	0.617	ненавидіти
wench	disgust	0.617	дівка
infect	disgust	0.617	заразити
violently	disgust	0.609	насильно
brothel	disgust	0.609	бордель
drool	disgust	0.609	пускати слину
bleeding	disgust	0.609	кровотечі
deform	disgust	0.609	деформувати
ghetto	disgust	0.609	гетто
sabotage	disgust	0.609	саботаж
venomous	disgust	0.609	отруйний
abhor	disgust	0.609	ненавидіти
slander	disgust	0.609	наклепи
hostile	disgust	0.609	ворожий
musty	disgust	0.602	затхлий
illicit	disgust	0.602	незаконний
ugliness	disgust	0.602	потворність
unwashed	disgust	0.602	немитий
swampy	disgust	0.602	болотистий
deprivation	disgust	0.602	позбавлення
poaching	disgust	0.602	браконьєрство
hag	disgust	0.602	дідька
infidel	disgust	0.602	невірний
imprisonment	disgust	0.602	позбавлення волі
traitor	disgust	0.602	зрадник
lunacy	disgust	0.602	божевілля
queasiness	disgust	0.594	нудота
hostility	disgust	0.594	ворожість
repelling	disgust	0.594	відштовхуючий
intoxicated	disgust	0.594	в нетверезому стані
thug	disgust	0.594	бандит
catastrophe	disgust	0.594	катастрофа
lunatic	disgust	0.594	божевільний
misery	disgust	0.594	нещастя
venom	disgust	0.594	отрута
butcher	disgust	0.594	м'ясник
toilet	disgust	0.594	туалет
blister	disgust	0.594	пухир
lurid	disgust	0.594	страшний
slug	disgust	0.594	слимак
gut	disgust	0.594	кишківник
sinner	disgust	0.594	грішник
deceitful	disgust	0.594	брехливий
epidemic	disgust	0.594	епідемія
deteriorated	disgust	0.586	погіршився
lavatory	disgust	0.586	туалет
unclean	disgust	0.586	нечистий
prostitute	disgust	0.586	повія
incubus	disgust	0.586	інкуб
appalling	disgust	0.586	жахливий
dreadful	disgust	0.586	жахливий
pornography	disgust	0.586	порнографія
harass	disgust	0.586	переслідувати
squeamish	disgust	0.578	бридливий
expulsion	disgust	0.578	вигнання
unfaithful	disgust	0.578	невірний
offensive	disgust	0.578	образливий
hypocrite	disgust	0.578	лицемір
humiliating	disgust	0.578	принизливий
larceny	disgust	0.578	крадіжка
ruinous	disgust	0.578	руйнівний
retard	disgust	0.578	відсталий
rash	disgust	0.578	висип
flea	disgust	0.578	блоха
debauchery	disgust	0.578	розпуста
fiend	disgust	0.578	нечисть
quagmire	disgust	0.578	трясовина
conspirator	disgust	0.578	змовник
sick	disgust	0.578	хворий
mangle	disgust	0.578	калити
dogsick	disgust	0.570	собача хвороба
egregious	disgust	0.570	кричущий
flog	disgust	0.570	пороти
despise	disgust	0.570	зневажати
treacherous	disgust	0.570	віроломний
oppress	disgust	0.570	пригнічувати
swamp	disgust	0.570	болото
messy	disgust	0.570	безладний
spit	disgust	0.570	плюнути
dank	disgust	0.570	вологий
bastard	disgust	0.570	сволота
devastating	disgust	0.570	руйнівний
serpent	disgust	0.570	змія
