English Word	Emotion	Emotion-Intensity-Score	Khmer Word
dawn	anticipation	0.469	ព្រឹកព្រលឹម
starry	anticipation	0.469	ផ្កាយ
unsurpassed	anticipation	0.469	មិន​លើស​ពី​
completion	anticipation	0.469	ការបញ្ចប់
hire	anticipation	0.469	ជួល
fete	anticipation	0.469	fete
commemorative	anticipation	0.461	អនុស្សាវរីយ៍
shining	anticipation	0.461	ចាំង
testament	anticipation	0.461	សក្ខីកម្ម
pay	anticipation	0.461	បង់
alive	anticipation	0.461	នៅរស់
plight	anticipation	0.461	ស្ថានភាពលំបាក
preliminary	anticipation	0.461	បឋម
overture	anticipation	0.461	ហួសហេតុ
sanctuary	anticipation	0.461	ទីជម្រក
regatta	anticipation	0.461	regatta
draft	anticipation	0.461	សេចក្តីព្រាង
synchronize	anticipation	0.461	ធ្វើសមកាលកម្ម
soundness	anticipation	0.461	សំឡេង
extricate	anticipation	0.461	extricate
excel	anticipation	0.461	excel
punt	anticipation	0.461	លោត
untold	anticipation	0.461	មិនអាចប្រាប់បាន។
brilliant	anticipation	0.461	អស្ចារ្យ
cheerfulness	anticipation	0.461	ភាពរីករាយ
jeopardy	anticipation	0.461	គ្រោះថ្នាក់
friendly	anticipation	0.461	មិត្តភាព
mail	anticipation	0.461	សំបុត្រ
unexpected	anticipation	0.453	មិននឹកស្មានដល់
basketball	anticipation	0.453	បាល់បោះ
inaugural	anticipation	0.453	សម្ពោធ
supremacy	anticipation	0.453	ឧត្តមភាព
rehabilitation	anticipation	0.453	ការស្តារនីតិសម្បទា
intimately	anticipation	0.453	យ៉ាងស្និទ្ធស្នាល។
career	anticipation	0.453	អាជីព
prevention	anticipation	0.453	ការបង្ការ
renovate	anticipation	0.453	ជួសជុល
compliment	anticipation	0.453	សរសើរ
prologue	anticipation	0.453	អធិប្បាយ
elegance	anticipation	0.453	ភាពឆើតឆាយ
complement	anticipation	0.453	បំពេញបន្ថែម
flinch	anticipation	0.453	ព្រិចភ្នែក
infinity	anticipation	0.453	ភាពគ្មានទីបញ្ចប់
perpetuity	anticipation	0.453	ភាពស្ថិតស្ថេរ
sunset	anticipation	0.453	ថ្ងៃលិច
improve	anticipation	0.453	ធ្វើឱ្យប្រសើរឡើង
fitting	anticipation	0.445	សម
confidence	anticipation	0.445	ទំនុកចិត្ត
concealment	anticipation	0.445	ការលាក់បាំង
sweet	anticipation	0.445	ផ្អែម
perfect	anticipation	0.445	ល្អឥតខ្ចោះ
epidemic	anticipation	0.445	ការរាតត្បាត
fain	anticipation	0.445	សន្លប់
volunteer	anticipation	0.445	អ្នកស្ម័គ្រចិត្ត
share	anticipation	0.445	ចែករំលែក
surround	anticipation	0.445	ជុំវិញ
conjecture	anticipation	0.445	ការស្មាន
sun	anticipation	0.445	ព្រះអាទិត្យ
veracity	anticipation	0.445	ភាពស្មោះត្រង់
serial	anticipation	0.438	សៀរៀល
angel	anticipation	0.438	ទេវតា
aloha	anticipation	0.438	អាឡូហា
saint	anticipation	0.438	ពួកបរិសុទ្ធ
tickle	anticipation	0.438	ធីក
superstitious	anticipation	0.438	អបិយជំនឿ
ferment	anticipation	0.438	ferment
conservation	anticipation	0.438	ការអភិរក្ស
devout	anticipation	0.438	លះបង់
respect	anticipation	0.438	គោរព
reconstruction	anticipation	0.438	ការកសាងឡើងវិញ
goodness	anticipation	0.438	សេចក្តីល្អ
reconstruct	anticipation	0.438	ស្ថាបនាឡើងវិញ
faith	anticipation	0.438	ជំនឿ
recombination	anticipation	0.438	ការផ្សំឡើងវិញ
prepared	anticipation	0.438	រៀបចំ
rabid	anticipation	0.438	ឆ្កួត
plea	anticipation	0.438	អង្វរ
medical	anticipation	0.438	វេជ្ជសាស្រ្ដ
passenger	anticipation	0.438	អ្នកដំណើរ
charitable	anticipation	0.430	សប្បុរសធម៌
tabulate	anticipation	0.430	តារាង
peace	anticipation	0.430	សន្តិភាព
install	anticipation	0.430	ដំឡើង
serenity	anticipation	0.430	ភាពស្ងប់ស្ងាត់
venerable	anticipation	0.430	គោរព
spa	anticipation	0.430	ស្ប៉ា
labyrinth	anticipation	0.430	labyrinth
luscious	anticipation	0.430	ផ្អែម
perpetuate	anticipation	0.430	បន្ត
strategist	anticipation	0.430	អ្នកយុទ្ធសាស្រ្ត
unverified	anticipation	0.430	មិនបានផ្ទៀងផ្ទាត់
tribunal	anticipation	0.430	សាលាក្តី
clap	anticipation	0.430	ទះដៃ
peaceful	anticipation	0.422	សន្តិភាព
patience	anticipation	0.422	ការអត់ធ្មត់
unresolved	anticipation	0.422	មិនទាន់ដោះស្រាយ
worship	anticipation	0.422	ថ្វាយបង្គំ
edification	anticipation	0.422	ការកែលម្អ
oasis	anticipation	0.422	អូអេស៊ីស
grin	anticipation	0.422	ញញឹម
revere	anticipation	0.422	គោរព
candid	anticipation	0.422	ត្រង់
vista	anticipation	0.422	ទិដ្ឋាការ
conspirator	anticipation	0.422	អ្នកសមគំនិត
adrift	anticipation	0.422	អណ្តែត
recognizable	anticipation	0.422	អាចស្គាល់បាន។
volatility	anticipation	0.422	ភាពប្រែប្រួល
forestall	anticipation	0.422	Forestall
laughter	anticipation	0.422	សំណើច
continue	anticipation	0.414	បន្ត
ongoing	anticipation	0.414	កំពុងបន្ត
astrologer	anticipation	0.414	ហោរាសាស្រ្ត
mediate	anticipation	0.414	សម្រុះសម្រួល
punctual	anticipation	0.414	ទាន់ពេលវេលា
grant	anticipation	0.414	ជំនួយ
morn	anticipation	0.414	ព្រឹក
pretty	anticipation	0.414	ស្អាត
withstand	anticipation	0.414	ស៊ូទ្រាំ
frisky	anticipation	0.414	ស្រពិចស្រពិល
thought	anticipation	0.414	គំនិត
probation	anticipation	0.414	ការសាកល្បង
ordination	anticipation	0.414	ការតែងតាំង
calls	anticipation	0.414	ការហៅទូរស័ព្ទ
detainee	anticipation	0.414	អ្នកជាប់ឃុំ
craps	anticipation	0.414	ក្តាម
weigh	anticipation	0.414	ថ្លឹង
proficiency	anticipation	0.414	ជំនាញ
sing	anticipation	0.411	ច្រៀង
continuation	anticipation	0.406	ការបន្ត
university	anticipation	0.406	សាកលវិទ្យាល័យ
chicane	anticipation	0.406	ឈីកាន
nurture	anticipation	0.406	ចិញ្ចឹមបីបាច់
mother	anticipation	0.406	ម្តាយ
punished	anticipation	0.406	ពិន័យ
twinkle	anticipation	0.406	ភ្លឹបភ្លែតៗ
confession	anticipation	0.406	ការសារភាព
outdo	anticipation	0.406	ហួសសម័យ
prophylactic	anticipation	0.406	ការពារ
proud	anticipation	0.406	មោទនភាព
midwife	anticipation	0.406	ឆ្មប
wizard	anticipation	0.406	អ្នកជំនួយការ
headlight	anticipation	0.406	ចង្កៀងមុខ
long	anticipation	0.406	វែង
banquet	anticipation	0.406	ពិធីជប់លៀង
comfort	anticipation	0.406	ការលួងលោម
navigable	anticipation	0.406	នាវាចរណ៍
subscribe	anticipation	0.406	ជាវ
opponent	anticipation	0.406	គូប្រជែង
debenture	anticipation	0.406	ភាគហ៊ុនិក
deal	anticipation	0.402	កិច្ចព្រមព្រៀង
symphony	anticipation	0.398	បទភ្លេង
saintly	anticipation	0.398	ដោយវិសុទ្ធ
judiciary	anticipation	0.398	តុលាការ
lettered	anticipation	0.398	សរសេរអក្សរ
vigil	anticipation	0.398	ការប្រុងប្រយ័ត្ន
reliance	anticipation	0.398	ការពឹងផ្អែក
distracting	anticipation	0.398	រំខាន
mortification	anticipation	0.398	ការស្លាប់
balm	anticipation	0.398	ប្រទាលមុខ
simmer	anticipation	0.398	ដាំឱ្យពុះ
top	anticipation	0.398	កំពូល
obliging	anticipation	0.398	កាតព្វកិច្ច
efficient	anticipation	0.398	ប្រសិទ្ធភាព
guillotine	anticipation	0.398	ហ្គីឡូទីន
representing	anticipation	0.398	តំណាង
death	anticipation	0.398	ការស្លាប់
assurance	anticipation	0.391	ការធានា
familiarity	anticipation	0.391	ភាពស្គាល់គ្នា។
depraved	anticipation	0.391	ថោកទាប
condemnation	anticipation	0.391	ការថ្កោលទោស
undoubted	anticipation	0.391	ដោយមិនសង្ស័យ
sanctify	anticipation	0.391	ញែកជាបរិសុទ្ធ
diplomacy	anticipation	0.391	ការទូត
antidote	anticipation	0.391	ថ្នាំបំបាត់ការឈឺចាប់
trust	anticipation	0.391	ទុកចិត្ត
linger	anticipation	0.391	យូរ
objective	anticipation	0.391	គោលបំណង
chuckle	anticipation	0.391	សើច
poke	anticipation	0.391	ចាក់
abeyance	anticipation	0.391	ការលះបង់
maternal	anticipation	0.391	មាតា
art	anticipation	0.391	សិល្បៈ
unfulfilled	anticipation	0.391	មិនបានបំពេញ
inoculation	anticipation	0.384	inoculation
simplify	anticipation	0.383	ធ្វើឱ្យសាមញ្ញ
depend	anticipation	0.383	អាស្រ័យ
chant	anticipation	0.383	សូត្រ
ram	anticipation	0.383	អង្គ​ចងចាំ
banger	anticipation	0.383	banger
playground	anticipation	0.383	សួនកុមារ
labor	anticipation	0.383	ពលកម្ម
scientist	anticipation	0.383	អ្នកវិទ្យាសាស្ត្រ
good	anticipation	0.383	ល្អ
humanitarian	anticipation	0.383	មនុស្សធម៌
failing	anticipation	0.383	បរាជ័យ
hap	anticipation	0.383	ហាប់
dutiful	anticipation	0.383	កាតព្វកិច្ច
hymn	anticipation	0.383	ទំនុកតម្កើង
ship	anticipation	0.383	នាវា
discretion	anticipation	0.383	ឆន្ទានុសិទ្ធិ
undecided	anticipation	0.383	មិនទាន់សម្រេចចិត្ត
gradual	anticipation	0.375	បន្តិចម្តងៗ
navigator	anticipation	0.375	អ្នករុករក
track	anticipation	0.375	បទ
cradle	anticipation	0.375	លំយោល។
sterling	anticipation	0.375	sterling
interim	anticipation	0.375	បណ្តោះអាសន្ន
clock	anticipation	0.375	នាឡិកា
mountain	anticipation	0.375	ភ្នំ
interminable	anticipation	0.375	អន្តរកម្ម
public	anticipation	0.375	សាធារណៈ
recurrent	anticipation	0.375	កើតឡើងវិញ។
savor	anticipation	0.375	រសជាតិ
abide	anticipation	0.367	ស្នាក់នៅ
concealed	anticipation	0.367	លាក់
spear	anticipation	0.367	លំពែង
lesson	anticipation	0.367	មេរៀន
instructions	anticipation	0.367	ការណែនាំ
sonar	anticipation	0.367	សូណា
biennial	anticipation	0.367	ពីរឆ្នាំ
convince	anticipation	0.367	បញ្ចុះបញ្ចូល
whim	anticipation	0.367	ចិត្ត
shiver	anticipation	0.367	ញ័រ
towering	anticipation	0.367	ប៉ម
musical	anticipation	0.367	តន្ត្រី
offset	anticipation	0.359	អុហ្វសិត
theory	anticipation	0.359	ទ្រឹស្តី
theology	anticipation	0.359	ទ្រឹស្ដី
undying	anticipation	0.359	មិនទាន់ស្លាប់
timidity	anticipation	0.359	ភាពខ្មាស់អៀន
plump	anticipation	0.359	ដុះ
atone	anticipation	0.359	ធួន
audience	anticipation	0.357	ទស្សនិកជន
dietary	anticipation	0.352	របបអាហារ
consecration	anticipation	0.352	ការបូជា
localize	anticipation	0.352	ធ្វើមូលដ្ឋានីយកម្ម
paragon	anticipation	0.352	ប៉ារ៉ាហ្គន
store	anticipation	0.352	ហាង
farm	anticipation	0.352	កសិដ្ឋាន
daily	anticipation	0.352	ប្រចាំថ្ងៃ
cramp	anticipation	0.352	រមួលក្រពើ
nobility	anticipation	0.352	ភាពថ្លៃថ្នូរ
closure	anticipation	0.352	ការបិទ
edition	anticipation	0.352	បោះពុម្ព
kindred	anticipation	0.352	សាច់ញាតិ
stripped	anticipation	0.344	ដកហូត
errand	anticipation	0.344	កិច្ចការ
archaeology	anticipation	0.344	បុរាណវិទ្យា
mutable	anticipation	0.344	អាចផ្លាស់ប្តូរបាន។
wireless	anticipation	0.344	ឥតខ្សែ
meditate	anticipation	0.344	សមាធិ
mobile	anticipation	0.344	ចល័ត
germ	anticipation	0.336	មេរោគ
brotherly	anticipation	0.336	ជាបងប្អូន
lessen	anticipation	0.336	កាត់បន្ថយ
unbeaten	anticipation	0.336	មិនដែលចាញ់
pare	anticipation	0.336	ប៉ារ
buddy	anticipation	0.336	សម្លាញ់
unaccountable	anticipation	0.336	មិន​ទទួល​ខុស​ត្រូវ
dove	anticipation	0.328	ព្រាប
patient	anticipation	0.328	អ្នកជំងឺ
